iter	RMSE
224	2.331471276e-12
225	2.331471276e-12
226	2.331471276e-12
227	2.331471276e-12
228	2.331471276e-12
229	2.331471276e-12
230	2.331471276e-12
231	2.331471276e-12
232	2.331471276e-12
233	2.331471276e-12
234	2.331471276e-12
235	2.331471276e-12
236	2.331471276e-12
237	2.331471276e-12
238	2.331471276e-12
239	2.331471276e-12
240	2.331471276e-12
241	2.331471276e-12
242	2.331471276e-12
243	2.331471276e-12
244	2.331471276e-12
245	2.331471276e-12
246	2.331471276e-12
247	2.331471276e-12
248	2.331471276e-12
249	2.331471276e-12
250	2.331471276e-12
251	2.331471276e-12
252	2.331471276e-12
253	2.331471276e-12
254	2.331471276e-12
255	2.331471276e-12
256	2.331471276e-12
257	2.331471276e-12
258	2.331471276e-12
259	2.331471276e-12
260	2.331471276e-12
261	2.331471276e-12
262	2.331471276e-12
263	2.331471276e-12
264	2.331471276e-12
265	2.331471276e-12
266	2.331471276e-12
267	2.331471276e-12
268	2.331471276e-12
269	2.331471276e-12
270	2.331471276e-12
271	2.331471276e-12
272	2.331471276e-12
273	2.331471276e-12
274	2.331471276e-12
275	2.331471276e-12
276	2.331471276e-12
277	2.331471276e-12
278	2.331471276e-12
279	2.331471276e-12
280	2.331471276e-12
281	2.331471276e-12
282	2.331471276e-12
283	2.331471276e-12
284	2.331471276e-12
285	2.331471276e-12
286	2.331471276e-12
287	2.331471276e-12
288	2.331471276e-12
289	2.331471276e-12
290	2.331471276e-12
291	2.331471276e-12
292	2.331471276e-12
293	2.331471276e-12
294	2.331471276e-12
295	2.331471276e-12
296	2.331471276e-12
297	2.331471276e-12
298	2.331471276e-12
299	2.331471276e-12
300	2.331471276e-12
301	2.331471276e-12
302	2.331471276e-12
303	2.331471276e-12
304	2.331471276e-12
305	2.331471276e-12
306	2.331471276e-12
307	2.331471276e-12
308	2.331471276e-12
309	2.331471276e-12
310	2.331471276e-12
311	2.331471276e-12
312	2.331471276e-12
313	2.331471276e-12
314	2.331471276e-12
315	2.331471276e-12
316	2.331471276e-12
317	2.331471276e-12
318	2.331471276e-12
319	2.331471276e-12
320	2.331471276e-12
321	2.331471276e-12
322	2.331471276e-12
323	2.331471276e-12
324	2.331471276e-12
325	2.331471276e-12
326	2.331471276e-12
327	2.331471276e-12
328	2.331471276e-12
329	2.331471276e-12
330	2.331471276e-12
331	2.331471276e-12
332	2.331471276e-12
333	2.331471276e-12
334	2.331471276e-12
335	2.331471276e-12
336	2.331471276e-12
337	2.331471276e-12
338	2.331471276e-12
339	2.331471276e-12
340	2.331471276e-12
341	2.331471276e-12
342	2.331471276e-12
343	2.331471276e-12
344	2.331471276e-12
345	2.331471276e-12
346	2.331471276e-12
347	2.331471276e-12
348	2.331471276e-12
349	2.331471276e-12
350	2.331471276e-12
351	2.331471276e-12
352	2.331471276e-12
353	2.331471276e-12
354	2.331471276e-12
355	2.331471276e-12
356	2.331471276e-12
357	2.331471276e-12
358	2.331471276e-12
359	2.331471276e-12
360	2.331471276e-12
361	2.331471276e-12
362	2.331471276e-12
363	2.331471276e-12
364	2.331471276e-12
365	2.331471276e-12
366	2.331471276e-12
367	2.331471276e-12
368	2.331471276e-12
369	2.331471276e-12
370	2.331471276e-12
371	2.331471276e-12
372	2.331471276e-12
373	2.331471276e-12
374	2.331471276e-12
375	2.331471276e-12
376	2.331471276e-12
377	2.331471276e-12
378	2.331471276e-12
379	2.331471276e-12
380	2.331471276e-12
381	2.331471276e-12
382	2.331471276e-12
383	2.331471276e-12
384	2.331471276e-12
385	2.331471276e-12
386	2.331471276e-12
387	2.331471276e-12
388	2.331471276e-12
389	2.331471276e-12
390	2.331471276e-12
391	2.331471276e-12
392	2.331471276e-12
393	2.331471276e-12
394	2.331471276e-12
395	2.331471276e-12
396	2.331471276e-12
397	2.331471276e-12
398	2.331471276e-12
399	2.331471276e-12
400	2.331471276e-12
401	2.331471276e-12
402	2.331471276e-12
403	2.331471276e-12
404	2.331471276e-12
405	2.331471276e-12
406	2.331471276e-12
407	2.331471276e-12
408	2.331471276e-12
409	2.331471276e-12
410	2.331471276e-12
411	2.331471276e-12
412	2.331471276e-12
413	2.331471276e-12
414	2.331471276e-12
415	2.331471276e-12
416	2.331471276e-12
417	2.331471276e-12
418	2.331471276e-12
419	2.331471276e-12
420	2.331471276e-12
421	2.331471276e-12
422	2.331471276e-12
423	2.331471276e-12
424	2.331471276e-12
425	2.331471276e-12
426	2.331471276e-12
427	2.331471276e-12
428	2.331471276e-12
429	2.331471276e-12
430	2.331471276e-12
431	2.331471276e-12
432	2.331471276e-12
433	2.331471276e-12
434	2.331471276e-12
435	2.331471276e-12
436	2.331471276e-12
437	2.331471276e-12
438	2.331471276e-12
439	2.331471276e-12
440	2.331471276e-12
441	2.331471276e-12
442	2.331471276e-12
443	2.331471276e-12
444	2.331471276e-12
445	2.331471276e-12
446	2.331471276e-12
447	2.331471276e-12
448	2.331471276e-12
449	2.331471276e-12
450	2.331471276e-12
451	2.331471276e-12
452	2.331471276e-12
453	2.331471276e-12
454	2.331471276e-12
455	2.331471276e-12
456	2.331471276e-12
457	2.331471276e-12
458	2.331471276e-12
459	2.331471276e-12
460	2.331471276e-12
461	2.331471276e-12
462	2.331471276e-12
463	2.331471276e-12
464	2.331471276e-12
465	2.331471276e-12
466	2.331471276e-12
467	2.331471276e-12
468	2.331471276e-12
469	2.331471276e-12
470	2.331471276e-12
471	2.331471276e-12
472	2.331471276e-12
473	2.331471276e-12
474	2.331471276e-12
475	2.331471276e-12
476	2.331471276e-12
477	2.331471276e-12
478	2.331471276e-12
479	2.331471276e-12
480	2.331471276e-12
481	2.331471276e-12
482	2.331471276e-12
483	2.331471276e-12
484	2.331471276e-12
485	2.331471276e-12
486	2.331471276e-12
487	2.331471276e-12
488	2.331471276e-12
489	2.331471276e-12
490	2.331471276e-12
491	2.331471276e-12
492	2.331471276e-12
493	2.331471276e-12
494	2.331471276e-12
495	2.331471276e-12
496	2.331471276e-12
497	2.331471276e-12
498	2.331471276e-12
499	2.331471276e-12
500	2.331471276e-12
501	2.331471276e-12
502	2.331471276e-12
503	2.331471276e-12
504	2.331471276e-12
505	2.331471276e-12
506	2.331471276e-12
507	2.331471276e-12
508	2.331471276e-12
509	2.331471276e-12
510	2.331471276e-12
511	2.331471276e-12
512	2.331471276e-12
513	2.331471276e-12
514	2.331471276e-12
515	2.331471276e-12
516	2.331471276e-12
517	2.331471276e-12
518	2.331471276e-12
519	2.331471276e-12
520	2.331471276e-12
521	2.331471276e-12
522	2.331471276e-12
523	2.331471276e-12
524	2.331471276e-12
525	2.331471276e-12
526	2.331471276e-12
527	2.331471276e-12
528	2.331471276e-12
529	2.331471276e-12
530	2.331471276e-12
531	2.331471276e-12
532	2.331471276e-12
533	2.331471276e-12
534	2.331471276e-12
535	2.331471276e-12
536	2.331471276e-12
537	2.331471276e-12
538	2.331471276e-12
539	2.331471276e-12
540	2.331471276e-12
541	2.331471276e-12
542	2.331471276e-12
543	2.331471276e-12
544	2.331471276e-12
545	2.331471276e-12
546	2.331471276e-12
547	2.331471276e-12
548	2.331471276e-12
549	2.331471276e-12
550	2.331471276e-12
551	2.331471276e-12
552	2.331471276e-12
553	2.331471276e-12
554	2.331471276e-12
555	2.331471276e-12
556	2.331471276e-12
557	2.331471276e-12
558	2.331471276e-12
559	2.331471276e-12
560	2.331471276e-12
561	2.331471276e-12
562	2.331471276e-12
563	2.331471276e-12
564	2.331471276e-12
565	2.331471276e-12
566	2.331471276e-12
567	2.331471276e-12
568	2.331471276e-12
569	2.331471276e-12
570	2.331471276e-12
571	2.331471276e-12
572	2.331471276e-12
573	2.331471276e-12
574	2.331471276e-12
575	2.331471276e-12
576	2.331471276e-12
577	2.331471276e-12
578	2.331471276e-12
579	2.331471276e-12
580	2.331471276e-12
581	2.331471276e-12
582	2.331471276e-12
583	2.331471276e-12
584	2.331471276e-12
585	2.331471276e-12
586	2.331471276e-12
587	2.331471276e-12
588	2.331471276e-12
589	2.331471276e-12
590	2.331471276e-12
591	2.331471276e-12
592	2.331471276e-12
593	2.331471276e-12
594	2.331471276e-12
595	2.331471276e-12
596	2.331471276e-12
597	2.331471276e-12
598	2.331471276e-12
599	2.331471276e-12
600	2.331471276e-12
601	2.331471276e-12
602	2.331471276e-12
603	2.331471276e-12
604	2.331471276e-12
605	2.331471276e-12
606	2.331471276e-12
607	2.331471276e-12
608	2.331471276e-12
609	2.331471276e-12
610	2.331471276e-12
611	2.331471276e-12
612	2.331471276e-12
613	2.331471276e-12
614	2.331471276e-12
615	2.331471276e-12
616	2.331471276e-12
617	2.331471276e-12
618	2.331471276e-12
619	2.331471276e-12
620	2.331471276e-12
621	2.331471276e-12
622	2.331471276e-12
623	2.331471276e-12
624	2.331471276e-12
625	2.331471276e-12
626	2.331471276e-12
627	2.331471276e-12
628	2.331471276e-12
629	2.331471276e-12
630	2.331471276e-12
631	2.331471276e-12
632	2.331471276e-12
633	2.331471276e-12
634	2.331471276e-12
635	2.331471276e-12
636	2.331471276e-12
637	2.331471276e-12
638	2.331471276e-12
639	2.331471276e-12
640	2.331471276e-12
641	2.331471276e-12
642	2.331471276e-12
643	2.331471276e-12
644	2.331471276e-12
645	2.331471276e-12
646	2.331471276e-12
647	2.331471276e-12
648	2.331471276e-12
649	2.331471276e-12
650	2.331471276e-12
651	2.331471276e-12
652	2.331471276e-12
653	2.331471276e-12
654	2.331471276e-12
655	2.331471276e-12
656	2.331471276e-12
657	2.331471276e-12
658	2.331471276e-12
659	2.331471276e-12
660	2.331471276e-12
661	2.331471276e-12
662	2.331471276e-12
663	2.331471276e-12
664	2.331471276e-12
665	2.331471276e-12
666	2.331471276e-12
667	2.331471276e-12
668	2.331471276e-12
669	2.331471276e-12
670	2.331471276e-12
671	2.331471276e-12
672	2.331471276e-12
673	2.331471276e-12
674	2.331471276e-12
675	2.331471276e-12
676	2.331471276e-12
677	2.331471276e-12
678	2.331471276e-12
679	2.331471276e-12
680	2.331471276e-12
681	2.331471276e-12
682	2.331471276e-12
683	2.331471276e-12
684	2.331471276e-12
685	2.331471276e-12
686	2.331471276e-12
687	2.331471276e-12
688	2.331471276e-12
689	2.331471276e-12
690	2.331471276e-12
691	2.331471276e-12
692	2.331471276e-12
693	2.331471276e-12
694	2.331471276e-12
695	2.331471276e-12
696	2.331471276e-12
697	2.331471276e-12
698	2.331471276e-12
699	2.331471276e-12
700	2.331471276e-12
701	2.331471276e-12
702	2.331471276e-12
703	2.331471276e-12
704	2.331471276e-12
705	2.331471276e-12
706	2.331471276e-12
707	2.331471276e-12
708	2.331471276e-12
709	2.331471276e-12
710	2.331471276e-12
711	2.331471276e-12
712	2.331471276e-12
713	2.331471276e-12
714	2.331471276e-12
715	2.331471276e-12
716	2.331471276e-12
717	2.331471276e-12
718	2.331471276e-12
719	2.331471276e-12
720	2.331471276e-12
721	2.331471276e-12
722	2.331471276e-12
723	2.331471276e-12
724	2.331471276e-12
725	2.331471276e-12
726	2.331471276e-12
727	2.331471276e-12
728	2.331471276e-12
729	2.331471276e-12
730	2.331471276e-12
731	2.331471276e-12
732	2.331471276e-12
733	2.331471276e-12
734	2.331471276e-12
735	2.331471276e-12
736	2.331471276e-12
737	2.331471276e-12
738	2.331471276e-12
739	2.331471276e-12
740	2.331471276e-12
741	2.331471276e-12
742	2.331471276e-12
743	2.331471276e-12
744	2.331471276e-12
745	2.331471276e-12
746	2.331471276e-12
747	2.331471276e-12
748	2.331471276e-12
749	2.331471276e-12
750	2.331471276e-12
751	2.331471276e-12
752	2.331471276e-12
753	2.331471276e-12
754	2.331471276e-12
755	2.331471276e-12
756	2.331471276e-12
757	2.331471276e-12
758	2.331471276e-12
759	2.331471276e-12
760	2.331471276e-12
761	2.331471276e-12
762	2.331471276e-12
763	2.331471276e-12
764	2.331471276e-12
765	2.331471276e-12
766	2.331471276e-12
767	2.331471276e-12
768	2.331471276e-12
769	2.331471276e-12
770	2.331471276e-12
771	2.331471276e-12
772	2.331471276e-12
773	2.331471276e-12
774	2.331471276e-12
775	2.331471276e-12
776	2.331471276e-12
777	2.331471276e-12
778	2.331471276e-12
779	2.331471276e-12
780	2.331471276e-12
781	2.331471276e-12
782	2.331471276e-12
