iter	Passed	Remaining
616	99	26
617	99	26
618	99	26
619	99	26
620	99	26
621	99	25
622	100	25
623	100	25
624	100	25
625	100	25
626	100	25
627	100	24
628	101	24
629	101	24
630	101	24
631	101	24
632	101	24
633	101	23
634	102	23
635	102	23
636	102	23
637	102	23
638	102	23
639	102	22
640	102	22
641	103	22
642	103	22
643	103	22
644	103	22
645	103	22
646	103	21
647	104	21
648	104	21
649	104	21
650	104	21
651	104	21
652	104	20
653	105	20
654	105	20
655	105	20
656	105	20
657	105	20
658	105	19
659	106	19
660	106	19
661	106	19
662	106	19
663	106	19
664	106	18
665	107	18
666	107	18
667	107	18
668	107	18
669	107	18
670	107	18
671	108	17
672	108	17
673	108	17
674	108	17
675	108	17
676	108	17
677	109	16
678	109	16
679	109	16
680	109	16
681	109	16
682	109	16
683	110	15
684	110	15
685	110	15
686	110	15
687	110	15
688	110	15
689	111	14
690	111	14
691	111	14
692	111	14
693	111	14
694	112	14
695	112	14
696	112	13
697	112	13
698	112	13
699	112	13
700	112	13
701	113	13
702	113	12
703	113	12
704	113	12
705	113	12
706	113	12
707	114	12
708	114	11
709	114	11
710	114	11
711	114	11
712	114	11
713	114	11
714	115	10
715	115	10
716	115	10
717	115	10
718	115	10
719	115	10
720	116	9
721	116	9
722	116	9
723	116	9
724	116	9
725	116	9
726	117	9
727	117	8
728	117	8
729	117	8
730	117	8
731	117	8
732	117	8
733	118	7
734	118	7
735	118	7
736	118	7
737	118	7
738	118	7
739	119	6
740	119	6
741	119	6
742	119	6
743	119	6
744	119	6
745	120	5
746	120	5
747	120	5
748	120	5
749	120	5
750	120	5
751	121	4
752	121	4
753	121	4
754	121	4
755	121	4
756	121	4
757	122	4
758	122	3
759	122	3
760	122	3
761	122	3
762	122	3
763	122	3
764	123	2
765	123	2
766	123	2
767	123	2
768	123	2
769	123	2
770	124	1
771	124	1
772	124	1
773	124	1
774	124	1
775	124	1
776	125	0
777	125	0
778	125	0
779	125	0
780	125	0
781	125	0
782	126	0
