pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL,fecha_publicacion,fecha_publicacion_exacta,visualizaciones,inmobiliaria,antiguedad_inmueble
83,"S/ 4,488 · USD 1,200",S/ 300 Mantenimiento,Av. Paseo de la Republica Cdra. 60,"Miraflores, Lima",110 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-3doms-amoblado-miraflores-144467329.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=83&n_pos=5,Publicado hace 41 días,2026-03-21,42 visualizaciones,Christian Miranda,4 años
83,"S/ 5,278 · USD 1,400",S/ 690 Mantenimiento,Ca. Las Acacias 269,"Miraflores, Lima",150 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-flat-150-m-sup2--vista-exterior-3-dorms-ca.-las-142932665.html?n_src=Listado&n_pills=Ascensor&n_pg=83&n_pos=6,Publicado hace 41 días,2026-03-21,223 visualizaciones,Christian Miranda,5 años
83,"S/ 4,488 · USD 1,200",S/ 550 Mantenimiento,Cdra 1 Calle Recavarren,"Miraflores, Lima",134 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-duplex-134-m-sup2--3doms.-cdra-1-calle-145540165.html?n_src=Listado&n_pills=Seguridad&n_pg=83&n_pos=7,Publicado hace 41 días,2026-03-21,126 visualizaciones,Christian Miranda,3 años
83,"S/ 12,342 · USD 3,300",S/ 950 Mantenimiento,malecon cisneros,"Miraflores, Lima",240 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-4-doms.-en-malecon-cisneros-de-142373880.html?n_src=Listado&n_pills=Piscina&n_pg=83&n_pos=8,Publicado hace 41 días,2026-03-21,35 visualizaciones,Christian Miranda,7 años
83,"S/ 5,600 · USD 1,500",S/ 300 Mantenimiento,Calle José Gabriel Chariarse 885,"Miraflores, Lima",120 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-depa-amoblado-cerca-al-wong-de-benavides-145371044.html?n_src=Listado&n_pills=Ascensor&n_pg=83&n_pos=9,Publicado hace 41 días,2026-03-21,69 visualizaciones,Christian Miranda,A estrenar
83,"S/ 3,366 · USD 900",S/ 400 Mantenimiento,CDRA 49 AV. AREQUIPA,"Miraflores, Lima",97 m² tot.,,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-en-la-cdra.-49-de-la-av-arequipa-144481762.html?n_src=Listado&n_pills=Ascensor&n_pg=83&n_pos=10,Publicado hace 41 días,2026-03-21,,Christian Miranda,5 años
83,"S/ 8,740 · USD 2,300","S/ 2,300 Mantenimiento",Malecon Cisneros 1412,"Miraflores, Lima",180 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindos-flat-3-dorms-con-vista-al-mar-180-m-sup2-144866594.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=83&n_pos=11,Publicado hace 41 días,2026-03-21,164 visualizaciones,Christian Miranda,5 años
83,"S/ 4,488 · USD 1,200",S/ 430 Mantenimiento,MALECON BALTA 780,"Miraflores, Lima",115 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-depa-3-doms-cerca-al-wong-de-miraflores-143309475.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=83&n_pos=12,Publicado hace 41 días,2026-03-21,76 visualizaciones,Christian Miranda,8 años
83,"S/ 3,145 · USD 850",S/ 350 Mantenimiento,Ca. Madrid 347,"Miraflores, Lima",86 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-alquiler-86-m-sup2--ca.-madrid-3-dorm.-2-90172289.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=83&n_pos=13,Publicado hace 41 días,2026-03-21,103 visualizaciones,Christian Miranda,15 años
83,"S/ 3,360 · USD 1,000",S/ 468 Mantenimiento,Calle Comandante Odonovan 198,"Miraflores, Lima",90 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-lindo-depa.3dom-cdra.1calle-cmdte.-odonovan-147805866.html?n_src=Listado&n_pills=Seguridad&n_pg=83&n_pos=14,Publicado hace 41 días,2026-03-21,84 visualizaciones,Christian Miranda,18 años
83,"S/ 10,560 · USD 3,000","S/ 1,000 Mantenimiento",Malecon Armendariz 183,"Miraflores, Lima",258 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-duplex-3doms-258.95-m-sup2--malecon-de-la-147620744.html?n_src=Listado&n_pills=Ascensor&n_pg=83&n_pos=15,Publicado hace 41 días,2026-03-21,51 visualizaciones,Christian Miranda,10 años
83,"S/ 4,505 · USD 1,280",S/ 450 Mantenimiento,cuadra 11 Av. Jose Pardo,"Miraflores, Lima",81 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-depa.-3doms-amoblado-y-equipado-147530104.html?n_src=Listado&n_pills=Seguridad&n_pg=83&n_pos=16,Publicado hace 41 días,2026-03-21,,Christian Miranda,10 años
83,"S/ 23,188 · USD 6,200",,Cuadra 3 Calle las Dalias,"Miraflores, Lima",,,,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-exclusivo-penthouse-de-545.60-m-sup2--en-146038988.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=83&n_pos=17,Publicado hace 41 días,2026-03-21,,Christian Miranda,
83,"S/ 3,459 · USD 980",S/ 350 Mantenimiento,Av. Grau 171,"Miraflores, Lima",85 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-depa.-2doms-amoblado-y-equipado-146380586.html?n_src=Listado&n_pills=Seguridad&n_pg=83&n_pos=18,Publicado hace 41 días,2026-03-21,22 visualizaciones,Christian Miranda,11 años
83,"S/ 4,114 · USD 1,100",S/ 600 Mantenimiento,Calle JUAN FANNING N° 429,"Miraflores, Lima",126 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-2dom-y-2-cocheras126-m-sup2-146190486.html?n_src=Listado&n_pills=Seguridad&n_pg=83&n_pos=19,Publicado hace 41 días,2026-03-21,62 visualizaciones,Christian Miranda,4 años
83,"S/ 2,932 · USD 120,000",S/ 160 Mantenimiento,Av. Alfredo Benavides 311,"Miraflores, Lima",100 m² tot.,3 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-o-alquilo-amplio-departamento-en-piso-8-en-av-149315455.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=83&n_pos=20,Publicado hace 42 días,2026-03-20,487 visualizaciones,XIMENA VELARDE,40 años
83,"S/ 18,866 · USD 5,500",S/ 600 Mantenimiento,Av. el Sol Este 202,"Barranco, Lima",297 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-local-com.-barranco-perfecto-para-restaurante-bar-o-148596733.html?n_src=Listado&n_pg=83&n_pos=21,Publicado hace 42 días,2026-03-20,,REMAX REALTY CENTRAL SUR,A estrenar
83,"S/ 7,175 · USD 2,100",S/ 800 Mantenimiento,Avenida Ernesto Diez Canseco 655,"Miraflores, Lima",150 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-cerca-a-parque-tradiciones-149302845.html?n_src=Listado&n_pills=Seguridad&n_pg=83&n_pos=22,Publicado hace 43 días,2026-03-19,56 visualizaciones,MICHELLE JORDAN LUNA,9 años
83,"S/ 3,215 · USD 906",,Av. Ricardo Palma,"Miraflores, Lima",56 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-duplex-de-estreno-amoblado-en-miraflores-147053823.html?n_src=Listado&n_pills=Piscina&n_pg=83&n_pos=23,Publicado hace 43 días,2026-03-19,19 visualizaciones,REMAX REALTY CENTRAL SUR,A estrenar
83,"S/ 2,200",,av angamos este 1548,"Surquillo, Lima",61 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-surquillo-147900265.html?n_src=Listado&n_pg=83&n_pos=24,Publicado hace 43 días,2026-03-19,196 visualizaciones,REMAX REALTY CENTRAL SUR,9 años
83,"S/ 3,200",S/ 200 Mantenimiento,BERLIN 390,"Miraflores, Lima",93 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-miraflores-departamento-amoblado-y-equipado-148791806.html?n_src=Listado&n_pills=Ascensor&n_pg=83&n_pos=25,Publicado hace 43 días,2026-03-19,91 visualizaciones,REMAX REALTY CENTRAL SUR,18 años
83,"S/ 2,500",S/ 330 Mantenimiento,calle Las mantas lote 15 y,"Lurín, Lima",85 m² tot.,5 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-playa-pulpos-145227280.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=83&n_pos=26,Publicado hace 43 días,2026-03-19,17 visualizaciones,REMAX REALTY CENTRAL SUR,14 años
83,"S/ 3,600 · USD 1,050",,calle general suarez 289,"Miraflores, Lima",65 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-moderno-con-linea-blanca-2-dorm.-146592671.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=83&n_pos=27,Publicado hace 43 días,2026-03-19,31 visualizaciones,REMAX REALTY CENTRAL SUR,1 años
83,"S/ 3,400 · USD 1,011",,Avenida Ricardo Palma,"Miraflores, Lima",65 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-flat-en-miraflores-149034455.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=83&n_pos=28,Publicado hace 43 días,2026-03-19,,REMAX REALTY CENTRAL SUR,A estrenar
83,"S/ 1,300 · USD 372",,Calle Vitalino Becerra Mz Z Lt. 15 Villa Sol,"Los Olivos, Lima",75 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquiler-departamento-luminoso-con-balcon-en-la-149183557.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=83&n_pos=29,Publicado hace 43 días,2026-03-19,55 visualizaciones,REMAX REALTY CENTRAL SUR,9 años
83,"S/ 2,400 · USD 630",,SERGIO BERNALES,"Surquillo, Lima",97 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-surquillo-145358648.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=83&n_pos=30,Publicado hace 43 días,2026-03-19,127 visualizaciones,REMAX REALTY CENTRAL SUR,15 años
84,"S/ 3,450 · USD 1,000",S/ 350 Mantenimiento,Calle José Gabriel Chariarse 224,"Miraflores, Lima",100 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquiler-de-departamento-amoblado-en-miraflores!-148902470.html?n_src=Listado&n_pills=Ascensor&n_pg=84&n_pos=1,Publicado hace 43 días,2026-03-19,92 visualizaciones,REMAX REALTY CENTRAL SUR,5 años
84,"S/ 3,650 · USD 1,090",S/ 460 Mantenimiento,calle suarez 289,"Miraflores, Lima",62 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-bello-depa-de-estreno-y-a-minutos-del-larcomar-149033029.html?n_src=Listado&n_pills=Seguridad&n_pg=84&n_pos=2,Publicado hace 43 días,2026-03-19,15 visualizaciones,REMAX REALTY CENTRAL SUR,1 años
84,"S/ 2,800 · USD 800",S/ 534 Mantenimiento,MANCO CAPAC 6 MIRAFLORES,"Miraflores, Lima",65 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto.-amoblado-moderno-con-terraza-1-dormitorio-52347806.html?n_src=Listado&n_pills=Amoblado&n_pg=84&n_pos=3,Publicado hace 44 días,2026-03-18,58 visualizaciones,AREGA S.A.C,8 años
84,"S/ 2,600",S/ 200 Mantenimiento,Bernardo Alcedo,"Miraflores, Lima",73 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-miraflores-149289451.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=84&n_pos=4,Publicado hace 45 días,2026-03-17,128 visualizaciones,CARMEN LUISA MASSARI NAMIHAS,12 años
84,"S/ 1,040",S/ 125 Mantenimiento,Micaela Bastidas,"Comas, Lima",74 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-torres-vista-sol-74-145784409.html?n_src=Listado&n_pills=Seguridad&n_pg=84&n_pos=5,Publicado hace 45 días,2026-03-17,90 visualizaciones,Petter Guivart,7 años
84,"S/ 1,400",S/ 150 Mantenimiento,Avenida A 225,"Rímac, Lima",65 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-de-65-m-sup2--con-2-habitaciones-y-2-banos-en-149276065.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=84&n_pos=6,Publicado hace 46 días,2026-03-16,90 visualizaciones,RENTAFAST INMOBILIARIA S.A.C,2 años
84,"S/ 3,100 · USD 880",S/ 280 Mantenimiento,Av. 28 de Julio 553,"Miraflores, Lima",51 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-en-28-de-julio-149249043.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=7,Publicado hace 46 días,2026-03-16,61 visualizaciones,XIMENA VELARDE,A estrenar
84,"S/ 4,520 · USD 1,300",S/ 520 Mantenimiento,Calle Juan Fanning,"Miraflores, Lima",86 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-estreno-flat-con-balcon-y-vista-a-la-147771836.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=8,Publicado hace 46 días,2026-03-16,,Jackeline Rosado,A estrenar
84,"S/ 3,250 · USD 950",S/ 300 Mantenimiento,Malecón Balta,"Miraflores, Lima",83 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-miraflores-malecon-balta-61216880.html?n_src=Listado&n_pills=Amoblado&n_pg=84&n_pos=9,Publicado hace 46 días,2026-03-16,50 visualizaciones,Jackeline Rosado,8 años
84,S/ 899,S/ 149 Mantenimiento,Jiron Los Geranios 2,"Comas, Lima",60 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-3-dorm.-1-bano-condominio-geranios-149269322.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=10,Publicado hace 47 días,2026-03-15,70 visualizaciones,BrokerEnlinea,A estrenar
84,"S/ 2,290",S/ 200 Mantenimiento,Av. Prolongación Iquitos,"Lince, Lima",74 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-lince-cerca-a-av-canada-145332607.html?n_src=Listado&n_pills=Seguridad&n_pg=84&n_pos=11,Publicado hace 47 días,2026-03-15,105 visualizaciones,Julia Flores [Persona Natural],7 años
84,"S/ 3,700 · USD 1,060",,Av. Gral. Mendiburu 254,"Miraflores, Lima",110 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-departamento-en-segundo-piso-dos-148946768.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=12,Publicado hace 49 días,2026-03-13,34 visualizaciones,GESTIONES INMOBILIARIAS DEL PERU S.A.C.,30 años
84,"S/ 2,736 · USD 800",,Calle General Suárez 739,"Miraflores, Lima",65 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-espectacular-departamento-con-acabados-de-primera-149118905.html?n_src=Listado&n_pills=Ascensor&n_pg=84&n_pos=13,Publicado hace 49 días,2026-03-13,71 visualizaciones,GESTIONES INMOBILIARIAS DEL PERU S.A.C.,3 años
84,"S/ 12,005 · USD 3,500",,Mal. de la Reserva 210,"Miraflores, Lima",210 m² tot.,3 dorm.,4 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-miraflores-149244757.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=14,Publicado hace 50 días,2026-03-12,,INMOBILIARIA RE/MAX PLATINUM,A estrenar
84,"S/ 2,600 · USD 753",,Neo 10,"Miraflores, Lima",60 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-miraflores-149244684.html?n_src=Listado&n_pills=Ascensor&n_pg=84&n_pos=15,Publicado hace 50 días,2026-03-12,,INMOBILIARIA RE/MAX PLATINUM,A estrenar
84,"S/ 1,250",,Calle: la estancia de lurin II EG,"Lurín, Lima",85 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-acogedor-departamento-en-lurin-la-estancia-149243579.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=16,Publicado hace 50 días,2026-03-12,44 visualizaciones,CENTURY21 PRINCIPAL,3 años
84,"S/ 4,800",S/ 450 Mantenimiento,Av. José Pardo 1040,"Miraflores, Lima",120 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-120-m-sup2--con-3-dorm.-en-alquiler-en-149024037.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=17,Publicado hace 51 días,2026-03-11,,Flor Alina Romero,24 años
84,"S/ 3,332 · USD 980",S/ 270 Mantenimiento,Calle General Suárez 1120,"Miraflores, Lima",105 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-miraflores-con-vista-149234875.html?n_src=Listado&n_pills=Seguridad&n_pg=84&n_pos=18,Publicado hace 51 días,2026-03-11,135 visualizaciones,KALLPA SERVICIOS INMOBILIARIOS,15 años
84,"S/ 4,002 · USD 1,150",,"Mal. 28 de Julio 455, Dpto 202 Miraflores","Miraflores, Lima",103 m² tot.,2 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-miraflores-149234180.html?n_src=Listado&n_pills=Ascensor&n_pg=84&n_pos=19,Publicado hace 51 días,2026-03-11,,INMOBILIARIA RE/MAX PLATINUM,A estrenar
84,"S/ 3,100 · USD 888",S/ 350 Mantenimiento,"Dpto 1804, Decimo Octavo Piso, Jirón Soledad 195, Lince","Lince, Lima",71 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-lince-149233661.html?n_src=Listado&n_pills=Seguridad&n_pg=84&n_pos=20,Publicado hace 51 días,2026-03-11,24 visualizaciones,INMOBILIARIA RE/MAX PLATINUM,A estrenar
84,"S/ 2,800 · USD 802",S/ 250 Mantenimiento,C. Arturo Duray 255,"Surquillo, Lima",74 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-funcional-en-surquillo-149233329.html?n_src=Listado&n_pills=Seguridad&n_pg=84&n_pos=21,Publicado hace 51 días,2026-03-11,76 visualizaciones,REMAX ELITE,9 años
84,"S/ 2,000",,Batta Isola 236,"Barranco, Lima",54 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-primer-piso-con-jardin-en-barranco-149232469.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=22,Publicado hace 51 días,2026-03-11,176 visualizaciones,Alfredo Tello,58 años
84,"S/ 2,900",S/ 300 Mantenimiento,Jirón Juan Fanning 100,"Barranco, Lima",55 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-barranco-55-m-sup2--2-149208529.html?n_src=Listado&n_pills=Gimnasio&n_pg=84&n_pos=23,Publicado hace 51 días,2026-03-11,65 visualizaciones,RE/MAX INTI,5 años
84,"S/ 2,500 · USD 750",S/ 298 Mantenimiento,Avenida José Pardo 901,"Miraflores, Lima",64 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-_-alquilo-lindo-departamento-con-1-149229235.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=24,Publicado hace 51 días,2026-03-11,48 visualizaciones,MARÍA CECILIA PFLUCKER,32 años
84,"S/ 2,100 · USD 650",S/ 200 Mantenimiento,Calle Los Negocios 213,"Surquillo, Lima",40 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-en-surquillo-limite-con-san-isidro-40-149209833.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=25,Publicado hace 52 días,2026-03-10,215 visualizaciones,RE/MAX INTI,6 años
84,"S/ 3,499",S/ 160 Mantenimiento,"av arenales 2570, lince","Lince, Lima",60 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin--el-alquiler-de-depa-amoblado-en-lincidro-148284971.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=84&n_pos=26,Publicado hace 52 días,2026-03-10,18 visualizaciones,INMOBILIARIA GOLDEN PERU,2 años
84,"S/ 3,350 · USD 965",,Av. Arequipa 4140,"Miraflores, Lima",118 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-miraflores-149206129.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=27,Publicado hace 53 días,2026-03-09,168 visualizaciones,INMOBILIARIA RE/MAX PLATINUM,A estrenar
84,"S/ 2,200 · USD 640",S/ 400 Mantenimiento,"Cerca Av, Pardo","Miraflores, Lima",49 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-miraflores-acogedor-departamento-1-dormitorio-147988469.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=84&n_pos=28,Publicado hace 55 días,2026-03-07,53 visualizaciones,LIDIA JACOBS,14 años
84,"S/ 4,050 · USD 1,200",S/ 600 Mantenimiento,Calle Comandante O Donovan,"Miraflores, Lima",97 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-dpto-a-espaldas-del-larcomar-miraflores-149185287.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=29,Publicado hace 56 días,2026-03-06,45 visualizaciones,DENISE VENTURO DENEGRI,6 años
84,"S/ 1,800",,Los Pinos,"Chaclacayo, Lima",120 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-primer-piso-cerca-a-parque!-149183090.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=84&n_pos=30,Publicado hace 56 días,2026-03-06,91 visualizaciones,SARAH THOMPSON,30 años
85,"S/ 1 · USD 450,000",,Calle Piura,"Miraflores, Lima",275 m² tot.,3 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-duplex-de-275-m-sup2--tres-dorm.-149182759.html?n_src=Listado&n_pills=Parrilla&n_pg=85&n_pos=1,Publicado hace 56 días,2026-03-06,108 visualizaciones,VILCARINA LEANDRA LUNA ALVAREZ,10 años
85,"S/ 3,000 · USD 900",S/ 390 Mantenimiento,Teodosio Parreño,"Barranco, Lima",68 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-barranco-149162264.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=85&n_pos=2,Publicado hace 58 días,2026-03-04,71 visualizaciones,"DELGADO ANAYA, CARLA JESSICA [Persona Natural]",2 años
85,"S/ 1,340 · USD 400",,"Calle Porta, Miraflores al 600","Miraflores, Lima",100 m² tot.,,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-habitacion-roomate-149160202.html?n_src=Listado&n_pills=Amoblado&n_pg=85&n_pos=3,Publicado hace 58 días,2026-03-04,314 visualizaciones,QALTA BIENES RAICES,3 años
85,"S/ 3,190 · USD 930",,Avenida Ricardo Palma,"Miraflores, Lima",60 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamentos-amoblados-y-sin-amoblar.-parque-kennedy-149152634.html?n_src=Listado&n_pills=Ascensor&n_pg=85&n_pos=4,Publicado hace 58 días,2026-03-04,44 visualizaciones,CARLA,A estrenar
85,"S/ 2,500 · USD 744",,Calle Modigliani 127,"Surquillo, Lima",80 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-surquillo-149142309.html?n_src=Listado&n_pills=Ascensor&n_pg=85&n_pos=5,Publicado hace 59 días,2026-03-03,225 visualizaciones,INMOBILIARIA RE/MAX PLATINUM,A estrenar
85,"S/ 4,350 · USD 1,300",S/ 380 Mantenimiento,José Pardo,"Miraflores, Lima",110 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-miraflores-a-un-paso-del-144545502.html?n_src=Listado&n_pills=Piscina&n_pg=85&n_pos=6,Publicado hace 60 días,2026-03-02,112 visualizaciones,Jackeline Rosado,10 años
85,"S/ 4,688 · USD 1,250",S/ 380 Mantenimiento,José Pardo,"Miraflores, Lima",103 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-muy-centrico-y-con-areas-comunes-145403929.html?n_src=Listado&n_pills=Parrilla&n_pg=85&n_pos=7,Publicado hace 60 días,2026-03-02,83 visualizaciones,Jackeline Rosado,6 años
85,"S/ 4,197 · USD 1,150",S/ 360 Mantenimiento,Calle Bellavista,"Miraflores, Lima",95 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-duplex-amoblado-de-2-habitaciones-en-el-147515979.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=85&n_pos=8,Publicado hace 60 días,2026-03-02,57 visualizaciones,Jackeline Rosado,10 años
