pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL,fecha_publicacion,fecha_publicacion_exacta,visualizaciones,inmobiliaria,antiguedad_inmueble
26,"S/ 1,150 · USD 300",S/ 90 Mantenimiento,Av. Alameda de los Cóndores 427,"Condores, La Molina",25 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-minidepartamento-amoblado-con-excelente-ubicacion-149709133.html?n_src=Listado&n_pills=Amoblado&n_pg=26&n_pos=15,Publicado desde ayer,2026-04-30,26 visualizaciones,LIÉN Boutique Inmobiliaria,4 años
26,"S/ 16,000 · USD 998,000","S/ 1,600 Mantenimiento",Contralmirante mora,"San Isidro, Lima",300 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-exclusivo-dpto.-frente-a-parque-privado-san-63911139.html?n_src=Listado&n_pills=Amoblado&n_pg=26&n_pos=16,Publicado hace más de 1 año,,119 visualizaciones,JACQUELINE BENAVENTE,10 años
26,"S/ 2,000 · USD 620",S/ 250 Mantenimiento,Av. Luis Banchero Rossi,"San Miguel, Lima",48 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-en-san-miguel-de-estreno-148982875.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=26&n_pos=17,Publicado desde ayer,2026-04-30,84 visualizaciones,JACQUELINE BENAVENTE,A estrenar
26,"S/ 2,500",S/ 250 Mantenimiento,Avenida La Paz 2551,"San Miguel, Lima",75 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-estreno-en-san-miguel-149707841.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=26&n_pos=18,Publicado desde ayer,2026-04-30,,CENTURY 21 PREMIUM,A estrenar
26,"S/ 2,350 · USD 677",,Gral Artigas al 700,"Pueblo Libre, Lima",86 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-pueblo-libre-149688206.html?n_src=Listado&n_pills=Ascensor&n_pg=26&n_pos=19,Publicado hace 2 días,2026-04-29,18 visualizaciones,REMAX AHORA,16 años
26,"S/ 2,150",S/ 200 Mantenimiento,Jirón Manuel Belgrano 155,"Pueblo Libre, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-amplio-duplex-de-estreno-en-pueblo-libre-145766400.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=26&n_pos=20,Publicado hace 2 días,2026-04-29,,PROPER RENTAS,A estrenar
26,"S/ 1,800 · USD 530",S/ 170 Mantenimiento,"Av. Universitaria 2081, San Miguel","San Miguel, Lima",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-entre-pucp-y-san-marcos-1-ano-de-antiguedad-149693092.html?n_src=Listado&n_pills=Ascensor&n_pg=26&n_pos=21,Publicado hace 3 días,2026-04-28,,Dominio Inmobiliaria,1 años
26,"S/ 2,500",,Jr Paseo del Bosque 830,"San Borja, Lima",46 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-y-luminoso-departamento-en-alquiler-san-149688674.html?n_src=Listado&n_pills=Ascensor&n_pg=26&n_pos=22,Publicado hace 3 días,2026-04-28,28 visualizaciones,PROPER RENTAS,A estrenar
26,"S/ 2,100",S/ 200 Mantenimiento,Av Costanera,"San Miguel, Lima",74 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-miguel-03-dorm.-74-m-149687708.html?n_src=Listado&n_pills=Seguridad&n_pg=26&n_pos=23,Publicado hace 3 días,2026-04-28,53 visualizaciones,"Grupo Proyecta Real Estate, S.A.C",5 años
26,"S/ 3,200",,Av. Javier Prado Este Cdra. 5 - Departamento Estreno - Cochera Amplia - Muy Buena Ubicacion,"San Isidro, Lima",62 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-san-isidro-javier-prado-5xx-full-149685703.html?n_src=Listado&n_pills=Seguridad&n_pg=26&n_pos=24,Publicado hace 3 días,2026-04-28,,DMAYO REAL ESTATE,A estrenar
26,"S/ 4,037 · USD 1,150",S/ 400 Mantenimiento,Avenida Manuel Olguin 745,"Santiago de Surco, Lima",103 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-sin-amoblar-en-surco-149683055.html?n_src=Listado&n_pills=Seguridad&n_pg=26&n_pos=25,Publicado hace 3 días,2026-04-28,,CENTURY 21 PREMIUM,12 años
26,"S/ 2,050 · USD 605",,Av. 28 de Julio al 300,"Jesús María, Lima",44 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-av-28-de-julio-al-300-149663004.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=26&n_pos=26,Publicado hace 4 días,2026-04-27,22 visualizaciones,LIÉN Boutique Inmobiliaria,6 años
26,"S/ 3,900",S/ 200 Mantenimiento,"AV Ayacucho 932, Surco.","Santiago de Surco, Lima",125 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-santiago-de-surco-149662230.html?n_src=Listado&n_pills=Ascensor&n_pg=26&n_pos=27,Publicado hace 4 días,2026-04-27,,SAITO SERVICIOS INMOBILIARIOS S.A.C .,3 años
26,"S/ 3,100 · USD 887",S/ 350 Mantenimiento,Av. Petit Thouars al 3900,"San Isidro, Lima",63 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-100-amoblado-av-petit-thouars-149662007.html?n_src=Listado&n_pills=Amoblado&n_pg=26&n_pos=28,Publicado hace 4 días,2026-04-27,,SAITO SERVICIOS INMOBILIARIOS S.A.C .,5 años
26,"S/ 2,800 · USD 800",S/ 280 Mantenimiento,AV Pablo Carriquiry 800 SAN Isidro,"San Isidro, Lima",50 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-un-dormitorio-cerca-al-149661928.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=26&n_pos=29,Publicado hace 4 días,2026-04-27,,SAITO SERVICIOS INMOBILIARIOS S.A.C .,A estrenar
26,"S/ 2,700",S/ 180 Mantenimiento,Av. Salaverry al 2400,"Jesús María, Lima",98 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-82-m-sup2--3-dorm.-1-cochera-jesus-149661924.html?n_src=Listado&n_pills=Seguridad&n_pg=26&n_pos=30,Publicado hace 4 días,2026-04-27,35 visualizaciones,SAITO SERVICIOS INMOBILIARIOS S.A.C .,25 años
27,"S/ 2,250",S/ 150 Mantenimiento,Residencial Santa Cruz; San Isidro a la Altura de la Cuadra 3 de la Av. Belén,"San Isidro, Lima",80 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-2-dorm.-vista-a-parque-en-149661846.html?n_src=Listado&n_pills=Parrilla&n_pg=27&n_pos=1,Publicado hace 4 días,2026-04-27,111 visualizaciones,SAITO SERVICIOS INMOBILIARIOS S.A.C .,15 años
27,"S/ 2,100 · USD 605",S/ 200 Mantenimiento,Jiron Estados Unidos al 700,"Jesús María, Lima",42 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-dpto-en-jr-rio-de-janeiro-149661828.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=27&n_pos=2,Publicado hace 4 días,2026-04-27,,SAITO SERVICIOS INMOBILIARIOS S.A.C .,A estrenar
27,"S/ 2,290",S/ 200 Mantenimiento,"JR RIO DE Janeiro 400, Jesús María, Torre A - Dpto 507","Jesús María, Lima",61 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquila-departamento-de-estreno-2-dorm-2-banos-149661826.html?n_src=Listado&n_pills=Ascensor&n_pg=27&n_pos=3,Publicado hace 4 días,2026-04-27,20 visualizaciones,SAITO SERVICIOS INMOBILIARIOS S.A.C .,A estrenar
27,"S/ 1,850",S/ 150 Mantenimiento,Av. Brasil al 2300,"Jesús María, Lima",44 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-1-dorm.-jesus-maria-149661776.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=27&n_pos=4,Publicado hace 4 días,2026-04-27,36 visualizaciones,SAITO SERVICIOS INMOBILIARIOS S.A.C .,1 años
27,"S/ 3,060 · USD 900",S/ 200 Mantenimiento,Calle Amador Merino Reyna 332,"San Isidro, Lima",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-flat-de-estreno-centro-financiero-san-149540894.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=27&n_pos=5,Publicado hace 4 días,2026-04-27,22 visualizaciones,CONTEMPLO INMOBILIARIA | Guiliana Miranda,A estrenar
27,"S/ 3,900 · USD 196,800",S/ 380 Mantenimiento,Av. arequipa 4988,"Bolognesi, Miraflores",100 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-cerca-al-parque-kennedy-con-balcon-57907858.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=27&n_pos=6,Publicado hace más de 1 año,,28 visualizaciones,STM Inmobiliaria,8 años
27,"S/ 3,910 · USD 1,150",S/ 345 Mantenimiento,C. Manuel Bañón,"San Isidro, Lima",135 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-135-m-en-san-isidro-149653358.html?n_src=Listado&n_pills=Seguridad&n_pg=27&n_pos=7,Publicado hace 5 días,2026-04-26,,STM Inmobiliaria,30 años
27,"S/ 4,506 · USD 1,300",S/ 100 Mantenimiento,Av. Aurelio Miroquesada al 1100,"San Isidro, Lima",160 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-departamento-cerca-al-golf-149640589.html?n_src=Listado&n_pills=Ascensor&n_pg=27&n_pos=8,Publicado hace 7 días,2026-04-24,81 visualizaciones,SELECT 360 IINMOBILIARIA SAC,15 años
27,"S/ 13,680 · USD 4,100","S/ 1,100 Mantenimiento",Malecón Armendáriz al 200,"Armendariz, Miraflores",436 m² tot.,3 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin--alquila-un-pent-house-exclusivo-con-terraza-y-149232554.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=27&n_pos=9,Publicado hace 7 días,2026-04-24,70 visualizaciones,DMAYO REAL ESTATE,10 años
27,"S/ 3,360 · USD 1,000",S/ 150 Mantenimiento,Miramar Calle 8 Al200,"Punta Hermosa, Lima",64 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-2-dorm.-frente-a-parque-148900264.html?n_src=Listado&n_pills=Seguridad&n_pg=27&n_pos=10,Publicado hace 7 días,2026-04-24,,DMAYO REAL ESTATE,26 años
27,"S/ 2,650 · USD 770",S/ 240 Mantenimiento,"Miguel Seminario al 100, a Pasos de Av. Las Begonias, San Isidro","San Isidro, Lima",45 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-exclusivo-dpto-de-45-m-sup2--en-san-149438604.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=27&n_pos=11,Publicado hace 7 días,2026-04-24,55 visualizaciones,DMAYO REAL ESTATE,3 años
27,"S/ 1,400 · USD 400",S/ 60 Mantenimiento,Se Alquila Departamento al Costado del Parque de las Leyendas,"San Miguel, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-cruce-av-escardo-con-av-149537675.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=27&n_pos=12,Publicado hace 7 días,2026-04-24,350 visualizaciones,DMAYO REAL ESTATE,20 años
27,"S/ 2,300",S/ 260 Mantenimiento,"C. Chinchaysuyo 100, San Miguel al 15000","San Miguel, Lima",93 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-miguel-frente-a-parque-149167978.html?n_src=Listado&n_pg=27&n_pos=13,Publicado hace 8 días,2026-04-23,221 visualizaciones,GRUPO RENTABILIZARME,6 años
27,"S/ 4,830 · USD 1,400",S/ 490 Mantenimiento,Avenida Nicolas de Rivera,"San Isidro, Lima",90 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-san-isidro-149623744.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=27&n_pos=14,Publicado hace 9 días,2026-04-22,,VISTA INMOBILIARIA,31 años
27,"S/ 2,500 · USD 735",S/ 200 Mantenimiento,Los Negocios al 100,"San Isidro, Lima",60 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-los-negocios-surquillo-149620857.html?n_src=Listado&n_pills=Parrilla&n_pg=27&n_pos=15,Publicado hace 9 días,2026-04-22,193 visualizaciones,LIÉN Boutique Inmobiliaria,7 años
27,"S/ 2,200",S/ 170 Mantenimiento,Av. José Faustino Sánchez Carrión al 800,"San Isidro, Lima",43 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-estreno-de-1-dormitorio-con-balcon-en-149605067.html?n_src=Listado&n_pills=Gimnasio&n_pg=27&n_pos=16,Publicado hace 10 días,2026-04-21,29 visualizaciones,SELECT 360 IINMOBILIARIA SAC,A estrenar
27,"S/ 9,860 · USD 2,900",,Jacinto Lara,"San Isidro, Lima",140 m² tot.,1 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-y-exclusivo-departamento-de-estreno-en-el-149363328.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=27&n_pos=17,Publicado hace 11 días,2026-04-20,115 visualizaciones,PERU SOTHEBY'S INTERNATIONAL REALTY,A estrenar
27,"S/ 4,500 · USD 1,300",,República de Líbano 1204,"Santiago de Surco, Lima",178 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-santiago-de-surco-149591054.html?n_src=Listado&n_pills=Ascensor&n_pg=27&n_pos=18,Publicado hace 11 días,2026-04-20,111 visualizaciones,CENTURY 21 PREMIUM,1 años
27,"S/ 2,720 · USD 800",S/ 350 Mantenimiento,Calle Miguel Seminario 100,"San Isidro, Lima",65 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-de-2-habitacion-en-centro-142181062.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=27&n_pos=19,Publicado hace 12 días,2026-04-19,195 visualizaciones,Alicia Santos [Agente Inmobiliaria],3 años
27,"S/ 3,750 · USD 1,100",S/ 270 Mantenimiento,ALBERTO DEL CAMPO 488,"San Isidro, Lima",117 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-reformado-en-el-corazon-empresarial-64012144.html?n_src=Listado&n_pills=Ascensor&n_pg=27&n_pos=20,Publicado hace 13 días,2026-04-18,255 visualizaciones,HC Grupo Inmobiliario,16 años
27,"S/ 17,350 · USD 5,000",,"Penthouse Duplex en San Isidro, Cerca al Golf","San Isidro, Lima",508 m² tot.,5 dorm.,5 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-en-alquiler-o-venta-en-san-isidro-cerca-al-golf-149568571.html?n_src=Listado&n_pills=Seguridad&n_pg=27&n_pos=21,Publicado hace 14 días,2026-04-17,48 visualizaciones,DIAZ VIDAL NURIA LORENA LUCERO [Persona Natural],16 años
27,"S/ 2,800 · USD 850",S/ 50 Mantenimiento,Jr. Lloque Yupanqui,"Jesús María, Lima",95 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-recientemente-remodelado-en-jr.-lloque-yupanqui-con-149428562.html?n_src=Listado&n_pills=Ascensor&n_pg=27&n_pos=22,Publicado hace 15 días,2026-04-16,409 visualizaciones,PERU SOTHEBY'S INTERNATIONAL REALTY,30 años
27,"S/ 4,200 · USD 1,200",S/ 350 Mantenimiento,Malecón Balta,"Leuro, Miraflores",80 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-centrico-dpto-en-miraflores-de-3-dorm.-amueblado-y-149394673.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=27&n_pos=23,Publicado hace 16 días,2026-04-15,116 visualizaciones,GR&GM,20 años
27,"S/ 2,400",S/ 350 Mantenimiento,Av. la Marina 2255 San miguel,"San Miguel, Lima",76 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquila-departamento-de-estreno-con-cochera-en-san-149542501.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=27&n_pos=24,Publicado hace 16 días,2026-04-15,133 visualizaciones,NEXDOR,A estrenar
27,"S/ 6,800 · USD 2,000",S/ 800 Mantenimiento,Parque Monte Belho 135,"Santiago de Surco, Lima",276 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-hermoso-departamento-tipo-casa-en-149540928.html?n_src=Listado&n_pills=Ascensor&n_pg=27&n_pos=25,Publicado hace 16 días,2026-04-15,34 visualizaciones,ACACIA CONSULTORES Y ASESORES S.A.C.,39 años
27,"S/ 2,400 · USD 690",S/ 100 Mantenimiento,"Av. Villaran 826 Block ""C"" Oeste","Los Sauces, Surquillo",90 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-los-sauces-149530881.html?n_src=Listado&n_pg=27&n_pos=26,Publicado hace 17 días,2026-04-14,724 visualizaciones,REMAX EXPO,25 años
27,"S/ 1,800",S/ 190 Mantenimiento,Av. nicolas de Pierola y villena 140,"San Miguel, Lima",55 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-la-costanera-san-miguel-145310503.html?n_src=Listado&n_pills=Seguridad&n_pg=27&n_pos=27,Publicado hace 21 días,2026-04-10,549 visualizaciones,PROPER RENTAS,1 años
27,"S/ 2,700",S/ 250 Mantenimiento,Huaillu Ancco 115 Pueblo Libre,"Pueblo Libre, Lima",87 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-amoblado-pueblo-libre-2-149475552.html?n_src=Listado&n_pills=Amoblado&n_pg=27&n_pos=28,Publicado hace 24 días,2026-04-07,240 visualizaciones,NEXDOR,11 años
27,S/ 950,S/ 1 Mantenimiento,"Calle Morropon, Prolongación Benavides al 100","Santiago de Surco, Lima",32 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-minidepartamento-tipo-monoambiente-en-149473206.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=27&n_pos=29,Publicado hace 24 días,2026-04-07,1026 visualizaciones,SELECT 360 IINMOBILIARIA SAC,10 años
27,"S/ 1,800",,Av. los Cipreses 540,"Santa Anita, Lima",85 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amplio-de-1-habitacion-en-santa-149469461.html?n_src=Listado&n_pills=Seguridad&n_pg=27&n_pos=30,Publicado hace 24 días,2026-04-07,46 visualizaciones,Alicia Santos [Agente Inmobiliaria],10 años
28,"S/ 2,100",S/ 230 Mantenimiento,Avenida Juan de Aliaga 355,"Salaverry, Magdalena",52 m² tot.,1 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-y-luminoso-departamento-en-alquiler-143840459.html?n_src=Listado&n_pills=Frente+a+parque&n_pg=28&n_pos=1,Publicado hace 24 días,2026-04-07,174 visualizaciones,PROPER RENTAS,4 años
28,"S/ 1,900 · USD 558",S/ 140 Mantenimiento,Av. Brasil 861,"Jesús María, Lima",60 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-con-balcon-y-cochera-en-av-149443775.html?n_src=Listado&n_pills=Piscina&n_pg=28&n_pos=2,Publicado hace 29 días,2026-04-02,275 visualizaciones,LIÉN Boutique Inmobiliaria,14 años
28,"S/ 1,600",,Jr. Teniente Diego Ferre 320,"Santiago de Surco, Lima",42 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-y-luminoso-departamento-en-alquiler-santiago-149367896.html?n_src=Listado&n_pills=Gimnasio&n_pg=28&n_pos=3,Publicado hace 36 días,2026-03-26,757 visualizaciones,PROPER RENTAS,7 años
28,"S/ 2,300",S/ 200 Mantenimiento,Av. Del Pacífico Nº 180,"San Miguel, Lima",75 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-amplio-y-luminoso-departamento-149320019.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=28&n_pos=4,Publicado hace 42 días,2026-03-20,134 visualizaciones,PROPER RENTAS,10 años
28,"S/ 8,999 · USD 2,650","S/ 1,500 Mantenimiento",Frente al parque de la pera,"San Isidro, Lima",220 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-220-m-sup2--4-dorm.-frente-a-149061605.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=28&n_pos=5,Publicado hace 43 días,2026-03-19,138 visualizaciones,INMOBILIARIA ZG,10 años
28,"S/ 2,200 · USD 645",,Calle Contisuyo al 200,"San Miguel, Lima",62 m² tot.,3 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-de-03-dorm.-en-san-miguel-149210545.html?n_src=Listado&n_pills=Seguridad&n_pg=28&n_pos=6,Publicado hace 43 días,2026-03-19,124 visualizaciones,Exclusiva Real Estate,1 años
28,"S/ 1,800 · USD 540",,Calle Contisuyo al 200,"San Miguel, Lima",60 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-san-miguel-149210484.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=28&n_pos=7,Publicado hace 43 días,2026-03-19,252 visualizaciones,Exclusiva Real Estate,1 años
28,"S/ 1,800",S/ 170 Mantenimiento,Av. La Paz 1147,"San Miguel, Lima",54 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-amplio-departamento-de-estreno!-149282995.html?n_src=Listado&n_pills=Ascensor&n_pg=28&n_pos=8,Publicado hace 45 días,2026-03-17,402 visualizaciones,PROPER RENTAS,A estrenar
28,"S/ 2,400 · USD 705",S/ 265 Mantenimiento,Avenida Las Gaviotas,"La Campiña, Chorrillos",100 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-3-dorm.-1-estacionamiento-149271779.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=28&n_pos=9,Publicado hace 46 días,2026-03-16,59 visualizaciones,Minerva Studio,8 años
28,"S/ 13,500 · USD 889,000","S/ 1,800 Mantenimiento",av armendariz miraflores,"Armendariz, Miraflores",229 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-en-venta-departamento-de-lujo-de-3-dorm.-vista-al-mar-146089254.html?n_src=Listado&n_pills=Ascensor&n_pg=28&n_pos=10,Publicado hace más de 1 año,,79 visualizaciones,Exploria Grupo Inmobiliario,8 años
28,"S/ 2,584",S/ 316 Mantenimiento,Av Juan de Arona,"San Isidro, Lima",46 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-1-dormitorio-en-san-isidro-con-148607487.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=28&n_pos=11,Publicado hace 56 días,2026-03-06,57 visualizaciones,Exploria Grupo Inmobiliario,2 años
28,"S/ 2,300 · USD 700",,Avenida Venezuela al 5300,"San Miguel, Lima",77 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-alquiler-en-san-miguel-148905320.html?n_src=Listado&n_pills=Ascensor&n_pg=28&n_pos=12,Publicado hace 64 días,2026-02-26,88 visualizaciones,Exclusiva Real Estate,A estrenar
28,"S/ 1,800",S/ 160 Mantenimiento,Avenida General Garzón 2022,"Jesús María, Lima",42 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-y-luminoso-loft-monoambiente-en-alquiler-149100131.html?n_src=Listado&n_pills=Parrilla&n_pg=28&n_pos=13,Publicado hace 64 días,2026-02-26,814 visualizaciones,PROPER RENTAS,A estrenar
28,"S/ 3,230",S/ 246 Mantenimiento,Avenida Juan de Arona San Isidro,"San Isidro, Lima",46 m² tot.,1 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamentos-en-alquiler-de-1-y-2-dorm.-148690304.html?n_src=Listado&n_pills=Seguridad&n_pg=28&n_pos=14,Publicado hace 102 días,2026-01-19,57 visualizaciones,Horizon Global Real Estate,1 años
28,"S/ 1,800",S/ 180 Mantenimiento,los Tulipanes y Av. Universitaria San Miguel 15088 Perú,"San Miguel, Lima",57 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-san-miguel-145887522.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=28&n_pos=15,Publicado hace 112 días,2026-01-09,442 visualizaciones,PROPER RENTAS,A estrenar
28,"S/ 4,200",S/ 680 Mantenimiento,Av. Gregorio Escobedo al 500,"Jesús María, Lima",97 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-jesus-maria-148576024.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=28&n_pos=16,Publicado hace 115 días,2026-01-06,35 visualizaciones,REMAX AHORA,4 años
28,"S/ 1,600",S/ 185 Mantenimiento,Ca. los Tulipanes y Av. Universitaria San Miguel 15088,"San Miguel, Lima",35 m² tot.,,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-de-estreno-en-san-miguel-s-1-145881909.html?n_src=Listado&n_pills=Gimnasio&n_pg=28&n_pos=17,Publicado hace 147 días,2025-12-05,319 visualizaciones,PROPER RENTAS,A estrenar
