pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
60,"S/ 1,200",S/ 50 Mantenimiento,Calle Polar,"Los Olivos, Lima",50 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-minidepartamentos-de-estreno-2-habitaciones-149078910.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=1
60,"S/ 1,350",,Virgen de Guadalupe,"Chorrillos, Lima",60 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-minidepartamento-en-chorrillos-149003015.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=2
60,"S/ 2,000 · USD 591",,Aramburu al 600,"Surquillo, Lima",37 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-minidepartamento-de-estreno-a-un-paso-de-la-zona-148983222.html?n_src=Listado&n_pills=Seguridad&n_pg=60&n_pos=3
60,"S/ 3,740 · USD 1,100",S/ 446 Mantenimiento,"Av. Ricardo Palma, Miraflores","Miraflores, Lima",62 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-62-m-sup2--amoblado-o-sin-146437877.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=60&n_pos=4
60,"S/ 2,000 · USD 571",,Jiron Loreto 273,"La Molina, Lima",50 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-moderno-la-molina-148933445.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=5
60,"S/ 5,180 · USD 1,400",S/ 346 Mantenimiento,Saenz Peña,"Barranco, Lima",100 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-equipado-de-100-m-sup2--en-saenz-60232016.html?n_src=Listado&n_pills=Seguridad&n_pg=60&n_pos=6
60,"S/ 5,980 · USD 1,780",S/ 520 Mantenimiento,Diego Ferre,"Miraflores, Lima",160 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-departamento-03-dorm.-amoblado.-cerca-a-145204926.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=60&n_pos=7
60,"S/ 3,400 · USD 1,000",,AV Samuel Alcazar al 800,"Rímac, Lima",110 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-rimac-148831630.html?n_src=Listado&n_pg=60&n_pos=8
60,"S/ 17,420 · USD 5,200",,"Pasaje Bresani N° 1, Dpto. 301, Piso 3, Barranco","Barranco, Lima",625 m² tot.,,5 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-flat-en-pasaje-bresani-n-148701926.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=9
60,"S/ 10,350 · USD 700,000","S/ 1,369 Mantenimiento",Malecón Grau,"Chorrillos, Lima",412 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-alquilo-o-vendo-departamento-duplex-tipo-casa-de-4-145125053.html?n_src=Listado&n_pills=Piscina&n_pg=60&n_pos=10
60,"S/ 3,300 · USD 220,000",S/ 290 Mantenimiento,"Calle Enrique Palacios, Miraflores","Miraflores, Lima",114 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-departamento-de-114-m-sup2--en-zona-54773000.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=60&n_pos=11
60,"S/ 4,500",S/ 365 Mantenimiento,Enrique palacios,"Miraflores, Lima",188 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-vendo-alquilo-penthouse-de-188-m-sup2--en-zona-146890096.html?n_src=Listado&n_pills=Seguridad&n_pg=60&n_pos=12
60,"S/ 2,220 · USD 600",,P.º Real 139,"La Molina, Lima",50 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-estreno-en-la-molina-145543023.html?n_src=Listado&n_pg=60&n_pos=13
60,"S/ 3,200 · USD 865",,Jr. Tacna 438,"Barranco, Lima",84 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-amplio-departamento-en-la-mejor-zona-de-146847241.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=14
60,"S/ 1,100 · USD 314",,"Rio Huaura 5287, Los Olivos","Los Olivos, Lima",88 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-local-o-almacen-1er-piso-en-los-olivos-147099112.html?n_src=Listado&n_pg=60&n_pos=15
60,"S/ 6,650 · USD 1,900",S/ 600 Mantenimiento,Av Pardo 5xx,"Miraflores, Lima",140 m² tot.,4 dorm.,5 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-triplex-en-alquiler-con-vista-al-mar-av-147579129.html?n_src=Listado&n_pills=Ascensor&n_pg=60&n_pos=16
60,"S/ 6,900 · USD 1,700",S/ 720 Mantenimiento,Teruel,"Miraflores, Lima",163 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-duplex-de-163-m-sup2--cerca-a-54972855.html?n_src=Listado&n_pills=Ascensor&n_pg=60&n_pos=17
60,"S/ 4,175 · USD 1,150",S/ 450 Mantenimiento,Ocharan,"Miraflores, Lima",135 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-y-moderno-departamento!-j.-a-146710300.html?n_src=Listado&n_pills=Amoblado&n_pg=60&n_pos=18
60,"S/ 3,122 · USD 860",S/ 350 Mantenimiento,Chiclayo,"Miraflores, Lima",105 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-totalmente-amoblado-y-equipado!-c.-g-146131628.html?n_src=Listado&n_pills=Ascensor&n_pg=60&n_pos=19
60,"S/ 3,200",S/ 380 Mantenimiento,tomas marsano,"Miraflores, Lima",88 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-de-88-m-sup2--en-148190381.html?n_src=Listado&n_pills=Parrilla&n_pg=60&n_pos=20
60,"S/ 4,875 · USD 1,300",S/ 280 Mantenimiento,Calle Los Mirtos,"Lince, Lima",110 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-3-dorm.-en-san-isidro.-145129504.html?n_src=Listado&n_pills=Amoblado&n_pg=60&n_pos=21
60,"S/ 10,730 · USD 2,900",S/ 900 Mantenimiento,Malecón de la Marina,"Miraflores, Lima",180 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-180-m-sup2--en-malecon-de-la-57736168.html?n_src=Listado&n_pills=Ascensor&n_pg=60&n_pos=22
60,"S/ 20,900 · USD 1,800,000","S/ 2,600 Mantenimiento",bresciani 1xx,"Barranco, Lima",395 m² tot.,3 dorm.,3 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-exclusivo-pent-house-barranco-66375343.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=23
60,"S/ 3,300 · USD 900",S/ 220 Mantenimiento,Av. Javier Prado Este,"La Victoria, Lima",80 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-3-dorm.-en-la-victoria-145143529.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=60&n_pos=24
60,"S/ 7,929 · USD 2,150",S/ 778 Mantenimiento,Malecon de la Marina,"Miraflores, Lima",188 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-de-188-m-sup2--con-vista-al-91302828.html?n_src=Listado&n_pills=Seguridad&n_pg=60&n_pos=25
60,"S/ 5,103 · USD 1,350",S/ 470 Mantenimiento,Melitón Porras 3,"Miraflores, Lima",104 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-meliton-porras-a-media-cuadra-142903272.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=60&n_pos=26
60,"S/ 9,150 · USD 2,500",S/ 800 Mantenimiento,Av. General Mendiburu 9,"Miraflores, Lima",350 m² tot.,5 dorm.,5 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-pent-house-de-5-hab.-amoblado-con-terraza-142990680.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=60&n_pos=27
60,"S/ 7,665 · USD 550,000","S/ 1,250 Mantenimiento",Calle El Rosario,"Miraflores, Lima",211 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-departamento-estreno-de-211-m-sup2--en-61454218.html?n_src=Listado&n_pills=Ascensor&n_pg=60&n_pos=28
60,"S/ 5,550 · USD 1,500",S/ 480 Mantenimiento,Malecon de la Marina,"Miraflores, Lima",110 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-110-m-con-linda-vista-al-mar-145808454.html?n_src=Listado&n_pills=Gimnasio&n_pg=60&n_pos=29
60,"S/ 7,452 · USD 2,300",S/ 578 Mantenimiento,Malecón Cisneros,"Miraflores, Lima",190 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-190-m-sup2--a-$2-300-frente-al-57003652.html?n_src=Listado&n_pills=Ascensor&n_pg=60&n_pos=30
