pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
71,"S/ 3,600",S/ 350 Mantenimiento,Caminos del Inca Cdra 5,"Chacarilla Del Estanque, Santiago de Surco",64 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-depa-amoblado-surco-149579083.html?n_src=Listado&n_pills=Parrilla&n_pg=71&n_pos=1
71,"S/ 1,200 · USD 348",S/ 250 Mantenimiento,Cerro Azul al 500,"Vista Alegre, Santiago de Surco",42 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-mini-departamento-en-santiago-de-surco-149657090.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=71&n_pos=2
71,"S/ 2,500 · USD 724",S/ 250 Mantenimiento,Jr Loma de los Pensamientos,"Prolong. Benavides, Santiago de Surco",77 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-surco-bolichera-149653017.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=71&n_pos=3
71,"S/ 6,555 · USD 1,900",S/ 950 Mantenimiento,Calle Silvana,"Chacarilla Del Estanque, Santiago de Surco",191 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-departamento-de-lujo-en-surco-calle-149645176.html?n_src=Listado&n_pills=Ascensor&n_pg=71&n_pos=4
71,"S/ 3,570 · USD 1,050",S/ 360 Mantenimiento,"Malecón Sur, Playa Blanca.","Punta Hermosa, Punta Hermosa",112 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-bolognesi-playa-central-149433516.html?n_src=Listado&n_pills=Ascensor&n_pg=71&n_pos=5
71,"S/ 3,250 · USD 947",,Rio Ucayali Urb. Los Alamos Salamanca al 200,"Salamanca De Monterrico, Ate Vitarte",130 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-salamanca-urb.-los-alamos-149544225.html?n_src=Listado&n_pg=71&n_pos=6
71,"S/ 1,500 · USD 446",,Asociación Villa Mangomarca,"Mangomarca, San Juan de Lurigancho",70 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-urbanizacion-mangomarca-148569143.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=71&n_pos=7
71,"S/ 3,700 · USD 1,069",,Jr. Jerónimo de Aliga Norte 500 - Surco,"Chacarilla Del Estanque, Santiago de Surco",118 m² tot.,3 dorm.,4 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-departamento-en-casaparq-monterrico-149368293.html?n_src=Listado&n_pills=Gimnasio&n_pg=71&n_pos=8
71,"S/ 2,200",,Calle Mariscal Toribio Luzuriaga 258,"Los Libertadores, San Martín de Porres",139 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-alquiler-de-138-m-sup2-148627584.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=71&n_pos=9
71,"S/ 1,500",,Calle Mariscal Toribio Luzuriaga 258,"Los Libertadores, San Martín de Porres",94 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-alquiler-de-94-m-sup2-148627913.html?n_src=Listado&n_pills=Frente+a+parque&n_pg=71&n_pos=10
