pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
8,"S/ 3,000",S/ 350 Mantenimiento,Jr. Guiseppe Verdi,"Santiago de Surco, Lima",114 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-03-dorm.-114-m-01-cochera-amoblado-y-equipado-149516785.html?n_src=Listado&n_pills=Ascensor&n_pg=8&n_pos=1
8,"S/ 3,850 · USD 1,100",S/ 200 Mantenimiento,Av. Rivera Navarrete,"San Isidro, Lima",60 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departmento-amoblado-de-estreno-en-san-isidro-149506610.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=8&n_pos=2
8,"S/ 4,000 · USD 1,200",S/ 640 Mantenimiento,Calle Manco Cápac 545,"Leuro, Miraflores",100 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-de-2-dorm.-a-pocos-minutos-del-cc-149501585.html?n_src=Listado&n_pills=Seguridad&n_pg=8&n_pos=3
8,"S/ 4,450 · USD 1,300",S/ 400 Mantenimiento,Av. Manuel Olguín 595,"Santiago de Surco, Lima",150 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-semi-amoblado-frente-cole-peruano-149497911.html?n_src=Listado&n_pills=Gimnasio&n_pg=8&n_pos=4
8,"S/ 6,825 · USD 1,950",S/ 460 Mantenimiento,Calle Los Flamencos -san Isidro,"San Isidro, Lima",265 m² tot.,3 dorm.,4 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-duplex-en-alquiler-semiamoblado-san-149495912.html?n_src=Listado&n_pills=Ascensor&n_pg=8&n_pos=5
8,"S/ 2,300",S/ 370 Mantenimiento,Calle Prolongación Cayetano Heredia 307,"Pueblo Libre, Lima",82 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-2-habitaciones-en-pueblo-libre-149495481.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=8&n_pos=6
8,"S/ 23,460 · USD 6,900","S/ 1,850 Mantenimiento",Avenida El Rosario,"San Isidro, Lima",537 m² tot.,4 dorm.,4 baños,9 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-espectacular-penthouse-de-lujo-en-alquiler-4-dorm.-149490306.html?n_src=Listado&n_pills=Seguridad&n_pg=8&n_pos=7
8,"S/ 3,500 · USD 1,000",S/ 200 Mantenimiento,Calle Amador Merino Reyna,"San Isidro, Lima",45 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamentos-amoblados-san-isidro-148474749.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=8&n_pos=8
8,"S/ 4,500 · USD 1,300",S/ 250 Mantenimiento,Avenida Rivera Navarrete,"San Isidro, Lima",60 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-en-alquiler-centro-149479392.html?n_src=Listado&n_pills=Parrilla&n_pg=8&n_pos=9
8,S/ 999,S/ 10 Mantenimiento,Jr Gral Luis La Puerta 230,"Santiago de Surco, Lima",18 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-habitacion-para-senoritas-149222849.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=8&n_pos=10
