pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
13,"S/ 2,100",S/ 250 Mantenimiento,Los Gorriones 200,"Chorrillos, Lima",69 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin--ocasion-depa-equipado-en-chorrillos!-cochera-149621470.html?n_src=Listado&n_pills=Parrilla&n_pg=13&n_pos=1
13,"S/ 3,730 · USD 1,000",S/ 280 Mantenimiento,José Pardo,"Miraflores, Lima",80 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-de-80-m-sup2-.en-el-corazon-de-145424499.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=13&n_pos=2
13,"S/ 2,600 · USD 750",,PEDRO MARTINTO 1xx,"Barranco, Lima",60 m² tot.,1 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-flat-amoblado-moderno!-149159945.html?n_src=Listado&n_pills=Seguridad&n_pg=13&n_pos=3
13,"S/ 6,403 · USD 1,900",S/ 750 Mantenimiento,Calle SAN FERNANDO -,"Miraflores, Lima",130 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-precioso-flat-amoblado-con-mucho-gusto-en-la-calle-mas-143969669.html?n_src=Listado&n_pills=Amoblado&n_pg=13&n_pos=4
13,"S/ 3,250 · USD 950",S/ 350 Mantenimiento,Delucchi 222,"Barranco, Lima",85 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-vive-barranco-con-calma-estilo-calle-delucchi-a-1-149616163.html?n_src=Listado&n_pills=Ascensor&n_pg=13&n_pos=5
13,"S/ 2,720 · USD 800",S/ 400 Mantenimiento,Avenida Juan de Aliaga,"Magdalena, Lima",70 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo!-lindo-departamento-de-70-m-sup2--en-magdalena-149521351.html?n_src=Listado&n_pills=Gimnasio&n_pg=13&n_pos=6
13,"S/ 3,600",S/ 380 Mantenimiento,Jirón Comandante Manuel Villavicencio 1083,"Lince, Lima",86 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-impresionante-vista-al-parque-se-alquila-dpto.-149608630.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=13&n_pos=7
13,"S/ 8,500 · USD 2,500",,parque armendariz,"Miraflores, Lima",140 m² tot.,2 dorm.,8 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-espectacular-departamento-en-miraflores-cerca-a-146151496.html?n_src=Listado&n_pills=Piscina&n_pg=13&n_pos=8
13,"S/ 9,716 · USD 2,800","S/ 1,000 Mantenimiento","Malecón de la Marina, Miraflores","Miraflores, Lima",180 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-frente-al-parque-maria-reiche-149603234.html?n_src=Listado&n_pills=Ascensor&n_pg=13&n_pos=9
13,"S/ 3,350 · USD 990",S/ 350 Mantenimiento,Calle Bolívar 150,"Miraflores, Lima",77 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-con-2-dorm.-semi-amoblado-en-alquiler-en-149595564.html?n_src=Listado&n_pills=Piscina&n_pg=13&n_pos=10
