CODIGO INEI;CODIGO CPNP;NOMBREDD;NOMBREPP;NOMBREDI;GPS;MACREGPOL/FP;REGPOL;DIVPOL/DIVOPUS;COMISARÍA;TIPO*;RURAL*;SECTORIAL*;ZONAL*;;;
0675;3548;CUSCO;ANTA;HUAROCONDO;-13.41651708,-72.20524947;CUSCO;CUSCO;DIVPOL ANTA;CPNP HUAROCONDO;E;X;;;;;
0676;3549;CUSCO;ANTA;LIMATAMBO;-13.48001561,-72.44599873;CUSCO;CUSCO;DIVPOL ANTA;CPNP LIMATAMBO;D;X;;;;;
0708;3554;CUSCO;QUISPICANCHI;URCOS;-13.68845132,-71.625344;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP QUISPICANCHIS-URCOS;A;;X;;;;
0711;3555;CUSCO;QUISPICANCHI;CCATCA;-13.60456268,-71.56202253;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP CCATCCA;D;X;;;;;
0713;3556;CUSCO;QUISPICANCHI;HUARO;-13.69220199,-71.63924216;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP HUARO;E;X;;;;;
0719;3557;CUSCO;QUISPICANCHI;QUIQUIJANA;-13.82293405,-71.54134803;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP QUIQUIJANA;D;X;;;;;
0709;3560;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;-13.67309767,-71.67762628;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP ANDAHUAYLILLAS;E;X;;;;;
0718;3562;CUSCO;QUISPICANCHI;OROPESA;-13.60034953,-71.76607227;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP OROPESA;D;X;;;;;
0714;3564;CUSCO;QUISPICANCHI;LUCRE;-13.63396497,-71.73654769;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP LUCRE;E;X;;;;;
0715;3566;CUSCO;QUISPICANCHI;LUCRE;-13.58193127,-71.71378659;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP HUAMBUTIO;E;X;;;;;
0712;3568;CUSCO;QUISPICANCHI;CCATCA;-13.63459864,-71.52801425;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP KCAURI;E;X;;;;;
0717;3570;CUSCO;QUISPICANCHI;OCONGATE;-13.62715468,-71.38852211;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP OCONGATE;D;X;;;;;
0716;3572;CUSCO;QUISPICANCHI;MARCAPATA;-13.59191106,-70.97489651;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP MARCAPATA;E;X;;;;;
0710;3574;CUSCO;QUISPICANCHI;CAMANTI;-13.23243713,-70.75622018;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP QUINCEMIL;C;X;;X;;;
0704;3580;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.31798141,-71.59763078;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP PAUCARTAMBO;C;X;;X;;;
0705;3582;CUSCO;PAUCARTAMBO;COLQUEPATA;-13.36174273,-71.67377719;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP COLQUEPATA;E;X;;;;;
0706;3584;CUSCO;PAUCARTAMBO;HUANCARANI;-13.50313373,-71.65617668;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP HUANCARANI;E;X;;;;;
0707;3590;CUSCO;PAUCARTAMBO;KOSÑIPATA;-12.91109394,-71.40411377;CUSCO;CUSCO;DIVPOL QUISPICANCHIS;CPNP PILCOPATA;D;X;;;;;
0724;3512;CUSCO;URUBAMBA;MARAS;-13.33246778,-72.15635606;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP MARAS;D;X;;;;;
0720;3513;CUSCO;URUBAMBA;URUBAMBA;-13.305558,-72.11487;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP URUBAMBA;A;;X;;;;
0721;3514;CUSCO;URUBAMBA;CHINCHERO;-13.39212935,-72.04905602;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP CHINCHEROS;D;X;;;;;
0722;3516;CUSCO;URUBAMBA;HUAYLLABAMBA;-13.33847475,-72.06475023;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP HUAYLLABAMBA;E;X;;;;;
0683;3518;CUSCO;CALCA;SAN SALVADOR;-13.49268874,-71.7783201;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP SAN SALVADOR;E;X;;;;;
0725;3530;CUSCO;URUBAMBA;OLLANTAYTAMBO;-13.25853595,-72.26415656;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP OLLANTAYTAMBO;C;X;;;;;
0723;3535;CUSCO;URUBAMBA;MACHUPICCHU;-13.15472096,-72.52545411;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP MACHUPICCHU;D;X;;;;;
0682;3537;CUSCO;CALCA;PISAC;-13.4232457,-71.85120354;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP PISAC;C;X;;;;;
0680;3550;CUSCO;CALCA;CALCA;-13.32033564,-71.95572567;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP CALCA;C;X;;;;;
0684;3551;CUSCO;CALCA;YANATILE;-12.68474212,-72.27388879;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP LA QUEBRADA;E;X;;;;;
0681;3552;CUSCO;CALCA;LARES;-13.05479406,-71.94598356;CUSCO;CUSCO;DIVPOL URUBAMBA;CPNP AMPARAES;E;X;;;;;
1099;5900;HUANUCO;HUANUCO;HUANUCO;-9.92624451,-76.23943044;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP HUANUCO;A;;;;;;
1106;5902;HUANUCO;HUANUCO;PILLCO MARCA;-9.95361189,-76.24943276;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP CAYHUAYNA;B;;;;;;
1103;5904;HUANUCO;HUANUCO;CHURUBAMBA;-9.831072,-76.09419;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP RANCHO;D;X;;;;;
1101;5906;HUANUCO;HUANUCO;AMARILIS;-9.94257695,-76.24740583;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP AMARILIS;B;;;;;;
1102;5908;HUANUCO;HUANUCO;CHINCHAO;-9.80165159,-76.07137442;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP ACOMAYO;C;X;;;;;
1104;5910;HUANUCO;HUANUCO;MARGOS;-10.00453417,-76.52337715;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP MARGOS;D;X;;;;;
1105;5912;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;-10.05600623,-76.48557247;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP SAN PEDRO DE CHAULAN;D;X;;;;;
2000;5916;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;-10.14249193,-76.62565391;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP SAN MIGUEL DE CAURI;E;X;;;;;
1114;5920;HUANUCO;PACHITEA;PANAO;-9.896673,-75.994772;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP PANAO;B;X;;;;;
1116;5925;HUANUCO;LAURICOCHA;BAÑOS;-10.0757086,-76.73554699;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP BAÑOS;E;X;;;;;
1118;5930;HUANUCO;YAROWILCA;CHAVINILLO;-9.85930849,-76.60865167;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP CHAVINILLO;C;X;X;;;;
1115;5932;HUANUCO;LAURICOCHA;JESUS;-10.07838927,-76.63154678;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP JESUS LAURICOCHA;D;X;;X;;;
1110;5934;HUANUCO;DOS DE MAYO;LA UNION;-9.82810956,-76.80179358;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP DOS DE MAYO;B;X;X;;;;
1117;5935;HUANUCO;LAURICOCHA;RONDOS;-9.98371854,-76.6890175;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP RONDOS;E;X;;;;;
1107;5940;HUANUCO;AMBO;AMBO;-10.12759066,-76.20441456;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP AMBO;C;X;X;;;;
1108;5942;HUANUCO;AMBO;CAYNA;-10.27181154,-76.38899441;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP CAYNA;E;X;;;;;
1111;5943;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;-9.03784724,-76.95345443;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP HUACAYBAMBA;D;X;;;;;
1109;5945;HUANUCO;AMBO;SAN RAFAEL;-10.33849998,-76.18212502;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP SAN RAFAEL;D;X;;;;;
1112;7050;HUANUCO;HUAMALIES;LLATA;-9.55016426,-76.81845406;HUANUCO;HUANUCO;DIVOPUS HUANUCO;CPNP LLATA;D;X;;;;;
0001;7000;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.29806953,-76.00260836;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP TINGO MARIA;A;;;;;;
0003;7002;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;-8.93140901,-76.11188986;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP AUCAYACU;B;X;;;;;
0002;7004;HUANUCO;LEONCIO PRADO;MARIANO DAMASO BERAUN;-9.49461342,-75.95306846;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP CAYUMBAC;D;X;;;;;
5015;7005;HUANUCO;MARAÑON;CHOLON;-8.48667206,-76.38627114;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP PARAISO;D;X;;;;;
5014;7006;HUANUCO;HUAMALIES;MONZON;-9.23589585,-76.08925336;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP PALO DE ACERO;D;X;;;;;
5013;7007;HUANUCO;HUAMALIES;MONZON;-9.27879,-76.400525;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP MONZON;D;X;;;;;
5000;7009;HUANUCO;LEONCIO PRADO;DANIEL ALOMIA ROBLES;-9.18825373,-75.9543898;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP PUMAHUASI;D;X;;;;;
5012;7011;HUANUCO;HUAMALIES;MONZON;-9.21845482,-76.21240834;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP CACHICOTO;D;X;;;;;
5017;7013;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.089125,-76.09476;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP VENENILLO;D;X;;;;;
5016;7014;HUANUCO;MARAÑON;SANTA ROSA DE ALTO YANAJANCA;-8.65314354,-76.3140806;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP YANAJANCA;D;X;;;;;
5051;7017;HUANUCO;LEONCIO PRADO;PUEBLO NUEVO;-9.132626,-76.0325;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP TULUMAYO;C;X;;;;;
7001;7018;HUANUCO;MARAÑON;LA MORADA;-8.79440821,-76.25056488;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP LA MORADA;D;X;;;;;
1113;7025;HUANUCO;MARAÑON;HUACRACHUCO;-8.60429027,-77.14917593;HUANUCO;HUANUCO;DIVPOL LEONCIO PRADO;CPNP HUACRACHUCO;D;X;;;;;
1197;5600;PASCO;PASCO;CHAUPIMARCA;-10.68499509,-76.25407162;HUANUCO;PASCO;DIVOPUS PASCO;CPNP CHAUPIMARCA;B;;;;;;
1205;5602;PASCO;PASCO;YANACANCHA;-10.66593077,-76.25292858;HUANUCO;PASCO;DIVOPUS PASCO;CPNP YANACANCHA;B;;;;;;
1198;5604;PASCO;PASCO;SIMON BOLIVAR;-10.70366816,-76.2915926;HUANUCO;PASCO;DIVOPUS PASCO;CPNP CHAUPIMARCA-LA ESPERANZA;C;X;;;;;
8110;5606;PASCO;PASCO;VICCO;-10.87924209,-76.29378404;HUANUCO;PASCO;DIVOPUS PASCO;CPNP COCHAMARCA;C;X;;;;;
5031;5608;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;-10.48891763,-76.19608247;HUANUCO;PASCO;DIVOPUS PASCO;CPNP SAN FCO ASIS DE YARUSYACAN;E;X;;;;;
1364;5609;PASCO;PASCO;TINYAHUARCO;-10.75502472,-76.26483949;HUANUCO;PASCO;DIVOPUS PASCO;CPNP COLQUIJIRCA;B;X;X;;;;
1206;5610;PASCO;PASCO;YANACANCHA;-10.61492305,-76.1795853;HUANUCO;PASCO;DIVOPUS PASCO;CPNP YANACANCHA-LA QUINUA;C;X;;;;;
1196;5612;PASCO;PASCO;YANACANCHA;-10.57933963,-76.18762394;HUANUCO;PASCO;DIVOPUS PASCO;CPNP CHICRIN;C;X;;;;;
1200;5614;PASCO;PASCO;HUARIACA;-10.44494511,-76.18645666;HUANUCO;PASCO;DIVOPUS PASCO;CPNP HUARIACA;C;X;;;;;
1199;5621;PASCO;PASCO;HUACHON;-10.63676533,-75.95085081;HUANUCO;PASCO;DIVOPUS PASCO;CPNP HUACHON;D;X;;;;;
1203;5622;PASCO;PASCO;PAUCARTAMBO;-10.77490648,-75.81342353;HUANUCO;PASCO;DIVOPUS PASCO;CPNP PAUCARTAMBO;D;X;;;;;
1201;5624;PASCO;PASCO;HUAYLLAY;-11.00011875,-76.36156631;HUANUCO;PASCO;DIVOPUS PASCO;CPNP HUALLAY;C;X;;;;;
8007;5626;PASCO;PASCO;TICLACAYAN;-10.5346277,-76.16585129;HUANUCO;PASCO;DIVOPUS PASCO;CPNP TICLACAYAN;E;X;;;;;
1207;5628;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;-10.49164355,-76.51453662;HUANUCO;PASCO;DIVOPUS PASCO;CPNP DANIEL ALCIDES CARRION;B;;X;;;;
1211;5632;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;-10.47228372,-76.35363399;HUANUCO;PASCO;DIVOPUS PASCO;CPNP SANTA ANA DE TUSSI;D;X;;;;;
1208;5634;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;-10.43378506,-76.43757707;HUANUCO;PASCO;DIVOPUS PASCO;CPNP CHACAYAN;D;X;;;;;
1210;5636;PASCO;DANIEL ALCIDES CARRION;PAUCAR;-10.37090673,-76.44327119;HUANUCO;PASCO;DIVOPUS PASCO;CPNP PAUCAR;D;X;;;;;
1209;5638;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;-10.47345158,-76.40886365;HUANUCO;PASCO;DIVOPUS PASCO;CPNP GOYLLARISQUIZA;E;X;;;;;
0581;3290;HUANCAVELICA;HUAYTARA;HUAYTARA;-13.60428736,-75.35371679;ICA;ICA;DIVOPUS ICA;CPNP HUAYTARA;B;X;;X;;;
0584;3292;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;-13.82495174,-75.25846347;ICA;ICA;DIVOPUS ICA;CPNP SANTIAGO DE CHOCORVOS;E;X;;;;;
0582;3294;HUANCAVELICA;HUAYTARA;CORDOVA;-14.03830759,-75.18395784;ICA;ICA;DIVOPUS ICA;CPNP CORDOVA;E;X;;;;;
1121;5300;ICA;ICA;ICA;-14.06987861,-75.73258476;ICA;ICA;DIVOPUS ICA;CPNP ICA;A;;;;;;
1127;5305;ICA;ICA;PARCONA;-14.0478149,-75.70578041;ICA;ICA;DIVOPUS ICA;CPNP PARCONA;A;;;;;;
1129;5310;ICA;ICA;SALAS;-13.98590936,-75.77229479;ICA;ICA;DIVOPUS ICA;CPNP GUADALUPE;D;X;;;;;
1133;5312;ICA;ICA;SANTIAGO;-14.18416957,-75.71469225;ICA;ICA;DIVOPUS ICA;CPNP SANTIAGO;D;X;;;;;
1123;5314;ICA;ICA;LA TINGUIÑA;-14.03661058,-75.71067718;ICA;ICA;DIVOPUS ICA;CPNP LA TINGUIÑA;B;;;;;;
1132;5316;ICA;ICA;SAN JUAN BAUTISTA;-14.01129162,-75.73469765;ICA;ICA;DIVOPUS ICA;CPNP SAN JUAN BAUTISTA;D;X;;;;;
1131;5318;ICA;ICA;SAN JOSE DE LOS MOLINOS;-13.93253654,-75.6709598;ICA;ICA;DIVOPUS ICA;CPNP LOS MOLINOS;D;X;;;;;
1125;5320;ICA;ICA;OCUCAJE;-14.34687395,-75.6715948;ICA;ICA;DIVOPUS ICA;CPNP OCUCAJE;C;X;;;;;
1134;5322;ICA;ICA;SUBTANJALLA;-14.01890197,-75.75658752;ICA;ICA;DIVOPUS ICA;CPNP SUBTANJALLA;C;X;;;;;
1124;5324;ICA;ICA;LOS AQUIJES;-14.09720699,-75.69090038;ICA;ICA;DIVOPUS ICA;CPNP LOS AQUIJES;C;X;;;;;
1128;5326;ICA;ICA;PUEBLO NUEVO;-14.12692199,-75.70582573;ICA;ICA;DIVOPUS ICA;CPNP PUEBLO NUEVO;C;X;;;;;
1126;5328;ICA;ICA;PACHACUTEC;-14.15266406,-75.69114693;ICA;ICA;DIVOPUS ICA;CPNP PACHACUTEC;D;X;;;;;
1130;5330;ICA;ICA;SALAS;-13.932805,-75.90578;ICA;ICA;DIVOPUS ICA;CPNP PAMPA VILLACURI;D;X;;;;;
1148;5335;ICA;PISCO;PISCO;-13.70943109,-76.20308948;ICA;ICA;DIVOPUS ICA;CPNP PISCO;A;;X;;;;
1153;5340;ICA;PISCO;SAN ANDRES;-13.73246507,-76.22114161;ICA;ICA;DIVOPUS ICA;CPNP SAN ANDRES;B;;;;;;
1137;5341;ICA;CHINCHA;CHINCHA BAJA;-13.45884735,-76.16161554;ICA;ICA;DIVOPUS ICA;CPNP CHINCHA BAJA;D;X;;;;;
1154;5342;ICA;PISCO;PISCO;-13.70275495,-76.15339385;ICA;ICA;DIVOPUS ICA;CPNP SAN MIGUEL;D;X;;;;;
1140;5343;ICA;CHINCHA;PUEBLO NUEVO;-13.39557221,-76.13438159;ICA;ICA;DIVOPUS ICA;CPNP PUEBLO NUEVO;B;X;;;;;
1149;5344;ICA;PISCO;SAN CLEMENTE;-13.6831589,-76.15958455;ICA;ICA;DIVOPUS ICA;CPNP HUAMANI;B;X;;;;;
1138;5345;ICA;CHINCHA;EL CARMEN;-13.4994253,-76.05726544;ICA;ICA;DIVOPUS ICA;CPNP EL CARMEN;D;X;;;;;
1151;5346;ICA;PISCO;INDEPENDENCIA;-13.69323348,-76.03019211;ICA;ICA;DIVOPUS ICA;CPNP INDEPENDENCIA;D;X;;;;;
1142;5347;ICA;CHINCHA;TAMBO DE MORA;-13.46066449,-76.18360225;ICA;ICA;DIVOPUS ICA;CPNP TAMBO DE MORA;D;X;;;;;
1152;5348;ICA;PISCO;PARACAS;-13.83270555,-76.2467539;ICA;ICA;DIVOPUS ICA;CPNP PARACAS;C;X;;;;;
1139;5349;ICA;CHINCHA;GROCIO PRADO;-13.3971199,-76.15538655;ICA;ICA;DIVOPUS ICA;CPNP EMILIO ROMAN SARAVIA GARCIA-GROCIO PRADO;C;;;;;;
1150;5350;ICA;PISCO;HUMAY;-13.72363834,-75.88929409;ICA;ICA;DIVOPUS ICA;CPNP HUMAY;D;X;;;;;
1141;5351;ICA;CHINCHA;SUNAMPE;-13.42691901,-76.16396605;ICA;ICA;DIVOPUS ICA;CPNP SUNAMPE;C;;;;;;
1155;5352;ICA;PISCO;TUPAC AMARU INCA;-13.7144446,-76.14863525;ICA;ICA;DIVOPUS ICA;CPNP TUPAC AMARU;C;X;;;;;
1136;5353;ICA;CHINCHA;ALTO LARAN;-13.44238044,-76.08323594;ICA;ICA;DIVOPUS ICA;CPNP ALTO LARAN;D;X;;;;;
1135;5355;ICA;CHINCHA;CHINCHA ALTA;-13.41704068,-76.13274266;ICA;ICA;DIVOPUS ICA;CPNP CHINCHA;A;;X;;;;
1143;5356;ICA;NAZCA;NAZCA;-14.82822001,-74.9444921;ICA;ICA;DIVOPUS ICA;CPNP NAZCA;A;;X;;;;
1145;5360;ICA;NAZCA;MARCONA;-15.36183121,-75.16480592;ICA;ICA;DIVOPUS ICA;CPNP S. J. DE MARCONA;B;X;;;;;
1144;5362;ICA;NAZCA;EL INGENIO;-14.64544368,-75.05979089;ICA;ICA;DIVOPUS ICA;CPNP EL INGENIO;D;X;;;;;
1146;5363;ICA;NAZCA;VISTA ALEGRE;-14.84486157,-74.94041603;ICA;ICA;DIVOPUS ICA;CPNP VISTA ALEGRE;B;;;;;;
1147;5365;ICA;PALPA;PALPA;-14.53429131,-75.18820985;ICA;ICA;DIVOPUS ICA;CPNP PALPA;B;;X;;;;
1119;5370;AYACUCHO;LUCANAS;LARAMATE;-14.28670516,-74.84272355;ICA;ICA;DIVOPUS ICA;CPNP LARAMATE;E;X;;;;;
1120;5372;AYACUCHO;LUCANAS;OTOCA;-14.49024894,-74.68663969;ICA;ICA;DIVOPUS ICA;CPNP OTOCA;E;X;;;;;
3004;5373;AYACUCHO;LUCANAS;OCAÑA;-14.39856565,-74.82408467;ICA;ICA;DIVOPUS ICA;CPNP OCAÑA;E;X;;;;;
0553;3200;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.78587652,-74.96893612;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP HUANCAVELICA;A;;;;;;
0558;3205;HUANCAVELICA;HUANCAVELICA;IZCUCHACA;-12.5012166,-74.99582852;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP IZCUCHACA;C;X;;;;;
0559;3210;HUANCAVELICA;TAYACAJA;AHUAYCHA;-12.533128,-74.93013;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP MRCAL CACERES;D;X;;;;;
0562;3212;HUANCAVELICA;HUANCAVELICA;HUANDO;-12.56379297,-74.94752734;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP HUANDO;C;X;;;;;
0556;3214;HUANCAVELICA;HUANCAVELICA;ACORIA;-12.64264689,-74.86299704;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP ACORIA;D;X;;;;;
0561;3215;HUANCAVELICA;HUANCAVELICA;YAULI;-12.76932973,-74.85190958;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP YAULI;D;X;;;;;
0560;3216;HUANCAVELICA;HUANCAVELICA;MOYA;-12.42127058,-75.15118847;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP MOYA;D;X;;;;;
0557;3218;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;-13.03156297,-74.94707881;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP HUACHOCOLPA;D;X;;;;;
0555;3222;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;-12.66462107,-75.32261254;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP ACOBAMBILLA;E;X;;;;;
0566;3230;HUANCAVELICA;ANGARAES;LIRCAY;-12.98745448,-74.72394491;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP ANGARAES LIRCAY;C;;X;;;;
0568;3235;HUANCAVELICA;ANGARAES;CONGALLA;-12.95598365,-74.49253694;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP CONGALLAA;E;X;;;;;
0567;3237;HUANCAVELICA;ANGARAES;CCOCHACCASA;-12.93216772,-74.76628668;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP CCOCHACCASA;E;X;;;;;
0569;3240;HUANCAVELICA;ANGARAES;JULCAMARCA;-13.01492922,-74.44475851;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP JULCAMARCA;E;X;;;;;
0570;3245;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;-13.28246353,-75.31908941;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP CASTROVIRREYNA;B;;X;;;;
0574;3252;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;-13.2206907,-75.53260439;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP HUACHOS;E;X;;;;;
0575;3254;HUANCAVELICA;CASTROVIRREYNA;TANTARA;-13.07527527,-75.64622848;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP TANTARA;D;X;;;;;
0576;3256;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;-13.38734384,-75.43366373;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP TICRAPO;D;X;;;;;
0572;3258;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;-13.03386155,-75.56988573;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP AURAHUA;D;X;;;;;
0571;3260;HUANCAVELICA;CASTROVIRREYNA;ARMA;-13.1259559,-75.54297241;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP VILLA DE ARMA;D;X;;;;;
0583;3261;HUANCAVELICA;HUAYTARA;PILPICHACA;-13.33095924,-74.97686013;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP PILPICHACA;D;X;;;;;
0573;3262;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;-13.0372412,-75.61032318;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP CHUPAMARCA;E;X;;;;;
0563;3265;HUANCAVELICA;ACOBAMBA;ACOBAMBA;-12.84196434,-74.56970035;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP ACOBAMBA;B;;X;;;;
0565;3270;HUANCAVELICA;ACOBAMBA;PAUCARA;-12.7245615,-74.6658893;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP PAUCARA;D;X;;;;;
0564;3272;HUANCAVELICA;ACOBAMBA;MARCAS;-12.88868955,-74.39570712;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP MARCAS;D;X;;;;;
0579;3280;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;-12.81023168,-74.3867751;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP MAYOCC;C;X;;;;;
7007;3281;HUANCAVELICA;CHURCAMPA;ANCO;-12.67876828,-74.58698541;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP ANCO;C;X;;;;;
5033;3204;HUANCAVELICA;TAYACAJA;QUICHUAS;-7.655912,-78.182908;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP  QUICHUAS;D;X;;;;;
0646;7535;HUANCAVELICA;TAYACAJA;PAZOS;-12.25918784,-75.07029485;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP PAZOS;C;X;;;;;
0644;7542;HUANCAVELICA;TAYACAJA;ACOSTAMBO;-12.36232111,-75.0550676;JUNIN;HUANCAVELICA;DIVOPUS HUANCAVELICA;CPNP ACOSTAMBO;C;X;;;;;
0597;3100;JUNIN;CHANCHAMAYO;CHANCHAMAYO;-11.05598498,-75.33084153;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP LA MERCED;B;;;;;;
0601;3105;JUNIN;CHANCHAMAYO;SAN RAMON;-11.12086059,-75.35467476;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP SAN RAMON;B;X;;;;;
0598;3110;JUNIN;CHANCHAMAYO;PERENE;-10.95226298,-75.22554402;JUNIN;JUNIN;DIVOPUS CHANCHAMAYO;CPNP VILLA PERENE;C;X;;;;;
