CODIGO INEI;CODIGO CPNP;NOMBREDD;NOMBREPP;NOMBREDI;GPS;MACREGPOL/FP;REGPOL;DIVPOL/DIVOPUS;COMISARÍA;TIPO*;RURAL*;SECTORIAL*;ZONAL*;;;
0832;4052;AREQUIPA;CAYLLOMA;SIBAYO;-15.49297009,-71.46466364;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SIBAYO;D;X;;;;;
0830;4054;AREQUIPA;CAYLLOMA;MADRIGAL;-15.6082688,-71.80721538;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MINAS MADRIGAL;D;X;;;;;
0750;4056;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.32774849,-71.59292568;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CIUDAD MUNICIPAL;C;;;;;;
0792;4058;AREQUIPA;AREQUIPA;YURA;-16.30343913,-71.61919418;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CIUDAD DE DIOS;C;;;;;;
0793;4060;AREQUIPA;AREQUIPA;YURA;-16.24640667,-71.69215912;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP YURA;D;X;;;;;
0782;4062;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;-16.49334529,-72.09473022;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SANTA RITA DE SIGUAS;D;X;;;;;
0781;4064;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;-16.34963588,-72.12717097;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP TAMBILLO;D;X;;;;;
0831;4066;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;-15.83807214,-71.09157428;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SAN ANTONIO DE CHUCA - IMATA;D;X;;;;;
0741;4068;AREQUIPA;AREQUIPA;AREQUIPA;-16.40116589,-71.53598777;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP PALACIO VIEJO;A;;;;;;
0740;4070;AREQUIPA;AREQUIPA;AREQUIPA;-16.39747653,-71.53259016;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SANTA MARTA;A;;;;;;
0767;4072;AREQUIPA;AREQUIPA;MIRAFLORES;-16.39487452,-71.52402938;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MIRAFLORES;A;;;;;;
0794;4074;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.42428962,-71.52954198;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP JOSE LUIS BUSTAMANTE Y RIVERO;A;;;;;;
0783;4076;AREQUIPA;AREQUIPA;SOCABAYA;-16.44826012,-71.53252805;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CIUDAD MI TRABAJO;A;;;;;;
0838;4078;AREQUIPA;ISLAY;MOLLENDO;-17.02695684,-72.01876667;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MOLLENDO;A;;X;;;;
0770;4080;AREQUIPA;AREQUIPA;PAUCARPATA;-16.41761548,-71.49163049;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CIUDAD BLANCA;A;;;;;;
0768;4082;AREQUIPA;AREQUIPA;MIRAFLORES;-16.37723349,-71.50860008;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP EL PORVENIR;C;;;;;;
0771;4084;AREQUIPA;AREQUIPA;PAUCARPATA;-16.41145825,-71.49676229;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP JUAN DE DIOS COLCA APAZA;B;;;;;;
0773;4086;AREQUIPA;AREQUIPA;PAUCARPATA;-16.40852033,-71.48387357;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MIGUEL GRAU;B;;;;;;
0765;4088;AREQUIPA;AREQUIPA;MARIANO MELGAR;-16.39949222,-71.50666411;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MARIANO MELGAR;B;;;;;;
3010;4089;AREQUIPA;AREQUIPA;MARIANO MELGAR;-16.40098415,-71.49091877;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP JERUSALEN;C;;;;;;
0766;4090;AREQUIPA;AREQUIPA;MIRAFLORES;-16.38885224,-71.51502125;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ALTO MISTI;B;;;;;;
0744;4092;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.38096965,-71.51865996;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ALTO SELVA ALEGRE;B;;;;;;
0745;4094;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.36606751,-71.51909527;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP INDEPENDENCIA;B;;;;;;
0795;4096;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.44342823,-71.51377569;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SIMON BOLIVAR;B;;;;;;
0757;4098;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.44142789,-71.55500186;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP HUNTER;B;;;;;;
0758;4099;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.45253376,-71.55349149;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ANDRES AVELINO CACERES;C;;;;;;
0784;4102;AREQUIPA;AREQUIPA;AREQUIPA;-16.39993817,-71.53531562;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SOCABAYA;B;X;X;;;;
0777;4104;AREQUIPA;AREQUIPA;POLOBAYA;-16.56546481,-71.36968958;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP POLOBAYA;D;X;;;;;
0791;4106;AREQUIPA;AREQUIPA;YARABAMBA;-16.54677145,-71.47511549;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP YARABAMBA;D;X;;;;;
0755;4108;AREQUIPA;AREQUIPA;CHARACATO;-16.4683507,-71.48481979;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CHARACATO;D;X;;;;;
0769;4110;AREQUIPA;AREQUIPA;MOLLEBAYA;-16.48682302,-71.46552404;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MOLLEBAYA;D;X;;;;;
0842;4112;AREQUIPA;ISLAY;ISLAY;-17.00053238,-72.09624863;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MATARANI;B;X;;;;;
0772;4116;AREQUIPA;AREQUIPA;PAUCARPATA;-16.41889631,-71.48503073;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ISRAEL;C;;;;;;
0756;4118;AREQUIPA;AREQUIPA;CHIGUATA;-16.40210506,-71.39225166;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CHIHUATA;D;X;;;;;
0780;4120;AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;-16.18304318,-71.06187867;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SAN JUAN DE TARUCANI;D;X;;;;;
0776;4122;AREQUIPA;AREQUIPA;POCSI;-16.51754326,-71.38905567;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP POCSI;D;X;;;;;
0778;4124;AREQUIPA;AREQUIPA;SABANDIA;-16.450004,-71.49560153;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SABANDIA;D;X;;;;;
0774;4126;AREQUIPA;AREQUIPA;PAUCARPATA;-16.42079102,-71.50920312;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP JESUS MARIA;C;;;;;;
0775;4128;AREQUIPA;AREQUIPA;PAUCARPATA;-16.42711642,-71.4966807;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CAMPO MARTE;C;;;;;;
0840;4130;AREQUIPA;ISLAY;DEAN VALDIVIA;-17.14399973,-71.8213852;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP LA CURVA;D;X;;;;;
0843;4132;AREQUIPA;ISLAY;MEJIA;-17.1017687,-71.90625349;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MEJIA;C;X;;;;;
0839;4134;AREQUIPA;ISLAY;COCACHACRA;-17.09226847,-71.76450875;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP COCACHACRA;B;X;;;;;
0844;4136;AREQUIPA;ISLAY;PUNTA DE BOMBON;-17.17187128,-71.79037531;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP PUNTA DE BOMBON;D;X;;;;;
0841;4138;AREQUIPA;ISLAY;DEAN VALDIVIA;-17.12104332,-71.79599194;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP EL ARENAL;D;X;;;;;
0796;4145;AREQUIPA;CAMANA;CAMANA;-16.62728383,-72.71148512;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CAMANA;A;;X;;;;
0805;4155;AREQUIPA;CAMANA;SAMUEL PASTOR;-16.61348758,-72.69862999;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP LA PAMPA;B;X;;;;;
0802;4157;AREQUIPA;CAMANA;OCOÑA;-16.43492937,-73.10649838;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP OCOÑA;D;X;;;;;
0803;4160;AREQUIPA;CONDESUYOS;RIO GRANDE;-15.9405076,-73.1313835;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MINAS OCOÑA;C;X;;;;;
0801;4162;AREQUIPA;CAMANA;NICOLAS DE PIEROLA;-16.57310092,-72.71635982;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SAN GREGORIO;D;X;;;;;
0799;4164;AREQUIPA;CAMANA;MARISCAL CACERES;-16.59815458,-72.77455035;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP PUCCHUN;E;X;;;;;
0800;4166;AREQUIPA;CAMANA;MARISCAL CACERES;-16.61943164,-72.73589648;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SAN JOSE;E;X;;;;;
0798;4168;AREQUIPA;CAMANA;JOSE MARIA QUIMPER;-16.60153513,-72.74995566;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP HUACAPUY;E;X;;;;;
0797;4170;AREQUIPA;CAMANA;JOSE MARIA QUIMPER;-16.60291453,-72.72649953;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP EL CARDO;E;X;;;;;
0804;4172;AREQUIPA;CAMANA;QUILCA;-16.71627376,-72.42617504;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP QUILCA;E;X;;;;;
0815;4174;AREQUIPA;CASTILLA;APLAO;-16.07950772,-72.49406345;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP APLAO;A;;X;;;;
0823;4176;AREQUIPA;CASTILLA;VIRACO;-15.65846823,-72.5247746;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP VIRACO;D;X;;;;;
0822;4178;AREQUIPA;CASTILLA;URACA;-16.22202749,-72.47133516;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CORIRE;D;X;;;;;
0821;4180;AREQUIPA;CASTILLA;PAMPACOLCA;-15.71472887,-72.57313172;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP PAMPACOLCA;D;X;;;;;
0820;4182;AREQUIPA;CASTILLA;ORCOPAMPA;-15.26821631,-72.34401302;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ORCOPAMPA;D;X;;;;;
0817;4184;AREQUIPA;CASTILLA;ANDAGUA;-15.49860811,-72.3564859;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ANDAGUA;E;X;;;;;
0819;4186;AREQUIPA;CASTILLA;MACHAGUAY;-15.65079101,-72.50536875;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP MACHAHUAY;E;X;;;;;
0806;4198;AREQUIPA;CARAVELI;CARAVELI;-15.7740414,-73.36795875;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CARAVELI;B;X;;;;;
0810;4200;AREQUIPA;CARAVELI;CHALA;-15.86630459,-74.24699164;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CHALA;B;X;;X;;;
0807;4202;AREQUIPA;CARAVELI;ACARI;-15.43613476,-74.61726369;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ACARI;C;X;;;;;
0808;4204;AREQUIPA;CARAVELI;ATICO;-16.22838027,-73.60963356;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ATICO;B;X;;;;;
0812;4206;AREQUIPA;CARAVELI;JAQUI;-15.4785065,-74.44317687;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP JAQUI;C;X;;;;;
0809;4208;AREQUIPA;CARAVELI;BELLA UNION;-15.45042336,-74.65600391;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP BELLA UNION;D;X;;;;;
0813;4210;AREQUIPA;CARAVELI;LOMAS;-15.569629,-74.85095783;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP LOMAS;D;X;;;;;
0814;4212;AREQUIPA;CARAVELI;YAUCA;-15.66238963,-74.52762903;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP YAUCA;C;X;;;;;
0811;4214;AREQUIPA;CARAVELI;CHAPARRA;-15.80488227,-73.96647011;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ACHANIZO;D;X;;;;;
0834;4216;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;-15.84047907,-72.65105661;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CHUQUIBAMBA CONDESUYOS;B;X;;;;;
0835;4220;AREQUIPA;CONDESUYOS;CAYARANI;-15.041527,-72.275648;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ARCATA;D;X;;;;;
0836;4222;AREQUIPA;CONDESUYOS;ANDARAY;-15.79727012,-72.86014663;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ANDARAY;E;X;;;;;
7006;4223;AREQUIPA;CONDESUYOS;YANAQUIHUA;-15.77655518,-72.87500662;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP YANAQUIHUA;D;X;;;;;
0837;4224;AREQUIPA;CONDESUYOS;SALAMANCA;-15.50469496,-72.83391643;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP SALAMANCA;D;X;;;;;
0845;4230;AREQUIPA;LA UNION;COTAHUASI;-15.21175752,-72.89054162;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP COTAHUASI;C;X;;X;;;
0846;4232;AREQUIPA;LA UNION;ALCA;-15.13479034,-72.7645544;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP ALCA;E;X;;;;;
0847;4234;AREQUIPA;LA UNION;CHARCANA;-15.24058666,-73.07005224;AREQUIPA;AREQUIPA;DIVOPUS AREQUIPA;CPNP CHARCANA;E;X;;;;;
0334;3350;AYACUCHO;HUAMANGA;AYACUCHO;-13.16395253,-74.2271635;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP AYACUCHO;A;;;;;;
0338;3352;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.17693848,-74.22136675;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CARMEN ALTO;B;;;;;;
0337;3354;AYACUCHO;HUAMANGA;ACOS VINCHOS;-13.11291379,-74.09946411;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP ACOSVINCHOS;C;X;;;;;
0341;3356;AYACUCHO;HUAMANGA;VINCHOS;-13.24167893,-74.35453862;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP VINCHOS;D;X;;;;;
0340;3358;AYACUCHO;HUAMANGA;QUINUA;-13.04899679,-74.13909963;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP QUINUA;C;X;;;;;
0339;3360;AYACUCHO;HUAMANGA;OCROS;-13.39106392,-73.91469657;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP OCROS;D;X;;;;;
0335;3362;AYACUCHO;HUAMANGA;JESUS NAZARENO;-13.098302,-74.206797;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CHACCO;E;X;;;;;
0342;3370;AYACUCHO;CANGALLO;CANGALLO;-13.6289683,-74.14362756;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CANGALLO;C;;X;;;;
9060;3373;AYACUCHO;CANGALLO;LOS MOROCHUCOS;-13.55769118,-74.19594801;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP LOS MOROCHUCOS;D;X;;;;;
0343;3375;AYACUCHO;CANGALLO;CHUSCHI;-13.58527019,-74.35212216;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CHUSCHI;E;X;;;;;
0354;3377;AYACUCHO;VICTOR FAJARDO;HUANCAPI;-13.75155958,-74.06588018;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP HUANCAPI;D;X;;;;;
0344;3380;AYACUCHO;CANGALLO;PARAS;-13.55284227,-74.6271972;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP PARAS;E;X;;;;;
0355;3382;AYACUCHO;VICTOR FAJARDO;CANARIA;-13.92344511,-73.9051856;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP VILLA CANARIA;E;X;;;;;
1315;3385;AYACUCHO;VICTOR FAJARDO;CANARIA;-13.95873628,-73.91766325;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP TACA;E;X;;;;;
5005;3386;AYACUCHO;CANGALLO;TOTOS;-13.5677258,-74.52272099;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP TOTOS;E;X;;;;;
0345;3390;AYACUCHO;HUANCA SANCOS;SANCOS;-13.91990817,-74.33418147;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP HUANCASANCOS;E;X;;;;;
5011;3391;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;-13.6104668,-74.5330625;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP VILCANCHOS;E;X;;;;;
0356;3395;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;-13.65262181,-73.95384017;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP VILCASHUAMAN;D;;X;;;;
0358;3400;AYACUCHO;VILCAS HUAMAN;CONCEPCION;-13.53279884,-73.87474579;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CONCEPCION;E;X;;;;;
0357;3405;AYACUCHO;VILCAS HUAMAN;CARHUANCA;-13.74237566,-73.78711592;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CARHUANCA;E;X;;;;;
0353;3406;AYACUCHO;SUCRE;QUEROBAMBA;-14.01208008,-73.8386;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP QUEROBAMBA-SUCRE;E;X;;;;;
5047;3407;AYACUCHO;SUCRE;SORAS;-14.11480398,-73.60368317;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP SORAS;E;X;;;;;
0346;3415;AYACUCHO;LUCANAS;PUQUIO;-14.6937357,-74.12811458;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP LUCANAS-PUQUIO;B;;X;;;;
1314;3416;AYACUCHO;LUCANAS;SANTA LUCIA;-15.11354621,-74.48105765;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP HUANCA;E;X;;;;;
0348;3450;AYACUCHO;LUCANAS;CABANA;-14.2888762,-73.96726007;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CABANA SUR;E;X;;;;;
0347;3455;AYACUCHO;LUCANAS;AUCARA;-14.28075007,-73.97468043;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP AUCARA;E;X;;;;;
0349;3457;AYACUCHO;LUCANAS;CARMEN SALCEDO;-14.38721606,-73.96269256;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP ANDAMARCA;E;X;;;;;
0350;3460;AYACUCHO;LUCANAS;CHIPAO;-14.36609459,-73.8785362;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP CHIPAO;E;X;;;;;
0351;3465;AYACUCHO;PARINACOCHAS;CORACORA;-15.01692809,-73.7818462;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP PARINACOCHAS-CORACORA;B;;X;;;;
5057;3467;AYACUCHO;PARINACOCHAS;PACAPAUSA;-14.94992118,-73.36799487;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP PACAPAUSA;E;X;;;;;
5049;3468;AYACUCHO;PARINACOCHAS;PUYUSCA;-15.24985,-73.569592;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP INCUYO-PUYUSCA;E;X;;;;;
0352;3470;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;-15.27854674,-73.34442303;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP PAUCAR DEL SARA SARA;B;X;X;;;;
5046;3471;AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;-15.1490685,-73.34115433;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP MARCABAMBA;E;X;;;;;
5044;3473;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;-15.17988275,-73.18526623;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP OYOLO;E;X;;;;;
5043;3474;AYACUCHO;PAUCAR DEL SARA SARA;COLTA;-15.16288492,-73.29490698;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP COLTA;E;X;;;;;
0624;7510;AYACUCHO;HUANTA;HUAMANGUILLA;-13.01128495,-74.1729251;AYACUCHO;AYACUCHO;DIVOPUS AYACUCHO;CPNP HUAMANGUILLA;C;X;;;;;
0118;0872;CAJAMARCA;SAN MIGUEL;NIEPOS;-6.92611243,-79.12983022;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP NIEPOS;D;X;;;;;
3000;0875;CAJAMARCA;SAN MIGUEL;BOLIVAR;-6.97623962,-79.17816907;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP BOLIVAR;D;X;;;;;
0117;0882;CAJAMARCA;SAN MIGUEL;NANCHOC;-6.95922395,-79.24214644;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP NANCHOC;D;X;;;;;
0119;0885;CAJAMARCA;SAN MIGUEL;NIEPOS;-6.934423,-79.087913;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LANCHEZ;D;X;;;;;
0116;0888;CAJAMARCA;SAN MIGUEL;LA FLORIDA;-6.8698686,-79.12204548;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LA FLORIDA;D;X;;;;;
0123;0892;CAJAMARCA;SANTA CRUZ;CATACHE;-6.81319761,-79.08567677;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP UDIMA;E;X;;;;;
0093;0925;CAJAMARCA;CHOTA;LLAMA;-6.51265303,-79.12031156;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LLAMA;D;X;;;;;
0094;0928;CAJAMARCA;CHOTA;MIRACOSTA;-6.40504719,-79.28352211;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP MIRACOSTA;D;X;;;;;
0096;0931;CAJAMARCA;CHOTA;TOCMOCHE;-6.41305696,-79.36084593;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP TOCMOCHE;D;X;;;;;
0095;0933;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;-6.42523315,-79.24320376;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN JUAN DE LICUPIS;D;X;;;;;
0120;0998;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;-6.62476566,-78.94391623;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SANTA CRUZ;B;;X;;;;
0124;1002;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;-6.57495206,-78.86817217;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHANCAY BAÑOS;E;X;;;;;
0126;1003;CAJAMARCA;SANTA CRUZ;PULAN;-6.7392826,-78.92054534;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP PULAN;E;X;;;;;
0128;1008;CAJAMARCA;SANTA CRUZ;YAUYUCAN;-6.67713596,-78.81870181;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP YAUYUCAN;E;X;;;;;
0127;1012;CAJAMARCA;SANTA CRUZ;UTICYACU;-6.60667499,-78.7937314;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP UTICYACU;E;X;;;;;
0125;1015;CAJAMARCA;SANTA CRUZ;NINABAMBA;-6.6499801,-78.78609089;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP NINABAMBA;E;X;;;;;
0121;1018;CAJAMARCA;SANTA CRUZ;ANDABAMBA;-6.66332145,-78.81744255;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP ANDABAMBA;E;X;;;;;
0122;1022;CAJAMARCA;SANTA CRUZ;CATACHE;-6.67484914,-79.03438879;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CATACHE;E;X;;;;;
0092;1042;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;-6.00641773,-78.69956817;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP LA SACILIA;E;X;;;;;
0091;1045;CAJAMARCA;CUTERVO;SAN JUAN DE CUTERVO;-6.16330552,-78.59772111;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN JUAN DE CUTERVO;E;X;;;;;
0089;1048;CAJAMARCA;CUTERVO;CHOROS;-5.90008694,-78.69385455;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CHOROS;D;X;;;;;
0090;1078;CAJAMARCA;CUTERVO;PIMPINGOS;-6.0613543,-78.75804229;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP PIMPINGOS;D;X;;;;;
1027;5000;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.16034361,-78.51303874;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP CENTRAL CAJAMARCA;A;;;;;;
1028;5006;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.15010995,-78.51976384;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN JOSE;B;;;;;;
1034;5010;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;-7.16423293,-78.46311482;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP BAÑOS DEL INCA;B;X;X;;;;
1038;5012;CAJAMARCA;CAJAMARCA;SAN JUAN;-7.29264106,-78.4981445;CAJAMARCA;CAJAMARCA;DIVOPUS CAJAMARCA;CPNP SAN JUAN;E;X;;;;;
