mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,total_servicios_prox,total_transporte_aprox,zona_apeim_cod,categoria_crimenes_cod,precio_pen
300.0,39.0,1.0,1.0,1.0,1.0,10,0,7,2,469000.0
,184.0,3.0,2.0,0.0,9.0,11,0,7,1,1488211.0
,111.0,3.0,2.0,1.0,1.0,12,0,7,2,1108400.0
2900.0,230.0,6.0,3.0,0.0,21.0,0,0,7,1,1259250.0
750.0,255.0,3.0,4.0,2.0,0.0,4,0,7,1,2579000.0
520.0,200.0,3.0,2.0,2.0,11.0,3,0,7,2,1105500.0
,329.0,3.0,3.0,2.0,5.0,4,0,7,2,4485600.0
,236.0,5.0,5.0,2.0,0.0,11,0,7,1,1085000.0
,121.0,2.0,2.0,1.0,10.0,9,0,7,1,653250.0
,75.0,2.0,2.0,0.0,0.0,0,0,7,2,821000.0
,259.0,4.0,3.0,2.0,0.0,7,0,7,3,1541000.0
230.0,62.0,2.0,2.0,1.0,0.0,8,1,7,3,444000.0
,158.0,3.0,2.0,1.0,0.0,5,0,7,2,1573410.0
755.0,360.0,3.0,3.0,2.0,21.0,4,0,7,2,1786100.0
800.0,136.0,4.0,3.0,1.0,0.0,10,0,7,2,1275000.0
,112.0,3.0,3.0,0.0,0.0,0,0,7,1,960609.0
200.0,88.0,3.0,2.0,1.0,0.0,5,1,7,2,718000.0
1.0,92.0,3.0,2.0,1.0,0.0,5,0,7,2,1135440.0
200.0,146.0,5.0,3.0,0.0,11.0,12,0,7,1,1314300.0
,170.0,4.0,3.0,1.0,2.0,7,0,7,3,1306820.0
1000.0,202.0,3.0,3.0,2.0,30.0,2,0,7,1,1530000.0
600.0,94.0,1.0,1.0,1.0,10.0,3,0,7,1,653000.0
,90.0,3.0,2.0,1.0,0.0,0,0,7,2,1119000.0
2200.0,403.0,3.0,3.0,4.0,11.0,8,0,7,1,2704000.0
,50.0,1.0,2.0,0.0,0.0,10,0,7,2,486067.0
,142.0,3.0,2.0,1.0,6.0,0,0,7,1,1094300.0
,590.0,4.0,5.0,2.0,15.0,9,0,7,1,3960000.0
194.0,70.0,2.0,2.0,1.0,0.0,6,0,7,1,666300.0
,140.0,3.0,3.0,1.0,40.0,7,0,7,1,727860.0
,157.0,3.0,2.0,1.0,31.0,10,0,7,2,904165.0
1000.0,267.0,3.0,3.0,2.0,13.0,12,0,7,1,1680000.0
,123.0,2.0,2.0,2.0,2.0,16,1,7,4,942900.0
550.0,163.0,2.0,3.0,2.0,6.0,13,0,7,4,1070000.0
300.0,42.0,1.0,1.0,0.0,2.0,11,0,7,1,465000.0
,60.0,3.0,2.0,0.0,0.0,3,0,7,2,530000.0
370.0,110.0,3.0,2.0,1.0,9.0,9,0,7,3,1015000.0
250.0,60.0,1.0,1.0,1.0,12.0,3,0,7,3,434700.0
350.0,121.0,3.0,4.0,1.0,0.0,7,0,7,1,935000.0
,300.0,12.0,4.0,1.0,50.0,12,0,7,3,1139000.0
460.0,98.0,2.0,2.0,1.0,4.0,6,0,7,2,759330.0
850.0,145.0,2.0,3.0,2.0,5.0,11,0,7,1,1014000.0
1100.0,198.0,3.0,3.0,2.0,18.0,3,0,7,1,1983400.0
320.0,72.0,2.0,2.0,1.0,22.0,1,0,7,1,548700.0
500.0,125.0,3.0,2.0,2.0,8.0,5,0,7,2,901000.0
487.0,120.0,2.0,2.0,1.0,4.0,14,0,7,1,1000000.0
,60.0,2.0,2.0,1.0,0.0,0,0,7,2,696000.0
150.0,45.0,1.0,1.0,0.0,53.0,11,0,7,1,374000.0
200.0,69.0,2.0,2.0,0.0,0.0,1,0,7,2,478930.0
,156.0,3.0,3.0,2.0,14.0,5,0,7,1,1343000.0
,88.0,2.0,2.0,1.0,14.0,0,0,7,1,531060.0
,176.0,4.0,2.0,0.0,82.0,5,0,7,1,1581000.0
650.0,131.0,3.0,2.0,2.0,7.0,16,0,7,3,974690.0
1800.0,362.0,4.0,4.0,3.0,10.0,9,0,7,1,2242500.0
,63.0,1.0,2.0,0.0,0.0,8,0,7,2,735000.0
550.0,145.0,2.0,3.0,2.0,6.0,1,0,7,1,924000.0
,176.0,6.0,4.0,0.0,50.0,11,1,7,1,2257450.0
,420.0,4.0,5.0,5.0,13.0,9,0,7,1,7087000.0
,198.0,3.0,3.0,3.0,0.0,13,0,7,1,1601300.0
1400.0,272.0,3.0,3.0,2.0,3.0,1,0,7,2,1809000.0
,71.0,3.0,2.0,0.0,0.0,8,1,7,3,480000.0
330.0,110.0,3.0,2.0,1.0,14.0,4,0,7,3,675180.0
1200.0,144.0,2.0,2.0,2.0,3.0,7,0,7,3,2380000.0
,147.0,2.0,3.0,1.0,0.0,2,0,7,1,1225000.0
560.0,123.0,3.0,2.0,2.0,9.0,9,0,7,1,986000.0
1700.0,301.0,3.0,4.0,0.0,14.0,13,0,7,2,1458600.0
,14.0,3.0,1.0,0.0,0.0,13,0,7,2,255000.0
,920.0,3.0,14.0,5.0,60.0,0,0,7,1,4970000.0
280.0,89.0,2.0,2.0,0.0,50.0,8,0,7,2,642600.0
400.0,123.0,3.0,3.0,1.0,0.0,4,1,7,1,763700.0
,581.0,3.0,2.0,0.0,0.0,11,0,7,1,4686393.0
,238.0,3.0,3.0,2.0,0.0,7,0,7,3,2839200.0
,484.0,3.0,2.0,0.0,64.0,11,0,7,3,3230000.0
450.0,129.0,2.0,3.0,2.0,18.0,16,0,7,3,850000.0
450.0,92.0,2.0,2.0,1.0,5.0,5,1,7,1,718000.0
600.0,190.0,3.0,3.0,2.0,8.0,5,0,7,2,1500000.0
,134.0,2.0,2.0,2.0,5.0,7,0,7,2,1330000.0
650.0,80.0,2.0,2.0,1.0,0.0,5,0,7,1,980000.0
650.0,127.0,2.0,2.0,1.0,19.0,3,0,7,1,1526000.0
550.0,110.0,2.0,2.0,1.0,12.0,1,0,7,1,837500.0
320.0,90.0,3.0,2.0,1.0,19.0,1,0,7,2,584800.0
1100.0,226.0,2.0,4.0,0.0,1.0,8,0,7,2,2325300.0
1381.0,176.0,3.0,2.0,2.0,4.0,5,0,7,2,2287180.0
990.0,184.0,3.0,3.0,2.0,18.0,14,0,7,1,1224000.0
,233.0,3.0,2.0,6.0,16.0,11,0,7,1,2060250.0
,60.0,1.0,2.0,1.0,0.0,0,0,7,2,759335.0
,181.0,3.0,4.0,3.0,11.0,13,0,7,1,1562520.0
972.0,234.0,2.0,2.0,2.0,20.0,2,0,7,2,2001000.0
600.0,291.0,3.0,3.0,2.0,12.0,7,0,7,3,1507500.0
,42.0,1.0,1.0,0.0,0.0,10,0,7,2,450888.0
630.0,120.0,2.0,2.0,2.0,10.0,5,0,7,1,914250.0
390.0,127.0,2.0,2.0,2.0,11.0,9,0,7,2,859350.0
,185.0,2.0,3.0,1.0,11.0,13,0,7,1,1149200.0
460.0,87.0,2.0,2.0,1.0,1.0,9,0,7,3,960450.0
1450.0,212.0,4.0,3.0,2.0,3.0,16,0,7,1,2312000.0
1800.0,439.0,3.0,2.0,0.0,42.0,0,0,7,2,2822000.0
,171.0,3.0,2.0,1.0,0.0,6,0,7,3,1170825.0
400.0,120.0,2.0,3.0,1.0,40.0,6,1,7,1,899000.0
390.0,78.0,2.0,2.0,1.0,3.0,6,1,7,1,737750.0
,114.0,3.0,2.0,0.0,0.0,5,1,7,2,963400.0
1000.0,204.0,3.0,3.0,2.0,11.0,10,0,7,2,2086200.0
,548.0,3.0,2.0,0.0,11.0,13,0,7,1,6800000.0
430.0,116.0,2.0,2.0,0.0,38.0,4,0,7,2,901000.0
240.0,85.0,2.0,2.0,2.0,3.0,9,0,7,3,756800.0
450.0,148.0,3.0,2.0,1.0,0.0,10,0,7,1,860274.0
,246.0,4.0,3.0,1.0,50.0,6,1,7,2,1961000.0
,88.0,3.0,2.0,0.0,0.0,13,0,7,2,787050.0
,300.0,3.0,2.0,0.0,11.0,15,1,7,3,2085000.0
694.0,200.0,3.0,2.0,2.0,45.0,3,0,7,1,1794000.0
,14.0,3.0,2.0,0.0,0.0,0,0,7,2,162000.0
360.0,84.0,2.0,2.0,1.0,12.0,18,2,7,3,556050.0
850.0,146.0,3.0,2.0,2.0,19.0,14,0,7,1,1152000.0
750.0,270.0,3.0,2.0,1.0,40.0,8,0,7,3,884000.0
360.0,86.0,1.0,2.0,0.0,5.0,11,2,7,3,476000.0
450.0,129.0,3.0,2.0,2.0,12.0,16,0,7,3,964884.0
,581.0,12.0,2.0,4.0,0.0,3,1,7,1,4882500.0
900.0,161.0,3.0,2.0,2.0,15.0,8,0,7,1,1218000.0
220.0,40.0,1.0,1.0,1.0,0.0,7,0,7,3,424386.0
310.0,63.0,1.0,2.0,2.0,20.0,5,0,7,2,527500.0
500.0,105.0,2.0,2.0,2.0,14.0,6,1,7,1,799000.0
300.0,131.0,3.0,3.0,0.0,0.0,1,0,7,2,828206.0
300.0,81.0,1.0,2.0,1.0,4.0,17,3,7,3,568000.0
400.0,130.0,2.0,2.0,1.0,10.0,3,1,7,1,737000.0
2400.0,229.0,5.0,2.0,2.0,15.0,11,0,7,1,1800000.0
650.0,165.0,3.0,3.0,1.0,3.0,9,0,7,3,1155600.0
620.0,111.0,3.0,2.0,0.0,1.0,7,0,7,3,1055250.0
,211.0,3.0,3.0,3.0,9.0,5,0,7,1,1690000.0
403.0,123.0,3.0,3.0,1.0,0.0,4,1,7,1,763800.0
800.0,110.0,3.0,2.0,2.0,10.0,10,0,7,2,862500.0
1535.0,246.0,3.0,3.0,2.0,32.0,1,0,7,1,2275000.0
,230.0,3.0,3.0,2.0,16.0,10,0,7,2,2797250.0
,427.0,4.0,3.0,2.0,45.0,2,1,7,1,2421286.0
700.0,191.0,4.0,4.0,2.0,2.0,13,0,7,2,1689800.0
1256.0,265.0,3.0,3.0,2.0,23.0,14,0,7,1,1428000.0
,480.0,3.0,2.0,0.0,11.0,17,2,7,2,4569600.0
,95.0,2.0,2.0,1.0,0.0,7,0,7,3,846600.0
500.0,106.0,2.0,2.0,0.0,7.0,9,0,7,3,842500.0
337.0,17.0,3.0,1.0,0.0,10.0,17,2,7,2,160000.0
335.0,83.0,3.0,2.0,0.0,0.0,3,0,7,3,805000.0
,57.0,3.0,1.0,0.0,0.0,7,0,7,3,522046.0
506.0,164.0,3.0,3.0,2.0,42.0,4,1,7,2,1093920.0
50.0,136.0,2.0,2.0,0.0,22.0,9,0,7,2,790000.0
,300.0,4.0,2.0,1.0,67.0,13,0,7,2,1712700.0
,81.0,2.0,2.0,0.0,0.0,3,0,7,2,822000.0
550.0,121.0,3.0,3.0,2.0,2.0,2,0,7,1,1251200.0
,161.0,2.0,3.0,1.0,13.0,7,0,7,3,902200.0
1100.0,403.0,3.0,3.0,4.0,11.0,8,0,7,1,2840000.0
,534.0,5.0,5.0,2.0,58.0,7,0,7,3,2765000.0
,366.0,3.0,2.0,2.0,40.0,9,0,7,1,2662500.0
690.0,224.0,4.0,3.0,1.0,7.0,11,2,7,3,1090980.0
1000.0,266.0,3.0,3.0,3.0,6.0,3,1,7,1,2482000.0
690.0,150.0,2.0,3.0,2.0,5.0,8,0,7,1,1172660.0
300.0,110.0,3.0,2.0,1.0,16.0,1,0,7,2,699050.0
,104.0,1.0,2.0,1.0,3.0,14,0,7,1,850000.0
,302.0,3.0,3.0,6.0,67.0,8,0,7,1,4514400.0
560.0,113.0,3.0,2.0,1.0,14.0,3,1,7,1,692520.0
420.0,83.0,2.0,2.0,0.0,20.0,0,0,7,1,524400.0
1650.0,305.0,2.0,2.0,4.0,5.0,4,0,7,2,3596000.0
,260.0,3.0,4.0,2.0,21.0,11,0,7,3,1423750.0
545.0,166.0,3.0,2.0,2.0,0.0,7,0,7,3,1195000.0
800.0,107.0,2.0,2.0,2.0,10.0,3,0,7,2,839737.0
,350.0,5.0,4.0,3.0,0.0,13,0,7,2,1546000.0
550.0,125.0,2.0,2.0,2.0,9.0,2,0,7,1,998000.0
,203.0,4.0,3.0,2.0,40.0,2,0,7,2,1666000.0
400.0,136.0,1.0,2.0,1.0,0.0,8,0,7,1,922188.0
100.0,88.0,3.0,2.0,0.0,17.0,18,4,7,3,436000.0
,965.0,3.0,2.0,24.0,11.0,3,1,7,1,4436353.0
635.0,127.0,2.0,2.0,1.0,8.0,3,1,7,1,766445.0
,282.0,3.0,3.0,2.0,0.0,13,0,7,1,1809000.0
,132.0,3.0,2.0,0.0,0.0,12,0,7,1,1333000.0
,227.0,3.0,3.0,0.0,0.0,11,0,7,3,1577743.0
200.0,183.0,3.0,2.0,1.0,0.0,13,0,7,1,1122000.0
,305.0,3.0,4.0,1.0,25.0,5,0,7,1,1222415.0
500.0,152.0,3.0,2.0,0.0,0.0,10,0,7,2,1306500.0
550.0,220.0,3.0,3.0,2.0,0.0,9,0,7,1,1368495.0
390.0,96.0,2.0,2.0,1.0,6.0,14,3,7,3,717500.0
400.0,93.0,2.0,2.0,1.0,7.0,11,0,7,2,816000.0
500.0,133.0,2.0,2.0,1.0,4.0,5,1,7,1,805000.0
,200.0,3.0,2.0,0.0,5.0,3,1,7,1,1533692.0
360.0,110.0,3.0,3.0,1.0,14.0,8,0,7,1,670000.0
1.0,300.0,3.0,2.0,0.0,1.0,8,0,7,4,2550000.0
,318.0,4.0,3.0,1.0,51.0,7,0,7,3,2018250.0
400.0,81.0,3.0,2.0,1.0,17.0,7,1,7,1,664660.0
,320.0,3.0,3.0,13.0,0.0,0,0,7,2,5040000.0
,400.0,4.0,4.0,3.0,0.0,5,0,7,1,6541200.0
1500.0,185.0,3.0,2.0,4.0,7.0,11,0,7,1,1579200.0
,136.0,2.0,3.0,1.0,0.0,1,0,7,1,1020000.0
1350.0,243.0,2.0,3.0,2.0,6.0,1,0,7,1,2662300.0
800.0,155.0,3.0,2.0,2.0,12.0,10,0,7,1,1520000.0
1000.0,260.0,3.0,4.0,3.0,22.0,10,0,7,2,2116000.0
370.0,116.0,2.0,3.0,1.0,0.0,9,0,7,3,662670.0
900.0,100.0,3.0,2.0,2.0,11.0,2,1,7,1,1070370.0
,315.0,3.0,2.0,0.0,0.0,13,0,7,1,1809000.0
,175.0,3.0,3.0,2.0,0.0,9,0,7,2,2040000.0
,185.0,3.0,2.0,0.0,5.0,3,1,7,1,1488211.0
340.0,90.0,3.0,3.0,1.0,12.0,17,3,7,3,653790.0
,225.0,3.0,2.0,0.0,60.0,5,0,7,1,2138655.0
,332.0,3.0,2.0,2.0,15.0,4,0,7,1,2590000.0
,354.0,4.0,2.0,2.0,50.0,10,0,7,1,4550000.0
170.0,391.0,4.0,4.0,2.0,28.0,6,0,7,1,2359600.0
,169.0,3.0,3.0,1.0,0.0,10,0,7,1,1230050.0
,76.0,3.0,2.0,2.0,0.0,6,1,7,1,752500.0
1090.0,192.0,3.0,3.0,1.0,10.0,14,0,7,1,1214100.0
420.0,129.0,2.0,3.0,2.0,21.0,16,0,7,3,859350.0
,585.0,3.0,2.0,0.0,0.0,9,0,7,1,4600000.0
,237.0,3.0,3.0,2.0,4.0,4,0,7,2,1428000.0
950.0,227.0,3.0,3.0,2.0,4.0,3,0,7,1,2242000.0
,155.0,3.0,2.0,1.0,0.0,7,0,7,3,1346360.0
280.0,85.0,3.0,2.0,1.0,13.0,8,0,7,2,670000.0
800.0,105.0,3.0,2.0,2.0,8.0,2,1,7,1,834000.0
800.0,210.0,3.0,2.0,2.0,5.0,10,0,7,3,1570000.0
850.0,175.0,3.0,3.0,2.0,18.0,3,0,7,1,1870000.0
300.0,99.0,2.0,2.0,1.0,66.0,0,0,7,1,792000.0
,121.0,3.0,4.0,0.0,13.0,7,0,7,1,1002700.0
,242.0,3.0,3.0,1.0,10.0,7,0,7,3,1534300.0
600.0,140.0,3.0,2.0,1.0,30.0,0,0,7,1,783000.0
,358.0,4.0,3.0,3.0,59.0,2,0,7,1,1722000.0
400.0,62.0,1.0,1.0,1.0,2.0,8,0,7,2,642600.0
550.0,116.0,2.0,2.0,2.0,40.0,14,4,7,3,403200.0
,81.0,3.0,2.0,0.0,38.0,1,0,7,1,592000.0
,520.0,5.0,4.0,3.0,0.0,8,0,7,1,4250000.0
,219.0,3.0,3.0,1.0,60.0,11,0,7,1,950000.0
,507.0,3.0,3.0,4.0,38.0,10,0,7,1,3121000.0
650.0,130.0,2.0,3.0,2.0,12.0,13,0,7,1,1450000.0
700.0,135.0,3.0,2.0,1.0,0.0,5,0,7,1,1431500.0
1300.0,131.0,3.0,2.0,2.0,10.0,13,1,7,2,950000.0
,286.0,3.0,4.0,3.0,9.0,3,0,7,2,2747000.0
,18.0,3.0,1.0,0.0,0.0,13,0,7,2,344000.0
200.0,210.0,4.0,3.0,1.0,16.0,8,0,7,1,1162500.0
860.0,270.0,4.0,2.0,2.0,28.0,1,0,7,1,2173500.0
,60.0,2.0,2.0,1.0,0.0,3,0,7,3,542000.0
1600.0,227.0,3.0,2.0,2.0,4.0,3,0,7,1,2949000.0
1230.0,303.0,3.0,3.0,2.0,19.0,12,0,7,2,2200000.0
390.0,112.0,3.0,2.0,1.0,13.0,13,0,7,2,697000.0
700.0,140.0,3.0,2.0,1.0,25.0,2,0,7,1,1000000.0
600.0,256.0,3.0,2.0,2.0,10.0,23,3,7,4,1537500.0
1300.0,234.0,4.0,4.0,2.0,20.0,2,0,7,2,1729000.0
,93.0,3.0,2.0,0.0,20.0,5,0,7,2,684450.0
