precio_pen,precio_usd,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,fecha_pub,distrito,nivel_socioeconomico,URL,direccion_completa
7722000.0,2300200.0,,2597.0,,8.0,8.0,30.0,,2026-03-14,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/veclniin-se-vende-local-industrial-2-500-m-sup2--cerca-av-149262610.html?n_src=Listado&n_pg=21&n_pos=20,"av huaylas, chorrillos"
405375.0,117500.0,220.0,58.0,1.0,1.0,,4.0,83.0,2026-03-24,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-limite-con-barranco-149350608.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=21&n_pos=21,"chorrillos al 100, chorrillos"
221000.0,66000.0,185.0,20.0,,2.0,,4.0,70.0,2026-03-17,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclocin-se-vende-oficina-en-magdalena-del-mar-todo-incluido-149281548.html?n_src=Listado&n_pg=21&n_pos=22,"roca de vergallo al 400, magdalena"
642600.0,189000.0,400.0,62.0,1.0,1.0,1.0,2.0,117.0,2026-03-31,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-en-venta-dpto-con-excelente-vista-panoramica-en-149412650.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=21&n_pos=23,"av jose pardo 1055, miraflores"
846600.0,249000.0,,95.0,2.0,2.0,1.0,0.0,158.0,2026-03-30,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-nuevo-en-primer-piso-con-terraza-en-149408807.html?n_src=Listado&n_pills=Seguridad&n_pg=21&n_pos=24,"diego ferre al 300, miraflores"
782000.0,230000.0,400.0,152.0,3.0,2.0,1.0,19.0,213.0,2026-03-30,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-flat-con-vista-panoramica-con-02-balcones-y-02-149408166.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=21&n_pos=25,"av juan de aliaga al 600, magdalena"
2210000.0,650000.0,,527.0,5.0,4.0,3.0,14.0,104.0,2026-03-30,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-la-molina-149407678.html?n_src=Listado&n_pills=Parrilla&n_pg=21&n_pos=26,"calle acapulco al 800, la molina"
2682600.0,789000.0,9.0,403.0,,,4.0,5.0,,2025-09-07,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-280-m-sup2--403-m-sup2--amoblada-147533020.html?n_src=Listado&n_pills=Gimnasio&n_pg=21&n_pos=27,"av reducto 1310, miraflores"
4686393.0,1394760.0,,581.0,,,,5.0,,,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-581-m-sup2--amoblada-miraflores-145335109.html?n_src=Listado&n_pills=Gimnasio&n_pg=21&n_pos=28,"av alfredo benavides 778, miraflores"
1488211.0,442920.0,,185.0,,,,5.0,15.0,,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-185-m-sup2--amoblada-miraflores-145335355.html?n_src=Listado&n_pills=Gimnasio&n_pg=21&n_pos=29,"av alfredo benavides 778, miraflores"
1533692.0,456456.0,,200.0,,,,5.0,26.0,,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-con-flujo-200-m-sup2--implementada-145335273.html?n_src=Listado&n_pills=Gimnasio&n_pg=21&n_pos=30,"av alfredo benavides 778, miraflores"
502500.0,150000.0,,79.0,3.0,2.0,1.0,20.0,101.0,2026-03-29,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-depa-la-molina-cerca-a-flora-tristan-149401460.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=1,"micaela bastidas al 100, la molina"
4718000.0,1400000.0,,1716.0,,,,,56.0,2026-03-26,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/vecltein-venta-de-terreno-de-1-716-m-sup2--en-calle-santa-anita-149370605.html?n_src=Listado&n_pg=22&n_pos=2,"pasaje santa anita 692, chorrillos"
5372000.0,1580000.0,,354.0,,,,20.0,47.0,2026-03-26,lince,B,https://www.adondevivir.com/propiedades/clasificado/vecllcin-venta-de-local-en-zona-comercial-a-pasos-de-av-149371729.html?n_src=Listado&n_pg=22&n_pos=3,"jr mariscal juan gregorio de las heras 252, lince"
643800.0,185000.0,440.0,68.0,,2.0,1.0,8.0,49.0,2026-03-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-vendo-oficina-moderno-de-68-m-sup2--en-miraflores-149363251.html?n_src=Listado&n_pills=Seguridad&n_pg=22&n_pos=4,"av la paz, miraflores"
10200000.0,3000000.0,,3694.0,,,,,19.0,2026-03-05,la molina,A,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-en-venta-la-planicie-precio-conversable-149170466.html?n_src=Listado&n_pg=22&n_pos=5,"la molina, la molina"
408000.0,120000.0,250.0,40.0,1.0,1.0,,1.0,164.0,2026-03-27,barranco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-para-inversion-149385459.html?n_src=Listado&n_pills=Piscina&n_pg=22&n_pos=6,"almirante miguel grau, barranco"
1530000.0,450000.0,1000.0,202.0,3.0,3.0,2.0,30.0,174.0,2026-03-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin--duplex-exclusivo-frente-al-mar-en-miraflores-primer-149351880.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=22&n_pos=7,"malecon de la reserva 1177, miraflores"
299358.0,88046.0,,40.0,1.0,1.0,,0.0,53.0,2026-03-26,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-depa-de-estreno-en-chorrillos-con-gran-proyeccion-y-149377991.html?n_src=Listado&n_pills=Seguridad&n_pg=22&n_pos=8,"depa de estreno en chorrillos con gran proyeccion y excelente conexion, chorrillos"
289000.0,85000.0,,85.0,3.0,1.0,,50.0,175.0,2025-11-13,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-departamento-de-85-m-sup2--en-la-victoria-en-148179817.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=9,"jr manuel cisneros 11xx, la victoria"
375000.0,110000.0,250.0,99.0,3.0,3.0,,3.0,126.0,2026-03-06,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-hermoso-departamento-en-el-primer-piso-149178871.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=22&n_pos=10,"av los faisanes 335, chorrillos"
989801.0,279854.0,,170.0,3.0,2.0,1.0,25.0,75.0,2025-09-23,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamento-en-miraflores-147674316.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=11,"ca jose gonzales 463 miraflores al 15000, miraflores"
1577743.0,,,227.0,3.0,3.0,,0.0,57.0,2025-11-20,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-duplex-en-miraflores-cerca-del-parque-kennedy-148239534.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=12,"calle chiclayo 346 miraflores, miraflores"
737000.0,220000.0,400.0,130.0,2.0,2.0,1.0,10.0,296.0,2025-10-14,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin--vive-en-el-corazon-de-miraflores!-duplex-de-130-147888312.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=22&n_pos=13,"av la paz, miraflores"
1231200.0,360000.0,750.0,183.0,3.0,2.0,2.0,14.0,343.0,2026-01-26,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-vista-al-mar-excelente-precio-148754500.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=14,"calle contralmirante villar 384, miraflores"
2147200.0,610000.0,1300.0,215.0,3.0,3.0,2.0,12.0,107.0,2026-03-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-215-m-sup2--frente-a-parque-en-149355813.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=22&n_pos=15,"calle mariscal sucre 343, miraflores"
2325300.0,699000.0,1100.0,226.0,2.0,4.0,,1.0,103.0,2026-03-23,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-penthhouse-duplex-frente-parque-blume-y-villena-149340392.html?n_src=Listado&n_pills=Piscina&n_pg=22&n_pos=16,"calle capitan jose quinones 189, miraflores"
4995000.0,1500000.0,,2520.0,7.0,7.0,,5.0,59.0,2026-03-10,cieneguilla,B,https://www.adondevivir.com/propiedades/clasificado/veclcain-espectacular-casa-en-venta-en-cieneguilla-149224933.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=22&n_pos=17,"malecon lurin, cieneguilla"
2165300.0,590000.0,,360.0,7.0,7.0,3.0,19.0,44.0,,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclcain-oportunidad!-casa-con-departamento-rinconada-del-145941913.html?n_src=Listado&n_pills=Parrilla&n_pg=22&n_pos=18,"rinconada del lago, la molina"
545000.0,153521.0,,65.0,2.0,2.0,,0.0,140.0,2025-08-29,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin--descubre-el-estilo-de-vida-que-mereces-en-el-proyecto-147453754.html?n_src=Listado&n_pills=Gimnasio&n_pg=22&n_pos=19,"av republica de panama, miraflores"
1625000.0,478000.0,1000.0,198.0,3.0,3.0,3.0,43.0,137.0,2026-03-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-miraflores-limite-con-san-isidro-149343841.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=20,"departamento completamente remodelado en mirasidro, miraflores"
545000.0,155200.0,250.0,78.0,1.0,2.0,,2.0,106.0,2026-03-23,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-miraflores-1-dormitorio-parque-149341923.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=21,"calle vidal - dpto ss04, miraflores"
5520000.0,1600000.0,,597.0,,,,0.0,134.0,2026-03-16,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/vecltein-venta-de-terreno-frente-a-parque-acosta-en-magdalena-149273776.html?n_src=Listado&n_pg=22&n_pos=22,"parque acosta magdalena del mar, magdalena"
301860.0,86000.0,70.0,62.0,2.0,1.0,,20.0,158.0,2026-03-21,barranco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-los-rosales-149324099.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=23,"calle dona delmira al 400, barranco"
1883618.0,539000.0,,295.0,5.0,5.0,2.0,30.0,95.0,2026-02-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin--flat-con-vista-espectacular-al-mar-miraflores!-149085792.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=24,"malecon 28 de julio, miraflores"
754883.0,225000.0,320.0,117.0,3.0,3.0,1.0,12.0,164.0,2026-02-09,lince,B,https://www.adondevivir.com/propiedades/clasificado/veclapin--excelente-departamento-en-lince-limite-con-san-148909706.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=22&n_pos=25,"av cesar vallejo 1403, lince"
4485600.0,1260000.0,,329.0,,3.0,2.0,5.0,60.0,2025-08-07,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin--flat-con-vista-espectacular-la-mar-miraflores!-147232138.html?n_src=Listado&n_pills=Piscina&n_pg=22&n_pos=26,"malecon 28 de julio, miraflores"
1379148.0,395000.0,500.0,163.0,3.0,3.0,2.0,17.0,88.0,2026-01-08,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-vive-en-este-espectacular-penthouse-en-la-zona-mas-148603368.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=22&n_pos=27,"av juan de aliaga 277, magdalena"
162000.0,,,14.0,,,,0.0,74.0,2026-03-19,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-de-14-m-sup2--en-venta-en-miraflores-primer-149309957.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=22&n_pos=28,"avenida jose larco, miraflores"
2715000.0,750000.0,1760.0,400.0,4.0,3.0,2.0,25.0,42.0,2025-06-17,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-amplio-departamento-remodelado-en-rinconada-baja-146741373.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=22&n_pos=29,"manuel prado ugarteche, la molina"
481000.0,127000.0,,59.0,2.0,2.0,,0.0,76.0,2026-03-20,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamentos-en-surquillo-excelentes-149313141.html?n_src=Listado&n_pills=Gimnasio&n_pg=22&n_pos=30,"surquillo, surquillo"
335461.0,99000.0,150.0,61.0,1.0,1.0,,60.0,566.0,2026-03-19,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-de-61-m-sup2--en-el-corazon-de-miraflores-149303513.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=23&n_pos=1,"calle independencia, miraflores"
608000.0,,,446.0,10.0,6.0,,27.0,73.0,2026-03-19,independencia,C,https://www.adondevivir.com/propiedades/clasificado/veclcain-se-vende-casa-en-independencia-149304106.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=2,"se vende casa en independencia - rio sapi cdra 01- ic-1211-1 / 01306, independencia"
1045000.0,275000.0,,124.0,3.0,2.0,2.0,8.0,77.0,,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin--venta-de-departamento-en-miraflores-calle-martin-144378598.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=3,"calle martin napanga cuadra 1, miraflores"
524000.0,,250.0,73.0,2.0,2.0,,3.0,74.0,2026-03-17,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/veclapin--tu-nuevo-hogar-en-santa-catalina!-moderno-depa-149278179.html?n_src=Listado&n_pills=Gimnasio&n_pg=23&n_pos=4,"av jose galvez barrenechea, la victoria"
400325.0,119500.0,150.0,88.0,2.0,2.0,,0.0,212.0,2026-01-16,lince,B,https://www.adondevivir.com/propiedades/clasificado/veclapin--oportunidad-en-lince!-duplex-de-estreno-ideal-para-148662211.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=5,"risso al 500, lince"
884000.0,260000.0,,132.0,3.0,2.0,,0.0,70.0,2026-03-18,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-flat-en-primer-piso-con-patio-en-magdalena-del-149296673.html?n_src=Listado&n_pills=Seguridad&n_pg=23&n_pos=6,"jr daniel carrion 545, magdalena"
,,,368.0,,,,0.0,17.0,2026-03-17,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-implementada-y-amoblada-con-excelente-149283727.html?n_src=Listado&n_pg=23&n_pos=7,"av armendariz, miraflores"
782000.0,230000.0,320.0,84.0,3.0,2.0,1.0,2.0,211.0,2026-03-17,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-en-san-isidro-cerca-al-parque-de-la-149282837.html?n_src=Listado&n_pills=Parrilla&n_pg=23&n_pos=8,"av salaverry 3500 san isidro, magdalena"
1292000.0,380000.0,100.0,160.0,4.0,3.0,,40.0,233.0,2026-03-17,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclcain-venta-casa-frente-a-parque-en-la-molina.-04-dorm.-149278911.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=9,"el bosque, la molina"
2086200.0,610000.0,1000.0,204.0,3.0,3.0,2.0,11.0,58.0,2026-03-17,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-dpto.-con-excelentes-areas-comunes-en-miraflores-149278408.html?n_src=Listado&n_pills=Piscina&n_pg=23&n_pos=10,"calle parque armendariz, miraflores"
500000.0,150000.0,300.0,76.0,2.0,1.0,1.0,27.0,610.0,2026-02-13,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vive-en-miraflores:-cerca-de-huaca-pucllana-plaza-vea-148958282.html?n_src=Listado&n_pills=Seguridad&n_pg=23&n_pos=11,"calle salaverry, miraflores"
595000.0,175000.0,350.0,71.0,2.0,2.0,1.0,14.0,182.0,2026-03-16,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-linda-oportunidad-de-vivir-en-miraflores-149276470.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=23&n_pos=12,"av general mendiburu al 500, miraflores"
3078800.0,895000.0,1650.0,432.0,4.0,5.0,2.0,3.0,52.0,2026-03-16,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-pent-house-en-miraflores-a-pasos-del-149273649.html?n_src=Listado&n_pills=Parrilla&n_pg=23&n_pos=13,"jose gonzales al 600, miraflores"
735640.0,212000.0,500.0,106.0,3.0,2.0,2.0,11.0,81.0,2026-03-16,barranco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-san-antonio-149273462.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=23&n_pos=14,"av paseo de la republica al 6200, barranco"
575000.0,,,71.0,3.0,2.0,1.0,0.0,,2026-03-14,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-departamento-de-estreno-en-la-victoria-149264397.html?n_src=Listado&n_pills=Parrilla&n_pg=23&n_pos=15,"av javier prado este 1035 al 1000, la victoria"
1532287.0,415000.0,,187.0,3.0,2.0,2.0,9.0,60.0,2026-03-13,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-miraflores-149258204.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=16,"tripoli miraflores, miraflores"
419505.0,120202.0,,55.0,2.0,2.0,1.0,0.0,40.0,2026-03-11,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-la-victoria-149237049.html?n_src=Listado&n_pills=Piscina&n_pg=23&n_pos=17,"av javier prado este al 1000, la victoria"
1000000.0,289000.0,487.0,120.0,2.0,2.0,1.0,4.0,62.0,2026-01-19,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-con-120-m-sup2--y-2-recamaras-en-venta-en-148693300.html?n_src=Listado&n_pills=Frente+a+parque&n_pg=23&n_pos=18,"prolongacion arenales, miraflores"
380000.0,,1.0,52.0,2.0,2.0,,1.0,197.0,2026-03-11,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/veclapin-av-tomas-marsano-52-m-02-dorm.-vista-despejada-149241279.html?n_src=Listado&n_pills=Gimnasio&n_pg=23&n_pos=19,"av tomas marsano, surquillo"
555000.0,165000.0,,528.0,9.0,7.0,2.0,7.0,40.0,2026-03-11,carabayllo,D,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-de-4-pisos-en-venta-en-carabayllo-149239538.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=23&n_pos=20,"urb santa maria 2da etapa, carabayllo"
1241000.0,365000.0,600.0,150.0,2.0,2.0,3.0,8.0,27.0,2026-03-11,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-exclusivo-departamento-en-santacruz-149231890.html?n_src=Listado&n_pills=Seguridad&n_pg=23&n_pos=21,"jose del llano zapata, miraflores"
620800.0,180000.0,480.0,59.0,2.0,2.0,1.0,6.0,40.0,2026-03-10,barranco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-acogedor-y-luminoso-departamento-en-venta-semiamoblado-149222904.html?n_src=Listado&n_pills=Piscina&n_pg=23&n_pos=22,"jr carlos arrieta, barranco"
1445500.0,413000.0,850.0,225.0,3.0,3.0,2.0,11.0,100.0,2026-03-08,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-duplex-en-venta-en-miraflores-225-149193148.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=23&n_pos=23,"avenida paseo de la republica 6255, miraflores"
612000.0,180000.0,180.0,80.0,2.0,2.0,1.0,40.0,303.0,2026-03-07,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-departamento-av-grau-cdra-6-2do-piso-miraflores-149189263.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=24,"av grau 621 dpto 202 miraflores, miraflores"
3852500.0,1150000.0,1700.0,312.0,3.0,3.0,3.0,21.0,81.0,2026-03-06,barranco,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-moderno-exclusivo-y-hermoso-departamento-149180586.html?n_src=Listado&n_pills=Seguridad&n_pg=23&n_pos=25,"jrbatalla de junin, barranco"
998068.0,297000.0,,2423.0,4.0,4.0,,2.0,89.0,2026-01-16,pachacamac,D,https://www.adondevivir.com/propiedades/clasificado/veclcdin-casa-de-campo-de-2423-m-sup2--con-4-dorm.-en-148665829.html?n_src=Listado&n_pills=Parrilla&n_pg=23&n_pos=26,"predio rural manchay alto lote a, pachacamac"
2806044.0,,,588.0,4.0,5.0,1.0,10.0,60.0,,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclcain-en-venta-exclusiva-casa-de-3-pisos-cerca-de-wong-de-la-145465062.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=23&n_pos=27,"calle las islas virgenes mz 'a' lote 6 - urb los condes de la portada, la molina"
455273.0,,1.0,57.0,2.0,2.0,,0.0,47.0,2025-11-14,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-de-57-m-sup2--con-2-dorm.-en-venta-en-148187505.html?n_src=Listado&n_pills=Piscina&n_pg=23&n_pos=28,"faustino, magdalena"
1088750.0,325000.0,750.0,172.0,4.0,3.0,2.0,20.0,103.0,2026-02-26,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-pent-house-en-miraflores-149098487.html?n_src=Listado&n_pills=Parrilla&n_pg=23&n_pos=29,"coronel inclan 2xx miraflores, miraflores"
4141200.0,1190000.0,,863.0,4.0,5.0,,0.0,48.0,2026-03-04,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclcain-residencia-de-863-m-sup2--en-condominio-privado-la-149153236.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=23&n_pos=30,"la molina, la molina"
1020000.0,300000.0,700.0,122.0,3.0,3.0,1.0,8.0,203.0,2026-02-23,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-con-vista-al-mar-malecon-de-la-149042304.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=24&n_pos=1,"malecon de la marina miraflores, miraflores"
,,,282.0,,,,0.0,,2025-11-28,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-venta-de-oficinas-implementadas-en-miraflores-148315811.html?n_src=Listado&n_pg=24&n_pos=2,"calle jorge chavez, miraflores"
,,,184.0,,,,0.0,,2025-07-01,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-l-587-oficinas-en-venta-implementadas-y-amobladas-en-146881534.html?n_src=Listado&n_pg=24&n_pos=3,"av benavides, miraflores"
499000.0,149000.0,290.0,71.0,3.0,2.0,,4.0,273.0,2026-02-23,lince,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-en-alquiler-y-venta-en-lince-3-149049944.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=24&n_pos=4,"av prol iquitos 2230, lince"
2325000.0,620000.0,850.0,244.0,3.0,3.0,,5.0,134.0,,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo!-lindo-departamento-penthouse-duplex-en-centrica-90568386.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=24&n_pos=5,"calle italia, miraflores"
710600.0,208000.0,500.0,104.0,3.0,2.0,2.0,10.0,108.0,2025-11-19,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/veclapin--moderno-dpto!-barrio-medico-con-aurora-miraflores-148227884.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=24&n_pos=6,"victor maurtua, surquillo"
783000.0,225000.0,600.0,140.0,3.0,2.0,1.0,30.0,238.0,2025-08-21,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-venta-en-zona-centrica-de-miraflores-147364544.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=24&n_pos=7,"bolivar, miraflores"
,,,1846.0,,,,0.0,,2025-06-09,callao,C,https://www.adondevivir.com/propiedades/clasificado/vecllcin-local-industrial-en-venta-1-846-m-sup2--callao-146668136.html?n_src=Listado&n_pg=24&n_pos=8,"local industrial 1846m2 venta - av nestor gambetta callao, callao"
,,,43682.0,,,,0.0,,2025-09-08,callao,C,https://www.adondevivir.com/propiedades/clasificado/veclniin-local-industrial-43-682-m-sup2--venta-callao-147544622.html?n_src=Listado&n_pg=24&n_pos=9,"local industrial venta 43682 m2 - callao, callao"
8761512.0,2500000.0,,1525.0,,,,40.0,,2026-02-27,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/veclotin-la-victoria-edificio-comercial-en-excelente-zona:-149111522.html?n_src=Listado&n_pg=24&n_pos=10,"av mexico 230, la victoria"
860000.0,258000.0,,132.0,,,,0.0,109.0,2026-01-15,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/vecllcin-local-comercial-en-venta-132-m-sup2--surquillo-148654418.html?n_src=Listado&n_pg=24&n_pos=11,"surquillo, surquillo"
2750000.0,800000.0,,400.0,,,4.0,11.0,,2025-09-08,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-duplex-en-venta-400-m-sup2--miraflores-147539049.html?n_src=Listado&n_pg=24&n_pos=12,"oficina duplex venta - 400 m2 - miraflores, miraflores"
956300.0,285000.0,900.0,96.0,2.0,2.0,2.0,12.0,109.0,2026-02-27,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-lindo-departamento-calle-francia-miraflores-2-149110595.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=24&n_pos=13,"calle francia 834, miraflores"
2411550.0,699000.0,,520.0,4.0,3.0,4.0,10.0,51.0,,la molina,A,https://www.adondevivir.com/propiedades/clasificado/veclcain-atencion-inversionista!-casa-en-venta-las-lagunas-91282214.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=24&n_pos=14,"las lagunas, la molina"
1105500.0,330000.0,375.0,177.0,3.0,3.0,2.0,13.0,131.0,2026-02-26,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-en-venta-frente-al-malecon-149099889.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=24&n_pos=15,"malecon bernales, magdalena"
531060.0,159000.0,,88.0,2.0,2.0,1.0,14.0,552.0,2026-02-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-en-venta-en-zona-centrica-de-149060264.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=24&n_pos=16,"piura, miraflores"
