iter	Passed	Remaining
378	78	95
379	79	95
380	79	95
381	79	94
382	79	94
383	80	94
384	80	94
385	80	94
386	80	94
387	80	93
388	81	93
389	81	93
390	81	93
391	81	93
392	81	92
393	82	92
394	82	92
395	82	92
396	82	91
397	83	91
398	83	91
399	83	91
400	83	91
401	83	90
402	84	90
403	84	90
404	84	90
405	84	90
406	84	89
407	85	89
408	85	89
409	85	89
410	85	89
411	85	88
412	86	88
413	86	88
414	86	88
415	86	88
416	86	87
417	87	87
418	87	87
419	87	87
420	87	86
421	87	86
422	88	86
423	88	86
424	88	86
425	88	85
426	89	85
427	89	85
428	89	85
429	89	85
430	89	84
431	90	84
432	90	84
433	90	84
434	90	84
435	90	83
436	91	83
437	91	83
438	91	83
439	91	83
440	91	82
441	92	82
442	92	82
443	93	82
444	93	82
445	93	82
446	93	82
447	94	81
448	94	81
449	94	81
450	94	81
451	95	81
452	95	80
453	95	80
454	95	80
455	96	80
456	96	80
457	96	80
458	97	80
459	97	80
460	97	80
461	98	79
462	98	79
463	98	79
464	98	79
465	98	78
466	98	78
467	99	78
468	99	78
469	99	77
470	99	77
471	99	77
472	100	77
473	100	77
474	101	77
475	101	77
476	101	76
477	101	76
478	101	76
479	101	76
480	102	75
481	102	75
482	102	75
483	102	75
484	103	75
485	103	74
486	103	74
487	103	74
488	104	74
489	104	74
490	104	73
491	104	73
492	105	73
493	105	73
494	105	73
495	105	72
496	106	73
497	106	72
498	107	72
499	107	72
500	107	72
501	107	72
502	108	71
503	108	71
504	108	71
505	108	71
506	108	71
507	109	70
508	109	70
509	109	70
510	109	70
511	109	70
512	110	69
513	110	69
514	110	69
515	110	69
516	111	68
517	111	68
518	111	68
519	111	68
520	111	68
521	112	67
522	112	67
523	112	67
524	112	67
525	112	67
526	113	66
527	113	66
528	113	66
529	113	66
530	114	65
531	114	65
532	114	65
533	114	65
534	114	65
535	115	64
536	115	64
537	115	64
538	115	64
539	115	63
540	116	63
541	116	63
542	116	63
543	116	63
544	117	62
545	117	62
546	117	62
547	117	62
548	118	62
549	118	62
550	118	61
551	118	61
552	119	61
553	119	61
554	119	60
555	119	60
556	119	60
557	120	60
558	120	60
559	120	59
560	121	59
561	121	59
562	121	59
563	121	59
564	121	58
565	122	58
566	122	58
567	122	58
568	122	58
569	122	57
570	123	57
571	123	57
572	123	57
573	123	56
574	124	56
575	124	56
576	124	56
577	124	56
578	124	55
579	125	55
580	125	55
581	125	55
582	125	54
583	125	54
584	126	54
585	126	54
586	126	54
587	126	53
588	127	53
589	127	53
590	127	53
591	127	53
592	127	52
593	128	52
594	128	52
595	128	52
596	128	51
597	128	51
598	129	51
599	129	51
600	129	51
601	129	50
602	130	50
603	130	50
604	130	50
605	130	50
606	130	49
607	131	49
608	131	49
609	131	49
610	131	48
611	131	48
612	132	48
613	132	48
614	132	48
615	132	47
616	133	47
617	133	47
618	133	47
619	133	46
620	133	46
621	134	46
622	134	46
623	134	46
624	134	45
625	134	45
626	135	45
627	135	45
628	135	45
629	135	44
630	136	44
631	136	44
632	136	44
633	136	43
634	136	43
635	137	43
636	137	43
637	137	43
638	137	42
639	137	42
640	138	42
641	138	42
642	138	42
643	138	41
644	138	41
645	139	41
646	139	41
647	139	40
648	139	40
649	140	40
650	140	40
651	140	40
652	140	39
653	141	39
654	141	39
655	141	39
656	141	39
657	141	38
658	142	38
659	142	38
660	143	38
661	143	38
662	143	37
663	143	37
664	144	37
665	144	37
666	144	37
667	144	36
668	145	36
669	145	36
670	145	36
671	145	36
672	146	35
673	146	35
674	146	35
675	146	35
676	146	34
677	147	34
678	147	34
679	147	34
680	147	34
681	148	33
682	148	33
683	148	33
684	148	33
685	148	32
686	149	32
687	149	32
688	149	32
689	149	32
690	149	31
691	150	31
692	150	31
693	150	31
694	150	31
695	150	30
696	151	30
697	151	30
698	151	30
699	151	29
700	151	29
701	151	29
702	152	29
703	152	28
704	152	28
705	152	28
706	152	28
707	152	28
708	153	27
709	153	27
710	153	27
711	153	27
712	153	26
713	153	26
714	154	26
715	154	26
716	154	26
717	154	25
718	154	25
719	154	25
720	155	25
721	155	24
722	155	24
723	155	24
724	156	24
725	156	24
726	156	23
727	156	23
728	156	23
729	156	23
730	156	22
731	157	22
732	157	22
733	157	22
734	157	22
735	157	21
736	158	21
737	158	21
738	158	21
739	158	20
740	158	20
741	158	20
742	158	20
743	159	20
744	159	19
745	159	19
746	159	19
747	159	19
748	160	19
749	160	18
750	160	18
751	160	18
752	160	18
753	160	17
754	161	17
755	161	17
756	161	17
757	161	17
758	161	16
759	161	16
760	162	16
761	162	16
762	162	15
763	162	15
764	162	15
765	162	15
766	163	15
767	163	14
768	163	14
769	163	14
770	163	14
771	163	14
772	164	13
773	164	13
774	164	13
775	164	13
776	165	12
777	165	12
778	165	12
779	165	12
780	165	12
781	166	11
782	166	11
783	166	11
784	166	11
785	166	11
786	167	10
787	167	10
788	167	10
789	167	10
790	167	9
791	168	9
792	168	9
793	168	9
794	168	9
795	169	8
796	169	8
797	169	8
798	169	8
799	169	8
800	170	7
801	170	7
802	170	7
803	170	7
804	170	7
805	171	6
806	171	6
807	171	6
808	171	6
809	171	5
810	172	5
811	172	5
812	172	5
813	172	5
814	173	4
815	173	4
816	174	4
817	174	4
818	174	4
819	174	3
820	174	3
821	175	3
822	175	3
823	175	2
824	175	2
825	175	2
826	176	2
827	176	2
828	176	1
829	176	1
830	176	1
831	177	1
832	177	1
833	177	0
834	177	0
835	177	0
836	178	0
837	178	0
