iter	RMSE
232	57.60948147
233	57.00599026
234	56.40882096
235	55.81790734
236	55.23318386
237	54.65458569
238	54.08204865
239	53.51550925
240	52.95490467
241	52.40017273
242	51.85125192
243	51.30808135
244	50.7706008
245	50.23875065
246	49.71247193
247	49.19170627
248	48.67639592
249	48.16648373
250	47.66191315
251	47.16262822
252	46.66857359
253	46.17969445
254	45.69593658
255	45.21724635
256	44.74357067
257	44.274857
258	43.81105337
259	43.35210833
260	42.897971
261	42.44859101
262	42.00391852
263	41.56390422
264	41.12849932
265	40.69765552
266	40.27132505
267	39.84946063
268	39.43201547
269	39.01894328
270	38.61019826
271	38.20573506
272	37.80550883
273	37.4094752
274	37.01759024
275	36.62981049
276	36.24609295
277	35.86639507
278	35.49067472
279	35.11889026
280	34.75100045
281	34.38696448
282	34.02674199
283	33.67029304
284	33.31757808
285	32.96855801
286	32.62319411
287	32.2814481
288	31.94328206
289	31.6086585
290	31.2775403
291	30.94989075
292	30.62567352
293	30.30485263
294	29.98739253
295	29.67325799
296	29.36241419
297	29.05482665
298	28.75046126
299	28.44928426
300	28.15126226
301	27.8563622
302	27.56455139
303	27.27579746
304	26.99006838
305	26.70733247
306	26.42755838
307	26.15071508
308	25.87677187
309	25.60569836
310	25.33746449
311	25.07204053
312	24.80939702
313	24.54950486
314	24.29233521
315	24.03785955
316	23.78604966
317	23.53687763
318	23.2903158
319	23.04633685
320	22.80491372
321	22.56601962
322	22.32962808
323	22.09571286
324	21.86424804
325	21.63520794
326	21.40856716
327	21.18430057
328	20.96238329
329	20.74279073
330	20.52549851
331	20.31048255
332	20.09771901
333	19.88718427
334	19.67885501
335	19.47270811
336	19.26872072
337	19.0668702
338	18.86713418
339	18.66949051
340	18.47391726
341	18.28039275
342	18.08889552
343	17.89940432
344	17.71189816
345	17.52635622
346	17.34275794
347	17.16108295
348	16.9813111
349	16.80342247
350	16.62739732
351	16.45321613
352	16.28085958
353	16.11030856
354	15.94154416
355	15.77454767
356	15.60930055
357	15.44578448
358	15.28398134
359	15.12387318
360	14.96544223
361	14.80867094
362	14.65354192
363	14.50003795
364	14.34814203
365	14.1978373
366	14.0491071
367	13.90193492
368	13.75630446
369	13.61219955
370	13.46960423
371	13.32850267
372	13.18887923
373	13.05071842
374	12.91400492
375	12.77872357
376	12.64485936
377	12.51239746
378	12.38132317
379	12.25162196
380	12.12327944
381	11.99628137
382	11.87061369
383	11.74626244
384	11.62321384
385	11.50145424
386	11.38097014
387	11.26174818
388	11.14377513
389	11.02703792
390	10.91152359
391	10.79721934
392	10.68411249
393	10.5721905
394	10.46144095
395	10.35185157
396	10.24341019
397	10.1361048
398	10.02992349
399	9.924854492
400	9.820886148
401	9.718006929
402	9.616205427
403	9.515470352
404	9.415790533
405	9.317154916
406	9.21955256
407	9.122972644
408	9.027404456
409	8.932837397
410	8.839260981
411	8.746664829
412	8.655038673
413	8.564372353
414	8.474655811
415	8.385879101
416	8.298032375
417	8.211105893
418	8.125090014
419	8.039975198
420	7.955752008
421	7.872411102
422	7.789943238
423	7.70833927
424	7.62759015
425	7.547686921
426	7.468620722
427	7.390382786
428	7.312964435
429	7.236357085
430	7.160552239
431	7.085541491
432	7.011316521
433	6.9378691
434	6.865191081
435	6.793274404
436	6.722111094
437	6.65169326
438	6.582013091
439	6.51306286
440	6.444834922
441	6.377321709
442	6.310515734
443	6.244409588
444	6.178995941
445	6.114267538
446	6.050217202
447	5.986837827
448	5.924122387
449	5.862063926
450	5.800655561
451	5.739890484
452	5.679761954
453	5.620263303
454	5.561387934
455	5.503129317
456	5.445480991
457	5.388436564
458	5.331989708
459	5.276134164
460	5.220863738
461	5.166172301
462	5.112053786
463	5.058502193
464	5.005511583
465	4.953076078
466	4.901189865
467	4.849847188
468	4.799042354
469	4.748769729
470	4.699023737
471	4.649798863
472	4.601089646
473	4.552890685
474	4.505196635
475	4.458002206
476	4.411302165
477	4.365091333
478	4.319364585
479	4.27411685
480	4.229343111
481	4.1850384
482	4.141197807
483	4.097816467
484	4.054889572
485	4.012412359
486	3.970380118
487	3.928788189
488	3.887631958
489	3.846906861
490	3.806608382
491	3.766732052
492	3.727273449
493	3.688228197
494	3.649591965
495	3.611360469
496	3.573529469
497	3.53609477
498	3.499052219
499	3.462397711
500	3.426127178
501	3.390236599
502	3.354721994
503	3.319579425
504	3.284804993
505	3.250394842
506	3.216345157
507	3.182652161
508	3.149312118
509	3.11632133
510	3.083676139
511	3.051372925
512	3.019408104
513	2.987778133
514	2.956479503
515	2.925508744
516	2.894862421
517	2.864537134
518	2.834529522
519	2.804836256
520	2.775454044
521	2.746379627
522	2.71760978
523	2.689141313
524	2.660971069
525	2.633095924
526	2.605512787
527	2.578218598
528	2.551210332
529	2.524484991
530	2.498039613
531	2.471871266
532	2.445977046
533	2.420354082
534	2.394999534
535	2.369910588
536	2.345084463
537	2.320518405
538	2.29620969
539	2.272155623
540	2.248353535
541	2.224800787
542	2.201494767
543	2.178432891
544	2.1556126
545	2.133031365
546	2.110686681
547	2.08857607
548	2.066697079
549	2.045047283
550	2.023624281
551	2.002425697
552	1.981449179
553	1.960692402
554	1.940153064
555	1.919828887
556	1.899717616
557	1.879817023
558	1.860124899
559	1.840639061
560	1.821357348
561	1.802277621
562	1.783397766
563	1.764715687
564	1.746229313
565	1.727936595
566	1.709835502
567	1.691924029
568	1.674200188
569	1.656662015
570	1.639307563
571	1.622134909
572	1.605142148
573	1.588327395
574	1.571688787
575	1.555224477
576	1.538932639
577	1.522811468
578	1.506859175
579	1.491073991
580	1.475454166
581	1.459997967
582	1.44470368
583	1.429569609
584	1.414594076
585	1.39977542
586	1.385111998
587	1.370602183
588	1.356244366
589	1.342036956
590	1.327978376
591	1.314067067
592	1.300301487
593	1.286680109
594	1.273201423
595	1.259863933
596	1.246666161
597	1.233606643
598	1.220683931
599	1.207896591
600	1.195243206
601	1.182722371
602	1.1703327
603	1.158072817
604	1.145941363
605	1.133936993
606	1.122058375
607	1.110304193
608	1.098673142
609	1.087163933
610	1.075775289
611	1.064505947
612	1.053354658
613	1.042320185
614	1.031401304
615	1.020596804
616	1.009905488
617	0.9993261688
618	0.9888576741
619	0.9784988426
620	0.9682485255
621	0.9581055863
622	0.9480688999
623	0.9381373534
624	0.9283098453
625	0.9185852859
626	0.9089625965
627	0.8994407102
628	0.8900185709
629	0.8806951337
630	0.8714693647
631	0.8623402407
632	0.8533067493
633	0.8443678888
634	0.8355226678
635	0.8267701053
636	0.8181092308
637	0.8095390838
638	0.8010587138
639	0.7926671803
640	0.7843635529
641	0.7761469105
642	0.768016342
643	0.7599709457
644	0.7520098293
645	0.7441321101
646	0.7363369143
647	0.7286233776
648	0.7209906444
649	0.7134378683
650	0.7059642117
651	0.6985688458
652	0.6912509505
653	0.6840097141
654	0.6768443338
655	0.6697540147
656	0.6627379707
657	0.6557954236
658	0.6489256035
659	0.6421277486
660	0.635401105
661	0.6287449267
662	0.6221584756
663	0.6156410212
664	0.6091918407
665	0.6028102189
666	0.5964954482
667	0.5902468282
668	0.584063666
669	0.5779452758
670	0.5718909791
671	0.5659001045
672	0.5599719877
673	0.5541059712
674	0.5483014044
675	0.5425576437
676	0.536874052
677	0.5312499992
678	0.5256848614
679	0.5201780214
680	0.5147288687
681	0.5093367989
682	0.504001214
683	0.4987215223
684	0.4934971383
685	0.4883274826
686	0.4832119819
687	0.4781500689
688	0.4731411823
689	0.4681847665
690	0.4632802719
691	0.4584271546
692	0.4536248764
693	0.4488729048
694	0.4441707126
695	0.4395177785
696	0.4349135865
697	0.430357626
698	0.4258493916
699	0.4213883835
700	0.4169741069
701	0.4126060724
702	0.4082837954
703	0.4040067966
704	0.3997746018
705	0.3955867415
706	0.3914427515
707	0.387342172
708	0.3832845483
709	0.3792694305
710	0.3752963733
711	0.371364936
712	0.3674746828
713	0.363625182
714	0.359816007
715	0.3560467351
716	0.3523169485
717	0.3486262334
718	0.3449741807
719	0.3413603852
720	0.3377844462
721	0.3342459671
722	0.3307445556
723	0.3272798233
724	0.323851386
725	0.3204588635
726	0.3171018795
727	0.3137800618
728	0.3104930419
729	0.3072404555
730	0.3040219416
731	0.3008371435
732	0.2976857079
733	0.2945672853
734	0.29148153
735	0.2884280996
736	0.2854066556
737	0.2824168629
738	0.2794583899
739	0.2765309086
740	0.2736340943
741	0.2707676257
742	0.2679311849
743	0.2651244574
744	0.262347132
745	0.2595989006
746	0.2568794584
747	0.2541885039
748	0.2515257386
749	0.2488908672
750	0.2462835976
751	0.2437036406
752	0.2411507101
753	0.2386245229
754	0.236124799
755	0.233651261
756	0.2312036347
757	0.2287816486
758	0.2263850342
759	0.2240135257
760	0.22166686
761	0.2193447769
762	0.217047019
763	0.2147733313
764	0.2125234618
765	0.2102971609
766	0.2080941817
767	0.20591428
768	0.2037572139
769	0.2016227443
770	0.1995106345
771	0.1974206501
772	0.1953525595
773	0.1933061334
774	0.1912811446
775	0.1892773687
776	0.1872945835
777	0.1853325691
778	0.1833911078
779	0.1814699845
780	0.1795689859
781	0.1776879014
782	0.1758265223
783	0.1739846421
784	0.1721620567
785	0.1703585639
786	0.1685739636
787	0.166808058
788	0.1650606513
789	0.1633315496
790	0.1616205612
791	0.1599274964
792	0.1582521673
793	0.1565943883
794	0.1549539754
795	0.1533307467
796	0.1517245223
797	0.1501351239
798	0.1485623754
799	0.1470061023
800	0.145466132
801	0.1439422937
802	0.1424344185
803	0.1409423391
804	0.1394658901
805	0.1380049077
806	0.1365592299
807	0.1351286964
808	0.1337131485
809	0.1323124293
810	0.1309263833
811	0.129554857
812	0.1281976981
813	0.1268547563
814	0.1255258825
815	0.1242109294
816	0.1229097512
817	0.1216222035
818	0.1203481436
819	0.1190874302
820	0.1178399234
821	0.116605485
822	0.115383978
823	0.1141752669
824	0.1129792178
825	0.111795698
826	0.1106245762
827	0.1094657225
828	0.1083190085
829	0.1071843069
830	0.1060614919
831	0.1049504391
832	0.1038510252
833	0.1027631282
834	0.1016866275
835	0.1006214038
836	0.09956733892
837	0.09852431593
