pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
5,"S/ 2,850 · USD 850",S/ 400 Mantenimiento,Avenida Grau,"Miraflores, Lima",125 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-totalmente-amoblado-y-equipado-con-cochera!-j.-a-148199001.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=5&n_pos=1
5,"S/ 4,008 · USD 1,200",S/ 500 Mantenimiento,Santa Isabel,"Miraflores, Lima",155 m² tot.,3 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-totalmente-amoblado-y-equipado!-c.-g-148198995.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=2
5,"S/ 3,006 · USD 899",S/ 180 Mantenimiento,Grau,"Miraflores, Lima",103 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-super-ubicado!-j.-a-148198993.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=3
5,"S/ 2,400",S/ 300 Mantenimiento,Calle Chiclayo,"Miraflores, Lima",65 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-totalmente-amoblado-con-cochera!-j.-a-148198994.html?n_src=Listado&n_pills=Amoblado&n_pg=5&n_pos=4
5,"S/ 2,100",S/ 280 Mantenimiento,Grau,"Barranco, Lima",50 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-sin-amoblar!-j.-a-148198990.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=5&n_pos=5
5,"S/ 2,882 · USD 860",S/ 500 Mantenimiento,Berlin,"Miraflores, Lima",105 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-sin-amoblar!-c.-g-147504760.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=6
5,"S/ 4,200",S/ 435 Mantenimiento,Calle Alcanfores,"Miraflores, Lima",135 m² tot.,2 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-con-amplia-terraza!-j.-a-147304013.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=7
5,"S/ 4,000",S/ 650 Mantenimiento,Avenida Paseo de la República,"Miraflores, Lima",180 m² tot.,3 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-super-amplio-con-balcon-y-dos-estacionamientos!-j.-a-147474605.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=8
5,"S/ 15,980 · USD 4,700",S/ 800 Mantenimiento,malecon de la reserva 421,"Miraflores, Lima",225 m² tot.,3 dorm.,2 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto.-frente-al-mar-miraflores-147490032.html?n_src=Listado&n_pills=Gimnasio&n_pg=5&n_pos=9
5,"S/ 21,500 · USD 6,500","S/ 1,700 Mantenimiento",MALECON CISNEROS 8,"Miraflores, Lima",320 m² tot.,4 dorm.,4 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-alquiler-con-4-dorm-frente-al-mar-de-lujo-147469494.html?n_src=Listado&n_pills=Piscina&n_pg=5&n_pos=10
5,"S/ 2,400",S/ 250 Mantenimiento,Av Petit Thours al 951,"Santa Beatriz, Lima Cercado",62 m² tot.,2 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-santa-beatriz-149363832.html?n_src=Listado&n_pills=Gimnasio&n_pg=5&n_pos=11
5,"S/ 2,200 · USD 645",S/ 195 Mantenimiento,Av Arequipa 1388,"Santa Beatriz, Lima Cercado",70 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-en-av-arequipa-santa-148810117.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=12
5,"S/ 2,800",S/ 200 Mantenimiento,Av. Jorge Basadre Grohmann 255,"San Isidro, Lima",60 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-1-habitacion-con-estacionamiento-san-149445269.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=5&n_pos=13
5,"S/ 3,500",S/ 400 Mantenimiento,Dean Valdivia 207 Urb. Corpac San Isidro,"San Isidro, Lima",60 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-exclusivo-dpto-amoblado-cochera-en-san-149322984.html?n_src=Listado&n_pills=Gimnasio&n_pg=5&n_pos=14
5,"S/ 4,200",S/ 300 Mantenimiento,El Derby,"Santiago de Surco, Lima",210 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-con-terraza-en-surco-en-condominio-l-elevage-149435496.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=15
5,"S/ 3,325 · USD 950",,Av. Ricardo Rivera Navarrete 548,"San Isidro, Lima",46 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-mini-departamento-en-centro-financiero-de-149236824.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=16
5,"S/ 4,200 · USD 1,200",,C. Jose Granda 105,"San Isidro, Lima",86 m² tot.,2 dorm.,2 baños,172 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-departamento-de-2-dorm.-frente-a-la-embajada-149433489.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=17
5,"S/ 9,760 · USD 2,790",,Torre Palatino,"San Isidro, Lima",300 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-duplex-de-300-m-sup2--amoblado-alt.-cdra-20-147741201.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=18
5,"S/ 2,800 · USD 850",S/ 35 Mantenimiento,Jr. Lloque Yupanqui al 900,"Jesús María, Lima",95 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-jesus-maria-149428562.html?n_src=Listado&n_pills=Ascensor&n_pg=5&n_pos=19
5,"S/ 5,650 · USD 1,650",S/ 900 Mantenimiento,San Isidro,"San Isidro, Lima",216 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-san-isidro-149429801.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=20
5,"S/ 10,200 · USD 650,000","S/ 1,350 Mantenimiento",General Pezet,"San Isidro, Lima",290 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-amplio-departamento-de-296-m-sup2--en-64438754.html?n_src=Listado&n_pills=Seguridad&n_pg=5&n_pos=21
5,"S/ 3,300 · USD 175,000",,Av. Gregorio Escobedo,"Jesús María, Lima",79 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-departamento-de-79-m-sup2--cerca-a-la-145683696.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=22
5,"S/ 5,350 · USD 1,600",S/ 450 Mantenimiento,Los Castaños,"San Isidro, Lima",180 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-duplex-amoblado-180-m-sup2--cerca-al-golf-62798230.html?n_src=Listado&n_pills=Piscina&n_pg=5&n_pos=23
5,"S/ 4,342 · USD 1,300",S/ 350 Mantenimiento,Pasaje Linch,"San Isidro, Lima",136 m² tot.,1 dorm.,1 baño,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-de-136-m-sup2--a-$1-300-54972427.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=5&n_pos=24
