pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL
2,"S/ 3,100",S/ 340 Mantenimiento,av carriquirry 896,"San Isidro, Lima",64 m² tot.,2 dorm.,,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-flat-amoblado-y-equipado-con-vista-a-la-ciudad-148079924.html
2,"S/ 3,200 · USD 914",,Av. 28 de Julio 445,"Miraflores, Lima",81 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/alclapin--vive-con-estilo-en-el-corazon-de-miraflores!-147904979.html
2,"S/ 2,900 · USD 850",S/ 200 Mantenimiento,Calle Alfredo Castrat 655 - Dpto 202,"Santiago de Surco, Lima",115 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-en-alquiler-2-dorm.-1-estacionamiento-frente-e-148078931.html
2,"S/ 3,450",S/ 400 Mantenimiento,Av. Mariscal La Mar 1000,"Miraflores, Lima",90 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-de-3-dorm-cochera-en-la-av-la-mar-148078101.html
2,"S/ 6,840 · USD 1,900",S/ 600 Mantenimiento,Av ANGAMOS OESTE,"Miraflores, Lima",169 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-duplex-amoblado-y-equipado-en-av-angamos-oeste-147187877.html
2,"S/ 5,735 · USD 1,550",S/ 350 Mantenimiento,Malecon Balta 790,"Miraflores, Lima",122 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-duplex-amoblado-en-malecon-balta-146261692.html
2,"S/ 3,300 · USD 972",S/ 220 Mantenimiento,Mateo Pumacahua 2563 Lince,"Lince, Lima",113 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-en-lince-de-4-dorm.-147791724.html
2,"S/ 3,100 · USD 209,000",S/ 240 Mantenimiento,PARQUE NACIONES UNIDAS 104,"Miraflores, Lima",90 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-reformado-junto-al-parque-naciones-148021360.html
2,"S/ 5,700 · USD 1,500",S/ 600 Mantenimiento,Av. El Oeste,"Barranco, Lima",140 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-amoblado-cerca-al-66738639.html
2,"S/ 2,800 · USD 110,000",S/ 180 Mantenimiento,"Av Costanera, San Miguel","San Miguel, Lima",84 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-departamento-de-84-m-sup2--en-primer-147948777.html
2,"S/ 3,500 · USD 1,000",S/ 350 Mantenimiento,Las Mimosas,"Barranco, Lima",95 m² tot.,2 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-de-2-dorm.-en-barranco-147067388.html
2,"S/ 9,990 · USD 650,000","S/ 1,350 Mantenimiento",General Pezet,"San Isidro, Lima",290 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-amplio-departamento-de-296-m-sup2--en-64438754.html
2,"S/ 6,562 · USD 480,000",S/ 450 Mantenimiento,calle piura 134,"Miraflores, Lima",200 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-se-vende-o-alquila-duplex-penthouse-de-200-m-sup2--a-64975562.html
2,"S/ 12,950 · USD 3,500","S/ 1,500 Mantenimiento",Tudela y Varela,"San Isidro, Lima",408 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-penthouse-duplex-a-pasos-de-miguel-dasso-san-62809952.html
2,"S/ 4,342 · USD 1,300",S/ 350 Mantenimiento,Pasaje Linch,"San Isidro, Lima",136 m² tot.,1 dorm.,1 baño,2 estac.,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-de-136-m-sup2--a-$1-300-54972427.html
