precio_pen,precio_usd,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,fecha_pub,distrito,nivel_socioeconomico,URL,direccion_completa,latitud,longitud
4100.0,1200.0,550.0,120.0,3.0,3.0,1.0,10.0,89.0,2026-04-30,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-amoblado-en-av-pardo-5to-piso-149315378.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=54&n_pos=12,"av jose pardo 930, miraflores",-12.1188291,-77.0384651
2000.0,580.0,,41.0,1.0,1.0,,0.0,19.0,2026-04-29,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-estreno-piso-14-areas-comunes-149702079.html?n_src=Listado&n_pills=Seguridad&n_pg=54&n_pos=13,"avenida republica de panama 4075 surquillo, surquillo",-12.1040352,-77.01845229999999
3381.0,980.0,,68.0,2.0,2.0,,0.0,,2026-04-29,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-depa-estreno-en-miraflores-dpt-704-b-1-149700036.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=54&n_pos=14,"calle toribio polo 3xx dpt 704 b, miraflores",-12.1135141,-77.0473688
2800.0,830.0,360.0,74.0,1.0,2.0,1.0,20.0,,2026-04-29,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-vive-a-pasos-del-mar-en-miraflores-149698582.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=54&n_pos=15,"calle manuel segura 235, miraflores",-12.1204504,-77.04220649999999
3000.0,872.0,,237.0,3.0,3.0,,17.0,,2026-04-29,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-en-chorrillos-matellini-3-hab.-6-piso-149593919.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=54&n_pos=16,"prolongacion ariosto matellini chorrillos, chorrillos",-12.181321,-77.0123152
2500.0,,285.0,72.0,2.0,2.0,1.0,8.0,201.0,2026-04-29,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-surquillo-149093834.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=54&n_pos=17,"calle los negocios 4, surquillo",-12.1058675,-77.0229236
8450.0,2500.0,825.0,219.0,3.0,3.0,,13.0,15.0,2026-04-29,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-dpto-219-m-sup2--con-vista-al-mar-3-148070879.html?n_src=Listado&n_pills=Seguridad&n_pg=54&n_pos=18,"malecon armendariz miraflores, miraflores",-12.1357341,-77.0261572
2750.0,792.0,,70.0,2.0,2.0,1.0,1.0,,2026-04-28,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-la-victoria-149688194.html?n_src=Listado&n_pills=Gimnasio&n_pg=54&n_pos=19,"av javier prado este al 1000, la victoria",-12.0897608,-77.0159203
2400.0,683.0,260.0,54.0,2.0,2.0,,2.0,73.0,2026-04-28,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-moderno-en-alquiler-miraflores-149687849.html?n_src=Listado&n_pills=Seguridad&n_pg=54&n_pos=20,"av roosevelt, miraflores",-12.1262423,-77.0180857
2400.0,691.0,280.0,65.0,2.0,2.0,,2.0,20.0,2026-04-28,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-surquillo-vista-a-la-calle-149687282.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=54&n_pos=21,"av tomas marsano, surquillo",-12.1151385,-77.0104251
1300.0,380.0,,27.0,1.0,1.0,,28.0,45.0,2026-04-28,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-miraflores-149685804.html?n_src=Listado&n_pills=Seguridad&n_pg=54&n_pos=22,"av 28 de julio al 400, miraflores",-12.1285228,-77.0254588
3550.0,1023.0,350.0,75.0,2.0,2.0,1.0,0.0,,2026-04-27,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-estreno-2-habitaciones-149674353.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=54&n_pos=23,"bolivar 150, miraflores",-12.1256735,-77.02856489999999
2300.0,662.0,,96.0,3.0,2.0,1.0,8.0,,2026-04-27,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-chorrillos-149671513.html?n_src=Listado&n_pills=Seguridad&n_pg=54&n_pos=24,"c los alarifes, chorrillos",-12.170308,-77.0084951
3500.0,1000.0,350.0,60.0,1.0,1.0,1.0,3.0,45.0,2026-04-27,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-equipado-de-1-dormitorio-147504929.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=54&n_pos=25,"grimaldo del solar, miraflores",-12.126032,-77.025981
2600.0,,,45.0,1.0,1.0,,0.0,,2026-04-27,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-de-estreno-01-habitacion-en-calle-othon-149665542.html?n_src=Listado&n_pills=Piscina&n_pg=54&n_pos=26,"dpto de estreno en calle othon gastaneta piso 13 vista al mar, chorrillos",-12.2034703,-77.0145337
3900.0,,,76.0,3.0,2.0,1.0,0.0,,2026-04-27,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-estreno-con-cochera-en-149664136.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=54&n_pos=27,"av 28 de julio miraflores departamento 1001, miraflores",-12.1282915,-77.0260415
1900.0,,50.0,115.0,3.0,,,4.0,,2026-04-27,los olivos,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-de-115-m-sup2--en-alquiler-y-venta-149664113.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=54&n_pos=28,"calle cajay urb los naranjos los olivos, los olivos",-11.9749659,-77.0817478
2900.0,,290.0,90.0,2.0,2.0,1.0,5.0,72.0,2026-04-26,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-hermoso-dpto.-amoblado-y-equipado-al-final-de-144976533.html?n_src=Listado&n_pills=Gimnasio&n_pg=54&n_pos=29,"saenz pena 241, magdalena",-12.0974299,-77.0704605
3620.0,1050.0,400.0,90.0,3.0,3.0,1.0,15.0,,2026-04-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-miraflores-149652263.html?n_src=Listado&n_pills=Ascensor&n_pg=54&n_pos=30,"av la paz al 800, miraflores",-12.1269883,-77.0269971
2400.0,,250.0,62.0,2.0,1.0,1.0,14.0,42.0,2026-04-25,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-amoblado-en-surquillo-149650781.html?n_src=Listado&n_pills=Ascensor&n_pg=55&n_pos=1,"av sergio bernales 420, surquillo",-12.1181146,-77.0145577
2700.0,720.0,290.0,66.0,2.0,2.0,1.0,0.0,17.0,2026-04-25,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin--oportunidad-unica!-alquiler-de-departamento-en-144931741.html?n_src=Listado&n_pills=Seguridad&n_pg=55&n_pos=2,"jr pedro solari, chorrillos",-12.1552137,-77.0207034
3380.0,938.0,528.0,62.0,2.0,2.0,,0.0,21.0,2026-04-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-estreno-ideal-de-ejecutivos-146069181.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=3,"av la paz al 100, miraflores",-12.1269883,-77.0269971
2659.0,768.0,363.0,52.0,1.0,1.0,,0.0,,2026-04-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-estreno-1dorm.-miraflores-147465891.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=55&n_pos=4,"suarez al 100, miraflores",-12.122486,-77.0313539
3049.0,880.0,,55.0,2.0,2.0,,0.0,28.0,2026-04-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-miraflores-61-m-sup2-147231222.html?n_src=Listado&n_pills=Ascensor&n_pg=55&n_pos=5,"ricardo palma al 1100, miraflores",-12.1225062,-77.0208304
800.0,225.0,,60.0,2.0,2.0,,18.0,192.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-minidepartamento-146921416.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=6,"av micaela bastidas &amp; av retablo, comas",-11.9286474,-77.05604509999999
750.0,211.0,,50.0,1.0,1.0,,1.0,214.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-minidepartamento-146921392.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=7,"av micaela bastidas & av retablo, comas",-11.9286474,-77.05604509999999
600.0,169.0,,40.0,1.0,1.0,,10.0,82.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-habitacion-exclusivo-estudiantes-147972721.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=8,"pasaje abelardo quinones lote 51a comas, comas",-11.8978037,-77.0316948
3400.0,1000.0,380.0,126.0,3.0,3.0,,40.0,80.0,2026-04-25,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-departamento-cerca-av-pardo-miraflores-148055532.html?n_src=Listado&n_pills=Ascensor&n_pg=55&n_pos=9,"calle arica al 100, miraflores",-12.1139529,-77.0357653
750.0,223.0,,150.0,2.0,1.0,,0.0,206.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-comas-3er-piso-listo-148541325.html?n_src=Listado&n_pg=55&n_pos=10,"jr talara, comas",-11.9069003,-77.0366544
800.0,238.0,,40.0,1.0,1.0,,2.0,78.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-piso-3-de-estreno-en-pinar-148181690.html?n_src=Listado&n_pg=55&n_pos=11,"jiron 14 107 comas 15316 peru, comas",-11.920291,-77.0608311
600.0,169.0,,40.0,1.0,1.0,,8.0,221.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-habitacion-para-estudiantes-universitarios-en-147676894.html?n_src=Listado&n_pg=55&n_pos=12,"av victor andres belaunde 890 comas 15312 peru, comas",-11.9350155,-77.0557256
3000.0,887.0,,108.0,3.0,2.0,1.0,8.0,25.0,2026-04-25,brena,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-amoblado-primer-piso-con-147959044.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=13,"pucallpa 247 brena 15083 peru, brena",-12.0650173,-77.055905
800.0,238.0,,40.0,1.0,1.0,,2.0,46.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-piso-2-en-el-pinar-comas-148179785.html?n_src=Listado&n_pg=55&n_pos=14,"3wfp+qf7 comas 15316 peru, comas",-11.9255875,-77.0638281
550.0,163.0,,45.0,2.0,1.0,,20.0,66.0,2026-04-25,carabayllo,D,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-en-la-mejor-zona-del-cono-norte-148586792.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=15,"av chillon trapiche & avu, carabayllo",-11.8789775,-77.0345801
650.0,193.0,,55.0,2.0,1.0,,20.0,58.0,2026-04-25,carabayllo,D,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-urb-santo-domingo-148574941.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=16,"av chillon trapiche & avu, carabayllo",-11.8789775,-77.0345801
950.0,282.0,,50.0,3.0,1.0,,0.0,132.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-estreno-condominios-acasia-148560537.html?n_src=Listado&n_pills=Gimnasio&n_pg=55&n_pos=17,"manuel gonzalez prada 1083, comas",-11.9305972,-77.0585214
950.0,281.0,,75.0,2.0,1.0,,2.0,48.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-depatamento-en-estreno-de-75-m-sup2--en-148179778.html?n_src=Listado&n_pg=55&n_pos=18,"polleria el caporal, comas",-11.9202696,-77.06111729999999
900.0,267.0,,50.0,3.0,1.0,,2.0,118.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-condominio-los-laureles-148497860.html?n_src=Listado&n_pg=55&n_pos=19,"condominio los laureles 2da etapa, comas",-11.9282178,-77.059232
800.0,237.0,,160.0,4.0,3.0,,10.0,120.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-y-amplio-departamento-flat-en-av-148508638.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=20,"av jose santos chocano 215 comas 15326 peru, comas",-11.9230166,-77.0216836
5000.0,1488.0,,130.0,9.0,6.0,,53.0,31.0,2026-04-25,rimac,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-departamento-en-el-rimac-148711416.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=21,"av felipe arancibia, rimac",-12.0305127,-77.0360942
850.0,252.0,,55.0,3.0,1.0,,2.0,62.0,2026-04-25,carabayllo,D,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-carabayllo-en-1er-piso-148749149.html?n_src=Listado&n_pills=Parrilla&n_pg=55&n_pos=22,"calle perales al 100, carabayllo",-11.8546416,-77.0003967
1100.0,323.0,,120.0,2.0,1.0,,6.0,48.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-120-m-sup2--en-piso-2-149168441.html?n_src=Listado&n_pg=55&n_pos=23,"amaru inca yupanqui 109 comas 15312 peru, comas",-11.9297163,-77.052901
1300.0,374.0,,50.0,3.0,1.0,,5.0,17.0,2026-04-25,carabayllo,D,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-50-m-sup2--en-estreno-149224459.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=24,"valle grande condominio club, carabayllo",-11.8636554,-77.05494
950.0,282.0,,56.0,3.0,1.0,,5.0,76.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin--departamento-funcional-y-listo-para-mudarte-en-149224444.html?n_src=Listado&n_pg=55&n_pos=25,"condominio torres las praderas (mz e), comas",-11.9257997,-77.0612581
1400.0,,,65.0,3.0,2.0,,0.0,156.0,2026-04-25,independencia,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-independencia-149267249.html?n_src=Listado&n_pills=Ascensor&n_pg=55&n_pos=26,"av industrial 3458, independencia",-11.9963701,-77.0583505
950.0,275.0,,75.0,2.0,1.0,,5.0,216.0,2026-04-25,los olivos,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-los-olivos-149290848.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=27,"jr sta eulalia 349, los olivos",-12.0082271,-77.0789399
2600.0,755.0,,136.0,3.0,,,15.0,299.0,2026-04-25,la molina,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-santa-patricia-la-molina-149452313.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=28,"mar de plata 386 santa patricia la molina, la molina",-12.0841627,-76.9076066
3200.0,924.0,,101.0,3.0,2.0,1.0,3.0,311.0,2026-04-25,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-magdalena-del-mar-149450477.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=55&n_pos=29,"av javier prado oeste, magdalena",-12.0924455,-77.0625857
3200.0,949.0,,120.0,3.0,2.0,,5.0,28.0,2026-04-25,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-chorrillos-149543577.html?n_src=Listado&n_pg=55&n_pos=30,"los cedros de villa 3era etapa, chorrillos",-12.20415,-77.0114109
2800.0,813.0,,134.0,3.0,2.0,1.0,10.0,,2026-04-25,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-hermoso-y-amplio-departamento-de-3-dorm.-149591034.html?n_src=Listado&n_pg=56&n_pos=1,"c chipre mzh12 - lt1 chorrillos 15067 peru, chorrillos",-12.2080209,-77.0183777
1300.0,383.0,,75.0,3.0,2.0,,5.0,33.0,2026-04-25,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-comas-149562213.html?n_src=Listado&n_pg=56&n_pos=2,"av victor andres belaunde 1303, comas",-11.9326188,-77.06081429999999
1500.0,445.0,,70.0,2.0,1.0,,15.0,110.0,2026-04-25,chorrillos,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-primer-piso-departamento-en-alquiler-cerca-a-parque-149543859.html?n_src=Listado&n_pg=56&n_pos=3,"ca coronel bermudez 159, chorrillos",-12.1708172,-77.0193307
2300.0,,150.0,35.0,1.0,1.0,,0.0,22.0,2026-04-24,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-elegante-loft-full-amoblado-limite-san-isidro-149646453.html?n_src=Listado&n_pills=Gimnasio&n_pg=56&n_pos=4,"av aramburu al 600, surquillo",-12.1024745,-77.024497
1000.0,290.0,,70.0,2.0,2.0,,4.0,36.0,2026-04-24,comas,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-en-mambo-unno-comas-149645178.html?n_src=Listado&n_pg=56&n_pos=5,"condominio top - mambo unno, comas",-11.9346342,-77.0646182
4657.0,1350.0,573.0,107.0,2.0,2.0,2.0,15.0,,2026-04-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-dpto-en-lord-nelson-miraflores-149644658.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=6,"almirante lord nelson, miraflores",-12.1113491,-77.0392512
3360.0,960.0,,79.0,2.0,2.0,1.0,11.0,,2026-04-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-bonito-149641213.html?n_src=Listado&n_pg=56&n_pos=7,"av paseo de la republica 3982, miraflores",-12.1059374,-77.0277196
2242.0,650.0,315.0,46.0,1.0,1.0,1.0,7.0,,2026-04-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-remodelado-en-alquiler-en-miraflores-145758123.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=8,"piura, miraflores",-5.1919479,-80.6202033
2800.0,,,57.0,,2.0,1.0,6.0,21.0,2026-04-24,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-amoblado-con-doble-balcon-y-149640019.html?n_src=Listado&n_pills=Seguridad&n_pg=56&n_pos=9,"malecon grau al 100, magdalena",-12.098225,-77.0705405
2100.0,,200.0,43.0,1.0,1.0,,0.0,151.0,2026-04-24,lince,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-estreno-en-lince-limite-con-149127240.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=10,"lince - departamento en alquiler cerca al centro financiero, lince",-12.0848075,-77.0355629
2200.0,590.0,200.0,44.0,1.0,1.0,,1.0,147.0,2026-04-24,lince,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-venta-alquiler-departamento-1-habitacion-cerca-al-cf-149147333.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=56&n_pos=11,"geranios 310 - depa 1hab a 2 cdras del centro financiero san isidro limite con lince, lince",-12.0848075,-77.0355629
5100.0,1500.0,,240.0,4.0,3.0,,20.0,86.0,2026-04-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-duplex-en-quinta-de-240-m-sup2--4-dorm-149435141.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=56&n_pos=12,"av paseo la republica al 6200 duplex con ingreso ind en quinta, miraflores",-12.1224896,-77.03135019999999
2950.0,860.0,270.0,71.0,2.0,2.0,1.0,4.0,48.0,2026-04-24,lince,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-en-alquiler-con-vista-externa-de-72-m-sup2--2-149502042.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=56&n_pos=13,"departamento con vista externa en la zona mas centrica de lince av prolongacion iquitos, lince",-12.085535,-77.0285172
2200.0,630.0,,50.0,1.0,1.0,,15.0,109.0,2026-04-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-en-alquiler-amoblado-50-m-sup2--1-dormitorio-149474481.html?n_src=Listado&n_pills=Seguridad&n_pg=56&n_pos=14,"calle acacias 884 dpto 202 (estacionamiento adicional), miraflores",-12.1324584,-77.0221205
,,250.0,71.0,3.0,2.0,1.0,21.0,137.0,2026-04-24,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-miraflores-3-dorm.-estacionamiento-149525205.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=15,"mariano melgar al 200, miraflores",-12.1224896,-77.03135019999999
2000.0,,160.0,45.0,1.0,1.0,,14.0,141.0,2026-04-24,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-01-dormitorio-amoblado-frente-al-mar-en-149560634.html?n_src=Listado&n_pills=Amoblado&n_pg=56&n_pos=16,"av malecon bertolotto al 100-alquiler departamento loft vista al mar amoblado-se aceptan mascotas pequenas, magdalena",10.4113014,-74.4056612
2000.0,,140.0,44.0,,1.0,,0.0,17.0,2026-04-24,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-monoambiente-de-estreno-con-piscina-a-1-149619516.html?n_src=Listado&n_pills=Piscina&n_pg=56&n_pos=17,"av republica de panama al 4000 - monoambiente frente a cientifica del sur con piscina gym a 2 paso de san isidro y san martin de comunicaciones, surquillo",-12.1404205,-77.0178638
7000.0,2000.0,700.0,190.0,3.0,2.0,1.0,3.0,15.0,2026-04-23,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-miraflores-149637534.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=56&n_pos=18,"calle enrique palacios n 1021 miraflores, miraflores",-12.1172281,-77.0391322
2700.0,,,60.0,2.0,2.0,,9.0,33.0,2026-04-23,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-depa-2-dorm-surquillo-frente-a-parque-149634484.html?n_src=Listado&n_pills=Gimnasio&n_pg=56&n_pos=19,"paseo de la republica 5181, surquillo",-12.1164673,-77.0257992
3300.0,950.0,320.0,65.0,2.0,2.0,1.0,0.0,,2026-04-23,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-moderno-departamento-de-estreno-en-miraflores-149628944.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=56&n_pos=20,"avenida paseo de la republica & calle esperanza, miraflores",-12.1201748,-77.02522119999999
2650.0,768.0,200.0,70.0,2.0,2.0,,5.0,43.0,2026-04-23,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-con-hermosa-vista-parcial-al-mar-149626498.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=21,"jr tacna, magdalena",-12.0910201,-77.0713973
1900.0,543.0,160.0,39.0,1.0,1.0,,6.0,25.0,2026-04-22,la victoria,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-amoblado-en-edificio-149621458.html?n_src=Listado&n_pills=Piscina&n_pg=56&n_pos=22,"edificio met paseo de la republica, la victoria",-12.0843386,-77.02523479999999
2600.0,743.0,330.0,77.0,3.0,2.0,1.0,7.0,119.0,2026-04-22,magdalena,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-acogedor-y-bien-distribuido-departamento-en-149619870.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=23,"jr faustino sanchez carrion 140, magdalena",-12.0997217,-77.0628928
1800.0,,125.0,65.0,2.0,2.0,1.0,5.0,30.0,2026-04-22,rimac,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-en-praderas-del-rimac-149616728.html?n_src=Listado&n_pills=Ascensor&n_pg=56&n_pos=24,"padreras del rimac, rimac",-12.0162955,-77.0430773
1350.0,376.0,30.0,80.0,,1.0,,20.0,42.0,2026-04-22,rimac,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-rimac-80-m-sup2--altura-149614418.html?n_src=Listado&n_pg=56&n_pos=25,"clalet 13 d 13, rimac",-12.025239,-77.0332342
1900.0,553.0,250.0,71.0,2.0,2.0,,29.0,104.0,2026-04-21,lince,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-lince-149610778.html?n_src=Listado&n_pills=Seguridad&n_pg=56&n_pos=26,"jr belisario flores 933 lince, lince",-12.0832167,-77.044062
1400.0,410.0,,36.0,1.0,1.0,,30.0,680.0,2026-04-21,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-centrico-departamento-en-miraflores-149609451.html?n_src=Listado&n_pg=56&n_pos=27,"av la merced al 100, miraflores",-12.1286654,-77.009667
3300.0,,430.0,105.0,3.0,3.0,1.0,6.0,84.0,2026-04-21,surquillo,C,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-completo-en-surquillo:-3-dorm-servicio-areas-149595600.html?n_src=Listado&n_pills=Seguridad&n_pg=56&n_pos=28,"av principal al 400, surquillo",-12.1171265,-77.0060764
1500.0,,115.0,32.0,1.0,1.0,,12.0,333.0,2026-04-20,lince,B,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-1dorm-32-m-sup2--lince-149592585.html?n_src=Listado&n_pills=Amoblado&n_pg=56&n_pos=29,"av petit thouars al 1400, lince",-12.0855454,-77.0331538
3100.0,925.0,,91.0,2.0,2.0,1.0,20.0,29.0,2026-04-20,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/alclapin--tu-hogar-sonado-en-el-corazon-de-miraflores!-149585046.html?n_src=Listado&n_pills=Amoblado&n_pg=56&n_pos=30,"c bajada balta, miraflores",-12.1257174,-77.0340022
16750.0,995000.0,1500.0,247.0,3.0,3.0,2.0,8.0,215.0,,miraflores,A,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-departamento-equipado-de-247-m-sup2--64321782.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=57&n_pos=1,"malecon de la marina 150, miraflores",-12.1187332,-77.0438131
