mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,total_servicios_prox,total_transporte_aprox,zona_apeim_cod,categoria_crimenes_cod,precio_pen
1100.0,240.0,3.0,3.0,3.0,4.0,6,0,7,1,7800.0
320.0,135.0,2.0,2.0,2.0,8.0,10,0,7,1,4500.0
800.0,185.0,3.0,4.0,2.0,10.0,10,0,7,1,6300.0
30.0,80.0,3.0,1.0,0.0,20.0,29,0,4,4,1350.0
200.0,74.0,3.0,2.0,0.0,5.0,8,0,6,3,2100.0
350.0,85.0,3.0,2.0,0.0,3.0,7,0,7,1,3500.0
50.0,40.0,2.0,1.0,0.0,3.0,6,0,10,1,900.0
350.0,75.0,2.0,2.0,1.0,0.0,10,0,7,2,3250.0
170.0,60.0,2.0,2.0,0.0,7.0,7,0,6,2,2400.0
,15.0,1.0,1.0,0.0,10.0,7,0,7,1,750.0
,140.0,4.0,3.0,1.0,1.0,1,0,10,1,8000.0
700.0,208.0,3.0,2.0,2.0,14.0,3,0,7,1,7400.0
,30.0,1.0,1.0,0.0,10.0,16,1,7,1,1050.0
350.0,95.0,2.0,2.0,1.0,26.0,9,0,7,1,3105.0
50.0,50.0,2.0,1.0,0.0,0.0,13,0,2,4,1200.0
50.0,54.0,2.0,1.0,0.0,0.0,15,0,9,4,1200.0
,69.0,3.0,2.0,1.0,0.0,9,0,6,2,3200.0
,75.0,3.0,2.0,0.0,10.0,15,0,7,2,1800.0
,65.0,2.0,1.0,0.0,10.0,19,0,6,3,1800.0
,50.0,1.0,1.0,0.0,5.0,31,0,6,3,1600.0
280.0,72.0,3.0,2.0,0.0,0.0,13,0,6,2,2500.0
609.0,260.0,3.0,3.0,2.0,45.0,6,0,7,1,7752.0
,237.0,3.0,3.0,0.0,17.0,9,1,8,2,3000.0
190.0,60.0,2.0,1.0,0.0,7.0,12,0,6,2,2400.0
280.0,53.0,1.0,1.0,1.0,25.0,6,0,7,1,2350.0
,100.0,2.0,2.0,0.0,20.0,11,0,7,1,3400.0
,56.0,2.0,2.0,0.0,7.0,10,0,6,2,2000.0
180.0,56.0,2.0,2.0,1.0,4.0,9,0,6,2,2200.0
100.0,70.0,2.0,1.0,0.0,20.0,9,0,7,1,2300.0
220.0,55.0,2.0,2.0,1.0,3.0,18,0,6,3,2550.0
,30.0,1.0,1.0,0.0,10.0,11,0,6,2,800.0
170.0,53.0,1.0,1.0,1.0,19.0,4,0,7,1,2375.0
300.0,55.0,2.0,2.0,0.0,5.0,10,0,8,2,2900.0
550.0,60.0,2.0,2.0,1.0,0.0,7,1,7,1,4032.0
,80.0,4.0,3.0,0.0,18.0,11,0,2,3,1500.0
230.0,96.0,3.0,2.0,0.0,10.0,16,0,6,3,2600.0
,30.0,1.0,1.0,0.0,10.0,14,0,6,4,800.0
430.0,109.0,2.0,2.0,1.0,0.0,0,0,7,1,4800.0
,45.0,1.0,1.0,0.0,7.0,9,0,8,3,2600.0
80.0,77.0,2.0,2.0,0.0,0.0,15,0,7,1,1500.0
500.0,300.0,4.0,3.0,2.0,11.0,0,0,7,1,8188.0
300.0,118.0,2.0,3.0,0.0,0.0,14,0,7,2,2600.0
,109.0,3.0,2.0,0.0,25.0,6,0,7,1,2450.0
400.0,114.0,3.0,2.0,1.0,20.0,8,0,7,1,2900.0
350.0,210.0,3.0,2.0,2.0,15.0,9,0,7,1,4200.0
395.0,115.0,3.0,2.0,1.0,9.0,4,0,7,1,4560.0
,85.0,3.0,2.0,0.0,0.0,6,0,6,4,2300.0
140.0,28.0,1.0,1.0,0.0,0.0,16,0,6,2,1300.0
650.0,202.0,3.0,3.0,2.0,5.0,0,0,7,1,8500.0
,45.0,1.0,1.0,0.0,0.0,0,0,7,1,3620.0
,135.0,3.0,3.0,1.0,7.0,29,0,3,4,2000.0
180.0,38.0,1.0,1.0,0.0,4.0,9,1,4,3,2100.0
200.0,50.0,1.0,1.0,0.0,10.0,8,0,8,2,2400.0
60.0,30.0,2.0,1.0,0.0,3.0,15,0,7,1,1100.0
500.0,186.0,2.0,2.0,3.0,8.0,14,0,7,1,5726.0
280.0,45.0,1.0,1.0,0.0,2.0,3,0,7,1,2730.0
200.0,60.0,2.0,2.0,1.0,0.0,4,1,7,1,3850.0
450.0,110.0,2.0,3.0,1.0,7.0,4,0,7,1,4400.0
100.0,74.0,3.0,2.0,0.0,18.0,17,0,6,2,1900.0
210.0,50.0,1.0,1.0,0.0,2.0,10,0,8,3,2300.0
,53.0,2.0,2.0,0.0,7.0,13,2,8,2,2300.0
,50.0,2.0,1.0,1.0,4.0,1,0,7,1,2243.0
,75.0,2.0,1.0,0.0,5.0,20,0,2,3,950.0
275.0,76.0,3.0,3.0,0.0,8.0,15,0,6,3,2100.0
1100.0,290.0,3.0,2.0,4.0,19.0,2,0,7,1,9250.0
300.0,120.0,3.0,2.0,2.0,12.0,9,0,7,1,3000.0
115.0,63.0,3.0,2.0,0.0,5.0,2,0,1,2,1300.0
100.0,67.0,2.0,1.0,0.0,0.0,8,0,4,4,2500.0
,60.0,1.0,1.0,0.0,5.0,17,0,2,3,900.0
200.0,53.0,2.0,2.0,0.0,0.0,7,0,4,2,2620.0
260.0,156.0,3.0,3.0,2.0,19.0,2,0,7,1,3650.0
150.0,55.0,2.0,1.0,0.0,10.0,19,3,4,4,2000.0
50.0,24.0,2.0,1.0,0.0,0.0,15,0,7,1,800.0
,100.0,2.0,1.0,0.0,25.0,13,0,7,2,2500.0
260.0,80.0,3.0,2.0,0.0,5.0,12,0,6,2,2500.0
,117.0,2.0,3.0,0.0,0.0,19,0,2,3,2000.0
590.0,115.0,3.0,3.0,2.0,8.0,8,0,7,1,4150.0
350.0,140.0,3.0,2.0,2.0,5.0,7,0,7,2,3766.0
280.0,67.0,2.0,2.0,0.0,1.0,0,0,6,1,2000.0
,75.0,3.0,2.0,0.0,5.0,10,0,1,2,1300.0
270.0,60.0,2.0,2.0,1.0,4.0,23,0,6,3,2600.0
,72.0,3.0,2.0,0.0,3.0,11,0,4,3,2500.0
,123.0,3.0,2.0,1.0,0.0,6,0,7,1,3200.0
250.0,69.0,3.0,2.0,1.0,9.0,5,0,8,3,2100.0
335.0,85.0,3.0,2.0,1.0,9.0,0,0,6,1,3100.0
1100.0,205.0,3.0,3.0,3.0,6.0,9,0,7,1,9165.0
180.0,40.0,1.0,1.0,0.0,3.0,14,0,6,2,1700.0
500.0,210.0,3.0,2.0,2.0,12.0,3,0,7,1,7200.0
210.0,40.0,1.0,1.0,1.0,2.0,0,0,1,4,1500.0
,120.0,3.0,1.0,0.0,3.0,9,0,9,3,1000.0
200.0,120.0,3.0,2.0,1.0,30.0,15,1,7,2,2500.0
,40.0,1.0,1.0,0.0,2.0,5,0,1,1,800.0
,50.0,1.0,1.0,0.0,1.0,14,1,1,3,750.0
200.0,76.0,3.0,2.0,1.0,20.0,15,0,6,3,2300.0
220.0,40.0,1.0,1.0,0.0,7.0,8,0,8,2,2300.0
1.0,50.0,1.0,1.0,0.0,7.0,24,0,6,2,1300.0
,90.0,2.0,2.0,0.0,10.0,13,0,5,2,2000.0
,62.0,2.0,2.0,1.0,0.0,10,0,7,1,3200.0
150.0,98.0,3.0,1.0,1.0,45.0,14,0,7,3,3500.0
,70.0,2.0,1.0,0.0,5.0,27,0,2,4,1500.0
320.0,133.0,3.0,2.0,1.0,27.0,0,0,10,1,3400.0
,160.0,3.0,2.0,0.0,20.0,20,0,3,4,1800.0
,110.0,2.0,2.0,0.0,15.0,12,0,2,3,1400.0
290.0,66.0,2.0,2.0,1.0,4.0,20,0,6,2,3300.0
310.0,83.0,2.0,2.0,1.0,5.0,17,4,8,3,2700.0
220.0,60.0,2.0,1.0,0.0,2.0,14,2,8,2,1500.0
,70.0,3.0,3.0,1.0,20.0,5,0,10,1,800.0
285.0,112.0,3.0,2.0,0.0,20.0,17,0,6,2,3200.0
250.0,63.0,2.0,2.0,1.0,3.0,24,0,6,3,2600.0
230.0,32.0,1.0,1.0,1.0,1.0,5,0,8,2,2300.0
346.0,100.0,2.0,2.0,1.0,7.0,12,0,8,3,5180.0
410.0,97.0,2.0,2.0,1.0,5.0,1,0,7,1,3800.0
300.0,60.0,2.0,2.0,1.0,0.0,3,0,7,2,3000.0
,62.0,2.0,2.0,0.0,0.0,6,0,7,1,1700.0
,70.0,2.0,1.0,1.0,1.0,7,0,5,3,1600.0
250.0,42.0,1.0,1.0,0.0,4.0,8,0,8,2,2271.0
250.0,70.0,3.0,2.0,0.0,10.0,0,0,6,1,2350.0
,62.0,3.0,2.0,0.0,0.0,11,0,4,3,1200.0
190.0,55.0,2.0,2.0,0.0,1.0,8,2,6,3,1800.0
,150.0,6.0,3.0,0.0,0.0,20,0,5,4,2000.0
,67.0,1.0,1.0,0.0,10.0,18,0,6,2,2050.0
600.0,189.0,3.0,3.0,1.0,14.0,4,0,8,1,6560.0
300.0,60.0,2.0,2.0,0.0,0.0,10,0,7,1,2700.0
250.0,46.0,1.0,1.0,0.0,0.0,17,0,1,4,3100.0
65.0,70.0,2.0,2.0,0.0,5.0,7,0,7,1,1800.0
130.0,40.0,1.0,1.0,0.0,1.0,13,0,6,3,1650.0
,64.0,2.0,2.0,0.0,6.0,3,0,6,2,1900.0
,75.0,3.0,2.0,1.0,0.0,24,0,6,2,2900.0
85.0,84.0,3.0,1.0,0.0,4.0,9,0,8,3,1600.0
,76.0,3.0,2.0,1.0,0.0,10,0,4,1,3600.0
,100.0,3.0,2.0,0.0,13.0,15,0,2,3,1000.0
250.0,74.0,3.0,2.0,0.0,18.0,16,0,6,3,2800.0
320.0,90.0,1.0,2.0,2.0,10.0,5,0,7,1,2900.0
397.0,99.0,2.0,2.0,1.0,28.0,10,0,7,1,4000.0
300.0,77.0,3.0,2.0,0.0,8.0,13,2,6,2,2600.0
215.0,57.0,2.0,2.0,0.0,0.0,10,0,4,1,2400.0
260.0,60.0,2.0,2.0,1.0,0.0,3,0,7,2,2900.0
250.0,90.0,2.0,1.0,0.0,10.0,8,0,7,1,2700.0
,40.0,1.0,1.0,0.0,0.0,18,1,4,3,1300.0
,73.0,2.0,2.0,1.0,0.0,21,0,6,2,2700.0
160.0,69.0,3.0,2.0,1.0,0.0,6,0,7,3,2100.0
,150.0,2.0,1.0,0.0,0.0,18,0,1,3,750.0
350.0,84.0,3.0,2.0,0.0,12.0,14,0,6,2,2400.0
,90.0,3.0,2.0,0.0,6.0,21,0,4,2,1900.0
280.0,40.0,1.0,1.0,1.0,2.0,13,1,8,3,2400.0
500.0,110.0,2.0,2.0,1.0,5.0,3,0,10,1,4044.0
200.0,55.0,1.0,1.0,1.0,3.0,8,0,8,3,2300.0
170.0,69.0,3.0,2.0,0.0,12.0,21,0,2,4,1300.0
300.0,72.0,2.0,2.0,1.0,12.0,4,0,7,3,2600.0
,112.0,3.0,3.0,0.0,0.0,6,0,7,1,3828.0
220.0,80.0,3.0,2.0,1.0,0.0,7,0,4,1,3300.0
250.0,85.0,3.0,2.0,1.0,2.0,12,0,6,3,2900.0
300.0,96.0,3.0,3.0,0.0,15.0,1,0,7,1,3100.0
200.0,54.0,2.0,2.0,1.0,7.0,11,1,4,4,2500.0
220.0,48.0,1.0,1.0,1.0,3.0,6,0,8,3,2000.0
,130.0,3.0,4.0,0.0,15.0,6,0,7,1,3105.0
210.0,36.0,1.0,1.0,1.0,2.0,9,0,8,2,2363.0
,85.0,3.0,2.0,0.0,3.0,1,0,9,1,1250.0
150.0,42.0,1.0,1.0,0.0,2.0,3,1,4,1,1900.0
600.0,135.0,3.0,2.0,1.0,13.0,6,0,7,1,5175.0
160.0,39.0,1.0,1.0,0.0,6.0,9,1,4,3,1900.0
,65.0,2.0,2.0,0.0,1.0,20,0,5,3,1550.0
570.0,151.0,3.0,2.0,2.0,14.0,3,0,7,1,4844.0
300.0,100.0,2.0,2.0,1.0,2.0,0,0,10,1,2600.0
350.0,66.0,2.0,2.0,0.0,10.0,8,0,8,2,2940.0
200.0,43.0,1.0,1.0,1.0,0.0,9,0,6,1,2250.0
400.0,120.0,3.0,3.0,2.0,20.0,4,0,7,1,4800.0
220.0,79.0,3.0,2.0,1.0,2.0,17,0,4,4,2600.0
,42.0,1.0,1.0,0.0,0.0,13,0,4,2,2850.0
180.0,39.0,1.0,1.0,1.0,3.0,20,0,6,3,2000.0
,65.0,3.0,2.0,1.0,0.0,10,0,6,2,2650.0
210.0,42.0,1.0,1.0,0.0,4.0,13,1,8,3,2600.0
350.0,64.0,3.0,2.0,1.0,7.0,14,0,8,2,2300.0
150.0,136.0,4.0,3.0,1.0,7.0,13,0,4,1,2100.0
100.0,110.0,3.0,3.0,1.0,9.0,16,0,8,2,2700.0
330.0,100.0,3.0,2.0,1.0,2.0,18,0,6,3,2999.0
500.0,177.0,5.0,2.0,2.0,14.0,4,0,7,1,4500.0
,120.0,4.0,3.0,1.0,20.0,15,1,7,1,3500.0
,51.0,1.0,1.0,0.0,4.0,3,0,5,1,850.0
,40.0,1.0,1.0,0.0,5.0,12,0,6,2,2450.0
,70.0,2.0,2.0,0.0,0.0,10,0,6,1,2500.0
130.0,66.0,2.0,2.0,1.0,13.0,16,0,6,3,2100.0
,56.0,2.0,2.0,1.0,12.0,3,0,6,2,2500.0
280.0,47.0,1.0,1.0,1.0,8.0,9,0,8,2,2200.0
200.0,90.0,2.0,2.0,0.0,1.0,8,0,7,2,2900.0
,60.0,1.0,1.0,0.0,1.0,7,0,7,1,1600.0
,82.0,3.0,2.0,0.0,20.0,20,0,2,3,2400.0
350.0,90.0,3.0,2.0,1.0,4.0,15,0,7,1,3650.0
,65.0,3.0,2.0,0.0,5.0,0,0,6,1,2000.0
150.0,67.0,3.0,2.0,0.0,0.0,2,0,4,2,1500.0
260.0,59.0,2.0,2.0,1.0,9.0,8,0,8,4,2500.0
,70.0,2.0,1.0,0.0,6.0,13,0,2,3,650.0
,1145.0,2.0,2.0,0.0,0.0,16,0,8,3,2399.0
70.0,103.0,3.0,2.0,0.0,38.0,10,0,6,3,2200.0
,65.0,3.0,2.0,0.0,0.0,10,0,8,2,3000.0
500.0,135.0,2.0,3.0,1.0,10.0,7,0,6,2,4300.0
,58.0,2.0,2.0,1.0,1.0,21,1,6,4,2500.0
,39.0,1.0,1.0,0.0,10.0,12,0,8,1,900.0
380.0,140.0,3.0,3.0,1.0,6.0,15,0,6,3,3350.0
,368.0,4.0,4.0,2.0,30.0,12,0,7,2,6680.0
,61.0,3.0,2.0,1.0,0.0,8,1,8,3,2800.0
260.0,69.0,3.0,2.0,0.0,5.0,22,0,6,2,2400.0
450.0,122.0,4.0,4.0,1.0,4.0,7,1,7,2,3700.0
220.0,55.0,1.0,1.0,1.0,2.0,9,0,8,3,2150.0
,110.0,3.0,2.0,0.0,10.0,3,0,1,3,800.0
380.0,100.0,3.0,2.0,1.0,10.0,2,0,6,2,2760.0
175.0,37.0,1.0,1.0,0.0,4.0,13,1,8,3,2500.0
250.0,40.0,1.0,1.0,0.0,1.0,10,0,7,2,2250.0
,60.0,2.0,2.0,1.0,1.0,1,0,7,1,3800.0
370.0,82.0,2.0,2.0,1.0,20.0,16,0,6,2,2300.0
,56.0,2.0,2.0,1.0,4.0,7,0,8,1,2600.0
250.0,46.0,1.0,2.0,1.0,9.0,9,0,8,3,2470.0
250.0,158.0,3.0,3.0,2.0,9.0,21,0,6,2,4500.0
600.0,200.0,3.0,3.0,2.0,23.0,6,0,7,1,8228.0
150.0,160.0,3.0,2.0,0.0,10.0,0,0,4,4,3100.0
,89.0,2.0,2.0,1.0,45.0,13,0,6,2,3300.0
,170.0,4.0,3.0,0.0,20.0,11,0,8,4,2900.0
250.0,70.0,3.0,2.0,1.0,5.0,13,0,8,2,2600.0
100.0,80.0,2.0,1.0,0.0,10.0,13,0,7,2,2200.0
100.0,90.0,3.0,2.0,0.0,25.0,12,0,8,1,2400.0
350.0,70.0,2.0,2.0,1.0,1.0,9,0,7,2,2800.0
240.0,50.0,2.0,1.0,0.0,5.0,11,0,8,4,2450.0
125.0,60.0,3.0,1.0,0.0,10.0,11,0,1,4,899.0
,100.0,3.0,2.0,0.0,4.0,10,2,1,3,1100.0
200.0,60.0,2.0,2.0,0.0,2.0,14,0,6,1,2600.0
,257.0,4.0,4.0,0.0,17.0,8,0,7,1,5100.0
300.0,44.0,1.0,1.0,1.0,5.0,9,0,8,4,2400.0
250.0,61.0,3.0,2.0,0.0,4.0,7,0,4,1,1700.0
220.0,52.0,2.0,2.0,1.0,0.0,15,0,4,4,2350.0
,86.0,3.0,2.0,1.0,0.0,13,0,4,2,2700.0
,123.0,3.0,2.0,1.0,7.0,12,0,1,2,1600.0
220.0,58.0,1.0,1.0,1.0,0.0,31,0,6,3,3000.0
200.0,44.0,1.0,1.0,1.0,6.0,6,0,8,3,2400.0
100.0,73.0,3.0,2.0,0.0,0.0,10,1,4,3,1200.0
,32.0,1.0,1.0,0.0,12.0,29,0,4,4,2100.0
200.0,45.0,1.0,1.0,0.0,0.0,3,0,7,1,3060.0
,20.0,1.0,1.0,0.0,22.0,22,0,2,4,1372.0
,45.0,1.0,1.0,0.0,10.0,6,0,7,1,1100.0
505.0,90.0,1.0,1.0,1.0,20.0,9,0,7,2,3277.0
120.0,36.0,1.0,1.0,0.0,2.0,21,0,6,4,1550.0
,172.0,3.0,3.0,1.0,30.0,5,0,7,1,3800.0
,192.0,4.0,4.0,2.0,12.0,9,0,7,2,5640.0
690.0,220.0,2.0,2.0,2.0,9.0,4,0,7,1,9336.0
250.0,71.0,3.0,2.0,0.0,18.0,14,0,6,3,1800.0
250.0,34.0,1.0,1.0,0.0,0.0,16,0,6,3,1600.0
149.0,60.0,3.0,1.0,0.0,0.0,10,0,1,4,899.0
270.0,89.0,3.0,2.0,1.0,9.0,19,0,6,3,2300.0
,84.0,1.0,1.0,1.0,5.0,1,0,7,1,3060.0
100.0,90.0,3.0,2.0,0.0,3.0,3,0,7,1,2000.0
,90.0,2.0,1.0,0.0,0.0,11,0,2,3,600.0
340.0,62.0,2.0,2.0,0.0,3.0,8,0,7,2,3430.0
250.0,62.0,2.0,1.0,1.0,14.0,9,0,8,4,2400.0
1320.0,242.0,3.0,3.0,2.0,15.0,9,0,8,2,8375.0
360.0,105.0,2.0,2.0,1.0,10.0,0,0,7,1,6080.0
270.0,43.0,1.0,1.0,0.0,5.0,8,0,8,2,2178.0
30.0,65.0,2.0,1.0,0.0,12.0,1,0,9,1,1350.0
,59.0,2.0,2.0,0.0,0.0,0,0,7,1,2850.0
500.0,160.0,3.0,3.0,2.0,1.0,10,0,7,1,7400.0
490.0,42.0,1.0,1.0,0.0,2.0,8,0,8,3,2280.0
,60.0,2.0,1.0,0.0,10.0,10,1,8,2,1600.0
130.0,35.0,1.0,1.0,0.0,1.0,11,0,7,1,2200.0
350.0,58.0,2.0,2.0,1.0,5.0,5,0,8,2,4200.0
100.0,40.0,1.0,1.0,1.0,0.0,11,1,7,1,2390.0
550.0,136.0,3.0,2.0,2.0,2.0,5,0,7,1,5950.0
,160.0,3.0,2.0,0.0,10.0,15,2,1,2,1250.0
200.0,55.0,1.0,1.0,1.0,1.0,3,0,7,1,2700.0
,250.0,3.0,3.0,1.0,30.0,3,0,10,1,3500.0
280.0,76.0,3.0,2.0,1.0,5.0,23,0,6,1,3000.0
1100.0,213.0,3.0,3.0,2.0,13.0,6,0,7,1,8750.0
,172.0,4.0,3.0,2.0,6.0,11,1,7,1,6960.0
,70.0,3.0,2.0,0.0,0.0,15,0,6,2,3200.0
65.0,75.0,2.0,1.0,0.0,0.0,19,0,2,3,1300.0
,45.0,2.0,1.5,0.0,1.0,9,0,9,3,900.0
,112.0,3.0,1.0,0.0,20.0,14,0,2,3,1400.0
200.0,70.0,2.0,2.0,0.0,5.0,8,0,6,3,2300.0
125.0,65.0,2.0,2.0,1.0,5.0,0,0,4,1,1800.0
250.0,55.0,1.0,1.0,1.0,15.0,6,0,7,1,2512.0
250.0,50.0,1.0,1.0,1.0,5.0,2,0,6,2,2500.0
290.0,66.0,2.0,2.0,1.0,0.0,12,0,8,2,2700.0
200.0,60.0,2.0,2.0,0.0,0.0,13,0,8,2,2700.0
,105.0,3.0,1.0,1.0,6.0,29,0,3,4,1200.0
512.0,74.0,3.0,2.0,0.0,16.0,12,0,7,3,1800.0
350.0,63.0,1.0,1.0,1.0,15.0,11,0,8,2,2720.0
270.0,70.0,3.0,2.0,1.0,0.0,5,0,7,1,2200.0
150.0,69.0,3.0,2.0,0.0,4.0,14,0,6,2,3000.0
,60.0,2.0,1.0,0.0,0.0,9,0,4,2,2900.0
265.0,48.0,1.0,1.0,1.0,2.0,5,0,8,2,2550.0
150.0,76.0,2.0,2.0,0.0,0.0,0,0,7,1,2500.0
70.0,33.0,1.0,1.0,0.0,15.0,15,0,6,2,2000.0
345.0,135.0,2.0,2.0,1.0,30.0,9,0,7,2,3910.0
350.0,144.0,3.0,2.0,2.0,10.0,12,0,7,1,5300.0
200.0,58.0,2.0,2.0,0.0,10.0,26,0,4,2,2200.0
150.0,80.0,2.0,1.0,0.0,10.0,3,0,7,1,2200.0
980.0,230.0,3.0,4.0,2.0,4.0,2,0,7,1,8600.0
200.0,55.0,1.0,1.0,1.0,8.0,8,0,6,3,2200.0
150.0,55.0,2.0,1.0,0.0,15.0,16,0,7,4,2000.0
450.0,103.0,2.0,2.0,2.0,10.0,9,0,7,1,3800.0
,40.0,1.0,1.0,0.0,0.0,2,0,10,1,1670.0
150.0,64.0,2.0,2.0,1.0,26.0,0,0,10,1,3360.0
460.0,114.0,2.0,1.0,1.0,7.0,10,0,7,1,4520.0
360.0,58.0,2.0,2.0,0.0,1.0,13,1,8,3,2800.0
650.0,152.0,3.0,2.0,1.0,4.0,13,0,7,2,4800.0
100.0,80.0,2.0,1.0,0.0,0.0,6,0,7,1,2700.0
500.0,178.0,2.0,2.0,1.0,10.0,9,0,7,1,5950.0
370.0,125.0,3.0,3.0,2.0,0.0,5,0,7,1,3861.0
150.0,88.0,3.0,1.0,0.0,1.0,11,0,1,3,1200.0
188.0,55.0,2.0,2.0,0.0,0.0,9,0,8,2,1700.0
300.0,89.0,2.0,2.0,1.0,12.0,11,0,8,3,2800.0
,80.0,1.0,2.0,1.0,13.0,9,0,7,2,2587.0
500.0,112.0,3.0,3.0,2.0,10.0,7,0,7,1,3500.0
,80.0,2.0,1.0,0.0,25.0,7,0,6,3,1700.0
,82.0,2.0,1.0,0.0,40.0,5,0,7,1,2000.0
420.0,106.0,1.0,1.0,2.0,16.0,8,0,7,1,3072.0
250.0,45.0,1.0,1.0,0.0,0.0,17,0,6,2,1900.0
,50.0,2.0,1.0,0.0,0.0,6,0,7,1,2220.0
400.0,125.0,3.0,3.0,2.0,6.0,0,0,10,1,2100.0
260.0,50.0,1.0,1.0,1.0,3.0,4,1,7,1,2550.0
500.0,133.0,2.0,2.0,2.0,2.0,2,0,7,2,7400.0
,100.0,3.0,2.0,1.0,20.0,13,0,7,1,2550.0
280.0,59.0,2.0,2.0,1.0,0.0,10,0,4,1,2700.0
,60.0,2.0,1.0,0.0,0.0,7,0,6,3,1500.0
,150.0,2.0,2.0,1.0,6.0,10,0,8,3,2500.0
80.0,71.0,2.0,2.0,0.0,10.0,8,0,8,2,2200.0
390.0,62.0,2.0,1.0,1.0,0.0,11,0,7,2,3777.0
,42.0,1.0,1.0,0.0,7.0,13,0,7,4,1600.0
250.0,40.0,1.0,1.0,1.0,3.0,13,1,8,3,2500.0
180.0,105.0,3.0,3.0,0.0,0.0,16,0,7,4,2300.0
200.0,58.0,2.0,2.0,0.0,0.0,9,0,8,2,2800.0
150.0,45.0,1.0,1.0,0.0,8.0,4,0,6,3,1800.0
550.0,58.0,1.0,1.0,0.0,0.0,4,0,8,2,3500.0
160.0,45.0,1.0,1.0,0.0,0.0,0,0,7,1,2450.0
,80.0,3.0,2.0,0.0,8.0,17,0,6,3,2200.0
1950.0,327.0,3.0,3.0,2.0,25.0,5,0,7,1,7175.0
200.0,110.0,2.0,2.0,1.0,8.0,0,0,7,1,2000.0
436.0,50.0,1.0,1.0,1.0,28.0,6,0,7,1,2900.0
380.0,60.0,1.0,1.0,1.0,3.0,9,0,8,2,2256.0
300.0,60.0,1.0,1.0,1.0,7.0,5,0,6,2,2100.0
220.0,56.0,2.0,2.0,1.0,3.0,17,0,6,4,2300.0
600.0,96.0,2.0,2.0,1.0,8.0,0,0,10,1,3150.0
330.0,80.0,2.0,2.0,1.0,8.0,5,0,7,1,3740.0
,48.0,2.0,1.0,1.0,4.0,6,0,7,1,2440.0
220.0,48.0,1.0,1.0,0.0,0.0,5,1,7,1,3265.0
,30.0,1.0,1.0,0.0,10.0,10,0,7,2,800.0
300.0,40.0,1.0,1.0,1.0,9.0,12,0,8,3,2064.0
280.0,115.0,4.0,3.0,1.0,17.0,12,0,7,2,3700.0
,30.0,1.0,1.0,0.0,10.0,11,0,8,2,850.0
,54.0,1.0,1.0,0.0,58.0,12,0,8,3,2000.0
250.0,68.0,2.0,2.0,1.0,6.0,8,0,7,3,2800.0
350.0,80.0,3.0,2.0,0.0,5.0,9,0,8,4,2800.0
420.0,150.0,3.0,3.0,1.0,23.0,3,0,7,1,5600.0
70.0,56.0,2.0,1.0,0.0,9.0,21,1,8,2,1500.0
300.0,49.0,1.0,1.0,1.0,3.0,0,0,7,1,3040.0
250.0,75.0,1.0,2.0,0.0,11.0,11,1,8,3,2350.0
250.0,140.0,3.0,3.0,0.0,0.0,11,0,7,2,5250.0
150.0,66.0,1.0,1.0,0.0,3.0,9,0,1,2,1100.0
10.0,70.0,2.0,2.0,0.0,3.0,18,0,6,3,1900.0
160.0,45.0,1.0,1.0,0.0,14.0,0,0,6,1,2000.0
,100.0,2.0,1.0,0.0,7.0,13,0,6,2,2900.0
200.0,100.0,3.0,2.0,1.0,14.0,9,0,8,4,2600.0
100.0,130.0,3.0,2.0,0.0,30.0,13,0,8,2,2700.0
,60.0,2.0,1.0,0.0,0.0,12,0,1,3,1100.0
200.0,95.0,2.0,2.0,1.0,18.0,4,0,7,1,3213.0
,110.0,2.0,1.0,0.0,2.0,14,0,2,2,1000.0
,102.0,4.0,3.0,1.0,3.0,2,0,9,1,1350.0
,75.0,3.0,2.0,0.0,0.0,1,0,1,1,1200.0
,75.0,3.0,1.0,0.0,0.0,18,0,2,3,950.0
480.0,140.0,3.0,2.0,2.0,5.0,5,0,7,1,5975.0
476.0,85.0,1.0,1.0,2.0,14.0,11,1,8,3,3370.0
,80.0,2.0,1.0,0.0,10.0,14,0,2,2,950.0
225.0,65.0,3.0,2.0,1.0,0.0,8,0,4,2,1800.0
40.0,75.0,2.0,2.0,0.0,0.0,8,0,8,3,1400.0
,99.0,2.0,1.0,0.0,0.0,18,1,4,4,2200.0
600.0,192.0,3.0,2.0,2.0,6.0,0,0,7,1,6150.0
,126.0,2.0,2.0,0.0,3.0,11,0,5,2,2800.0
,249.0,3.0,3.0,2.0,13.0,6,0,7,1,5831.0
150.0,110.0,4.0,2.0,1.0,10.0,2,0,4,1,3500.0
,44.0,1.0,1.0,0.0,0.0,7,1,7,1,3470.0
300.0,113.0,3.0,3.0,1.0,5.0,13,0,6,3,3200.0
400.0,150.0,3.0,2.0,1.0,12.0,4,0,7,1,4450.0
110.0,84.0,3.0,1.0,0.0,40.0,15,1,7,1,2300.0
,86.0,3.0,2.0,0.0,0.0,2,0,4,2,1499.0
390.0,68.0,2.0,2.0,1.0,2.0,11,0,8,2,3000.0
,70.0,3.0,2.0,0.0,2.0,17,1,8,2,2000.0
,65.0,2.0,1.0,0.0,0.0,12,0,6,3,1600.0
350.0,80.0,3.0,2.0,1.0,3.0,9,0,8,4,2690.0
250.0,70.0,2.0,1.0,0.0,35.0,15,1,8,2,2000.0
