mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,total_servicios_prox,total_transporte_aprox,zona_apeim_cod,categoria_crimenes_cod,precio_pen
320.0,64.0,2.0,2.0,1.0,2.0,8,0,7,3,3300.0
800.0,200.0,4.0,3.0,1.0,14.0,5,0,7,2,9045.0
,75.0,2.0,2.0,0.0,0.0,7,3,7,3,2995.0
430.0,140.0,2.0,3.0,2.0,15.0,8,0,7,2,4500.0
400.0,105.0,2.0,2.0,1.0,3.0,9,0,7,2,4100.0
460.0,85.0,2.0,2.0,1.0,18.0,3,0,7,1,2890.0
400.0,108.0,3.0,3.0,1.0,18.0,3,0,7,1,5379.0
470.0,100.0,3.0,2.0,1.0,14.0,3,1,7,1,3552.0
280.0,84.0,2.0,3.0,2.0,8.0,4,1,7,2,3500.0
,60.0,2.0,2.0,0.0,35.0,14,4,7,3,1800.0
640.0,100.0,2.0,2.0,1.0,14.0,1,0,7,2,4000.0
,40.0,1.0,1.0,0.0,1.0,1,0,7,2,2200.0
700.0,210.0,3.0,2.0,0.0,12.0,5,0,7,2,7000.0
600.0,130.0,3.0,3.0,1.0,20.0,5,0,7,1,4100.0
530.0,110.0,1.0,2.0,2.0,9.0,2,0,7,2,4731.0
400.0,160.0,3.0,2.0,1.0,35.0,4,0,7,1,5050.0
713.0,97.0,2.0,2.0,1.0,12.0,7,0,7,2,3800.0
450.0,105.0,2.0,2.0,1.0,12.0,1,0,7,1,4437.0
199.0,80.0,1.0,1.0,0.0,10.0,9,0,7,2,2599.0
360.0,80.0,2.0,2.0,1.0,9.0,9,0,7,3,3500.0
400.0,71.0,2.0,2.0,1.0,0.0,7,0,7,1,4511.0
,26.0,1.0,1.0,0.0,5.0,1,0,7,1,2000.0
350.0,180.0,2.0,3.0,1.0,40.0,11,0,7,1,4300.0
400.0,80.0,2.0,3.0,1.0,3.0,2,1,7,1,3100.0
320.0,125.0,3.0,2.0,1.0,9.0,1,0,7,1,4180.0
,84.0,3.0,2.0,0.0,23.0,7,0,7,2,3440.0
320.0,88.0,2.0,2.0,1.0,1.0,3,1,7,2,3300.0
100.0,60.0,1.0,1.0,0.0,50.0,14,0,7,2,2485.0
350.0,120.0,3.0,2.0,1.0,25.0,5,2,7,2,4100.0
150.0,55.0,1.0,1.0,0.0,5.0,5,0,7,1,2900.0
420.0,90.0,2.0,2.0,1.0,5.0,9,0,7,2,3320.0
650.0,180.0,3.0,4.0,2.0,4.0,4,1,7,1,4000.0
470.0,104.0,3.0,3.0,2.0,12.0,8,0,7,1,5103.0
350.0,60.0,1.0,1.0,1.0,3.0,3,1,7,1,3500.0
,108.0,2.0,3.0,1.0,0.0,3,0,7,2,3515.0
1040.0,168.0,3.0,3.0,2.0,11.0,10,0,7,2,6382.0
460.0,128.0,2.0,3.0,2.0,4.0,13,0,7,2,4000.0
480.0,85.0,2.0,2.0,1.0,4.0,7,0,7,2,4150.0
800.0,115.0,2.0,2.0,2.0,15.0,10,0,7,2,4930.0
350.0,80.0,3.0,2.0,0.0,20.0,5,0,7,2,4200.0
150.0,60.0,2.0,1.0,0.0,5.0,5,0,7,1,2900.0
300.0,80.0,2.0,2.0,1.0,3.0,5,2,7,2,3400.0
750.0,130.0,3.0,2.0,2.0,9.0,5,0,7,1,6403.0
350.0,100.0,2.0,2.0,1.0,5.0,7,1,7,1,3450.0
528.0,62.0,2.0,2.0,0.0,0.0,3,1,7,1,3380.0
350.0,81.0,2.0,2.0,1.0,9.0,9,0,7,3,3250.0
530.0,91.0,2.0,2.0,1.0,12.0,4,0,7,1,4459.0
250.0,50.0,1.0,1.0,1.0,8.0,3,0,7,1,2350.0
350.0,107.0,2.0,3.0,1.0,9.0,1,0,7,2,3709.0
450.0,98.0,3.0,3.0,1.0,9.0,3,1,7,1,3150.0
300.0,85.0,1.0,2.0,1.0,4.0,6,0,7,1,2520.0
280.0,60.0,2.0,2.0,1.0,1.0,7,0,7,2,4312.0
499.0,120.0,2.0,2.0,1.0,14.0,14,0,7,1,4400.0
600.0,180.0,3.0,2.0,2.0,23.0,1,0,7,1,4400.0
580.0,121.0,2.0,2.0,2.0,10.0,5,0,7,1,5320.0
380.0,103.0,3.0,2.0,1.0,6.0,9,0,7,3,4688.0
350.0,100.0,2.0,3.0,1.0,8.0,1,0,7,1,3280.0
300.0,70.0,2.0,2.0,0.0,8.0,3,1,7,1,2650.0
1000.0,220.0,3.0,2.0,2.0,10.0,14,0,7,1,8500.0
390.0,80.0,2.0,2.0,1.0,15.0,7,0,7,2,4044.0
450.0,146.0,5.0,5.0,1.0,10.0,9,0,7,2,4670.0
700.0,124.0,2.0,2.0,1.0,4.0,11,0,7,2,6200.0
460.0,87.0,2.0,2.0,1.0,1.0,9,0,7,2,5205.0
300.0,83.0,2.0,2.0,1.0,8.0,5,0,7,2,3250.0
550.0,89.0,2.0,2.0,0.0,7.0,5,2,7,2,7524.0
450.0,137.0,2.0,2.0,1.0,10.0,0,0,7,2,4900.0
290.0,65.0,1.0,1.0,1.0,40.0,10,0,7,2,2587.0
366.0,102.0,3.0,2.0,1.0,7.0,10,0,7,2,5160.0
350.0,52.0,2.0,2.0,1.0,10.0,8,0,7,2,2900.0
750.0,131.0,2.0,2.0,1.0,7.0,11,0,7,2,7560.0
200.0,70.0,1.0,1.0,0.0,20.0,9,0,7,3,2500.0
450.0,135.0,3.0,2.0,1.0,2.0,1,0,7,1,4175.0
230.0,52.0,1.0,1.0,0.0,1.0,6,1,7,1,2700.0
