pagina,precio,mantenimiento,direccion,ubicacion,area,dorm,banios,estac,URL,fecha_publicacion,fecha_publicacion_exacta,visualizaciones,inmobiliaria,antiguedad_inmueble
46,"S/ 1,169,150 · USD 349,000",,"Calle Los Ficus N 3, San Isidro","San Isidro, Lima",528 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-hermoso-departamento-duplex-en-calle-los-ficus-n-148840841.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=5,Publicado hace 88 días,2026-02-02,170 visualizaciones,Hogar & Estilo Inmobiliaria,30 años
46,"S/ 362,000 · USD 107,000",S/ 300 Mantenimiento,Calle Mercedes Gallagher al 300,"San Miguel, Lima",58 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-amoblado-a-un-paso-de-tottus-148837865.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=6,Publicado hace 88 días,2026-02-02,105 visualizaciones,RODRIGUEZ LEZAMA GEORGE DANIEL,3 años
46,"S/ 1,884,600 · USD 540,000",,La Molina,"El Remanso, La Molina",300 m² tot.,4 dorm.,4 baños,,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-espaciosa-en-calle-privada-y-tranquila-el-148834453.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=7,Publicado hace 89 días,2026-02-01,112 visualizaciones,PROINSAC,30 años
46,"S/ 512,560 · USD 149,000",,Teruel,"La Capilla, La Molina",135 m² tot.,3 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin--oportunidad!-acogedor-departamento-de-estreno-en-urb.-148834514.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=8,Publicado hace 89 días,2026-02-01,155 visualizaciones,PROINSAC,10 años
46,"S/ 1,172,500 · USD 350,000",,"Calle Vanderghen N 3, Piso 4, San Isidro","San Isidro, Lima",172 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-lindo-departamento-duplex-en-calle-vanderghen-n-148804706.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=46&n_pos=9,Publicado hace 93 días,2026-01-28,123 visualizaciones,Hogar & Estilo Inmobiliaria,19 años
46,"S/ 435,600 · USD 120,000",S/ 150 Mantenimiento,"Jiron Arica, al 200","San Miguel, Lima",60 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-a-la-venta-en-san-miguel-jiron-arica-148804240.html?n_src=Listado&n_pills=Seguridad&n_pg=46&n_pos=10,Publicado hace 93 días,2026-01-28,49 visualizaciones,REMAX TALENTO,10 años
46,"S/ 12,358,000 · USD 3,700,000",,av Cajamarquilla,"Chosica (Lurigancho), Lima",16667 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-venta-de-terreno-en-huachipa-ate-148796281.html?n_src=Listado&n_pg=46&n_pos=11,Publicado hace 94 días,2026-01-27,89 visualizaciones,REMAX AHORA,A estrenar
46,"S/ 520,000",,Av Gral Garzón al 2000,"Jesús María, Lima",73 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-de-estreno-3-dorms.-no-paga-alcabala-148787987.html?n_src=Listado&n_pills=Seguridad&n_pg=46&n_pos=12,Publicado hace 94 días,2026-01-27,88 visualizaciones,CASABIA,A estrenar
46,"S/ 342,000 · USD 100,000",S/ 290 Mantenimiento,Av. Del Río 257 - Dpto. 1102,"Pueblo Libre, Lima",50 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-pueblo-libre-2-dormitorio-estreno-148744577.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=46&n_pos=13,Publicado hace 98 días,2026-01-23,143 visualizaciones,Minerva Studio,A estrenar
46,"S/ 2,183,000 · USD 650,000",,Calle Punta Negra al 400,"San Isidro, Lima",248 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-la-casa-de-tus-suenos-con-ascensor-para-todos-los-148742266.html?n_src=Listado&n_pills=Gimnasio&n_pg=46&n_pos=14,Publicado hace 99 días,2026-01-22,213 visualizaciones,RODRIGUEZ LEZAMA GEORGE DANIEL,15 años
46,"S/ 330,000",,Av Gral Garzón al 2000,"Jesús María, Lima",42 m² tot.,1 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-monoambiente-de-estreno-148735109.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=46&n_pos=15,Publicado hace 99 días,2026-01-22,91 visualizaciones,CASABIA,A estrenar
46,"S/ 247,900 · USD 74,000",,Condominio Friendz,"La Campiña, Chorrillos",46 m² tot.,2 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-chorrillos-limite-con-surco-areas-148583958.html?n_src=Listado&n_pills=Parrilla&n_pg=46&n_pos=16,Publicado hace 116 días,2026-01-05,126 visualizaciones,REMAX TALENTO,2 años
46,"S/ 684,560 · USD 199,000",,Jr. Juan Jose Crespo al 100,"Ate Vitarte, Lima",372 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-a-la-venta-en-ate-vitarte-147856025.html?n_src=Listado&n_pg=46&n_pos=17,Publicado hace 204 días,2025-10-09,53 visualizaciones,REMAX TALENTO,40 años
46,"S/ 368,500 · USD 110,000",,Avenida Mariano H Cornejo al 1200,"Pueblo Libre, Lima",97 m² tot.,3 dorm.,,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-a-la-venta-en-pueblo-libre-147943108.html?n_src=Listado&n_pg=46&n_pos=18,Publicado hace 194 días,2025-10-19,511 visualizaciones,REMAX TALENTO,30 años
46,"S/ 818,300 · USD 245,000",,Avenida Vallles del sur,"Los Sauces, Surquillo",108 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-duplex-de-estreno-con-vista-directa-al-parque-no-148711926.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=19,Publicado hace 101 días,2026-01-20,33 visualizaciones,LIÉN Boutique Inmobiliaria,1 años
46,"S/ 1,658,250 · USD 495,000",,"Avenida Santo Toribio N° 1, Piso 1, San Isidro","San Isidro, Lima",227 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-lindo-departamento-en-av-santo-toribio-n-1-148710370.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=46&n_pos=20,Publicado hace 101 días,2026-01-20,121 visualizaciones,Hogar & Estilo Inmobiliaria,9 años
46,"S/ 1,649,000 · USD 485,000",,el Sauce 500 Surquillo,"Los Sauces, Surquillo",129 m² tot.,10 dorm.,5 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-casa-con-jardin-cerca-a-pedro-venturo-con-146495072.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=21,Publicado hace 347 días,2025-05-19,78 visualizaciones,Spark,30 años
46,"S/ 4,462,500 · USD 1,190,000",,La Planicie,"La Planicie, La Molina",1189 m² tot.,4 dorm.,6 baños,8 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain--super-precio!-hermosa-residencia-de-1-189-m-sup2--145599536.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=46&n_pos=22,Publicado hace más de 1 año,,58 visualizaciones,Lista Inmobiliaria Perú,20 años
46,"S/ 4,514,400 · USD 1,320,000",,"Av, Reducto - Miraflores","Armendariz, Miraflores",302 m² tot.,,3 baños,6 estac.,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-a-la-venta-en-la-av-reducto-miraflores-146315374.html?n_src=Listado&n_pg=46&n_pos=23,Publicado hace más de 1 año,,43 visualizaciones,REMAX TALENTO,67 años
46,"S/ 463,698 · USD 138,500",S/ 200 Mantenimiento,Durero al 300,"San Borja, Lima",80 m² tot.,2 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-a-la-venta-en-san-borja-147823243.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=24,Publicado hace 207 días,2025-10-06,449 visualizaciones,REMAX TALENTO,28 años
46,"S/ 804,000 · USD 238,000",S/ 400 Mantenimiento,Av. Valles del Sur,"Capebco, Surquillo",108 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-flat-de-estreno-surco-higuereta-148690290.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=25,Publicado hace 103 días,2026-01-18,34 visualizaciones,LIÉN Boutique Inmobiliaria,A estrenar
46,"S/ 534,400 · USD 151,000",S/ 340 Mantenimiento,Malecon Bertolotto al 100,"San Miguel, Lima",87 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-departamento-con-vista-al-mar-en-san-miguel-148675040.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=46&n_pos=26,Publicado hace 104 días,2026-01-17,180 visualizaciones,SMITH REAL ESTATE,12 años
46,"S/ 20,167,270 · USD 5,931,550",,Av. Pedro Huilca,"Villa el Salvador, Lima",8400 m² tot.,,12 baños,12 estac.,https://www.adondevivir.com/propiedades/clasificado/veclniin-local-industrial-en-venta-de-8-400-m-sup2--parque-142577014.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=46&n_pos=27,Publicado hace más de 1 año,,19 visualizaciones,RENTAMÁS PERÚ,8 años
46,"S/ 696,700 · USD 199,000",S/ 250 Mantenimiento,Holbein al 147,"Vipep, Surquillo",112 m² tot.,3 dorm.,3 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-se-vende-depa-cochera-en-surquillo-vista-externa-a-148673828.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=46&n_pos=28,Publicado hace 105 días,2026-01-16,91 visualizaciones,KAYRÓS INMOBILIARIA,13 años
46,"S/ 2,170,950 · USD 615,000",,Jr. Cesar Vallejo al 400,"Santiago de Surco, Lima",308 m² tot.,4 dorm.,4 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-a-la-venta-en-santiago-de-surco-146382864.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=46&n_pos=29,Publicado hace 360 días,2025-05-06,78 visualizaciones,REMAX TALENTO,60 años
46,"S/ 800,400 · USD 230,000",S/ 550 Mantenimiento,PIO XII al 300,"Santiago de Surco, Lima",127 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-con-vista-panoramica-en-la-mejor-zona-de-147842645.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=46&n_pos=30,Publicado hace 205 días,2025-10-08,109 visualizaciones,REMAX TALENTO,15 años
47,"S/ 370,000 · USD 110,119",,AV Colonial al 2700,"Pueblo Libre, Lima",76 m² tot.,3 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-a-la-venta-en-pueblo-libre-148537090.html?n_src=Listado&n_pills=Gimnasio&n_pg=47&n_pos=1,Publicado hace 124 días,2025-12-28,210 visualizaciones,REMAX TALENTO,3 años
47,"S/ 636,500 · USD 190,000",,Calle Titanes al 100,"La Campiña, Chorrillos",241 m² tot.,6 dorm.,3 baños,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-en-zona-comercial-de-chorrillos-146288486.html?n_src=Listado&n_pg=47&n_pos=2,Publicado hace más de 1 año,,40 visualizaciones,REMAX TALENTO,A estrenar
47,"S/ 1,416,345 · USD 410,000",,Av. Gnral Eugenio Garzón 2241,"Jesús María, Lima",160 m² tot.,5 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclcain-jesus-maria:-casa-terreno-comercial-en-venta-160-148643130.html?n_src=Listado&n_pg=47&n_pos=3,Publicado hace 108 días,2026-01-13,243 visualizaciones,TAPIA RODRIGUEZ JESSICA DENISE,30 años
47,"S/ 1,068,000 · USD 318,000",S/ 500 Mantenimiento,Ugarte y Moscoso al 300,"San Isidro, Lima",110 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-san-isidro-148613351.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=47&n_pos=4,Publicado hace 113 días,2026-01-08,171 visualizaciones,MONTENEGRO GROUP S.A.C,3 años
47,"S/ 5,546,805 · USD 1,650,000",S/ 800 Mantenimiento,Calle Las Palomas 1,"La Pradera, La Molina",1080 m² tot.,4 dorm.,4 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-hermosa-casa-1080-m-sup2--urb.-la-pradera-la-65445253.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=47&n_pos=5,Publicado hace más de 1 año,,47 visualizaciones,INMOBILIARIA MERCEDES SOLIDORO,12 años
47,"S/ 1,713,000 · USD 495,000",,Avenida Dos de Mayo al 1400,"Jesús María, Lima",206 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-en-san-isidro-cerca-del-country-148571611.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=47&n_pos=6,Publicado hace 117 días,2026-01-04,105 visualizaciones,LIÉN Boutique Inmobiliaria,1 años
47,"S/ 3,159,000 · USD 895,000",,Roca y Boloña 809,"Aurora, Miraflores",574 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-terreno-de-574-m-sup2--en-venta-en-aurora-147357355.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=47&n_pos=7,Publicado hace 255 días,2025-08-19,67 visualizaciones,Exploria Grupo Inmobiliario,A estrenar
47,"S/ 659,950 · USD 197,000",S/ 450 Mantenimiento,Luis Felipe Villaran,"San Isidro, Lima",80 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-duplex-exclusivo-con-todo-lo-que-necesitas-diseno-y-146887688.html?n_src=Listado&n_pills=Piscina&n_pg=47&n_pos=8,Publicado hace 304 días,2025-07-01,86 visualizaciones,Exploria Grupo Inmobiliario,1 años
47,"S/ 3,622,500 · USD 1,050,000",,El montículo,"La Planicie, La Molina",700 m² tot.,,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-espectacular-casa-en-la-planicie-la-molina-148246763.html?n_src=Listado&n_pills=Gimnasio&n_pg=47&n_pos=9,Publicado hace 162 días,2025-11-20,112 visualizaciones,Melanie Morris,15 años
47,"S/ 4,141,200 · USD 1,190,000",,"Jose Leon Barandiaran 300, La Planicie","La Planicie, La Molina",863 m² tot.,4 dorm.,4 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-casa-de-at.-863-m-sup2--en-exclusivo-condominio-la-148050759.html?n_src=Listado&n_pills=Piscina&n_pg=47&n_pos=10,Publicado hace 183 días,2025-10-30,88 visualizaciones,Lista Inmobiliaria Perú,A estrenar
47,"S/ 4,680,600 · USD 1,345,000",,"Jose Leon Barandiarán 300, La Planicie","La Planicie, La Molina",1085 m² tot.,4 dorm.,4 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-linda-casa-de-at.-1085-m-sup2--en-exclusivo-148050802.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=47&n_pos=11,Publicado hace 183 días,2025-10-30,78 visualizaciones,Lista Inmobiliaria Perú,A estrenar
47,"S/ 12,863,000 · USD 3,800,000",S/ 1 Mantenimiento,LA PLANICIE,"La Planicie, La Molina",5099 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/vecltein-casa-como-terreno-en-zona-tranquila-la-planicie-142550755.html?n_src=Listado&n_pg=47&n_pos=12,Publicado hace más de 1 año,,60 visualizaciones,PROINSAC,15 años
47,"S/ 6,720,000 · USD 2,000,000",,LAS Laderas 5XX - Casuarinas,"Santiago de Surco, Lima",2500 m² tot.,3 dorm.,3 baños,8 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-hermosa-y-amplia-casa-en-casuarinas-1-148397167.html?n_src=Listado&n_pills=Parrilla&n_pg=47&n_pos=13,Publicado hace 145 días,2025-12-07,95 visualizaciones,LUCY MIER Y TERAN FLORES,23 años
47,"S/ 1,898,500 · USD 550,000",,DIEGO DE AGÜERO,"Santiago de Surco, Lima",290 m² tot.,4 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-ocasion-remate!-linda-casa-en-diego-de-aguero-cdra.-2-142550918.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=14,Publicado hace más de 1 año,,143 visualizaciones,PROINSAC,1 años
47,"S/ 4,590,000 · USD 1,350,000",,Bernardo Monteagudo,"San Isidro, Lima",603 m² tot.,5 dorm.,5 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-excelente-venta-de-casa-en-esquina-en-zona-tranquila-146895939.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=47&n_pos=15,Publicado hace 304 días,2025-07-01,79 visualizaciones,Exploria Grupo Inmobiliario,30 años
47,"S/ 483,000",S/ 1 Mantenimiento,SAN ISIDRO,"San Isidro, Lima",38 m² tot.,1 dorm.,,,https://www.adondevivir.com/propiedades/clasificado/veclocin-san-isidro-venta-oficina-nuevo-centro-financiero-san-148047477.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=16,Publicado hace 184 días,2025-10-29,20 visualizaciones,LATIN REAL ESTATE,A estrenar
47,"S/ 1,306,500 · USD 390,000",S/ 500 Mantenimiento,AURORA MIRAFLORES,"Aurora, Miraflores",152 m² tot.,3 dorm.,2 baños,,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-en-la-aurora-miraflores-147697778.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=47&n_pos=17,Publicado hace 219 días,2025-09-24,110 visualizaciones,LATIN REAL ESTATE,A estrenar
47,"S/ 1,870,000 · USD 550,000","S/ 1,500 Mantenimiento","Malecon Grau 580, Punta Hermosa - Duplex 401","Punta Hermosa, Lima",297 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-punta-hermosa-pent-house-vista-al-148220635.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=47&n_pos=18,Publicado hace 165 días,2025-11-17,94 visualizaciones,Minerva Studio,A estrenar
47,"S/ 415,400 · USD 118,000",S/ 280 Mantenimiento,"Velasco Astete 312, San Borja","San Borja, Lima",64 m² tot.,1 dorm.,1 baño,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-departamento-san-borja-148219448.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=19,Publicado hace 165 días,2025-11-17,216 visualizaciones,VIVENTA GRUPO INMOBILIARIO,20 años
47,"S/ 2,830,800 · USD 840,000",,Merida,"Santiago de Surco, Lima",511 m² tot.,6 dorm.,5 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-bellisima-casa-con-piscina-area-de-parrillas-148199022.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=20,Publicado hace 168 días,2025-11-14,32 visualizaciones,SERVICIOS INMOBILIARIOS INTEGRALES HAPPY HOME,5 años
47,S/ 1,,San Isidro,"San Isidro, Lima",950 m² tot.,6 dorm.,5 baños,6 estac.,https://www.adondevivir.com/propiedades/clasificado/veclocin-amplia-casa-super-ubicacion!-a.-e-147506648.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=47&n_pos=21,Publicado hace 241 días,2025-09-02,22 visualizaciones,SERVICIOS INMOBILIARIOS INTEGRALES HAPPY HOME,8 años
47,S/ 1,,Jockey Plaza,"Santiago de Surco, Lima",300 m² tot.,4 dorm.,5 baños,5 estac.,https://www.adondevivir.com/propiedades/clasificado/vecllcin-alta-exposicion-de-marca-frente-jockey-plaza-147514739.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=47&n_pos=22,Publicado hace 240 días,2025-09-03,45 visualizaciones,SERVICIOS INMOBILIARIOS INTEGRALES HAPPY HOME,3 años
47,S/ 1,,Jockey Plaza,"Santiago de Surco, Lima",550 m² tot.,2 dorm.,1 baño,2 estac.,https://www.adondevivir.com/propiedades/clasificado/vecllcin-inmejorable-ubicacion-frente-al-jockey-plaza!-a.-e-147514365.html?n_src=Listado&n_pills=Cerca+a+colegios&n_pg=47&n_pos=23,Publicado hace 240 días,2025-09-03,102 visualizaciones,SERVICIOS INMOBILIARIOS INTEGRALES HAPPY HOME,3 años
47,"S/ 1,070,850 · USD 295,000",S/ 650 Mantenimiento,chacarilla,"Santiago de Surco, Lima",158 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-hermoso-departamento-super-ubicacion!-c.-g-146517553.html?n_src=Listado&n_pills=Guardian%C3%ADa%2FSeguridad+privada&n_pg=47&n_pos=24,Publicado hace 345 días,2025-05-21,133 visualizaciones,SERVICIOS INMOBILIARIOS INTEGRALES HAPPY HOME,4 años
47,S/ 1,,San Isidro,"San Isidro, Lima",950 m² tot.,30 dorm.,15 baños,12 estac.,https://www.adondevivir.com/propiedades/clasificado/vecllcin-inmejorable-ubicacion!-c.-g-146466907.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=25,Publicado hace 351 días,2025-05-15,64 visualizaciones,SERVICIOS INMOBILIARIOS INTEGRALES HAPPY HOME,4 años
47,"S/ 1,689,600 · USD 480,000",,Urb. Las Lagunas,"Las Lagunas, La Molina",298 m² tot.,4 dorm.,4 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-ubicacion-privilegiada-casa-en-venta-urb.-las-144672712.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=26,Publicado hace más de 1 año,,135 visualizaciones,PROINSAC,14 años
47,"S/ 1,396,000 · USD 415,000",S/ 850 Mantenimiento,Avenida Parque Sur al 400,"San Isidro, Lima",280 m² tot.,3 dorm.,3 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-duplex-con-piscina-148172885.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=27,Publicado hace 171 días,2025-11-11,83 visualizaciones,RODRIGUEZ LEZAMA GEORGE DANIEL,10 años
47,"S/ 1,341,606 · USD 394,590",,"Calle Verrocchio 1, San Borja","San Borja, Lima",250 m² tot.,4 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-casa-en-calle-verrocchio-1-san-borja-148111895.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=28,Publicado hace 177 días,2025-11-05,317 visualizaciones,Hogar & Estilo Inmobiliaria,14 años
47,"S/ 1,287,000 · USD 380,000",S/ 900 Mantenimiento,Avenida Rivera Navarrete 762,"San Isidro, Lima",207 m² tot.,,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclocin-oficina-en-el-corazon-del-centro-financiero-en-san-148101546.html?n_src=Listado&n_pills=Seguridad&n_pg=47&n_pos=29,Publicado hace 178 días,2025-11-04,,RODRIGUEZ LEZAMA GEORGE DANIEL,40 años
47,"S/ 5,812,810 · USD 1,700,000",S/ 800 Mantenimiento,CALLE LA COMPUERTA,"La Planicie, La Molina",1050 m² tot.,5 dorm.,5 baños,4 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-moderna-casa-1050-m-sup2--5dorm-piscina-en-la-147906386.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=47&n_pos=30,Publicado hace 199 días,2025-10-14,83 visualizaciones,INMOBILIARIA MERCEDES SOLIDORO,10 años
48,"S/ 479,000 · USD 139,000",S/ 350 Mantenimiento,Av. Del Río 257 - Dpto 303,"Pueblo Libre, Lima",68 m² tot.,3 dorm.,1 baño,,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-en-pueblo-libre-de-estreno-3-dorm.-147948738.html?n_src=Listado&n_pills=Gimnasio&n_pg=48&n_pos=1,Publicado hace 194 días,2025-10-19,118 visualizaciones,Minerva Studio,A estrenar
48,"S/ 569,250 · USD 165,000",,"Alameda del Corregidor 15, Piso 1, Urb Sirius, La Molina","Sirius, La Molina",102 m² tot.,3 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-lindo-departamento-en-alameda-del-corregidor-15-147907616.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=48&n_pos=2,Publicado hace 199 días,2025-10-14,132 visualizaciones,Hogar & Estilo Inmobiliaria,12 años
48,"S/ 737,000 · USD 220,000",S/ 300 Mantenimiento,"Avenida Rivera Navarrete 5, Piso 5, San Isidro","San Isidro, Lima",65 m² tot.,2 dorm.,2 baños,1 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-lindo-departamento-en-av-rivera-navarrete-5-146199184.html?n_src=Listado&n_pills=Cuartos+de+servicio&n_pg=48&n_pos=3,Publicado hace más de 1 año,,63 visualizaciones,Hogar & Estilo Inmobiliaria,A estrenar
48,"S/ 32,560,000 · USD 8,800,000",S/ 100 Mantenimiento,"Calle El Cascajal N° x, Urb. Casuarinas, Santiago de Surco","Santiago de Surco, Lima",3100 m² tot.,6 dorm.,8 baños,10 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-vendo-preciosa-casa-en-calle-el-cascajal-n-xxx-urb-144729825.html?n_src=Listado&n_pills=%C3%81rea+de+lavander%C3%ADa&n_pg=48&n_pos=4,Publicado hace más de 1 año,,195 visualizaciones,Hogar & Estilo Inmobiliaria,2 años
48,"S/ 1,337,000 · USD 352,000",,San Borja,"San Borja, Lima",158 m² tot.,3 dorm.,2 baños,2 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-hermosos-departamentos-frente-a-parque-147611261.html?n_src=Listado&n_pills=Seguridad&n_pg=48&n_pos=5,Publicado hace 229 días,2025-09-14,97 visualizaciones,MASCASA INMOBILIARIA,A estrenar
48,"S/ 23,460,000 · USD 6,900,000",S/ 950 Mantenimiento,CALLE BAYONA 3,"La Estancia, La Molina",4867 m² tot.,3 dorm.,5 baños,10 estac.,https://www.adondevivir.com/propiedades/clasificado/veclcain-espectacular-residencia-con-finos-acabados-en-la-147206833.html?n_src=Listado&n_pills=Piscina&n_pg=48&n_pos=6,Publicado hace 270 días,2025-08-04,81 visualizaciones,INMOBILIARIA MERCEDES SOLIDORO,20 años
48,"S/ 23,239,996 · USD 6,800,000",,Colortex villa el salvador,"Villa el Salvador, Lima",12697 m² tot.,,,,https://www.adondevivir.com/propiedades/clasificado/veclniin-venta-de-terreno-industrial-en-villa-el-salvador-145646519.html?n_src=Listado&n_pg=48&n_pos=7,Publicado hace más de 1 año,,,Cushman & Wakefield,1 años
48,"S/ 2,654,225 · USD 700,000",,Malecón Grau,"Chorrillos, Chorrillos",390 m² tot.,3 dorm.,3 baños,3 estac.,https://www.adondevivir.com/propiedades/clasificado/veclapin-en-venta-departamento-de-390-m-sup2--malecon-grau-147179352.html?n_src=Listado&n_pills=Jard%C3%ADn&n_pg=48&n_pos=8,Publicado hace 273 días,2025-08-01,56 visualizaciones,TAPIA RODRIGUEZ JESSICA DENISE,23 años
