precio_pen,precio_usd,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,fecha_pub,distrito,nivel_socioeconomico,direccion_completa,latitud,longitud,URL
3250.0,900.0,530.0,84.0,2.0,2.0,1.0,17.0,43.0,2025-05-30,miraflores,A,"calle tripoli al 300, miraflores",-12.1249985,-77.0355388,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-amoblado-de-2-dorm.-a-un-paso-del-malecon-146582164.html
2400.0,680.0,200.0,36.0,1.0,1.0,,5.0,15.0,2025-05-29,barranco,A,"jr carlos arrieta, barranco",-12.1372237,-77.0204236,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-amoblado-y-equipado-barranco-146509464.html
4015.0,1100.0,740.0,143.0,3.0,3.0,1.0,0.0,56.0,2025-05-30,miraflores,A,"porta 456 miraflores al 400, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-deparmento-en-1er-piso-miraflores-146579162.html
2250.0,,250.0,88.0,3.0,2.0,,6.0,123.0,2025-05-30,san miguel,B,"calle chinchaysuyo 098 san miguel, san miguel",-12.072209,-77.09442,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-miguel-146578611.html
4968.0,1350.0,366.0,115.0,3.0,2.0,,9.0,18.0,2025-06-16,miraflores,A,"avenida jose pardo al 500, miraflores",-12.1191345,-77.036787,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-3dorm.-en-upper-pardo-146500496.html
2080.0,560.0,200.0,44.0,1.0,1.0,,13.0,173.0,2025-05-30,barranco,A,"centenario, barranco",-12.14101,-77.02338,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-en-alquiler-a-unos-pasos-del-146445015.html
2100.0,570.0,,67.0,,2.0,1.0,15.0,,,lince,B,"domingo casanova 230, lince",-12.0898629,-77.033209,https://www.adondevivir.com/propiedades/clasificado/alclapin-oficina-y-o-minidepartamento-cochera-amplia-cocina-146565673.html
2030.0,115000.0,210.0,38.0,1.0,1.0,,4.0,156.0,2025-05-20,barranco,A,"carlos arrieta 190, barranco",-12.1378906,-77.0222333,https://www.adondevivir.com/propiedades/clasificado/veclapin-bello-departamento-en-alquiler-o-venta-con-vista-al-146477452.html
2300.0,115000.0,190.0,47.0,1.0,1.0,,2.0,96.0,2025-05-26,san isidro,A,"aramburu, san isidro",-12.1023625,-77.0234548,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-dpto.-como-inversion-en-zona-centrica-de-san-146535173.html
2700.0,,140.0,95.0,1.0,2.0,1.0,15.0,70.0,2025-05-28,surco,A,"padre luis tezza, santiago de surco",-12.1027972,-76.9713927,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-duplex-en-1er.-piso-en-surco.-146411710.html
4380.0,1200.0,480.0,100.0,2.0,2.0,1.0,3.0,164.0,2025-05-28,san isidro,A,"calle las camelias 800, san isidro",-12.0974277,-77.0288278,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-vista-y-salida-a-parque-san-isidro-146423578.html
2600.0,,280.0,62.0,2.0,2.0,1.0,0.0,90.0,2025-05-26,magdalena,B,"antonio miroquesada, magdalena",-12.0903133,-77.0702032,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-magdalena-limite-con-san-isidro-146543898.html
2373.0,650.0,140.0,53.0,1.0,1.0,,6.0,98.0,2025-05-27,lince,B,"manco segundo 2515, lince",-12.0866923,-77.0458817,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-amoblado-142983494.html
2600.0,700.0,220.0,40.0,1.0,1.0,,0.0,29.0,2025-05-26,barranco,A,"av el sol oeste barranco, barranco",-12.1391916,-77.0241223,https://www.adondevivir.com/propiedades/clasificado/alclapin-barranco-01-dormitorio-40-m-balcon-vista-al-146505374.html
4396.0,1200.0,500.0,125.0,3.0,3.0,1.0,,,,miraflores,A,"berlin cuadra 8, miraflores",52.52000659999999,13.404954,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-125-m-sup2--de-3-dorm.-1-146311377.html
3500.0,950.0,350.0,98.0,2.0,3.0,1.0,16.0,43.0,2025-05-26,miraflores,A,"juan moore 300, miraflores",-12.1204863,-77.04182759999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-amoblado-en-miraflores-a-media-146063155.html
3500.0,,350.0,97.0,3.0,4.0,1.0,8.0,,,lince,B,"manco segundo, lince",-12.0851904,-77.0462263,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-97-m-sup2--3-dorm.-cochera-s-146530318.html
2500.0,680.0,330.0,97.0,3.0,3.0,,12.0,164.0,2025-05-24,surquillo,C,"av sergio bernales, surquillo",-12.1182819,-77.0154352,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-surquillo-barrio-medico-146398306.html
2590.0,700.0,300.0,60.0,1.0,1.0,1.0,4.0,33.0,2025-05-24,barranco,A,"av san martin 100, barranco",-12.1458585,-77.0226998,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-1-dormitorio-146526674.html
3300.0,910.0,430.0,102.0,2.0,2.0,2.0,8.0,129.0,2025-05-22,miraflores,A,"flat de 102m2 de hasta 2 dormitorios y 2 estacionamientos, miraflores",-12.1210368,-77.0072356,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-en-el-corazon-de-miraflores-leuro-cerca-a-todo-146507744.html
8600.0,2300.0,280.0,300.0,4.0,3.0,2.0,10.0,226.0,2025-05-22,san isidro,A,"duplex amoblado de lujo con sala de cine y doble terraza - 4 dormitorios - 12 paneles solares, san isidro",-34.470829,-58.5286102,https://www.adondevivir.com/propiedades/clasificado/alclapin-300-m-sup2--totalmente-amoblado-y-equipado-146507671.html
9200.0,2500.0,1100.0,300.0,3.0,2.0,2.0,12.0,120.0,2025-06-17,san isidro,A,"avenida 2 de mayo al 1700, san isidro",-34.470829,-58.5286102,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-triplex-3-dorm.-amoblado-san-isidro-146227740.html
3500.0,948.0,500.0,112.0,3.0,2.0,1.0,22.0,138.0,2025-05-20,san borja,A,"av san borja nte 1237 san borja 15240, san borja",-12.0941725,-76.9917857,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-borja-146494543.html
4500.0,1205.0,450.0,120.0,3.0,2.0,1.0,4.0,55.0,2025-05-20,miraflores,A,"jose domingo choquehuanca 388 miraflores al 300, miraflores",-12.1099059,-77.0494144,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-miraflores-146493437.html
3312.0,900.0,300.0,74.0,1.0,1.0,1.0,10.0,25.0,2025-06-16,miraflores,A,"prolongacion arenales miraflores, miraflores",-12.1068573,-77.0321294,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-1-dormitorio-en-146292967.html
1800.0,500.0,350.0,66.0,1.0,1.0,1.0,0.0,239.0,2025-05-20,san miguel,B,"calle collasuyo n 299, san miguel",-12.0721291,-77.0960805,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-1er-piso-01-dormitorio-01-146328075.html
2600.0,725.0,350.0,105.0,3.0,2.0,1.0,8.0,370.0,2025-05-20,surco,A,"calle ramadal 120, santiago de surco",-12.118989,-76.97802279999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-departamento-dentro-de-condominio-146481792.html
2500.0,679.0,300.0,75.0,2.0,2.0,1.0,15.0,140.0,2025-05-17,lince,B,"av cesar vallejo 350, lince",-12.0887056,-77.03626369999999,https://www.adondevivir.com/propiedades/clasificado/alclapin--en-alquiler!-moderno-y-acogedor-departamento-en-146466191.html
2425.0,650.0,200.0,61.0,1.0,1.0,,4.0,160.0,2025-05-17,san isidro,A,"en el corazon del centro financiero - av ricardo rivera navarrete cuadra 5, san isidro",-12.0970297,-77.03391189999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-departamento-en-el-corazon-del-centro-146467844.html
4771.0,1300.0,500.0,155.0,2.0,3.0,1.0,2.0,83.0,2025-05-16,miraflores,A,"av pardo, miraflores",-12.1191345,-77.036787,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-estreno-en-miraflores-con-balcon-146466886.html
4500.0,1250.0,250.0,100.0,2.0,2.0,1.0,8.0,41.0,2025-05-17,barranco,A,"san martin barranco, barranco",-12.1411508,-77.0221186,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-en-venta-o-alquiler-100-m-sup2--2dorm-y-2b-en-146465762.html
3100.0,850.0,220.0,85.0,2.0,2.0,,15.0,41.0,2025-05-16,miraflores,A,"avenida la paz 549, miraflores",-12.122849,-77.0266875,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-y-o-vendo-hermoso-dpto-amoblado-en-la-paz-145782415.html
3119.0,850.0,500.0,130.0,3.0,2.0,2.0,15.0,103.0,2025-05-17,surco,A,"av coronel reynaldo vivanco, santiago de surco",-12.1187941,-76.9814352,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-surco-146460670.html
1500.0,440.0,,80.0,2.0,1.0,,29.0,324.0,2025-05-16,la molina,A,"alameda del corregidor 2875 al 2800, la molina",-12.1117992,-76.94186049999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-la-molina-146408487.html
2950.0,800.0,140.0,75.0,2.0,2.0,,1.0,166.0,2025-05-16,miraflores,A,"martir jose olaya, miraflores",-12.1202638,-77.030209,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-amoblado-2-dorm-parque-kennedy!-144454656.html
2500.0,,,80.0,2.0,1.0,,0.0,237.0,2025-05-14,san isidro,A,"calle rio de la plata 430, san isidro",-12.1004039,-77.02959659999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-isidro-146438259.html
76000.0,20000.0,,1130.0,4.0,4.0,18.0,6.0,126.0,2025-05-13,san isidro,A,"calle general muniz, san isidro",-12.1032674,-77.0448166,https://www.adondevivir.com/propiedades/clasificado/alclapin-impresionante-penthouse-de-lujo-de-1-130-m-sup2-146316142.html
2500.0,670.0,130.0,55.0,2.0,2.0,,0.0,247.0,2025-05-14,magdalena,B,"avenida faustino sanchez carrion 820, magdalena",-12.0911593,-77.05655879999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-magdalena-limite-san-146423157.html
26000.0,6500.0,1500.0,460.0,4.0,4.0,2.0,8.0,50.0,2025-05-12,miraflores,A,"malecon cisneros con calle italia, miraflores",-12.1243933,-77.037433,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-penthouse-frente-al-mar-142563327.html
8740.0,2300.0,900.0,240.0,3.0,3.0,3.0,2.0,30.0,2025-05-13,miraflores,A,"malecon balta, miraflores",-12.1251193,-77.0337998,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto.-malecon-balta-63365013.html
8058.0,295000.0,,170.0,2.0,2.0,,85.0,,2025-05-05,miraflores,A,"calle oscar benavides, miraflores",-12.0514747,-77.0859133,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-o-alquiler-dpto-para-oficinas-en-av-benavides-146358977.html
4738.0,210000.0,,127.0,,,,85.0,,2025-05-05,miraflores,A,"calle porta, miraflores",-12.1265382,-77.0326576,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-o-alquiler-flat-para-oficina-en-calle-porta-107-146359279.html
3650.0,1000.0,475.0,118.0,2.0,2.0,1.0,14.0,135.0,2025-05-10,magdalena,B,"av alberto del campo al 400- cerca al parque acosta salaverry y javier prado, magdalena",-12.0986112,-77.0583352,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-espectacular-duplex-118.58-m-sup2--2d-146403411.html
2450.0,675.0,300.0,59.0,1.0,2.0,1.0,,,,magdalena,B,"depa amoblado y equipado a minutos de san isidro golf, magdalena",10.4113014,-74.4056612,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-a-minutos-de-san-isidro-golf-amoblado-y-equipado-146400505.html
6570.0,1800.0,1040.0,168.0,3.0,3.0,2.0,9.0,38.0,2025-05-09,miraflores,A,"av jose pardo, miraflores",-12.1191345,-77.036787,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-03-dorm.-sin-muebles.-malecon-marina-144248285.html
3750.0,1025.0,390.0,95.0,2.0,2.0,1.0,10.0,15.0,2025-05-09,miraflores,A,"av jose pardo 1545, miraflores",-12.1192946,-77.0434484,https://www.adondevivir.com/propiedades/clasificado/alclapin-amoblado-y-equipado-2-dorm.-1-cochera-146340145.html
3179.0,870.0,450.0,90.0,2.0,2.0,1.0,,,,miraflores,A,"jose galvez, miraflores",-12.1235733,-77.0251025,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-lindo-departamento-amoblado-con-vista-146375547.html
12775.0,3500.0,740.0,220.0,3.0,2.0,2.0,17.0,40.0,2025-05-07,miraflores,A,"malecon cisneros, miraflores",-12.1229231,-77.0400963,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-vista-al-mar.-amoblado-o-sin-146383665.html
2700.0,750.0,350.0,70.0,1.0,1.0,1.0,6.0,43.0,2025-05-06,miraflores,A,"maco capac 347, miraflores",-12.0875804,-77.0656211,https://www.adondevivir.com/propiedades/clasificado/alclapin-vive-en-el-corazon-de-miraflores-a-2-cuadras-del-145727702.html
2737.0,750.0,,42.0,1.0,1.0,,5.0,,2025-05-06,barranco,A,"jiron juan fanning 102, barranco",-12.1364094,-77.02235139999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-y-moderno-apartamento-en-barranco-146367359.html
2000.0,540.0,250.0,47.0,1.0,1.0,1.0,,,,surquillo,C,"calle los alpes al 100, surquillo",-12.1124923,-77.0122039,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-1-habitacion-146363836.html
2400.0,650.0,190.0,55.0,2.0,2.0,1.0,4.0,223.0,2025-05-05,magdalena,B,"full areas comunes | 2 dorm + cochera | a pasos de av pearshing, magdalena",-12.0884314,-77.0603084,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-2-dorm-2-banos-con-areas-comunes-146356565.html
2800.0,,300.0,100.0,3.0,2.0,,6.0,194.0,2025-06-18,jesus maria,B,"faustino sanchez carrion, jesus maria",-12.0898594,-77.0581507,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-amplio-y-moderno-dpto-c-vista-interna-de-146312469.html
4396.0,1200.0,500.0,119.0,3.0,3.0,1.0,4.0,92.0,2025-06-17,miraflores,A,"jorge chavez cuadra 3, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto.-amoblado-de-3-dorm.-de-120-m-sup2--con-2-144883100.html
3290.0,890.0,200.0,70.0,1.0,1.0,1.0,10.0,25.0,2025-04-28,miraflores,A,"atahualpa al 200, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-amoblado-y-equipado-146307591.html
4407.0,1200.0,295.0,105.0,2.0,2.0,1.0,23.0,,2025-04-27,miraflores,A,"av pardo, miraflores",-12.1191345,-77.036787,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-lindo-departamento-remodelado-y-amoblado-146288732.html
2700.0,,300.0,71.0,2.0,2.0,1.0,3.0,147.0,2025-04-24,lince,B,"las orquideas & los mirtos, lince",-12.0890569,-77.02847229999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-lince-limite-san-isidro-146268606.html
800.0,217.0,,76.0,2.0,1.0,,0.0,86.0,2025-04-22,carabayllo,D,"av condorcanqui, carabayllo",-11.8878544,-77.0361802,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-en-carabayllo-confortable-departamento-de-76-146262467.html
2201.0,600.0,228.0,60.0,1.0,1.0,,15.0,89.0,2025-04-19,miraflores,A,"benavides, miraflores",-12.1265231,-77.0169754,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-lindo-y-funcional-departamento-miraflores-146194216.html
2400.0,660.0,230.0,78.0,3.0,2.0,,20.0,,,jesus maria,B,"av horacio urteaga al 500, jesus maria",-12.0738167,-77.0483207,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-jesus-maria-146222700.html
3350.0,905.0,200.0,75.0,1.0,2.0,1.0,2.0,42.0,2025-04-15,miraflores,A,"av del ejercito, miraflores",-12.1138902,-77.0477655,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-amoblado-y-equipado-muy-cerca-a-la-zona-146021015.html
9620.0,2600.0,870.0,316.0,3.0,1.0,3.0,17.0,82.0,2025-04-14,miraflores,A,"malecon cisneros 1536 miraflores, miraflores",-12.1193022,-77.04377939999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-tipo-casa-en-primer-piso-en-64135424.html
4200.0,1100.0,450.0,70.0,2.0,2.0,1.0,1.0,202.0,2025-06-17,miraflores,A,"calle san martin 380, miraflores",-12.1255245,-77.0308015,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-con-linea-blanca-en-miraflores-143211781.html
2700.0,,,87.0,3.0,2.0,2.0,7.0,143.0,2025-06-12,magdalena,B,"avenida brasil al 3100, magdalena",-22.8848478,-43.2348191,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-magdalena-del-mar-146543066.html
2605.0,720.0,280.0,58.0,1.0,1.0,1.0,14.0,65.0,2025-06-11,san isidro,A,"alberto del campo, san isidro",-12.0980056,-77.055777,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-departamento-de-01-dormitorio-amoblado-por-146641734.html
2920.0,800.0,360.0,100.0,3.0,3.0,1.0,9.0,,,san borja,A,"galvez barrenechea, san borja",-12.1053391,-77.010845,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amoblado-3-dor-linda-vista-a-pasaje-en-galvez-58849754.html
3300.0,900.0,450.0,130.0,3.0,3.0,1.0,7.0,320.0,2025-06-11,miraflores,A,"calle atahualpa, miraflores",-12.1159265,-77.030599,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-3-dor-impecable-amoblado-v-interior.-67082016.html
3862.0,1030.0,100.0,105.0,2.0,3.0,,20.0,61.0,2025-06-11,miraflores,A,"calle ocharan 410 - miraflores, miraflores",-12.1268615,-77.0322041,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-en-el-corazon-de-miraflores-2-146689026.html
2206.0,600.0,350.0,60.0,1.0,1.0,,,,,miraflores,A,"malecon de 28 de julio, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/alclapin-mini-departamento-en-malecon-28-de-julio-dos-por-146335026.html
2550.0,,300.0,89.0,3.0,2.0,1.0,10.0,45.0,2025-06-11,san miguel,B,"av costanera 2200, san miguel",-12.0826427,-77.1036331,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-san-miguel-malecon-146685733.html
3100.0,850.0,250.0,60.0,2.0,2.0,,0.0,114.0,2025-06-11,san isidro,A,"flat amoblado y equipado de estreno | vista al mar | a un paso del rp salaverry, san isidro",-12.1010896,-77.0369795,https://www.adondevivir.com/propiedades/clasificado/alclapin-flat-estilo-mariposa-amoblado-y-equipado-en-san-isidro-146684295.html
2482.0,680.0,280.0,55.0,1.0,1.0,1.0,3.0,43.0,2025-06-11,barranco,A,"las mimosas barranco, barranco",-12.1386169,-77.0251705,https://www.adondevivir.com/propiedades/clasificado/alclapin-barranco:-departamento-en-alquiler-55-m-sup2-146683990.html
1650.0,434.0,,23.0,1.0,1.0,,0.0,267.0,2025-06-11,miraflores,A,"departamentos (todo incluido) en av 28 de julio, miraflores",-12.0627478,-77.0262624,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermosos-minidepartamentos-a-un-super-precio-146683875.html
5622.0,1550.0,1100.0,155.0,2.0,2.0,2.0,9.0,138.0,2025-06-11,miraflores,A,"av la paz, miraflores",-12.1270015,-77.0269713,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-a-unos-pasos-del-parque-146558766.html
2000.0,,160.0,45.0,1.0,1.0,,14.0,92.0,2025-06-11,san miguel,B,"av malecon bertolotto al 100-venta departamento vista al mar amoblado-se aceptan mascotas pequenas, san miguel",13.4792922,-88.1779182,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-amoblado-vista-al-mar-listo-146683386.html
3750.0,1000.0,500.0,90.0,2.0,2.0,,9.0,129.0,2025-06-11,miraflores,A,"calle narciso de la colina 350 miraflores, miraflores",-12.1183586,-77.0271154,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-de-2-habitaciones-en-miraflores-146621045.html
2200.0,600.0,200.0,90.0,3.0,3.0,,6.0,175.0,2025-06-11,pueblo libre,B,"calle general artigas pueblo libre, pueblo libre",-12.0739078,-77.0666327,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-en-pueblo-libre-146681827.html
3384.0,900.0,400.0,70.0,2.0,2.0,1.0,2.0,,,miraflores,A,"av reducto 825miraflores, miraflores",-12.1265737,-77.0241768,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-amoblado-de-2-habitaciones-en-av-reducto-146627888.html
2000.0,534.0,230.0,40.0,1.0,1.0,1.0,1.0,70.0,2025-06-11,barranco,A,"pasaje tejadita barranco, barranco",-12.134162,-77.0227247,https://www.adondevivir.com/propiedades/clasificado/alclapin-loft-en-barranco-terraza-estacionamiento-146679788.html
2500.0,676.0,150.0,135.0,4.0,3.0,,4.0,156.0,2025-06-11,pueblo libre,B,"parque osores, pueblo libre",-12.070202,-77.0540578,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-4-dorm.-condominio-privado.-parque-en-142769570.html
4500.0,1250.0,650.0,130.0,2.0,2.0,1.0,7.0,113.0,2025-06-10,san isidro,A,"los libertadores 255, san isidro",-12.1003723,-77.0371357,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-vende-lindo-departamento-remodelado-en-los-142073657.html
2000.0,,120.0,45.0,1.0,1.0,,9.0,54.0,2025-06-10,pueblo libre,B,"av mariano cornejo 1429 -departamento amoblado - pueblo libre, pueblo libre",-12.0679256,-77.0658758,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-amoblado-1-dormitorio-146673781.html
6500.0,1800.0,1100.0,227.0,4.0,3.0,2.0,20.0,33.0,2025-06-09,miraflores,A,"contralmirante villar, miraflores",-12.1160724,-77.0468865,https://www.adondevivir.com/propiedades/clasificado/alclapin-vendo-o-alquilo-departamento-frente-a-parque-con-vista-146673610.html
2550.0,679.0,270.0,56.0,2.0,2.0,,0.0,83.0,2025-06-10,jesus maria,B,"avenida san felipe al 500, jesus maria",-12.0829226,-77.0516695,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-jesus-maria-146672716.html
2755.0,750.0,280.0,72.0,1.0,1.0,1.0,3.0,25.0,2025-06-10,barranco,A,"el sol, barranco",-12.1391916,-77.0241223,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-amoblado-y-equipado-con-balcon-y-cochera!-j.-a-146271731.html
4719.0,1299.0,430.0,190.0,3.0,3.0,2.0,3.0,,,miraflores,A,"berlin, miraflores",-12.1206807,-77.0331456,https://www.adondevivir.com/propiedades/clasificado/alclapin-precioso-y-amplio-duplex!-c.-g-146517619.html
2980.0,,260.0,85.0,2.0,2.0,1.0,1.0,231.0,2025-06-10,miraflores,A,"la paz, miraflores",-16.4991403,-68.1230198,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-edificio-con-areas-sociales!-c.-g-146587435.html
2350.0,109000.0,150.0,50.0,1.0,1.0,,6.0,231.0,2025-05-23,miraflores,A,"francia, miraflores",-12.122486,-77.0313539,https://www.adondevivir.com/propiedades/clasificado/veclapin-departamento-primer-piso-en-venta-y-o-alquiler!-c.-g-146517880.html
4600.0,1270.0,450.0,150.0,3.0,3.0,1.0,3.0,101.0,2025-06-09,miraflores,A,"bajada balta, miraflores",-12.1257174,-77.0340022,https://www.adondevivir.com/propiedades/clasificado/alclapin-totalmente-amoblado-y-equipado!-cg-144284484.html
2100.0,,160.0,25.0,1.0,1.0,,0.0,443.0,2025-06-10,san isidro,A,"domingo casanova, san isidro",-34.470829,-58.5286102,https://www.adondevivir.com/propiedades/clasificado/alclapin-de-estreno-totalmente-amoblado-y-equipado!-cg-146226453.html
3534.0,950.0,350.0,105.0,3.0,2.0,1.0,2.0,,,miraflores,A,"28 de julio, miraflores",-8.0987741,-79.0207577,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-departamento-super-ubicado!-a.-t-144820766.html
4130.0,1199.0,300.0,128.0,2.0,3.0,2.0,5.0,,2025-06-10,magdalena,B,"av juan de aliaga 550 magdalena del mar, magdalena",-12.0927072,-77.0588624,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-magdalena-146671688.html
1250.0,,100.0,65.0,2.0,2.0,,5.0,1703.0,2025-04-04,surco,A,"jr lorenzo iglesias pino coronel, santiago de surco",-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-acogedor-departamento-en-urb.-villa-alegre-145664515.html
4243.0,1150.0,450.0,100.0,2.0,2.0,1.0,0.0,165.0,2025-04-01,miraflores,A,"grimaldo del solar 430, miraflores",-12.126477,-77.0261069,https://www.adondevivir.com/propiedades/clasificado/alclapin-bello-departamento-de-semi-estreno-amoblado-a-pasos-142474593.html
6500.0,1800.0,800.0,200.0,3.0,3.0,3.0,7.0,35.0,2025-03-30,san isidro,A,"duplex con jacuzzi en san isidro, san isidro",-34.470829,-58.5286102,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-200-m-sup2--con-amplia-terraza-con-bbq-y-146078688.html
7600.0,415000.0,650.0,245.0,4.0,4.0,2.0,11.0,184.0,2024-07-29,san isidro,A,"parque dammert, san isidro",-12.0948303,-77.0443109,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-de-hermoso-duplex-en-san-isidro-144181528.html
6120.0,1700.0,1350.0,230.0,2.0,3.0,2.0,5.0,97.0,2025-03-25,miraflores,A,"aljovin 400, miraflores",-12.1316526,-77.02763800000001,https://www.adondevivir.com/propiedades/clasificado/alclapin-precioso-penthouse-en-alquiler-con-linea-blanca-142841610.html
1800.0,,,100.0,3.0,3.0,,0.0,130.0,2025-03-22,los olivos,C,"los jazmines del naranjal e1 09, los olivos",-11.9809732,-77.08306759999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-tv-lindo-depa-sin-amoblar-en-1er-piso-a-3-cdras.-146018032.html
3700.0,955.0,,100.0,,,,20.0,,2025-03-14,surco,A,"departamento u oficina en av prolongacion paseo de la republica en venta, santiago de surco",-12.1347128,-77.0176494,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-vende-o-se-alquila-departamento-de-100-m-sup2-145962071.html
1900.0,520.0,,80.0,3.0,2.0,,20.0,,,san luis,C,"ortigueira, san luis",-12.077321,-76.9924435,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-san-luis-145928609.html
3800.0,1030.0,300.0,93.0,2.0,2.0,1.0,10.0,49.0,2025-03-09,miraflores,A,"bellavista, miraflores",-12.1215756,-77.0319849,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-de-2-dorm.-con-2-banos-completo-145908843.html
