precio_pen,precio_usd,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,fecha_pub,distrito,nivel_socioeconomico,direccion_completa,latitud,longitud,URL
1200.0,,,65.0,2.0,1.0,,10.0,88.0,2025-05-28,sjm,D,"av augusto salazar bondy 233, san juan de miraflores",-12.1602622,-76.9818781,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-departamento-de-02-dorm.-san-juan-de-146570328.html
1500.0,410.0,250.0,87.0,2.0,2.0,,50.0,60.0,2025-05-27,san bartolo,B,"malecon rivera norte baja cdra 8, san bartolo",-12.3860546,-76.7830607,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-146568126.html
7850.0,2150.0,970.0,288.0,3.0,3.0,2.0,17.0,75.0,2025-05-27,surco,A,"parque doig chacarilla surco, santiago de surco",-12.112767,-76.9859077,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-a1-frente-a-parque-en-chacarilla-surco-144800707.html
6570.0,1800.0,,214.0,4.0,3.0,2.0,10.0,22.0,2025-05-27,surco,A,"calle las acacias n 2xx dpto 401, santiago de surco",-12.1242889,-76.9741181,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-amoblado-duplex-surco-dpto-401-1-146562871.html
1800.0,480.0,,30.0,1.0,,,0.0,195.0,2025-05-28,surco,A,"david roca varea 301 surco, santiago de surco",-12.136397,-76.992645,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-mini-departamento-en-surco-urb.-vista-alegre-146165338.html
799000.0,220000.0,400.0,101.0,2.0,,2.0,8.0,,2025-05-26,punta hermosa,B,"malecon superior 1521 playa caballeros, punta hermosa",-12.3297137,-76.8304352,https://www.adondevivir.com/propiedades/clasificado/alclapin-vendo-hermoso-dpto-vista-al-mar-playa-caballeros-146552220.html
9750.0,2600.0,1500.0,400.0,4.0,4.0,3.0,8.0,37.0,2025-05-27,surco,A,"cerros de camacho al 800 vistas al golf los inkas, santiago de surco",-12.0853364,-76.96179959999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-venta-departamento-tipo-duplex-en-cerros-de-camacho.-146551363.html
1050.0,284.0,,90.0,3.0,1.0,,29.0,27.0,2025-05-27,comas,C,"av alborada mzq1 lote 43, comas",-11.9111857,-77.0494241,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-la-alborada-ii-etapa-146551249.html
2600.0,700.0,500.0,140.0,3.0,2.0,1.0,5.0,20.0,2025-05-26,punta hermosa,B,"av costa peruana 1947, punta hermosa",-12.3300233,-76.82989859999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-disponible-julio-agosto-septiembre.-143028172.html
2190.0,600.0,400.0,125.0,3.0,3.0,2.0,7.0,40.0,2025-05-26,punta hermosa,B,"costa peruana 2100, punta hermosa",-12.3310197,-76.8297159,https://www.adondevivir.com/propiedades/clasificado/alclapin-disponible-semana-santa-y-todo-invierno-playa-144246413.html
3100.0,850.0,500.0,125.0,4.0,3.0,2.0,3.0,45.0,2025-05-26,punta hermosa,B,"costa peruana 1987, punta hermosa",-12.3300361,-76.8298951,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-y-acogedor-departamento-en-frente-al-mar-146359156.html
2100.0,600.0,400.0,125.0,3.0,3.0,2.0,6.0,83.0,2025-05-26,punta hermosa,B,"malecon superior 1974, punta hermosa",-12.3288208,-76.83131,https://www.adondevivir.com/propiedades/clasificado/alclapin-disponible-contrato-invierno-anual.-145941547.html
3500.0,,300.0,90.0,3.0,2.0,1.0,3.0,49.0,2025-05-25,jesus maria,B,"av salaverry 1850, jesus maria",-12.082946,-77.0466273,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-amoblado-av-salaverry-1850-para-ejecutivos-146544632.html
11520.0,880000.0,1900.0,504.0,4.0,4.0,3.0,14.0,40.0,2025-05-23,surco,A,"av circunvalacion golf de los incas, santiago de surco",-12.08453,-76.96358,https://www.adondevivir.com/propiedades/clasificado/veclapin-elegante-dpto.-de-504-m-sup2--en-alquiler-o-venta-146531858.html
6171.0,1700.0,,200.0,3.0,2.0,2.0,10.0,,,surco,A,"avenida cerros de camacho, santiago de surco",-12.0851279,-76.9617709,https://www.adondevivir.com/propiedades/clasificado/alclapin-surco-cerros-de-camacho-bonito-departamento-146528138.html
2590.0,700.0,300.0,120.0,3.0,2.0,2.0,3.0,42.0,2025-05-22,punta hermosa,B,"playa blanca punta hermosa, punta hermosa",-12.3394733,-76.8192964,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-lindo-departamento-en-playa-blanca-143457933.html
2550.0,690.0,250.0,65.0,2.0,2.0,1.0,2.0,17.0,2025-05-21,jesus maria,B,"calle talara, jesus maria",-12.0707342,-77.1116166,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-2-dorm-2-banos-calle-talara-jesus-maria-142931770.html
29360.0,8000.0,1760.0,420.0,4.0,4.0,4.0,25.0,15.0,2025-05-20,surco,A,"av cerros de camacho 9xx dpt 1701 b, santiago de surco",-12.0851279,-76.9617709,https://www.adondevivir.com/propiedades/clasificado/alclapin-hermoso-penthouse-en-golf-los-incas-dpt-1701-b-2-146508283.html
2800.0,785.0,150.0,76.0,2.0,2.0,,29.0,95.0,2025-05-18,surco,A,"av central 962, santiago de surco",-12.1070103,-76.9582071,https://www.adondevivir.com/propiedades/clasificado/alclapin--se-alquila-departamento-1er-piso!-cerca-a-146475081.html
2880.0,800.0,,90.0,2.0,2.0,,0.0,179.0,2025-05-16,surco,A,"jiron hermanos santos garcia 4 dpto 104 a urb valle hermoso, santiago de surco",-12.1300345,-76.971992,https://www.adondevivir.com/propiedades/clasificado/alclappa-departamento-90-m-sup2--a-$800-con-terraza-y-areas-146466415.html
2900.0,800.0,200.0,80.0,1.0,1.0,2.0,25.0,57.0,2025-06-17,surco,A,"montecasino, santiago de surco",-12.1168082,-76.9783542,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa-1-dorm-consultor-equipado-chacarilla-al-lado-146403976.html
5790.0,1500.0,,130.0,3.0,3.0,2.0,,,,punta hermosa,B,"playa caballero, punta hermosa",-12.330004,-76.8316424,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-vista-al-mar-143721682.html
2450.0,700.0,,140.0,4.0,2.0,1.0,,,,punta negra,B,"punta negra, punta negra",-12.3648751,-76.79454679999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-vista-mar-4-dor.-punta-negra-143312868.html
5840.0,355000.0,400.0,210.0,3.0,3.0,1.0,5.0,113.0,,surco,A,"mercurio peruano, santiago de surco",-12.1117409,-76.9788567,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-y-o-alquilo-departamento-chacarilla-surco-143107159.html
1500.0,,,50.0,1.0,1.0,,0.0,243.0,2025-05-06,surco,A,"monte alamo 593, santiago de surco",-12.1392903,-76.9819946,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-minidepartamento-para-senoritas-en-surco-146373562.html
800.0,220.0,,30.0,1.0,1.0,,1.0,750.0,2025-05-05,surco,A,"av jorge chavez, santiago de surco",-12.1486372,-77.00927,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-minidepartamento-limite-con-miraflores-y-146358116.html
3515.0,950.0,,100.0,2.0,,,20.0,43.0,2025-05-04,san isidro,A,"general la fuente xx, san isidro",-12.1028619,-77.0562094,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-san-isidro-amoblado-y-equipado-145861676.html
2000.0,,,62.0,1.0,2.0,1.0,25.0,158.0,2025-05-03,surco,A,"calle los capulies las casuarinas sur, santiago de surco",-12.1257125,-76.9700797,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-acogedor-mini-duplex-en-las-casuarinas-con-146352731.html
6900.0,378000.0,800.0,250.0,3.0,3.0,3.0,11.0,39.0,,surco,A,"batallones, santiago de surco",-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/veclapin-dpto-en-primer-piso-con-super-area-social-terraza-con-67026767.html
1370.0,,98.0,50.0,1.0,1.0,,7.0,239.0,2025-05-04,ate,C,"los algarrobos, ate vitarte",-12.0100236,-76.8587878,https://www.adondevivir.com/propiedades/clasificado/alclappa-salamanca-excelente-departamento-5to-piso-vista-62101934.html
900.0,,,45.0,2.0,1.0,,3.0,114.0,2025-05-03,los olivos,C,"garcia y garcia los olivos, los olivos",-11.9810451,-77.0701972,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-2do-piso-los-olivos-146346352.html
800.0,,,45.0,,1.0,,7.0,69.0,2025-04-28,chorrillos,B,"av el sol m1 lote, chorrillos",-12.1750078,-77.0003604,https://www.adondevivir.com/propiedades/clasificado/alclapin-mini-departamento-en-alquiler-145567827.html
850.0,,,60.0,2.0,1.0,,6.0,193.0,2025-04-28,ate,C,"x3g8+86r ate, ate vitarte",-12.0241375,-76.9344844,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-de-60-m-sup2--en-ate-5to-146300819.html
5973.0,1600.0,270.0,124.0,3.0,2.0,2.0,5.0,,2025-04-26,santa maria del mar,B,"los faunos 165, santa maria del mar",-12.4058611,-76.7743383,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-santa-maria-144718625.html
1500.0,,60.0,120.0,3.0,3.0,,0.0,34.0,2025-04-24,sjl,D,"jr apomayta, san juan de lurigancho",-12.0235614,-76.9964835,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-zarate-145538447.html
37000.0,198000.0,450.0,111.0,2.0,2.0,1.0,4.0,18.0,,san bartolo,B,"malecon ocean reef 800, san bartolo",-12.3834082,-76.78448999999999,https://www.adondevivir.com/propiedades/clasificado/veclapin-impecable-departamento-en-primer-piso-con-linda-142538774.html
7200.0,1800.0,800.0,187.0,3.0,2.0,2.0,24.0,65.0,2025-04-22,surco,A,"cerros de camacho 640, santiago de surco",-12.0872373,-76.9634406,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-comodo-departamento-en-cerros-de-camacho-146259193.html
13468.0,795000.0,650.0,299.0,4.0,4.0,2.0,7.0,102.0,2025-03-20,surco,A,"monte umbroso, santiago de surco",-12.1158391,-76.9818284,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-monte-umbroso-chacarrilla-145999892.html
2200.0,,250.0,78.0,3.0,2.0,1.0,3.0,,,san miguel,B,"calle 16 al 100, san miguel",,,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-san-miguel-146225273.html
2960.0,800.0,320.0,118.0,2.0,2.0,1.0,25.0,152.0,2025-04-16,miraflores,A,"calle marco jara schenone 255, miraflores",-12.1310093,-77.0033392,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-duplex-144218769.html
4941.0,1350.0,700.0,164.0,3.0,3.0,1.0,,,,san bartolo,B,"condominio ocean reef san bartolo, san bartolo",-12.3834082,-76.78448999999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-triplex-san-bartolo-167-m-sup2--condominio-146217255.html
3374.0,850.0,370.0,105.0,2.0,2.0,2.0,,,,surco,A,"calle los cabildos s/n, santiago de surco",-12.1205765,-76.9855656,https://www.adondevivir.com/propiedades/clasificado/alclapin-chacarilla-surco.-por-la-floresta.-2-dorm-2-cocheras-142547513.html
6480.0,1800.0,1100.0,204.0,3.0,2.0,3.0,12.0,35.0,2025-04-12,surco,A,"cerros de camacho, santiago de surco",-12.0853364,-76.96179959999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-cerros-de-camacho-146200776.html
6032.0,1600.0,,130.0,3.0,3.0,1.0,0.0,,2025-04-11,santa maria del mar,B,"embajadores santa maria del mar, santa maria del mar",-12.4115982,-76.7777888,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-playa-san-maria-130-m-sup2--3-145249871.html
50000.0,215000.0,400.0,105.0,2.0,2.0,1.0,10.0,,2025-02-17,punta hermosa,B,"av costa peruana 1746, punta hermosa",-12.3296113,-76.8300407,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-o-alquilo-anual-departamento-en-punta-hermosa-145756118.html
11470.0,3100.0,1200.0,450.0,4.0,6.0,4.0,13.0,,2025-04-03,surco,A,"chacarilla, santiago de surco",-12.112767,-76.9859077,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-dpto-duplex-tipo-casa-450-m-4dorm-4-cocheras-146137378.html
13230.0,3500.0,,140.0,3.0,3.0,2.0,0.0,,2025-04-02,punta hermosa,B,"costa peruana 800, punta hermosa",-12.3237971,-76.8352298,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-senoritas-146126499.html
6750.0,1800.0,850.0,172.0,2.0,2.0,2.0,10.0,41.0,2025-04-03,surco,A,"cerros de camacho, santiago de surco",-12.0853364,-76.96179959999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-dpto-de-2-domitorios-cerros-de-camacho-145866869.html
3600.0,972.0,,152.0,3.0,3.0,1.0,6.0,120.0,2025-04-02,san miguel,B,"jr caminos del inca, san miguel",-12.0814618,-77.0776203,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-duplex-en-san-miguel-146120476.html
10472.0,2850.0,1300.0,396.0,4.0,4.0,2.0,10.0,,,surco,A,"circunvalacion golf los inkas, santiago de surco",-12.0838317,-76.96574629999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-golf-los-inkas-146100810.html
2600.0,700.0,250.0,56.0,2.0,1.0,,10.0,81.0,2025-03-31,jesus maria,B,"av gregorio escobedo 426, jesus maria",-12.0842892,-77.0522278,https://www.adondevivir.com/propiedades/clasificado/alclappa-alquilo-acogedor-departamento-amoblado.-146077172.html
28500.0,175000.0,300.0,130.0,3.0,2.0,2.0,5.0,,2024-10-30,punta hermosa,B,"mar arabigo punta hermosa, punta hermosa",-12.3366463,-76.8228676,https://www.adondevivir.com/propiedades/clasificado/veclapin-vive-todo-el-ano-cerca-al-mar-miramar-punta-hermosa-144947946.html
2650.0,728.0,150.0,160.0,3.0,1.0,,5.0,19.0,2025-03-29,ate,C,"de la union 303, ate vitarte",-12.055428,-76.9589436,https://www.adondevivir.com/propiedades/clasificado/alclapin-triplex-en-tercer-cuarto-y-quinto-piso-ate-cerca-146077408.html
2450.0,130000.0,390.0,90.0,3.0,3.0,,12.0,141.0,2025-03-28,surco,A,"jiron cristobal de peralta sur, santiago de surco",-12.1195432,-76.9769226,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-alquilo-departamento-en-surco-cerca-a-la-upc-146076514.html
1700.0,460.0,,98.0,2.0,1.0,,20.0,84.0,2025-03-19,surco,A,"jiron nelson guia urb honor y lealtad - surco, santiago de surco",-12.1642763,-76.9879039,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-departamento-en-honor-y-lealtad-surco-146002200.html
2920.0,800.0,290.0,50.0,1.0,1.0,1.0,20.0,20.0,2025-03-18,san isidro,A,"av dos de mayo18xx, san isidro",-12.0906741,-77.0338254,https://www.adondevivir.com/propiedades/clasificado/alclapin-excelente-alquiler-amoblado!-centrica-ubicacion-145987899.html
4567.0,289500.0,,136.0,3.0,3.0,2.0,4.0,18.0,2024-08-13,san bartolo,B,"los acantilados, san bartolo",-12.3849381,-76.77046419999999,https://www.adondevivir.com/propiedades/clasificado/veclapin-amplio-departamento-flat-en-venta-o-alquiler-en-san-144323470.html
12600.0,3500.0,,350.0,3.0,3.0,2.0,15.0,,2025-03-09,surco,A,"circunvalacion golf los inkas, santiago de surco",-12.0838317,-76.96574629999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-dpto-frente-al-club-golf-los-inkas-145922134.html
1850.0,515.0,,90.0,2.0,2.0,,20.0,91.0,2025-03-05,la molina,A,"calle vizcardo y guzman 164 la molina, la molina",-12.1579105,-76.985422,https://www.adondevivir.com/propiedades/clasificado/alclapin-duplex-en-alquiler-en-santa-patricia-s-.-1-950-145891693.html
9250.0,2500.0,1150.0,245.0,3.0,3.0,2.0,10.0,77.0,2025-03-05,surco,A,"precursores, santiago de surco",-12.1569543,-76.9880677,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-precioso-depa-145887580.html
1800.0,500.0,,200.0,3.0,2.0,2.0,4.0,41.0,2025-02-18,lurin,D,"calle las algas, lurin",-12.3017355,-76.8516775,https://www.adondevivir.com/propiedades/clasificado/alclapin-depa.-full-amoblado-flat-de-3-dorm.-en-zona-exclusiva-142627020.html
1200.0,,120.0,72.0,3.0,1.0,1.0,8.0,85.0,2025-02-11,ate,C,"metro santa clara, ate vitarte",-12.0161186,-76.8890583,https://www.adondevivir.com/propiedades/clasificado/alclapin-lindo-dpto-en-2do-piso-142582634.html
3800.0,1055.0,150.0,135.0,4.0,3.0,1.0,50.0,118.0,2025-01-10,jesus maria,B,"edificio el jacaranda residencial san felipe, jesus maria",-12.0883075,-77.05217379999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-semi-amoblado-en-145427764.html
2800.0,757.0,250.0,112.0,3.0,3.0,1.0,15.0,294.0,2024-12-11,surco,A,"claudet monet, santiago de surco",-12.1055195,-76.9526288,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento-en-alamos-monterrico-surco-145269098.html
7200.0,490000.0,800.0,300.0,3.0,3.0,3.0,15.0,59.0,,surco,A,"cerros de camacho 2xx, santiago de surco",-12.0853364,-76.96179959999999,https://www.adondevivir.com/propiedades/clasificado/veclapin-alquiler-depa-en-camacho-143631352.html
7707.0,500000.0,424.0,250.0,3.0,2.0,2.0,0.0,,2024-10-03,santa maria del mar,B,"montemar santa maria del mar, santa maria del mar",41.3838871,2.1820711,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-departamento-de-estreno-vista-al-mar-3-dorm.-144731847.html
11625.0,690000.0,,452.0,4.0,,4.0,14.0,32.0,2024-11-11,surco,A,"calle monte sierpe, santiago de surco",-12.1127596,-76.9865324,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-dpto-450-m-sup2--chacarilla-surco-145051269.html
750.0,,,70.0,3.0,1.0,,0.0,76.0,2024-11-12,ves,D,"aahh oasis de villa el salvador, villa el salvador",-12.238648,-76.9322565,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-estreno-en-oasis-de-villa-142572552.html
4800.0,1300.0,,200.0,3.0,2.0,,5.0,26.0,2024-11-10,la molina,A,"calle cuba, la molina",-12.0707481,-76.9398715,https://www.adondevivir.com/propiedades/clasificado/alclapin-cerca-universidad-agraria-san-ignacio-de-loyola-san-142561552.html
11670.0,3000.0,,420.0,4.0,5.0,3.0,9.0,29.0,2024-11-06,surco,A,"jiron monte frio 1, santiago de surco",-12.1155815,-76.9807542,https://www.adondevivir.com/propiedades/clasificado/alclapin-aquilo-o-vendo-lindo-dpto-fte-a-parque-calle-jiron-145010146.html
5500.0,,600.0,200.0,3.0,4.0,1.0,10.0,73.0,2024-10-21,surco,A,"chacarilla del estanque, santiago de surco",-12.122978,-76.9856739,https://www.adondevivir.com/propiedades/clasificado/alclapin-en-alquiler-departamento-con-vista-a-la-calle-en-142541764.html
9500.0,2500.0,250.0,350.0,3.0,4.0,2.0,10.0,49.0,2024-09-30,surco,A,"monte real 1, santiago de surco",-12.1118061,-76.98212099999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-dpto-en-calle-monte-real-1-piso-2-142540624.html
6290.0,1700.0,650.0,217.0,3.0,3.0,3.0,9.0,110.0,2024-10-01,surco,A,"av precursores 4, santiago de surco",-12.1160371,-76.9802169,https://www.adondevivir.com/propiedades/clasificado/alclapin-vendo-o-alquilo-lindo-dpt.-en-av-precursores-4-piso-142541087.html
26000.0,8500.0,6500.0,899.0,5.0,7.0,8.0,15.0,29.0,2024-08-29,san isidro,A,"pezet 543, san isidro",-12.1026132,-77.04395410000001,https://www.adondevivir.com/propiedades/clasificado/alclapin-san-isidro-5-dorm.-alquilo-o-vendo-90279137.html
5920.0,1600.0,420.0,236.0,3.0,3.0,2.0,14.0,127.0,2024-06-27,surco,A,"reynaldo de vivanco 236, santiago de surco",-12.1534398,-76.9665606,https://www.adondevivir.com/propiedades/clasificado/alclapin-comodo-duplex-chacarilla-surco-143480308.html
4700.0,1250.0,500.0,160.0,3.0,2.0,1.0,20.0,66.0,2024-06-25,san borja,A,"buenavista, san borja",-12.1033978,-76.9802192,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-y-comodo-departamento-en-buenavista-59242174.html
5625.0,435000.0,690.0,270.0,3.0,3.0,2.0,10.0,108.0,,surco,A,"montepio 152, santiago de surco",-12.1121123,-76.9886976,https://www.adondevivir.com/propiedades/clasificado/veclapin-vendo-duplex-frente-a-parque-a-unas-cuadras-de-wong-de-59945094.html
1700.0,,200.0,68.0,3.0,2.0,,6.0,83.0,2025-06-12,,,"av guardia civil, barranca",-10.7519065,-77.7564316,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-chorrillos-144555548.html
2000.0,,,,3.0,2.0,,0.0,19.0,2025-06-08,,,"jiron combate de angamos, huarochiri",-12.1385796,-76.22763370000001,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-surco-146668599.html
2000.0,534.0,,96.0,3.0,2.0,,11.0,,2025-03-31,,,"pedro ruiz gallo 151 huacho 15136 peru, huaura",-11.118375,-77.60640719999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-hermoso-departamento-amoblado-145590470.html
18750.0,5000.0,,169.0,3.0,3.0,,0.0,,2024-12-31,,,"condominio la jolla, asia",-12.7913564,-76.5786837,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-playa-la-jolla-143428865.html
18500.0,5000.0,1.0,250.0,3.0,3.0,2.0,1.0,,2024-12-31,,,"playa la jolla km 101 panamericana sur asia, asia",-12.7871607,-76.5716728,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-depa-en-asia-playa-la-jolla-145256823.html
11400.0,3500.0,1.0,220.0,3.0,4.0,2.0,7.0,,2024-11-06,,,"playa la jolla 1, canete",-12.9050867,-76.3637285,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-lindo-dpto-en-calle-playa-la-jolla-1-piso-3-145010044.html
5700.0,1500.0,100.0,150.0,3.0,2.0,2.0,10.0,,2024-09-30,,,"playa el mirador 1, canete",,,https://www.adondevivir.com/propiedades/clasificado/alclapin-vendo-o-alquilo-dpto-en-condominio-playa-el-mirador-142540600.html
1200.0,,,66.0,2.0,1.0,,0.0,,2025-05-06,smp,C,"urb monte azul mz i lote 29 primera etapa, san martin de porres",-11.9760691,-77.08617079999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-departamento1er-piso-urb.-monte-azul-san-146255047.html
850.0,230.0,,65.0,2.0,1.0,,3.0,59.0,2025-05-02,smp,C,"mz c lote 11, san martin de porres",-11.9929753,-77.1102037,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-san-martin-de-porres-146338327.html
850.0,,,76.0,3.0,2.0,,1.0,39.0,2025-04-21,vmt,D,"jr chan chan 152, villa maria del triunfo",-12.1818969,-76.92731409999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-urb-tablada-de-lurin-villa-maria-del-146087624.html
2300.0,630.0,,135.0,2.0,2.0,,0.0,,2025-01-19,sjm,D,"francisco bejarano 1071 zona c san juan de miraflores, san juan de miraflores",-12.1678026,-76.9656955,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-amplio-departamento-de-2-habitaciones-con-144881456.html
2200.0,,150.0,75.0,3.0,,,12.0,187.0,2025-06-06,jesus maria,B,"avenida general santa cruz, jesus maria",-12.0716566,-77.0478731,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-sin-amoblar-entre-las-avs-salaverry-y-garzon-146418570.html
2970.0,820.0,300.0,97.0,2.0,3.0,1.0,12.0,83.0,2025-06-06,miraflores,A,"calle bolivar, miraflores",-12.1258688,-77.026949,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-con-balcon-y-vista-a-calle.-incluye-1cochera-con-146294974.html
2847.0,780.0,380.0,65.0,1.0,1.0,1.0,9.0,47.0,2025-06-05,miraflores,A,"calle narciso de le colina 350, miraflores",-12.1183586,-77.0271154,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-lindo-departamento-en-miraflores-143913427.html
2516.0,680.0,200.0,55.0,2.0,2.0,1.0,10.0,30.0,2025-06-05,chorrillos,B,"bajada de agua dulce, chorrillos",-12.1636633,-77.0237686,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-flat-con-o-sin-muebles-2-dorm-1estac-146029424.html
2000.0,,140.0,57.0,2.0,1.0,1.0,18.0,116.0,2025-06-06,la molina,A,"santa patricia la molina, la molina",-12.0709117,-76.9419144,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-la-molina-146647749.html
3670.0,1020.0,580.0,110.0,3.0,4.0,1.0,12.0,62.0,2025-06-04,miraflores,A,"av jose pardo miraflores, miraflores",-12.1191345,-77.036787,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-en-alquiler-de-3-dorm.-mas-cuarto-y-bano-146646360.html
2990.0,810.0,400.0,65.0,,1.0,1.0,5.0,37.0,2025-06-05,barranco,A,"calle perez roca 100, barranco",-12.1419993,-77.0224966,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-lindo-y-acogedor-departamento-en-barranco-con-146272979.html
3174.0,870.0,360.0,74.0,3.0,2.0,1.0,4.0,71.0,2025-06-04,lince,B,"av cesar vallejo, lince",-12.0885688,-77.0409569,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-con-vista-al-parque-146643410.html
2600.0,685.0,180.0,115.0,2.0,2.0,2.0,12.0,326.0,2025-02-28,miraflores,A,"calle general silva 120 miraflores, miraflores",-12.1208481,-77.0231221,https://www.adondevivir.com/propiedades/clasificado/alclapin-confortable-y-bien-ubicado-145846745.html
2900.0,800.0,490.0,89.0,2.0,2.0,1.0,17.0,77.0,2025-06-05,miraflores,A,"coronel inclan 444, miraflores",-12.1154802,-77.03121370000001,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-coronel-inclan-miraflores-146630164.html
7125.0,1900.0,795.0,181.0,3.0,2.0,1.0,30.0,27.0,2025-06-05,san isidro,A,"miguel cervantes, san isidro",-12.1038193,-77.042412,https://www.adondevivir.com/propiedades/clasificado/alclapin-dpto-en-alquiler-san-isidro-146539749.html
2300.0,640.0,250.0,44.0,1.0,1.0,1.0,3.0,80.0,2025-06-04,surquillo,C,"av tomas marsano 300, surquillo",-12.1066695,-77.0169018,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquilo-centrico-mini-departamento-en-el-limite-de-146641570.html
16425.0,930000.0,1280.0,310.0,3.0,3.0,3.0,13.0,77.0,,san isidro,A,"parque mora, san isidro",-12.11085,-77.04670000000002,https://www.adondevivir.com/propiedades/clasificado/veclapin-moderno-flat-en-venta-o-alquiler-en-san-isidro-142951688.html
2400.0,,10.0,80.0,3.0,2.0,,2.0,144.0,2025-06-05,lince,B,"av arequipa 1550, lince",-12.0802756,-77.03526219999999,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-departamento-en-lince-casi-de-estreno-146639152.html
