,Unnamed: 0,precio_pen,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,nivel_socioeconomico,latitud,longitud,num_colegios_prox,num_malls_prox,num_hospitales_prox,año,mes,dia,dia_semana,semana,es_fin_de_semana,distrito_ate,distrito_barranco,distrito_brena,distrito_callao,distrito_carabayllo,distrito_chaclacayo,distrito_chorrillos,distrito_cieneguilla,distrito_comas,distrito_el agustino,distrito_independencia,distrito_jesus maria,distrito_la molina,distrito_la victoria,distrito_lima cercado,distrito_lince,distrito_los olivos,distrito_lurigancho,distrito_lurin,distrito_magdalena,distrito_miraflores,distrito_pachacamac,distrito_pucusana,distrito_pueblo libre,distrito_puente piedra,distrito_punta hermosa,distrito_punta negra,distrito_rimac,distrito_san bartolo,distrito_san borja,distrito_san isidro,distrito_san luis,distrito_san miguel,distrito_santa anita,distrito_santa maria del mar,distrito_sjl,distrito_sjm,distrito_smp,distrito_surco,distrito_surquillo,distrito_ves,distrito_vmt
1958,1958,1800.0,165.0,70.0,2.0,2.0,1.0,5.0,61.0,2,-12.0793641,-76.9841426,13,0,2,2025,6,11,2,24,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1959,1959,1000.0,310.0,54.0,2.0,2.0,1.0,9.0,476.0,2,-11.9814397,-77.09697179999999,8,0,0,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1960,1960,16875.0,850.0,300.0,3.0,3.0,2.0,2.0,58.0,4,-12.1006154,-77.0380202,1,1,0,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1961,1961,6750.0,720.0,239.0,2.0,2.0,2.0,17.0,53.0,4,-12.1296933,-76.9701568,4,0,0,2025,5,23,4,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1962,1962,3026.0,390.0,45.0,1.0,1.0,1.0,0.0,61.0,4,-12.0970431,-77.03393710000002,5,1,2,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1963,1963,1100.0,310.0,54.0,2.0,1.0,1.0,0.0,159.0,2,-12.009288,-77.0560642,12,1,0,2025,4,29,1,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1964,1964,8140.0,900.0,225.0,3.0,2.0,2.0,5.0,121.0,4,-12.0885367,-76.9811609,1,0,0,2025,4,9,2,15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1965,1965,9250.0,850.0,230.0,3.0,2.0,2.0,5.0,99.0,4,-12.0885367,-76.9811609,1,0,0,2025,4,10,3,15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1966,1966,1950.0,200.0,44.0,1.0,1.0,1.0,2.0,50.0,2,-12.0800354,-77.0297447,8,0,1,2025,6,9,0,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1967,1967,2800.0,325.0,58.0,2.0,2.0,1.0,5.0,66.0,4,-12.137417,-77.0223457,10,0,0,2025,5,10,5,19,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1968,1968,6105.0,500.0,270.0,3.0,3.0,1.0,7.0,44.0,4,-12.1133154,-77.0461333,4,0,0,2025,6,10,1,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1969,1969,2700.0,240.0,61.0,2.0,2.0,1.0,2.0,31.0,3,-12.0846557,-77.034531,11,2,4,2025,6,10,1,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1970,1970,3470.0,300.0,90.0,2.0,3.0,1.0,3.0,19.0,4,-12.1212691,-77.02623179999999,3,0,0,2025,6,10,1,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1971,1971,4440.0,380.0,118.0,3.0,2.0,1.0,8.0,39.0,4,-12.1305439,-77.0235229,5,0,2,2025,5,13,1,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1972,1972,15100.0,1400.0,406.0,2.0,3.0,2.0,0.0,16.0,4,-12.1310409,-77.0317083,1,1,0,2025,6,4,2,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1973,1973,2250.0,245.0,65.0,1.0,1.0,1.0,11.0,89.0,4,-12.1221978,-77.0260545,3,0,0,2025,6,2,0,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1974,1974,4050.0,310.0,98.0,3.0,3.0,1.0,0.0,23.0,4,-12.122978,-76.9856739,3,0,1,2025,5,20,1,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1975,1975,2700.0,300.0,66.0,2.0,2.0,1.0,0.0,24.0,4,-12.1197448,-77.0181255,4,0,1,2025,5,8,3,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1976,1976,1700.0,200.0,65.0,2.0,2.0,1.0,0.0,28.0,2,-12.0577678,-77.06694329999999,2,0,0,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1977,1977,1800.0,310.0,150.0,2.0,1.0,1.0,25.0,22.0,2,-12.0521125,-77.0613955,9,0,0,2025,6,5,3,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1978,1978,2100.0,310.0,46.0,2.0,1.0,1.0,0.0,257.0,2,-12.1456994,-76.99645,5,0,0,2025,5,9,4,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1979,1979,1600.0,310.0,132.0,3.0,2.0,1.0,0.0,121.0,2,-12.053957,-76.94991120000002,7,0,0,2025,6,6,4,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1980,1980,2500.0,150.0,50.0,2.0,1.0,1.0,1.0,289.0,3,-12.0911593,-77.05655879999999,8,1,0,2025,5,16,4,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1981,1981,3800.0,310.0,98.0,4.0,2.0,1.0,0.0,199.0,4,-12.122978,-76.9856739,3,0,1,2025,5,6,1,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1982,1982,4015.0,670.0,90.0,2.0,2.0,2.0,5.0,29.0,4,-12.091864,-77.0499479,1,1,0,2025,6,13,4,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1983,1983,2100.0,130.0,110.0,2.0,2.0,1.0,0.0,168.0,3,-12.0897631,-77.0416692,7,0,1,2025,5,17,5,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1984,1984,1800.0,200.0,53.0,2.0,2.0,1.0,0.0,78.0,2,-12.0533523,-77.0758733,19,0,0,2025,4,23,2,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1985,1985,8030.0,1199.0,383.0,4.0,3.0,3.0,22.0,73.0,4,-12.122978,-76.9856739,3,0,1,2024,8,17,5,33,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1986,1986,1900.0,180.0,56.0,1.0,1.0,1.0,6.0,49.0,3,-12.0648196,-77.0416197,7,0,1,2025,6,6,4,23,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1987,1987,2200.0,200.0,57.0,2.0,2.0,1.0,0.0,130.0,3,-12.0888514,-77.03085519999999,3,1,4,2025,6,4,2,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1988,1988,2300.0,310.0,95.0,3.0,2.0,1.0,0.0,62.0,2,-12.0693412,-77.07749199999999,2,0,0,2025,5,5,0,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1989,1989,2300.0,250.0,55.0,1.0,1.0,1.0,22.0,149.0,4,-12.1198541,-77.0431521,3,0,0,2025,6,6,4,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1990,1990,2800.0,350.0,95.0,2.0,2.0,1.0,3.0,185.0,3,-12.0873013,-77.0595945,7,0,4,2024,7,3,2,27,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1991,1991,5550.0,350.0,111.0,2.0,2.0,1.0,0.0,78.0,4,-12.1114183,-77.0476679,2,0,0,2025,4,22,1,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1992,1992,3700.0,360.0,60.0,1.0,1.0,1.0,18.0,24.0,4,-12.1219633,-77.0417822,2,0,0,2025,6,3,1,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1993,1993,2000.0,310.0,90.0,2.0,1.0,1.0,3.0,314.0,2,-12.0865014,-76.9960255,3,0,4,2025,5,18,6,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,1994,1700.0,310.0,40.0,1.0,1.0,1.0,0.0,331.0,3,-12.0804374,-77.0340701,18,1,4,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,1995,2100.0,230.0,45.0,1.0,1.0,1.0,5.0,219.0,4,-12.0949216,-77.023229,0,0,0,2025,5,21,2,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1996,1996,2150.0,310.0,50.0,1.0,1.0,1.0,0.0,426.0,4,-12.1013582,-77.0021289,5,0,4,2025,5,5,0,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1997,1997,2500.0,230.0,76.0,3.0,2.0,1.0,4.0,209.0,3,-12.0926114,-77.07596459999999,10,0,1,2025,5,1,3,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,1998,1700.0,310.0,40.0,1.0,1.0,1.0,0.0,483.0,3,-12.0804374,-77.0340701,18,1,4,2025,5,1,3,18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,1999,1600.0,60.0,46.0,2.0,1.0,1.0,60.0,407.0,3,-12.07334,-77.0451238,12,0,2,2025,5,1,3,18,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,2000,3660.0,380.0,120.0,3.0,2.0,2.0,20.0,24.0,4,-12.0869706,-76.9699893,1,0,0,2025,6,17,1,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2001,2001,1800.0,180.0,60.0,2.0,2.0,1.0,4.0,22.0,2,-12.0485899,-77.05713329999999,3,0,1,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2002,2002,3500.0,390.0,106.0,3.0,2.0,1.0,3.0,31.0,2,-12.0466888,-77.04308859999999,11,0,4,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2003,2003,2000.0,100.0,68.0,2.0,2.0,1.0,1.0,50.0,3,-12.0670138,-77.10013,6,0,0,2025,6,12,3,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2004,2004,2000.0,150.0,71.0,2.0,2.0,1.0,13.0,61.0,2,-12.0463808,-77.0432246,11,0,4,2025,6,10,1,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,2005,1600.0,60.0,60.0,1.0,1.0,1.0,3.0,115.0,2,-12.0544113,-77.0777738,15,0,0,2025,5,20,1,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,2006,6650.0,945.0,178.0,2.0,2.0,2.0,13.0,61.0,4,-12.1107928,-77.0394848,8,0,3,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,2007,800.0,310.0,55.0,3.0,1.0,1.0,0.0,76.0,1,-11.8638143,-77.0665873,1,0,0,2025,6,17,1,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008,2008,2500.0,400.0,120.0,2.0,2.0,2.0,0.0,210.0,3,-12.08188,-77.03837999999999,10,1,4,2025,6,16,0,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2009,2009,2800.0,280.0,84.0,3.0,2.0,1.0,8.0,61.0,3,-12.0881259,-77.09118579999999,7,0,0,2025,6,16,0,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2010,2010,2200.0,310.0,40.0,1.0,1.0,1.0,20.0,61.0,4,-12.1218166,-77.0172792,5,0,1,2025,6,18,2,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,2011,1450.0,310.0,28.0,1.0,1.0,1.0,20.0,269.0,4,-12.1218166,-77.0172792,5,0,1,2025,6,18,2,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2012,2012,2700.0,250.0,60.0,2.0,2.0,1.0,0.0,61.0,4,-12.1370557,-77.0177721,6,0,0,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,2013,4344.0,400.0,137.0,3.0,2.0,1.0,56.0,61.0,4,-12.122486,-77.0313539,5,1,2,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,2014,5430.0,700.0,168.0,3.0,2.0,2.0,12.0,20.0,4,-12.122486,-77.0313539,5,1,2,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2015,2015,2800.0,280.0,60.0,1.0,1.0,1.0,5.0,24.0,4,-12.14123,-77.02327,8,0,0,2025,6,15,6,24,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,2016,1650.0,1.0,60.0,1.0,1.0,1.0,10.0,168.0,4,-12.1281879,-77.0335233,0,0,1,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,2017,2200.0,300.0,52.0,1.0,1.0,1.0,5.0,61.0,4,-12.1389707,-77.0211649,12,0,0,2025,6,15,6,24,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018,2018,3000.0,300.0,93.0,3.0,3.0,2.0,10.0,30.0,4,-12.1108716,-77.0266929,9,0,2,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,2019,3750.0,400.0,120.0,2.0,3.0,2.0,16.0,61.0,4,-12.122486,-77.0313539,5,1,2,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,2020,1700.0,180.0,65.0,3.0,2.0,1.0,7.0,61.0,3,-12.0509982,-76.9561857,5,0,3,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,2021,1150.0,310.0,28.0,1.0,1.0,1.0,30.0,750.0,3,-12.0216002,-77.0899713,5,0,1,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2022,1450.0,140.0,75.0,3.0,2.0,1.0,8.0,28.0,2,-12.0313512,-77.0263305,10,0,1,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2023,2199.0,150.0,48.0,1.0,1.0,1.0,2.0,45.0,2,-12.1067662,-77.016817,6,0,0,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024,2024,10860.0,1312.0,245.0,3.0,2.0,3.0,6.0,61.0,4,-34.470829,-58.5286102,0,0,0,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2025,2025,2000.0,310.0,44.0,1.0,1.0,1.0,7.0,64.0,4,-12.1007421,-76.9868077,0,0,0,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2026,2026,3982.0,500.0,95.0,3.0,3.0,1.0,10.0,61.0,4,-12.1411508,-77.0221186,11,0,0,2025,6,15,6,24,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2027,2027,2300.0,280.0,64.0,3.0,1.0,1.0,3.0,40.0,2,-12.1050903,-77.0207903,4,0,0,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2028,2028,1900.0,150.0,40.0,1.0,1.0,1.0,0.0,149.0,3,-12.0848075,-77.0355629,15,2,4,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2029,2029,2398.0,200.0,44.0,1.0,1.0,1.0,11.0,61.0,4,-12.14101,-77.02338,8,0,0,2025,6,14,5,24,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2030,2030,1600.0,310.0,85.0,2.0,1.0,1.0,10.0,15.0,4,-12.122978,-76.9856739,3,0,1,2025,6,18,2,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2031,2031,1400.0,310.0,30.0,1.0,1.0,1.0,10.0,26.0,4,-12.122486,-77.0313539,5,1,2,2025,6,18,2,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2032,2032,1700.0,310.0,85.0,2.0,1.0,1.0,10.0,18.0,2,-12.1124923,-77.0122039,7,1,0,2025,6,17,1,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2033,2033,1300.0,310.0,20.0,1.0,1.0,1.0,7.0,61.0,4,-12.0981712,-77.0276046,5,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2034,2034,2000.0,190.0,60.0,2.0,2.0,1.0,7.0,61.0,3,-12.0715326,-77.06149119999999,9,0,6,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2035,2035,2400.0,270.0,52.0,1.0,1.0,1.0,1.0,63.0,4,-12.1393686,-77.0207071,12,0,0,2025,6,14,5,24,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2036,2036,1800.0,310.0,63.0,2.0,1.0,1.0,7.0,33.0,4,-12.1510588,-77.0188275,11,0,0,2025,6,14,5,24,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2037,2037,2200.0,310.0,57.0,2.0,2.0,1.0,2.0,119.0,3,-12.0822722,-77.02843949999999,8,0,1,2025,6,18,2,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2038,2038,19000.0,310.0,300.0,3.0,3.0,2.0,17.0,15.0,4,-12.1168739,-77.0315255,8,0,1,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2039,2039,2800.0,200.0,68.0,3.0,2.0,1.0,0.0,17.0,3,-12.082678,-77.0500825,15,0,4,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2040,2040,2600.0,150.0,68.0,2.0,2.0,1.0,0.0,42.0,3,-12.082678,-77.0500825,15,0,4,2025,6,15,6,24,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2041,2041,2221.0,310.0,40.0,1.0,1.0,1.0,0.0,61.0,3,-12.0944895,-77.0495666,3,0,0,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2042,2042,2300.0,310.0,88.0,2.0,1.0,1.0,0.0,18.0,4,-12.1045285,-76.9537536,0,0,0,2025,6,14,5,24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
