,Unnamed: 0,precio_pen,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,nivel_socioeconomico,latitud,longitud,num_colegios_prox,num_malls_prox,num_hospitales_prox,año,mes,dia,dia_semana,semana,es_fin_de_semana,distrito_ate,distrito_barranco,distrito_brena,distrito_callao,distrito_carabayllo,distrito_chaclacayo,distrito_chorrillos,distrito_cieneguilla,distrito_comas,distrito_el agustino,distrito_independencia,distrito_jesus maria,distrito_la molina,distrito_la victoria,distrito_lima cercado,distrito_lince,distrito_los olivos,distrito_lurigancho,distrito_lurin,distrito_magdalena,distrito_miraflores,distrito_pachacamac,distrito_pucusana,distrito_pueblo libre,distrito_puente piedra,distrito_punta hermosa,distrito_punta negra,distrito_rimac,distrito_san bartolo,distrito_san borja,distrito_san isidro,distrito_san luis,distrito_san miguel,distrito_santa anita,distrito_santa maria del mar,distrito_sjl,distrito_sjm,distrito_smp,distrito_surco,distrito_surquillo,distrito_ves,distrito_vmt
1242,1242,9160.0,1100.0,240.0,3.0,3.0,2.0,14.0,61.0,4,-12.0918101,-77.0422032,4,0,1,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1243,1243,1500.0,310.0,68.0,2.0,1.0,1.0,0.0,113.0,4,-12.1465551,-77.0083016,7,0,0,2025,6,3,1,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1244,1244,2200.0,310.0,200.0,3.0,1.0,1.0,15.0,27.0,1,-12.0175997,-76.983396,9,0,0,2025,6,2,0,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1245,1245,6120.0,1000.0,185.0,3.0,4.0,2.0,20.0,74.0,4,-12.1069365,-77.0436059,2,0,0,2025,6,1,6,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1246,1246,10374.0,1300.0,393.0,4.0,4.0,2.0,14.0,61.0,4,-12.0888942,-76.967008,0,0,0,2025,6,1,6,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1247,1247,10890.0,1650.0,490.0,4.0,4.0,3.0,7.0,61.0,4,-12.1065809,-76.98465039999999,3,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1248,1248,2200.0,1.0,100.0,3.0,1.0,1.0,4.0,143.0,4,-12.1697194,-76.98961899999999,2,1,0,2025,6,1,6,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1249,1249,5800.0,350.0,225.0,3.0,3.0,2.0,13.0,42.0,4,-12.1318872,-77.01120879999999,2,0,0,2025,5,31,5,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1250,1250,1800.0,200.0,39.0,1.0,1.0,1.0,18.0,385.0,4,-12.1004182,-76.9998632,6,0,2,2025,5,30,4,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1251,1251,4887.0,650.0,154.0,3.0,3.0,2.0,15.0,66.0,4,-34.470829,-58.5286102,0,0,0,2025,5,30,4,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1252,1252,1500.0,310.0,89.0,2.0,1.0,1.0,5.0,188.0,4,-12.156504,-76.989894,9,0,0,2025,5,29,3,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1253,1253,4687.0,700.0,140.0,3.0,2.0,2.0,8.0,85.0,4,-12.1116829,-76.9829118,7,0,0,2025,5,29,3,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1254,1254,5550.0,800.0,197.0,3.0,3.0,2.0,7.0,118.0,4,-12.1118061,-76.98212099999999,4,0,0,2025,5,30,4,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1255,1255,9375.0,300.0,128.0,3.0,3.0,2.0,8.0,16.0,3,-12.412668,-76.7780178,0,0,0,2025,2,16,6,7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1256,1256,1200.0,310.0,65.0,2.0,1.0,1.0,10.0,88.0,1,-12.1602622,-76.9818781,7,0,0,2025,5,28,2,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1257,1257,1500.0,250.0,87.0,2.0,2.0,1.0,50.0,60.0,3,-12.3860546,-76.7830607,0,0,0,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1258,1258,7850.0,970.0,288.0,3.0,3.0,2.0,17.0,75.0,4,-12.112767,-76.9859077,7,0,1,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1259,1259,6570.0,310.0,214.0,4.0,3.0,2.0,10.0,22.0,4,-12.1242889,-76.9741181,8,0,0,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1260,1260,1800.0,310.0,30.0,1.0,2.0,1.0,0.0,195.0,4,-12.136397,-76.992645,6,0,0,2025,5,28,2,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1261,1261,799000.0,400.0,101.0,2.0,2.0,2.0,8.0,61.0,3,-12.3297137,-76.8304352,0,0,0,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1262,1262,9750.0,1500.0,400.0,4.0,4.0,3.0,8.0,37.0,4,-12.0853364,-76.96179959999999,0,0,0,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1263,1263,1050.0,310.0,90.0,3.0,1.0,1.0,29.0,27.0,2,-11.9111857,-77.0494241,7,0,0,2025,5,27,1,22,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1264,1264,2600.0,500.0,140.0,3.0,2.0,1.0,5.0,20.0,3,-12.3300233,-76.82989859999999,0,0,0,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1265,1265,2190.0,400.0,125.0,3.0,3.0,2.0,7.0,40.0,3,-12.3310197,-76.8297159,0,0,0,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266,1266,3100.0,500.0,125.0,4.0,3.0,2.0,3.0,45.0,3,-12.3300361,-76.8298951,0,0,0,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1267,1267,2100.0,400.0,125.0,3.0,3.0,2.0,6.0,83.0,3,-12.3288208,-76.83131,0,0,0,2025,5,26,0,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1268,1268,3500.0,300.0,90.0,3.0,2.0,1.0,3.0,49.0,3,-12.082946,-77.0466273,17,0,3,2025,5,25,6,21,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1269,1269,11520.0,1900.0,504.0,4.0,4.0,3.0,14.0,40.0,4,-12.08453,-76.96358,0,0,0,2025,5,23,4,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1270,1270,6171.0,310.0,200.0,3.0,2.0,2.0,10.0,61.0,4,-12.0851279,-76.9617709,0,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1271,1271,2590.0,300.0,120.0,3.0,2.0,2.0,3.0,42.0,3,-12.3394733,-76.8192964,1,0,0,2025,5,22,3,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1272,1272,2550.0,250.0,65.0,2.0,2.0,1.0,2.0,17.0,3,-12.0707342,-77.1116166,0,0,0,2025,5,21,2,21,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1273,1273,29360.0,1760.0,420.0,4.0,4.0,4.0,25.0,15.0,4,-12.0851279,-76.9617709,0,0,0,2025,5,20,1,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1274,1274,2800.0,150.0,76.0,2.0,2.0,1.0,29.0,95.0,4,-12.1070103,-76.9582071,0,0,0,2025,5,18,6,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1275,1275,2880.0,310.0,90.0,2.0,2.0,1.0,0.0,179.0,4,-12.1300345,-76.971992,4,0,0,2025,5,16,4,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1276,1276,2900.0,200.0,80.0,1.0,1.0,2.0,25.0,57.0,4,-12.1168082,-76.9783542,4,0,0,2025,6,17,1,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1277,1277,5790.0,310.0,130.0,3.0,3.0,2.0,7.0,61.0,3,-12.330004,-76.8316424,0,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1278,1278,2450.0,310.0,140.0,4.0,2.0,1.0,7.0,61.0,3,-12.3648751,-76.79454679999999,4,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1279,1279,5840.0,400.0,210.0,3.0,3.0,1.0,5.0,113.0,4,-12.1117409,-76.9788567,4,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1280,1280,1500.0,310.0,50.0,1.0,1.0,1.0,0.0,243.0,4,-12.1392903,-76.9819946,5,0,0,2025,5,6,1,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1281,1281,800.0,310.0,30.0,1.0,1.0,1.0,1.0,750.0,4,-12.1486372,-77.00927,9,0,0,2025,5,5,0,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1282,1282,3515.0,310.0,100.0,2.0,2.0,1.0,20.0,43.0,4,-12.1028619,-77.0562094,7,0,0,2025,5,4,6,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1283,1283,2000.0,310.0,62.0,1.0,2.0,1.0,25.0,158.0,4,-12.1257125,-76.9700797,3,0,0,2025,5,3,5,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1284,1284,6900.0,800.0,250.0,3.0,3.0,3.0,11.0,39.0,4,-12.122978,-76.9856739,3,0,1,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1285,1285,1370.0,98.0,50.0,1.0,1.0,1.0,7.0,239.0,2,-12.0100236,-76.8587878,2,0,0,2025,5,4,6,18,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1286,1286,900.0,310.0,45.0,2.0,1.0,1.0,3.0,114.0,2,-11.9810451,-77.0701972,16,0,0,2025,5,3,5,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1287,1287,800.0,310.0,45.0,2.0,1.0,1.0,7.0,69.0,3,-12.1750078,-77.0003604,12,0,0,2025,4,28,0,18,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1288,1288,850.0,310.0,60.0,2.0,1.0,1.0,6.0,193.0,2,-12.0241375,-76.9344844,5,0,0,2025,4,28,0,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1289,1289,5973.0,270.0,124.0,3.0,2.0,2.0,5.0,61.0,3,-12.4058611,-76.7743383,0,0,0,2025,4,26,5,17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1290,1290,1500.0,60.0,120.0,3.0,3.0,1.0,0.0,34.0,1,-12.0235614,-76.9964835,16,0,0,2025,4,24,3,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1291,1291,37000.0,450.0,111.0,2.0,2.0,1.0,4.0,18.0,3,-12.3834082,-76.78448999999999,0,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1292,1292,7200.0,800.0,187.0,3.0,2.0,2.0,24.0,65.0,4,-12.0872373,-76.9634406,0,0,0,2025,4,22,1,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1293,1293,13468.0,650.0,299.0,4.0,4.0,2.0,7.0,102.0,4,-12.1158391,-76.9818284,5,0,0,2025,3,20,3,12,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1294,1294,2960.0,320.0,118.0,2.0,2.0,1.0,25.0,152.0,4,-12.1310093,-77.0033392,1,0,4,2025,4,16,2,16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295,1295,4941.0,700.0,164.0,3.0,3.0,1.0,7.0,61.0,3,-12.3834082,-76.78448999999999,0,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,1296,3374.0,370.0,105.0,2.0,2.0,2.0,7.0,61.0,4,-12.1205765,-76.9855656,4,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1297,1297,6480.0,1100.0,204.0,3.0,2.0,3.0,12.0,35.0,4,-12.0853364,-76.96179959999999,0,0,0,2025,4,12,5,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1298,1298,6032.0,310.0,130.0,3.0,3.0,1.0,0.0,61.0,3,-12.4115982,-76.7777888,0,0,0,2025,4,11,4,15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1299,1299,50000.0,400.0,105.0,2.0,2.0,1.0,10.0,61.0,3,-12.3296113,-76.8300407,0,0,0,2025,2,17,0,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1300,1300,11470.0,1200.0,450.0,4.0,6.0,4.0,13.0,61.0,4,-12.112767,-76.9859077,7,0,1,2025,4,3,3,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1301,1301,13230.0,310.0,140.0,3.0,3.0,2.0,0.0,61.0,3,-12.3237971,-76.8352298,0,0,0,2025,4,2,2,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1302,1302,6750.0,850.0,172.0,2.0,2.0,2.0,10.0,41.0,4,-12.0853364,-76.96179959999999,0,0,0,2025,4,3,3,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1303,1303,3600.0,310.0,152.0,3.0,3.0,1.0,6.0,120.0,3,-12.0814618,-77.0776203,10,0,1,2025,4,2,2,14,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1304,1304,10472.0,1300.0,396.0,4.0,4.0,2.0,10.0,61.0,4,-12.0838317,-76.96574629999999,0,1,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1305,1305,2600.0,250.0,56.0,2.0,1.0,1.0,10.0,81.0,3,-12.0842892,-77.0522278,14,0,4,2025,3,31,0,14,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1306,1306,28500.0,300.0,130.0,3.0,2.0,2.0,5.0,61.0,3,-12.3366463,-76.8228676,4,0,0,2024,10,30,2,44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1307,1307,2650.0,150.0,160.0,3.0,1.0,1.0,5.0,19.0,2,-12.055428,-76.9589436,14,0,0,2025,3,29,5,13,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1308,1308,2450.0,390.0,90.0,3.0,3.0,1.0,12.0,141.0,4,-12.1195432,-76.9769226,7,0,0,2025,3,28,4,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1309,1309,1700.0,310.0,98.0,2.0,1.0,1.0,20.0,84.0,4,-12.1642763,-76.9879039,7,0,0,2025,3,19,2,12,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1310,1310,2920.0,290.0,50.0,1.0,1.0,1.0,20.0,20.0,4,-12.0906741,-77.0338254,7,1,5,2025,3,18,1,12,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1311,1311,4567.0,310.0,136.0,3.0,3.0,2.0,4.0,18.0,3,-12.3849381,-76.77046419999999,2,0,0,2024,8,13,1,33,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,1312,12600.0,310.0,350.0,3.0,3.0,2.0,15.0,61.0,4,-12.0838317,-76.96574629999999,0,1,0,2025,3,9,6,10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1313,1313,1850.0,310.0,90.0,2.0,2.0,1.0,20.0,91.0,4,-12.1579105,-76.985422,10,1,0,2025,3,5,2,10,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,1314,9250.0,1150.0,245.0,3.0,3.0,2.0,10.0,77.0,4,-12.1569543,-76.9880677,8,0,0,2025,3,5,2,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1315,1315,1800.0,310.0,200.0,3.0,2.0,2.0,4.0,41.0,1,-12.3017355,-76.8516775,2,0,0,2025,2,18,1,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1316,1316,1200.0,120.0,72.0,3.0,1.0,1.0,8.0,85.0,2,-12.0161186,-76.8890583,7,1,1,2025,2,11,1,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1317,1317,3800.0,150.0,135.0,4.0,3.0,1.0,50.0,118.0,3,-12.0883075,-77.05217379999999,11,1,3,2025,1,10,4,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1318,1318,2800.0,250.0,112.0,3.0,3.0,1.0,15.0,294.0,4,-12.1055195,-76.9526288,1,0,0,2024,12,11,2,50,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1319,1319,7200.0,800.0,300.0,3.0,3.0,3.0,15.0,59.0,4,-12.0853364,-76.96179959999999,0,0,0,2025,6,11,2,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1320,1320,7707.0,424.0,250.0,3.0,2.0,2.0,0.0,61.0,3,41.3838871,2.1820711,0,0,0,2024,10,3,3,40,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1321,1321,11625.0,310.0,452.0,4.0,2.0,4.0,14.0,32.0,4,-12.1127596,-76.9865324,6,0,1,2024,11,11,0,46,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1322,1322,750.0,310.0,70.0,3.0,1.0,1.0,0.0,76.0,1,-12.238648,-76.9322565,6,0,0,2024,11,12,1,46,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1323,1323,4800.0,310.0,200.0,3.0,2.0,1.0,5.0,26.0,4,-12.0707481,-76.9398715,8,0,1,2024,11,10,6,45,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,1324,11670.0,310.0,420.0,4.0,5.0,3.0,9.0,29.0,4,-12.1155815,-76.9807542,5,0,0,2024,11,6,2,45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1325,1325,5500.0,600.0,200.0,3.0,4.0,1.0,10.0,73.0,4,-12.122978,-76.9856739,3,0,1,2024,10,21,0,43,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1326,1326,9500.0,250.0,350.0,3.0,4.0,2.0,10.0,49.0,4,-12.1118061,-76.98212099999999,4,0,0,2024,9,30,0,40,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
