precio_pen,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,zona_apeim_cod
2625.0,260.0,48.0,1.0,1.0,1.0,5.0,8.0
2600.0,214.0,42.0,3.0,1.0,1.0,,7.0
2300.0,,40.0,1.0,1.0,,5.0,8.0
2909.0,,68.0,2.0,2.0,1.0,3.0,6.0
1200.0,,170.0,4.0,2.0,,10.0,1.0
1800.0,190.0,75.0,3.0,2.0,1.0,7.0,8.0
2904.0,250.0,100.0,3.0,2.0,1.0,1.0,
6732.0,840.0,200.0,3.0,3.0,2.0,6.0,7.0
5000.0,,170.0,3.0,2.0,1.0,1.0,7.0
2800.0,310.0,44.0,1.0,,1.0,0.0,7.0
6100.0,900.0,230.0,3.0,3.0,2.0,8.0,8.0
2500.0,180.0,72.0,3.0,2.0,1.0,0.0,7.0
1600.0,,50.0,1.0,1.0,,2.0,7.0
7163.0,730.0,180.0,4.0,2.0,2.0,2.0,7.0
2375.0,170.0,53.0,1.0,1.0,1.0,19.0,7.0
2470.0,250.0,46.0,1.0,2.0,1.0,9.0,8.0
4050.0,550.0,83.0,3.0,2.0,1.0,,8.0
2500.0,230.0,45.0,2.0,1.0,,1.0,6.0
2300.0,184.0,44.0,1.0,1.0,1.0,0.0,8.0
2200.0,150.0,81.0,3.0,2.0,,16.0,6.0
2500.0,300.0,74.0,3.0,2.0,1.0,6.0,8.0
2800.0,250.0,180.0,3.0,2.0,1.0,15.0,7.0
2100.0,,73.0,3.0,2.0,,2.0,8.0
2200.0,310.0,45.0,1.0,1.0,,10.0,8.0
2000.0,130.0,75.0,3.0,2.0,,5.0,6.0
2099.0,170.0,80.0,3.0,1.0,,3.0,4.0
9490.0,710.0,179.0,3.0,2.0,2.0,35.0,7.0
2200.0,240.0,60.0,3.0,1.0,1.0,,6.0
1680.0,130.0,38.0,1.0,1.0,,1.0,8.0
2100.0,200.0,81.0,3.0,3.0,,12.0,6.0
5920.0,560.0,205.0,3.0,3.0,1.0,30.0,7.0
10584.0,1250.0,395.0,3.0,3.0,3.0,7.0,7.0
7917.0,1000.0,178.0,3.0,3.0,2.0,11.0,7.0
3145.0,300.0,58.0,1.0,2.0,1.0,3.0,8.0
11100.0,1450.0,300.0,3.0,2.0,2.0,5.0,7.0
7854.0,985.0,180.0,3.0,2.0,2.0,10.0,7.0
3129.0,321.0,60.0,1.0,1.0,1.0,1.0,7.0
3204.0,570.0,90.0,2.0,1.0,1.0,2.0,7.0
4810.0,550.0,148.0,3.0,2.0,2.0,6.0,7.0
2888.0,390.0,60.0,2.0,1.0,1.0,4.0,8.0
4114.0,650.0,113.0,3.0,2.0,1.0,0.0,7.0
5984.0,500.0,188.0,4.0,4.0,2.0,0.0,7.0
5236.0,500.0,146.0,3.0,4.0,2.0,0.0,7.0
7833.0,1415.0,240.0,,3.0,2.0,10.0,8.0
5700.0,310.0,170.0,3.0,2.0,2.0,4.0,7.0
5700.0,730.0,182.0,2.0,2.0,2.0,9.0,7.0
3000.0,425.0,85.0,3.0,2.0,,7.0,8.0
1850.0,,34.0,1.0,1.0,,5.0,6.0
2700.0,250.0,85.0,3.0,2.0,,12.0,6.0
8250.0,1000.0,188.0,3.0,3.0,2.0,9.0,7.0
3037.0,180.0,99.0,3.0,2.0,1.0,30.0,7.0
2500.0,,80.0,2.0,2.0,1.0,7.0,9.0
2100.0,,120.0,3.0,2.0,,15.0,4.0
5100.0,450.0,138.0,3.0,2.0,2.0,13.0,7.0
1800.0,,50.0,1.0,1.0,,20.0,8.0
1350.0,100.0,51.0,3.0,,2.0,6.0,1.0
7600.0,540.0,217.0,3.0,3.0,1.0,5.0,6.0
2300.0,200.0,38.0,1.0,1.0,1.0,7.0,8.0
2368.0,221.0,41.0,,1.0,,2.0,8.0
1900.0,200.0,67.0,3.0,2.0,1.0,9.0,7.0
1100.0,,50.0,3.0,1.0,,15.0,8.0
5100.0,550.0,170.0,3.0,2.0,1.0,0.0,7.0
3600.0,,200.0,2.0,2.0,1.0,1.0,8.0
1300.0,,75.0,2.0,1.0,,8.0,2.0
1250.0,50.0,70.0,2.0,1.0,,0.0,
1200.0,40.0,80.0,2.0,1.0,,20.0,2.0
1500.0,150.0,75.0,3.0,2.0,,7.0,8.0
11200.0,2000.0,1101.0,5.0,4.0,6.0,30.0,7.0
1200.0,,55.0,1.0,2.0,,10.0,5.0
850.0,,35.0,1.0,1.0,,1.0,1.0
2500.0,300.0,72.0,3.0,2.0,,2.0,6.0
2300.0,,45.0,,1.0,,2.0,7.0
11250.0,,700.0,,,,30.0,7.0
3000.0,,40.0,1.0,1.0,1.0,0.0,6.0
2250.0,,39.0,1.0,1.0,,1.0,8.0
7300.0,1000.0,215.0,3.0,4.0,2.0,10.0,7.0
2350.0,375.0,51.0,1.0,1.0,1.0,5.0,8.0
5920.0,380.0,100.0,3.0,2.0,1.0,2.0,8.0
2400.0,,97.0,2.0,2.0,,15.0,8.0
1350.0,128.0,87.0,2.0,2.0,,0.0,4.0
3500.0,,65.0,2.0,2.0,1.0,1.0,8.0
8556.0,600.0,110.0,2.0,2.0,2.0,19.0,7.0
6290.0,1000.0,195.0,3.0,2.0,2.0,12.0,9.0
2500.0,,67.0,2.0,1.0,,0.0,7.0
4392.0,800.0,103.0,,1.0,1.0,9.0,5.0
5550.0,300.0,130.0,3.0,4.0,1.0,25.0,7.0
4800.0,380.0,133.0,,,2.0,9.0,6.0
850.0,1.0,80.0,2.0,1.0,,0.0,1.0
2546.0,340.0,54.0,2.0,1.0,1.0,8.0,8.0
2000.0,,40.0,1.0,1.0,,5.0,8.0
7400.0,850.0,202.0,3.0,3.0,3.0,7.0,7.0
11100.0,2000.0,400.0,4.0,3.0,2.0,17.0,8.0
11100.0,1500.0,262.0,3.0,3.0,3.0,7.0,7.0
6290.0,1.0,91.0,1.0,1.0,2.0,22.0,7.0
9250.0,1100.0,290.0,3.0,2.0,4.0,19.0,7.0
6290.0,400.0,168.0,3.0,3.0,1.0,44.0,7.0
7400.0,900.0,380.0,4.0,3.0,2.0,11.0,7.0
7400.0,900.0,180.0,3.0,3.0,2.0,12.0,7.0
8510.0,900.0,247.0,3.0,3.0,3.0,1.0,8.0
7400.0,1320.0,242.0,3.0,3.0,2.0,15.0,8.0
8140.0,573.0,167.0,3.0,3.0,,7.0,7.0
8169.0,879.0,215.0,3.0,3.0,2.0,9.0,7.0
6613.0,1100.0,270.0,3.0,4.0,2.0,12.0,7.0
6290.0,600.0,155.0,3.0,2.0,2.0,0.0,7.0
2723.0,200.0,40.0,1.0,1.0,1.0,7.0,8.0
11020.0,840.0,310.0,4.0,5.0,2.0,10.0,7.0
9336.0,690.0,220.0,2.0,2.0,2.0,9.0,7.0
8558.0,1490.0,362.0,4.0,4.0,2.0,12.0,8.0
4070.0,210.0,120.0,3.0,1.0,1.0,12.0,7.0
7780.0,573.0,199.0,3.0,5.0,2.0,9.0,7.0
8947.0,140.0,47.0,1.0,1.0,1.0,1.0,6.0
7220.0,1000.0,180.0,3.0,2.0,2.0,10.0,7.0
4180.0,291.0,110.0,1.0,1.0,2.0,11.0,7.0
11400.0,915.0,177.0,3.0,3.0,2.0,11.0,7.0
6290.0,500.0,200.0,3.0,2.0,2.0,9.0,7.0
9500.0,1000.0,246.0,3.0,2.0,2.0,8.0,7.0
9500.0,900.0,216.0,3.0,2.0,2.0,12.0,8.0
3800.0,283.0,87.0,2.0,1.0,1.0,15.0,7.0
3700.0,300.0,106.0,3.0,2.0,2.0,0.0,
900.0,,111.0,3.0,2.0,,12.0,1.0
4440.0,1300.0,169.0,3.0,3.0,,3.0,
9500.0,1100.0,300.0,3.0,2.0,2.0,10.0,7.0
7320.0,800.0,200.0,3.0,3.0,2.0,10.0,7.0
8360.0,300.0,200.0,2.0,2.0,2.0,6.0,7.0
6080.0,531.0,120.0,2.0,2.0,2.0,9.0,7.0
6418.0,800.0,170.0,3.0,3.0,2.0,12.0,7.0
9500.0,1480.0,235.0,3.0,3.0,2.0,19.0,7.0
4392.0,200.0,135.0,2.0,2.0,1.0,8.0,7.0
9500.0,800.0,340.0,4.0,5.0,2.0,9.0,7.0
6460.0,950.0,240.0,3.0,3.0,2.0,18.0,7.0
9725.0,1200.0,254.0,3.0,3.0,2.0,9.0,7.0
8558.0,1123.0,204.0,3.0,2.0,3.0,12.0,7.0
9500.0,1037.0,250.0,3.0,2.0,1.0,19.0,7.0
7600.0,700.0,169.0,3.0,2.0,2.0,16.0,8.0
8360.0,780.0,190.0,3.0,2.0,2.0,12.0,7.0
11400.0,1.0,177.0,2.0,2.0,2.0,0.0,7.0
7780.0,1.0,158.0,2.0,2.0,2.0,0.0,7.0
1600.0,,98.0,3.0,2.0,,4.0,7.0
4875.0,420.0,105.0,3.0,2.0,1.0,5.0,8.0
3200.0,300.0,41.0,1.0,1.0,1.0,3.0,8.0
11160.0,1650.0,490.0,3.0,5.0,3.0,16.0,7.0
1700.0,,109.0,3.0,2.0,,9.0,2.0
5920.0,900.0,172.0,3.0,3.0,3.0,5.0,7.0
2600.0,200.0,80.0,3.0,3.0,1.0,5.0,4.0
2300.0,,74.0,2.0,1.0,,3.0,4.0
2550.0,150.0,71.0,3.0,2.0,,0.0,4.0
2100.0,,45.0,1.0,1.0,1.0,1.0,4.0
6290.0,500.0,132.0,3.0,2.0,2.0,4.0,7.0
3700.0,150.0,130.0,3.0,3.0,,39.0,7.0
5440.0,400.0,140.0,3.0,2.0,1.0,15.0,7.0
2600.0,,250.0,4.0,2.0,2.0,10.0,8.0
1800.0,120.0,70.0,2.0,1.0,1.0,20.0,8.0
9250.0,1500.0,252.0,3.0,6.0,3.0,,7.0
3200.0,100.0,160.0,3.0,4.0,,10.0,6.0
2500.0,257.0,94.0,2.0,2.0,1.0,18.0,7.0
2800.0,,60.0,1.0,1.0,2.0,8.0,8.0
1900.0,100.0,83.0,2.0,,,,6.0
10800.0,,155.0,3.0,2.0,2.0,14.0,
1750.0,90.0,48.0,1.0,1.0,,4.0,8.0
4125.0,,83.0,3.0,3.0,2.0,3.0,
5900.0,400.0,190.0,3.0,2.0,1.0,5.0,7.0
1100.0,60.0,30.0,2.0,1.0,,3.0,7.0
1550.0,60.0,70.0,2.0,1.0,,0.0,7.0
2600.0,300.0,98.0,2.0,2.0,1.0,10.0,6.0
4700.0,250.0,117.0,1.0,1.0,,0.0,7.0
900.0,,55.0,2.0,1.0,,7.0,2.0
2100.0,250.0,45.0,1.0,1.0,,5.0,8.0
1500.0,,65.0,2.0,1.0,,,6.0
2400.0,230.0,80.0,3.0,2.0,1.0,14.0,8.0
3650.0,460.0,145.0,3.0,2.0,1.0,10.0,8.0
2700.0,60.0,120.0,3.0,1.0,1.0,7.0,7.0
830.0,,56.0,3.0,2.0,,2.0,1.0
1250.0,50.0,47.0,2.0,1.0,,10.0,7.0
3650.0,550.0,121.0,,3.0,2.0,10.0,7.0
1800.0,50.0,60.0,3.0,1.0,1.0,10.0,7.0
3538.0,,100.0,3.0,3.0,1.0,20.0,7.0
3730.0,400.0,87.0,1.0,1.0,2.0,4.0,7.0
2201.0,200.0,59.0,3.0,2.0,,2.0,4.0
2162.0,200.0,61.0,2.0,2.0,,2.0,4.0
2151.0,200.0,63.0,2.0,2.0,,2.0,4.0
1900.0,1.0,40.0,1.0,1.0,1.0,2.0,8.0
2800.0,300.0,75.0,2.0,2.0,1.0,2.0,6.0
1500.0,,75.0,2.0,1.0,,2.0,5.0
2075.0,240.0,60.0,1.0,1.0,1.0,7.0,7.0
1150.0,100.0,65.0,3.0,1.0,,8.0,2.0
2400.0,200.0,72.0,2.0,3.0,,0.0,8.0
1750.0,200.0,80.0,2.0,1.0,,15.0,7.0
1280.0,50.0,57.0,2.0,1.0,,1.0,8.0
2500.0,,240.0,5.0,2.0,1.0,13.0,5.0
2200.0,120.0,118.0,3.0,3.0,1.0,13.0,8.0
1950.0,170.0,41.0,1.0,1.0,,5.0,4.0
2700.0,350.0,100.0,3.0,2.0,1.0,10.0,8.0
3375.0,440.0,60.0,2.0,2.0,1.0,10.0,7.0
3610.0,600.0,129.0,3.0,2.0,2.0,10.0,7.0
2886.0,230.0,98.0,3.0,2.0,1.0,12.0,7.0
1300.0,60.0,80.0,2.0,2.0,,1.0,2.0
1400.0,,45.0,1.0,1.0,,10.0,6.0
3720.0,400.0,145.0,3.0,2.0,1.0,35.0,7.0
3303.0,250.0,56.0,2.0,2.0,1.0,0.0,7.0
3050.0,360.0,70.0,2.0,2.0,1.0,3.0,6.0
2200.0,150.0,44.0,1.0,1.0,,0.0,6.0
2250.0,200.0,41.0,1.0,1.0,,3.0,8.0
8190.0,795.0,250.0,,2.0,2.0,25.0,7.0
5300.0,100.0,203.0,3.0,2.0,1.0,25.0,7.0
4810.0,400.0,150.0,3.0,2.0,2.0,3.0,7.0
2150.0,180.0,35.0,1.0,1.0,,1.0,8.0
2200.0,200.0,60.0,1.0,1.0,,30.0,8.0
2730.0,180.0,70.0,2.0,2.0,1.0,0.0,8.0
3276.0,400.0,90.0,2.0,3.0,2.0,8.0,7.0
1900.0,170.0,67.0,3.0,2.0,1.0,7.0,8.0
1800.0,120.0,100.0,2.0,2.0,,10.0,7.0
1450.0,100.0,37.0,1.0,1.0,,5.0,7.0
1800.0,180.0,40.0,1.0,2.0,,1.0,8.0
1800.0,200.0,67.0,3.0,2.0,,17.0,6.0
1700.0,,75.0,2.0,1.0,1.0,6.0,7.0
1000.0,,55.0,2.0,1.0,,56.0,2.0
1650.0,,73.0,2.0,1.0,,30.0,7.0
900.0,,70.0,2.0,1.0,,20.0,2.0
1990.0,250.0,42.0,1.0,,1.0,2.0,4.0
1300.0,80.0,60.0,1.0,1.0,,10.0,8.0
2300.0,230.0,70.0,2.0,2.0,1.0,2.0,6.0
2600.0,350.0,96.0,2.0,2.0,,1.0,6.0
3300.0,,82.0,2.0,2.0,1.0,2.0,8.0
2600.0,220.0,99.0,2.0,,,0.0,7.0
1350.0,,70.0,3.0,1.0,1.0,20.0,10.0
3680.0,180.0,145.0,3.0,3.0,2.0,,7.0
1650.0,190.0,31.0,1.0,,,4.0,6.0
6388.0,350.0,240.0,3.0,3.0,,30.0,7.0
9175.0,980.0,213.0,3.0,4.0,2.0,,7.0
3300.0,300.0,120.0,3.0,3.0,1.0,8.0,7.0
6290.0,860.0,120.0,2.0,2.0,1.0,25.0,7.0
1900.0,200.0,60.0,,1.0,,10.0,7.0
2000.0,150.0,100.0,2.0,2.0,,15.0,7.0
2000.0,150.0,77.0,2.0,2.0,,8.0,6.0
3250.0,250.0,98.0,3.0,2.0,1.0,14.0,7.0
1100.0,,120.0,3.0,1.0,,20.0,2.0
4100.0,,150.0,3.0,2.0,1.0,28.0,7.0
1300.0,,35.0,1.0,1.0,,10.0,8.0
2992.0,300.0,120.0,3.0,3.0,1.0,20.0,7.0
1700.0,180.0,35.0,1.0,1.0,,,6.0
1090.0,150.0,60.0,3.0,2.0,1.0,10.0,2.0
1500.0,,182.0,3.0,2.0,,20.0,2.0
1300.0,,89.0,2.0,1.0,,0.0,
1100.0,,80.0,3.0,3.0,,,2.0
2000.0,160.0,65.0,2.0,1.0,,15.0,6.0
1490.0,100.0,53.0,1.0,1.0,,30.0,7.0
3100.0,150.0,66.0,3.0,2.0,1.0,0.0,4.0
2850.0,300.0,70.0,2.0,1.0,1.0,18.0,7.0
1400.0,,40.0,,1.0,1.0,3.0,4.0
2600.0,380.0,70.0,3.0,2.0,1.0,,8.0
1800.0,,65.0,1.0,1.0,,20.0,7.0
2400.0,250.0,55.0,2.0,2.0,,0.0,8.0
2350.0,220.0,72.0,3.0,2.0,1.0,10.0,6.0
3024.0,350.0,100.0,3.0,3.0,2.0,5.0,
1600.0,150.0,32.0,1.0,,,3.0,8.0
1900.0,300.0,66.0,2.0,2.0,,5.0,8.0
1250.0,80.0,100.0,2.0,1.0,1.0,,
2500.0,100.0,73.0,3.0,1.0,,28.0,7.0
1100.0,120.0,60.0,3.0,2.0,,4.0,5.0
4366.0,,180.0,3.0,2.0,1.0,29.0,7.0
1000.0,,70.0,2.0,1.0,,3.0,2.0
4719.0,550.0,165.0,3.0,2.0,2.0,7.0,7.0
1250.0,50.0,45.0,1.0,1.0,,4.0,7.0
4404.0,500.0,124.0,3.0,3.0,2.0,9.0,
2000.0,300.0,90.0,1.0,2.0,,10.0,7.0
4367.0,400.0,124.0,4.0,3.0,2.0,6.0,
6992.0,800.0,260.0,3.0,2.0,1.0,26.0,7.0
9490.0,1150.0,213.0,3.0,3.0,2.0,,7.0
2300.0,,130.0,3.0,3.0,1.0,10.0,7.0
2500.0,230.0,97.0,3.0,3.0,,10.0,6.0
1850.0,120.0,40.0,1.0,1.0,,2.0,4.0
2500.0,,78.0,1.0,1.0,,0.0,6.0
1850.0,80.0,75.0,2.0,1.0,,16.0,7.0
1900.0,200.0,64.0,,2.0,,7.0,4.0
1200.0,,40.0,1.0,1.0,,8.0,7.0
2910.0,220.0,98.0,2.0,3.0,1.0,18.0,7.0
2100.0,250.0,120.0,3.0,3.0,,10.0,8.0
6016.0,1.0,240.0,3.0,2.0,,30.0,7.0
5475.0,750.0,208.0,3.0,2.0,2.0,,7.0
1300.0,,40.0,1.0,1.0,,1.0,7.0
4745.0,450.0,300.0,5.0,5.0,3.0,9.0,
2000.0,50.0,79.0,3.0,2.0,1.0,19.0,7.0
1800.0,100.0,40.0,1.0,2.0,,0.0,6.0
4500.0,470.0,100.0,2.0,2.0,1.0,16.0,7.0
1650.0,,47.0,1.0,1.0,,13.0,6.0
2200.0,,75.0,1.0,1.0,,,7.0
1699.0,10.0,104.0,3.0,2.0,,0.0,2.0
1100.0,,80.0,2.0,2.0,,9.0,2.0
1050.0,20.0,75.0,2.0,1.0,,5.0,5.0
1050.0,20.0,70.0,2.0,1.0,1.0,3.0,5.0
2900.0,275.0,110.0,3.0,2.0,1.0,8.0,7.0
5000.0,400.0,156.0,3.0,2.0,2.0,29.0,7.0
1650.0,,140.0,3.0,2.0,,28.0,
1950.0,,108.0,3.0,1.0,,25.0,7.0
3375.0,450.0,90.0,2.0,2.0,1.0,6.0,6.0
4900.0,550.0,,,2.0,2.0,,7.0
1950.0,200.0,40.0,1.0,1.0,1.0,3.0,8.0
6290.0,800.0,174.0,3.0,2.0,2.0,4.0,7.0
1850.0,100.0,118.0,3.0,2.0,,6.0,8.0
1500.0,,65.0,2.0,1.0,1.0,10.0,6.0
1500.0,,100.0,3.0,2.0,,30.0,2.0
4000.0,450.0,142.0,3.0,3.0,1.0,16.0,7.0
4180.0,320.0,154.0,3.0,3.0,1.0,9.0,7.0
8228.0,600.0,200.0,3.0,3.0,2.0,23.0,7.0
2800.0,180.0,61.0,2.0,2.0,1.0,0.0,4.0
9000.0,300.0,114.0,3.0,3.0,1.0,10.0,
2896.0,350.0,120.0,2.0,2.0,2.0,13.0,7.0
2569.0,200.0,102.0,3.0,1.0,,45.0,7.0
3400.0,390.0,174.0,3.0,4.0,2.0,9.0,7.0
1400.0,200.0,77.0,3.0,2.0,,12.0,2.0
2450.0,200.0,82.0,3.0,2.0,,12.0,6.0
1000.0,,75.0,2.0,1.0,,20.0,
3000.0,270.0,50.0,1.0,1.0,,0.0,7.0
950.0,50.0,80.0,2.0,1.0,1.0,0.0,1.0
930.0,67.0,67.0,2.0,1.0,,2.0,2.0
2800.0,60.0,207.0,3.0,2.0,1.0,25.0,7.0
2600.0,350.0,55.0,,1.0,1.0,0.0,7.0
6660.0,420.0,288.0,3.0,2.0,,21.0,7.0
6660.0,450.0,280.0,3.0,2.0,2.0,34.0,7.0
7030.0,500.0,240.0,3.0,2.0,2.0,15.0,7.0
800.0,50.0,85.0,3.0,2.0,1.0,10.0,1.0
9000.0,680.0,240.0,3.0,3.0,2.0,10.0,7.0
3982.0,,136.0,3.0,2.0,1.0,25.0,7.0
4199.0,,125.0,3.0,3.0,2.0,4.0,7.0
7560.0,1100.0,257.0,5.0,5.0,3.0,10.0,7.0
3500.0,300.0,110.0,3.0,2.0,1.0,5.0,7.0
2300.0,300.0,100.0,3.0,2.0,,3.0,6.0
1850.0,110.0,160.0,2.0,,,,7.0
2960.0,250.0,83.0,2.0,2.0,,26.0,7.0
800.0,50.0,24.0,2.0,1.0,,0.0,7.0
2730.0,300.0,78.0,3.0,3.0,2.0,15.0,7.0
4600.0,500.0,110.0,2.0,2.0,2.0,9.0,7.0
1400.0,,66.0,2.0,1.0,,,5.0
2300.0,,90.0,2.0,2.0,,6.0,7.0
4500.0,500.0,250.0,3.0,3.0,2.0,5.0,7.0
2030.0,,75.0,2.0,1.0,1.0,10.0,7.0
2734.0,230.0,140.0,3.0,3.0,2.0,15.0,7.0
850.0,100.0,70.0,2.0,1.0,4.0,12.0,1.0
2000.0,200.0,61.0,2.0,2.0,,0.0,6.0
1550.0,,70.0,2.0,1.0,,40.0,7.0
3650.0,650.0,145.0,1.0,2.0,2.0,14.0,7.0
7400.0,,251.0,3.0,3.0,2.0,10.0,7.0
2400.0,200.0,110.0,3.0,3.0,1.0,15.0,7.0
2400.0,250.0,45.0,1.0,1.0,1.0,,7.0
4150.0,672.0,140.0,3.0,2.0,2.0,,7.0
3990.0,600.0,150.0,3.0,1.0,1.0,18.0,7.0
3800.0,,90.0,2.0,2.0,2.0,8.0,7.0
1800.0,,92.0,3.0,1.0,,40.0,5.0
5450.0,350.0,290.0,3.0,2.0,2.0,10.0,7.0
1200.0,30.0,20.0,1.0,1.0,,15.0,7.0
2000.0,130.0,57.0,2.0,1.0,,35.0,6.0
2300.0,250.0,55.0,1.0,1.0,,,7.0
2100.0,220.0,80.0,3.0,2.0,,0.0,7.0
1000.0,80.0,62.0,3.0,2.0,,11.0,5.0
5550.0,400.0,155.0,3.0,2.0,2.0,10.0,7.0
7580.0,650.0,265.0,3.0,3.0,2.0,12.0,7.0
3085.0,480.0,99.0,2.0,2.0,2.0,18.0,7.0
2500.0,150.0,59.0,2.0,,,30.0,7.0
8030.0,650.0,265.0,3.0,2.0,2.0,6.0,7.0
4200.0,430.0,106.0,3.0,3.0,1.0,6.0,7.0
3500.0,300.0,105.0,3.0,2.0,1.0,30.0,7.0
3942.0,630.0,119.0,3.0,2.0,2.0,,7.0
7400.0,,156.0,3.0,2.0,1.0,2.0,7.0
2650.0,300.0,88.0,3.0,2.0,1.0,17.0,7.0
4320.0,500.0,100.0,2.0,3.0,1.0,0.0,7.0
2500.0,,120.0,3.0,1.0,,15.0,5.0
11073.0,1469.0,481.0,4.0,5.0,2.0,11.0,7.0
2928.0,,100.0,3.0,2.0,,10.0,7.0
2620.0,130.0,110.0,3.0,3.0,1.0,21.0,7.0
10498.0,1800.0,374.0,4.0,6.0,3.0,15.0,7.0
9160.0,1100.0,240.0,3.0,3.0,2.0,14.0,7.0
1500.0,,68.0,2.0,1.0,,0.0,7.0
2200.0,,200.0,3.0,1.0,,15.0,
6120.0,1000.0,185.0,3.0,4.0,2.0,20.0,7.0
10374.0,1300.0,393.0,4.0,4.0,2.0,14.0,7.0
10890.0,1650.0,490.0,4.0,4.0,3.0,,7.0
2200.0,1.0,100.0,3.0,1.0,,4.0,7.0
5800.0,350.0,225.0,3.0,3.0,2.0,13.0,7.0
1800.0,200.0,39.0,1.0,1.0,,18.0,7.0
4887.0,650.0,154.0,3.0,3.0,2.0,15.0,7.0
1500.0,,89.0,2.0,1.0,,5.0,7.0
4687.0,700.0,140.0,3.0,2.0,2.0,8.0,7.0
5550.0,800.0,197.0,3.0,3.0,2.0,7.0,7.0
9375.0,300.0,128.0,3.0,3.0,2.0,8.0,
1200.0,,65.0,2.0,1.0,,10.0,
1500.0,250.0,87.0,2.0,2.0,,50.0,
7850.0,970.0,288.0,3.0,3.0,2.0,17.0,7.0
6570.0,,214.0,4.0,3.0,2.0,10.0,7.0
1800.0,,30.0,1.0,,,0.0,7.0
9750.0,1500.0,400.0,4.0,4.0,3.0,8.0,7.0
1050.0,,90.0,3.0,1.0,,29.0,1.0
2600.0,500.0,140.0,3.0,2.0,1.0,5.0,
2190.0,400.0,125.0,3.0,3.0,2.0,7.0,
3100.0,500.0,125.0,4.0,3.0,2.0,3.0,
2100.0,400.0,125.0,3.0,3.0,2.0,6.0,
3500.0,300.0,90.0,3.0,2.0,1.0,3.0,6.0
6171.0,,200.0,3.0,2.0,2.0,10.0,7.0
2590.0,300.0,120.0,3.0,2.0,2.0,3.0,
2550.0,250.0,65.0,2.0,2.0,1.0,2.0,6.0
2800.0,150.0,76.0,2.0,2.0,,29.0,7.0
2880.0,,90.0,2.0,2.0,,0.0,7.0
2900.0,200.0,80.0,1.0,1.0,2.0,25.0,7.0
5790.0,,130.0,3.0,3.0,2.0,,
2450.0,,140.0,4.0,2.0,1.0,,
5840.0,400.0,210.0,3.0,3.0,1.0,5.0,7.0
1500.0,,50.0,1.0,1.0,,0.0,7.0
800.0,,30.0,1.0,1.0,,1.0,7.0
3515.0,,100.0,2.0,,,20.0,7.0
2000.0,,62.0,1.0,2.0,1.0,25.0,7.0
6900.0,800.0,250.0,3.0,3.0,3.0,11.0,7.0
1370.0,98.0,50.0,1.0,1.0,,7.0,5.0
900.0,,45.0,2.0,1.0,,3.0,2.0
800.0,,45.0,,1.0,,7.0,8.0
850.0,,60.0,2.0,1.0,,6.0,5.0
5973.0,270.0,124.0,3.0,2.0,2.0,5.0,
1500.0,60.0,120.0,3.0,3.0,,0.0,
7200.0,800.0,187.0,3.0,2.0,2.0,24.0,7.0
4941.0,700.0,164.0,3.0,3.0,1.0,,
3374.0,370.0,105.0,2.0,2.0,2.0,,7.0
6480.0,1100.0,204.0,3.0,2.0,3.0,12.0,7.0
6032.0,,130.0,3.0,3.0,1.0,0.0,
6750.0,850.0,172.0,2.0,2.0,2.0,10.0,7.0
3600.0,,152.0,3.0,3.0,1.0,6.0,6.0
10472.0,1300.0,396.0,4.0,4.0,2.0,10.0,7.0
2600.0,250.0,56.0,2.0,1.0,,10.0,6.0
2650.0,150.0,160.0,3.0,1.0,,5.0,5.0
2450.0,390.0,90.0,3.0,3.0,,12.0,7.0
1700.0,,98.0,2.0,1.0,,20.0,7.0
2920.0,290.0,50.0,1.0,1.0,1.0,20.0,7.0
4567.0,,136.0,3.0,3.0,2.0,4.0,
1850.0,,90.0,2.0,2.0,,20.0,7.0
9250.0,1150.0,245.0,3.0,3.0,2.0,10.0,7.0
1800.0,,200.0,3.0,2.0,2.0,4.0,9.0
1200.0,120.0,72.0,3.0,1.0,1.0,8.0,5.0
3800.0,150.0,135.0,4.0,3.0,1.0,50.0,6.0
2800.0,250.0,112.0,3.0,3.0,1.0,15.0,7.0
7200.0,800.0,300.0,3.0,3.0,3.0,15.0,7.0
7707.0,424.0,250.0,3.0,2.0,2.0,0.0,
4800.0,,200.0,3.0,2.0,,5.0,7.0
5500.0,600.0,200.0,3.0,4.0,1.0,10.0,7.0
9500.0,250.0,350.0,3.0,4.0,2.0,10.0,7.0
6290.0,650.0,217.0,3.0,3.0,3.0,9.0,7.0
5920.0,420.0,236.0,3.0,3.0,2.0,14.0,7.0
4700.0,500.0,160.0,3.0,2.0,1.0,20.0,7.0
5625.0,690.0,270.0,3.0,3.0,2.0,10.0,7.0
1700.0,200.0,68.0,3.0,2.0,,6.0,
2000.0,,,3.0,2.0,,0.0,
2000.0,,96.0,3.0,2.0,,11.0,
11400.0,1.0,220.0,3.0,4.0,2.0,7.0,
1200.0,,66.0,2.0,1.0,,0.0,2.0
850.0,,65.0,2.0,1.0,,3.0,2.0
850.0,,76.0,3.0,2.0,,1.0,
2300.0,,135.0,2.0,2.0,,0.0,
2200.0,150.0,75.0,3.0,,,12.0,6.0
2516.0,200.0,55.0,2.0,2.0,1.0,10.0,8.0
2000.0,140.0,57.0,2.0,1.0,1.0,18.0,7.0
