precio_pen,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,zona_apeim_cod
4037.0,300.0,100.0,2.0,2.0,1.0,5.0,7.0
4452.0,350.0,88.0,2.0,2.0,1.0,9.0,7.0
4380.0,550.0,150.0,3.0,4.0,1.0,,7.0
3700.0,400.0,137.0,3.0,3.0,1.0,50.0,7.0
3496.0,370.0,110.0,3.0,2.0,1.0,10.0,7.0
4000.0,350.0,110.0,3.0,2.0,1.0,19.0,7.0
3780.0,350.0,90.0,2.0,1.0,1.0,15.0,7.0
3475.0,,65.0,2.0,2.0,1.0,15.0,7.0
1750.0,250.0,74.0,3.0,3.0,,0.0,4.0
1674.0,,32.0,1.0,1.0,,6.0,4.0
2100.0,180.0,54.0,1.0,1.0,,0.0,4.0
6480.0,450.0,411.0,4.0,3.0,2.0,8.0,4.0
3895.0,,90.0,2.0,3.0,1.0,0.0,4.0
2000.0,,90.0,3.0,1.0,,15.0,8.0
2000.0,190.0,55.0,1.0,1.0,1.0,6.0,6.0
1800.0,300.0,45.0,1.0,1.0,,6.0,8.0
2950.0,250.0,140.0,3.0,3.0,1.0,10.0,7.0
2499.0,280.0,43.0,1.0,1.0,,0.0,7.0
2800.0,280.0,92.0,3.0,2.0,1.0,9.0,8.0
2700.0,,54.0,2.0,2.0,,0.0,8.0
1200.0,,85.0,3.0,1.0,,10.0,2.0
2900.0,300.0,67.0,2.0,2.0,,1.0,6.0
6100.0,450.0,180.0,2.0,2.0,1.0,5.0,7.0
7400.0,700.0,210.0,3.0,2.0,2.0,12.0,7.0
3200.0,350.0,70.0,2.0,2.0,1.0,3.0,6.0
3200.0,350.0,70.0,2.0,2.0,1.0,3.0,7.0
1600.0,200.0,55.0,2.0,2.0,1.0,5.0,8.0
1900.0,70.0,74.0,2.0,1.0,,10.0,6.0
4990.0,1.0,266.0,3.0,2.0,1.0,7.0,7.0
2800.0,480.0,115.0,1.0,2.0,1.0,4.0,7.0
2600.0,385.0,79.0,1.0,2.0,1.0,8.0,8.0
2800.0,200.0,67.0,1.0,1.0,1.0,1.0,6.0
2000.0,180.0,65.0,3.0,2.0,,0.0,4.0
2300.0,220.0,77.0,3.0,2.0,,6.0,6.0
2200.0,250.0,44.0,1.0,1.0,,0.0,6.0
4200.0,320.0,62.0,2.0,1.0,,0.0,8.0
2550.0,300.0,80.0,3.0,2.0,1.0,3.0,6.0
1550.0,200.0,54.0,2.0,2.0,,3.0,4.0
1650.0,120.0,28.0,1.0,1.0,,9.0,4.0
2400.0,260.0,60.0,2.0,2.0,,3.0,4.0
1450.0,70.0,55.0,2.0,1.0,,10.0,6.0
6516.0,862.0,190.0,2.0,2.0,2.0,30.0,7.0
2100.0,180.0,72.0,3.0,2.0,1.0,1.0,7.0
3145.0,160.0,135.0,3.0,2.0,2.0,41.0,7.0
2500.0,260.0,72.0,3.0,2.0,1.0,0.0,6.0
2400.0,200.0,74.0,3.0,2.0,1.0,11.0,6.0
2701.0,220.0,85.0,3.0,2.0,1.0,0.0,8.0
1500.0,200.0,75.0,3.0,1.0,,8.0,6.0
2800.0,190.0,190.0,3.0,2.0,,11.0,6.0
1100.0,,50.0,1.0,1.0,,20.0,7.0
2000.0,,50.0,1.0,1.0,1.0,25.0,7.0
2000.0,160.0,50.0,1.0,1.0,,6.0,8.0
2700.0,,110.0,3.0,2.0,1.0,12.0,7.0
3066.0,,103.0,2.0,2.0,1.0,41.0,7.0
1700.0,190.0,54.0,3.0,1.0,,0.0,7.0
2000.0,200.0,70.0,2.0,2.0,1.0,,8.0
1700.0,,40.0,1.0,1.0,,15.0,6.0
980.0,,30.0,1.0,1.0,,1.0,6.0
1700.0,10.0,90.0,2.0,2.0,,,7.0
1100.0,120.0,50.0,3.0,1.0,1.0,,1.0
3650.0,,103.0,3.0,3.0,1.0,6.0,7.0
2300.0,70.0,60.0,1.0,1.0,,38.0,7.0
2560.0,170.0,53.0,1.0,1.0,,8.0,6.0
2920.0,380.0,44.0,1.0,1.0,,1.0,7.0
6200.0,500.0,110.0,2.0,2.0,2.0,0.0,7.0
5980.0,720.0,129.0,3.0,2.0,1.0,30.0,7.0
2400.0,100.0,72.0,2.0,1.0,1.0,,8.0
5040.0,,100.0,2.0,2.0,1.0,6.0,6.0
3350.0,269.0,75.0,2.0,2.0,1.0,5.0,6.0
3680.0,100.0,100.0,3.0,2.0,1.0,7.0,6.0
900.0,,49.0,2.0,1.0,,20.0,7.0
2100.0,,100.0,3.0,3.0,1.0,10.0,6.0
2600.0,330.0,120.0,3.0,2.0,,10.0,6.0
1500.0,,80.0,2.0,1.0,1.0,1.0,1.0
2100.0,280.0,58.0,2.0,1.0,1.0,,8.0
2500.0,200.0,110.0,3.0,2.0,,6.0,7.0
2500.0,250.0,74.0,3.0,2.0,1.0,7.0,6.0
1700.0,,80.0,2.0,2.0,,10.0,7.0
2200.0,200.0,62.0,2.0,1.0,,1.0,6.0
3200.0,60.0,94.0,3.0,2.0,,26.0,7.0
2300.0,,52.0,2.0,2.0,,4.0,6.0
1600.0,,75.0,2.0,,,25.0,4.0
3524.0,380.0,103.0,2.0,1.0,1.0,19.0,7.0
2200.0,,65.0,1.0,1.0,,10.0,7.0
900.0,,30.0,1.0,1.0,,1.0,4.0
1600.0,300.0,48.0,2.0,2.0,,0.0,8.0
10672.0,1800.0,374.0,4.0,4.0,3.0,13.0,7.0
2500.0,210.0,80.0,2.0,3.0,1.0,,6.0
2200.0,275.0,40.0,1.0,1.0,,4.0,8.0
1700.0,30.0,75.0,2.0,,,15.0,7.0
1550.0,,70.0,2.0,1.0,1.0,15.0,5.0
3240.0,242.0,85.0,2.0,2.0,1.0,49.0,7.0
3000.0,10.0,75.0,3.0,2.0,,2.0,7.0
2700.0,10.0,70.0,2.0,2.0,,2.0,6.0
1400.0,130.0,65.0,3.0,2.0,,2.0,4.0
2800.0,300.0,84.0,3.0,2.0,1.0,4.0,8.0
2200.0,80.0,100.0,2.0,2.0,,4.0,8.0
2400.0,350.0,82.0,3.0,2.0,1.0,10.0,6.0
2100.0,10.0,90.0,3.0,2.0,,,6.0
3200.0,300.0,75.0,2.0,2.0,1.0,,7.0
7500.0,550.0,210.0,2.0,2.0,1.0,12.0,7.0
1700.0,,31.0,1.0,1.0,,5.0,6.0
3200.0,320.0,65.0,1.0,1.0,,6.0,8.0
2100.0,280.0,40.0,1.0,1.0,,4.0,8.0
1100.0,,50.0,1.0,1.0,,1.0,7.0
1200.0,,50.0,2.0,1.0,,1.0,6.0
1500.0,,60.0,2.0,1.0,,1.0,6.0
3496.0,215.0,44.0,2.0,1.0,1.0,0.0,8.0
1900.0,200.0,45.0,1.0,1.0,,0.0,6.0
900.0,,30.0,1.0,1.0,,1.0,5.0
1750.0,1.0,60.0,1.0,1.0,,14.0,7.0
1250.0,,50.0,1.0,1.0,,1.0,7.0
1700.0,,1.0,3.0,3.0,,1.0,6.0
1750.0,160.0,70.0,3.0,2.0,,,6.0
1200.0,,30.0,1.0,1.0,,1.0,7.0
1200.0,,60.0,2.0,1.0,,1.0,4.0
1690.0,,70.0,2.0,1.0,,1.0,4.0
1400.0,,60.0,2.0,1.0,,1.0,7.0
7728.0,1200.0,1200.0,3.0,4.0,4.0,15.0,7.0
8736.0,1100.0,198.0,3.0,3.0,1.0,25.0,7.0
3467.0,400.0,80.0,2.0,1.0,2.0,10.0,8.0
1400.0,,50.0,1.0,1.0,,1.0,6.0
3500.0,300.0,85.0,2.0,2.0,1.0,8.0,8.0
2892.0,350.0,40.0,1.0,1.0,1.0,2.0,8.0
2700.0,320.0,72.0,3.0,2.0,1.0,0.0,8.0
2960.0,,69.0,2.0,1.0,,25.0,7.0
1700.0,165.0,40.0,1.0,1.0,,1.0,6.0
4347.0,,93.0,2.0,2.0,2.0,10.0,7.0
3900.0,630.0,137.0,3.0,2.0,2.0,5.0,7.0
2000.0,287.0,70.0,3.0,2.0,1.0,8.0,8.0
3200.0,50.0,250.0,6.0,4.0,,5.0,
2050.0,230.0,70.0,2.0,,,5.0,4.0
1650.0,190.0,33.0,1.0,1.0,,4.0,6.0
2300.0,300.0,75.0,3.0,2.0,,4.0,6.0
1700.0,140.0,45.0,1.0,1.0,,7.0,6.0
2590.0,250.0,55.0,2.0,2.0,1.0,0.0,7.0
1490.0,,150.0,3.0,1.0,,5.0,1.0
1600.0,100.0,40.0,1.0,1.0,,10.0,7.0
2600.0,250.0,70.0,2.0,1.0,,15.0,7.0
890.0,120.0,65.0,3.0,2.0,,2.0,1.0
1590.0,,100.0,2.0,1.0,,10.0,10.0
1290.0,,80.0,3.0,2.0,,5.0,2.0
1990.0,250.0,57.0,2.0,2.0,,5.0,6.0
1790.0,190.0,60.0,2.0,2.0,,1.0,8.0
990.0,130.0,67.0,3.0,2.0,,1.0,1.0
2920.0,250.0,55.0,1.0,1.0,1.0,3.0,8.0
1500.0,300.0,56.0,2.0,2.0,,0.0,10.0
1390.0,30.0,90.0,3.0,2.0,,10.0,2.0
2090.0,,40.0,1.0,1.0,,2.0,8.0
1100.0,,45.0,1.0,,,7.0,6.0
11400.0,,176.0,3.0,2.0,2.0,3.0,
2900.0,480.0,90.0,3.0,2.0,,20.0,7.0
1995.0,280.0,53.0,1.0,1.0,,1.0,6.0
2000.0,150.0,52.0,1.0,1.0,,19.0,7.0
3500.0,250.0,71.0,2.0,2.0,1.0,2.0,6.0
820.0,130.0,72.0,3.0,1.0,,6.0,1.0
1600.0,250.0,70.0,3.0,2.0,1.0,7.0,4.0
2700.0,340.0,50.0,2.0,1.0,1.0,0.0,8.0
1200.0,,30.0,1.0,1.0,,28.0,8.0
1800.0,100.0,73.0,2.0,2.0,,5.0,7.0
1290.0,150.0,65.0,2.0,2.0,,1.0,1.0
3470.0,350.0,83.0,2.0,3.0,,9.0,6.0
800.0,93.0,50.0,2.0,1.0,,,1.0
2100.0,170.0,94.0,2.0,2.0,1.0,,8.0
4723.0,1.0,110.0,3.0,2.0,1.0,15.0,8.0
2800.0,250.0,96.0,3.0,2.0,1.0,3.0,8.0
4015.0,670.0,90.0,2.0,2.0,2.0,5.0,7.0
4400.0,500.0,100.0,3.0,2.0,2.0,7.0,8.0
1000.0,,60.0,1.0,1.0,,7.0,5.0
2150.0,180.0,44.0,1.0,1.0,1.0,0.0,6.0
2000.0,80.0,100.0,3.0,2.0,,1.0,7.0
3000.0,,102.0,,4.0,,20.0,7.0
1950.0,250.0,40.0,1.0,1.0,1.0,,7.0
2200.0,230.0,57.0,2.0,2.0,,3.0,8.0
2000.0,,80.0,3.0,1.0,,26.0,6.0
2600.0,150.0,98.0,3.0,1.0,1.0,45.0,7.0
2960.0,,77.0,2.0,1.0,1.0,6.0,6.0
4200.0,380.0,89.0,2.0,2.0,2.0,5.0,7.0
4380.0,340.0,81.0,1.0,2.0,1.0,7.0,8.0
11400.0,1100.0,336.0,4.0,4.0,4.0,13.0,8.0
9250.0,600.0,213.0,3.0,3.0,2.0,16.0,7.0
2353.0,175.0,41.0,1.0,1.0,1.0,8.0,8.0
6250.0,500.0,103.0,2.0,2.0,1.0,0.0,8.0
3515.0,500.0,130.0,3.0,3.0,2.0,6.0,7.0
1500.0,150.0,75.0,3.0,1.0,1.0,,2.0
1700.0,100.0,60.0,2.0,1.0,,0.0,7.0
3000.0,370.0,63.0,,2.0,1.0,5.0,7.0
3650.0,509.0,96.0,1.0,1.0,1.0,11.0,8.0
1400.0,,40.0,1.0,1.0,,1.0,2.0
2100.0,,100.0,3.0,2.0,,20.0,7.0
2100.0,200.0,80.0,3.0,2.0,,10.0,4.0
2000.0,180.0,76.0,3.0,2.0,,7.0,8.0
2555.0,,51.0,1.0,1.0,1.0,,7.0
7300.0,,180.0,3.0,3.0,2.0,11.0,7.0
2800.0,300.0,100.0,2.0,2.0,,20.0,7.0
1200.0,150.0,60.0,3.0,2.0,1.0,6.0,5.0
3550.0,250.0,82.0,3.0,2.0,,0.0,8.0
3000.0,360.0,70.0,2.0,,1.0,6.0,6.0
1400.0,,80.0,2.0,1.0,,4.0,
2800.0,300.0,110.0,3.0,2.0,,12.0,8.0
2340.0,80.0,75.0,1.0,1.0,,0.0,7.0
4440.0,650.0,160.0,1.0,2.0,2.0,12.0,7.0
1800.0,175.0,58.0,2.0,2.0,1.0,5.0,6.0
1000.0,,60.0,2.0,1.0,,,5.0
2500.0,150.0,70.0,2.0,2.0,,6.0,6.0
4011.0,,103.0,2.0,2.0,1.0,3.0,7.0
2372.0,300.0,50.0,1.0,1.0,1.0,10.0,8.0
1500.0,,104.0,3.0,2.0,,0.0,9.0
1800.0,,54.0,2.0,2.0,2.0,4.0,9.0
2000.0,,70.0,2.0,1.0,,25.0,7.0
2390.0,,50.0,1.0,1.0,,0.0,6.0
2100.0,,60.0,1.0,1.0,1.0,5.0,7.0
2600.0,449.0,80.0,3.0,2.0,2.0,,6.0
2500.0,250.0,73.0,3.0,2.0,1.0,0.0,6.0
2100.0,200.0,72.0,2.0,1.0,,25.0,7.0
1000.0,,45.0,2.0,1.0,,0.0,2.0
3213.0,200.0,95.0,2.0,2.0,1.0,18.0,7.0
2350.0,,45.0,1.0,1.0,1.0,2.0,6.0
1650.0,60.0,56.0,2.0,1.0,1.0,30.0,7.0
2600.0,,79.0,3.0,2.0,,,6.0
2800.0,450.0,75.0,2.0,2.0,2.0,10.0,8.0
2600.0,280.0,55.0,2.0,2.0,,0.0,8.0
2757.0,,40.0,1.0,1.0,,6.0,8.0
8030.0,1200.0,226.0,3.0,3.0,2.0,10.0,7.0
2200.0,60.0,75.0,3.0,2.0,,,6.0
2305.0,200.0,40.0,1.0,1.0,1.0,9.0,8.0
8140.0,730.0,175.0,3.0,2.0,2.0,10.0,7.0
900.0,,,1.0,1.0,,0.0,4.0
2800.0,120.0,69.0,2.0,2.0,1.0,10.0,7.0
2800.0,230.0,41.0,1.0,1.0,1.0,5.0,8.0
5278.0,1.0,100.0,2.0,2.0,,,8.0
1850.0,50.0,78.0,2.0,2.0,,5.0,8.0
5500.0,200.0,89.0,3.0,2.0,1.0,4.0,
5550.0,,166.0,3.0,2.0,,,7.0
1800.0,150.0,43.0,1.0,1.0,,5.0,8.0
1500.0,,160.0,3.0,2.0,,4.0,5.0
2775.0,,65.0,1.0,2.0,,6.0,8.0
2250.0,200.0,100.0,2.0,2.0,,5.0,6.0
2050.0,,63.0,1.0,1.0,,10.0,7.0
2000.0,,85.0,3.0,2.0,1.0,0.0,2.0
2400.0,,70.0,3.0,2.0,1.0,1.0,6.0
2700.0,,60.0,2.0,2.0,,6.0,6.0
2553.0,250.0,45.0,1.0,1.0,1.0,0.0,8.0
5530.0,450.0,180.0,3.0,3.0,1.0,53.0,6.0
1400.0,,55.0,2.0,1.0,,,6.0
5180.0,500.0,85.0,,2.0,1.0,14.0,7.0
3000.0,275.0,80.0,2.0,2.0,1.0,2.0,7.0
2700.0,200.0,50.0,1.0,1.0,,,7.0
2400.0,130.0,69.0,3.0,2.0,1.0,12.0,8.0
2200.0,,156.0,4.0,1.0,,10.0,8.0
2300.0,70.0,60.0,1.0,1.0,,15.0,7.0
4875.0,550.0,109.0,1.0,1.0,2.0,14.0,7.0
3720.0,,65.0,2.0,2.0,1.0,3.0,8.0
4300.0,,122.0,1.0,1.0,1.0,3.0,7.0
1550.0,,60.0,2.0,1.0,,10.0,7.0
3000.0,250.0,68.0,3.0,2.0,,0.0,6.0
2700.0,280.0,73.0,2.0,2.0,2.0,3.0,8.0
1800.0,,90.0,3.0,,,20.0,7.0
3000.0,,,,,,,6.0
3500.0,380.0,95.0,3.0,2.0,1.0,0.0,7.0
2401.0,220.0,52.0,1.0,1.0,,2.0,8.0
2500.0,250.0,70.0,2.0,,1.0,2.0,8.0
9360.0,,178.0,3.0,3.0,2.0,1.0,7.0
3290.0,350.0,114.0,3.0,2.0,1.0,5.0,6.0
1900.0,150.0,45.0,2.0,1.0,,,6.0
2800.0,180.0,72.0,3.0,2.0,1.0,0.0,6.0
10250.0,,350.0,3.0,3.0,3.0,15.0,7.0
1400.0,,58.0,1.0,1.0,,3.0,7.0
2600.0,300.0,70.0,3.0,2.0,1.0,,8.0
1500.0,1.0,53.0,2.0,2.0,,2.0,8.0
5200.0,450.0,123.0,3.0,2.0,,0.0,7.0
2400.0,230.0,32.0,1.0,1.0,1.0,1.0,8.0
1450.0,,40.0,1.0,1.0,,10.0,6.0
2950.0,260.0,67.0,2.0,2.0,1.0,2.0,7.0
1300.0,10.0,55.0,2.0,1.0,1.0,,4.0
2752.0,,44.0,1.0,1.0,,0.0,7.0
2960.0,510.0,55.0,1.0,1.0,1.0,15.0,7.0
4200.0,200.0,130.0,3.0,1.0,1.0,10.0,7.0
2200.0,,45.0,1.0,1.0,1.0,,6.0
1500.0,,60.0,,,,20.0,8.0
3300.0,280.0,80.0,2.0,2.0,1.0,4.0,8.0
2199.0,170.0,64.0,1.0,2.0,,7.0,6.0
4500.0,450.0,150.0,3.0,3.0,2.0,18.0,7.0
8980.0,1100.0,300.0,3.0,4.0,2.0,,7.0
1300.0,,58.0,1.0,1.0,,17.0,8.0
4400.0,,125.0,3.0,2.0,1.0,10.0,7.0
1600.0,140.0,70.0,3.0,2.0,,10.0,6.0
1000.0,,60.0,1.0,1.0,,10.0,2.0
1350.0,,70.0,,2.0,,10.0,1.0
1700.0,,75.0,2.0,2.0,,10.0,6.0
2400.0,70.0,120.0,4.0,2.0,,15.0,8.0
2400.0,175.0,45.0,1.0,1.0,,3.0,8.0
2700.0,,65.0,3.0,2.0,1.0,3.0,6.0
3690.0,,129.0,3.0,1.0,1.0,0.0,7.0
3330.0,210.0,140.0,3.0,2.0,2.0,18.0,7.0
2700.0,200.0,60.0,2.0,1.0,1.0,25.0,8.0
3500.0,,107.0,3.0,2.0,1.0,12.0,7.0
990.0,190.0,42.0,1.0,1.0,1.0,1.0,
2200.0,250.0,87.0,3.0,2.0,1.0,10.0,6.0
2300.0,300.0,58.0,2.0,2.0,,,6.0
1400.0,,60.0,1.0,3.0,,1.0,5.0
2548.0,,40.0,1.0,1.0,,0.0,8.0
1300.0,,50.0,1.0,1.0,,1.0,7.0
2200.0,200.0,50.0,1.0,1.0,,2.0,8.0
2000.0,,40.0,1.0,1.0,,1.0,6.0
2700.0,,65.0,1.0,2.0,1.0,,6.0
2100.0,,42.0,1.0,1.0,1.0,4.0,8.0
2400.0,250.0,69.0,3.0,2.0,,3.0,8.0
1800.0,150.0,53.0,2.0,2.0,,0.0,6.0
3280.0,340.0,50.0,1.0,1.0,1.0,1.0,7.0
2500.0,250.0,62.0,3.0,2.0,,0.0,6.0
3139.0,170.0,95.0,3.0,2.0,1.0,40.0,7.0
2200.0,,82.0,3.0,1.0,,18.0,8.0
2150.0,230.0,50.0,1.0,1.0,1.0,10.0,6.0
2600.0,280.0,56.0,2.0,2.0,1.0,2.0,6.0
8228.0,800.0,185.0,3.0,2.0,2.0,15.0,7.0
1600.0,150.0,34.0,1.0,1.0,,0.0,4.0
1350.0,,50.0,1.0,1.0,,,6.0
1400.0,,80.0,2.0,1.0,,1.0,6.0
1500.0,,65.0,,1.0,,1.0,7.0
1940.0,,80.0,3.0,2.0,,9.0,7.0
2470.0,300.0,47.0,1.0,1.0,1.0,10.0,8.0
2800.0,250.0,115.0,3.0,3.0,1.0,11.0,6.0
2400.0,340.0,60.0,1.0,1.0,2.0,8.0,6.0
9200.0,,237.0,3.0,2.0,3.0,7.0,7.0
2200.0,1.0,95.0,2.0,1.0,1.0,7.0,7.0
1300.0,,67.0,2.0,2.0,,1.0,5.0
1700.0,,70.0,2.0,2.0,,1.0,6.0
1100.0,,40.0,1.0,1.0,,1.0,8.0
2500.0,,90.0,3.0,2.0,,8.0,6.0
3400.0,270.0,78.0,3.0,2.0,1.0,3.0,6.0
2200.0,300.0,48.0,2.0,2.0,,0.0,4.0
800.0,,50.0,3.0,1.0,,,1.0
2500.0,300.0,53.0,2.0,2.0,,0.0,8.0
1350.0,50.0,48.0,2.0,1.0,,19.0,6.0
2700.0,230.0,67.0,2.0,2.0,1.0,0.0,6.0
1900.0,300.0,72.0,1.0,2.0,,8.0,8.0
1350.0,30.0,65.0,2.0,1.0,,12.0,9.0
2900.0,450.0,130.0,3.0,2.0,1.0,11.0,7.0
2300.0,200.0,45.0,1.0,1.0,,2.0,8.0
2146.0,180.0,38.0,1.0,1.0,,8.0,7.0
2500.0,,35.0,1.0,1.0,1.0,0.0,7.0
4862.0,400.0,80.0,1.0,2.0,,2.0,8.0
2530.0,110.0,70.0,2.0,1.0,,12.0,7.0
2400.0,315.0,43.0,,2.0,,0.0,7.0
5850.0,1100.0,248.0,3.0,2.0,2.0,17.0,8.0
2200.0,,41.0,1.0,1.0,1.0,0.0,7.0
1400.0,200.0,50.0,1.0,1.0,,10.0,6.0
1800.0,,80.0,3.0,2.0,,0.0,2.0
2500.0,,83.0,3.0,2.0,1.0,5.0,6.0
2600.0,,83.0,3.0,2.0,1.0,,6.0
6270.0,450.0,165.0,2.0,2.0,2.0,10.0,7.0
3000.0,,101.0,4.0,3.0,,12.0,6.0
800.0,,100.0,2.0,1.0,,14.0,1.0
850.0,20.0,74.0,2.0,1.0,,3.0,9.0
2300.0,200.0,45.0,2.0,,,0.0,8.0
4368.0,300.0,54.0,2.0,1.0,1.0,0.0,7.0
1600.0,,55.0,2.0,1.0,,3.0,5.0
3478.0,530.0,123.0,2.0,2.0,1.0,10.0,7.0
6358.0,730.0,174.0,3.0,2.0,2.0,8.0,7.0
5460.0,720.0,120.0,2.0,2.0,2.0,15.0,8.0
2900.0,250.0,69.0,2.0,2.0,,,8.0
5460.0,,120.0,2.0,2.0,3.0,14.0,8.0
5700.0,845.0,99.0,,2.0,2.0,6.0,7.0
2500.0,150.0,80.0,3.0,2.0,1.0,5.0,6.0
1800.0,150.0,50.0,1.0,1.0,,,7.0
3000.0,,61.0,2.0,2.0,,4.0,7.0
2000.0,,82.0,2.0,2.0,,4.0,7.0
2200.0,250.0,60.0,2.0,1.0,,17.0,6.0
2609.0,,81.0,1.0,2.0,,5.0,7.0
2700.0,250.0,58.0,2.0,2.0,1.0,0.0,6.0
4380.0,460.0,161.0,3.0,2.0,2.0,44.0,7.0
2200.0,,91.0,3.0,2.0,,3.0,7.0
2000.0,100.0,65.0,2.0,1.0,,8.0,7.0
3000.0,100.0,93.0,2.0,1.0,1.0,35.0,8.0
3000.0,100.0,90.0,1.0,1.0,1.0,35.0,8.0
3500.0,100.0,120.0,2.0,1.0,1.0,35.0,8.0
2250.0,300.0,74.0,3.0,2.0,1.0,0.0,6.0
5625.0,,70.0,4.0,3.0,2.0,71.0,7.0
2200.0,150.0,76.0,2.0,1.0,,15.0,8.0
2500.0,250.0,80.0,2.0,1.0,,20.0,7.0
2600.0,,65.0,2.0,2.0,,0.0,8.0
4404.0,575.0,100.0,1.0,1.0,1.0,10.0,8.0
3350.0,200.0,81.0,3.0,2.0,1.0,0.0,8.0
4048.0,750.0,90.0,2.0,2.0,2.0,6.0,7.0
2200.0,200.0,168.0,4.0,3.0,,,7.0
3000.0,200.0,86.0,3.0,2.0,1.0,2.0,
2500.0,250.0,49.0,1.0,1.0,1.0,0.0,7.0
2100.0,170.0,42.0,1.0,1.0,1.0,10.0,6.0
1900.0,1.0,50.0,1.0,1.0,,5.0,7.0
2549.0,250.0,52.0,1.0,1.0,1.0,3.0,8.0
1480.0,150.0,63.0,2.0,1.0,,,2.0
2600.0,380.0,82.0,2.0,2.0,1.0,9.0,6.0
8980.0,150.0,300.0,3.0,4.0,2.0,10.0,7.0
2300.0,200.0,48.0,1.0,1.0,1.0,4.0,6.0
3054.0,450.0,62.0,2.0,2.0,1.0,0.0,7.0
1900.0,220.0,70.0,3.0,2.0,,0.0,4.0
2000.0,180.0,55.0,1.0,1.0,,2.0,6.0
2200.0,,112.0,3.0,2.0,1.0,0.0,8.0
2200.0,205.0,46.0,1.0,1.0,,4.0,6.0
6343.0,690.0,122.0,3.0,4.0,2.0,4.0,7.0
1660.0,220.0,55.0,2.0,2.0,,,6.0
1600.0,,38.0,1.0,1.0,1.0,0.0,6.0
1800.0,300.0,43.0,1.0,1.0,,1.0,8.0
3000.0,300.0,50.0,1.0,1.0,1.0,1.0,7.0
2000.0,1.0,94.0,2.0,1.0,1.0,30.0,6.0
2500.0,,59.0,2.0,2.0,,8.0,6.0
3312.0,400.0,70.0,1.0,1.0,1.0,15.0,7.0
5500.0,600.0,180.0,3.0,2.0,2.0,10.0,7.0
1600.0,120.0,63.0,3.0,2.0,,10.0,8.0
2100.0,115.0,47.0,1.0,2.0,,1.0,6.0
2250.0,200.0,76.0,3.0,2.0,,10.0,6.0
1400.0,,75.0,3.0,2.0,,0.0,2.0
1100.0,,63.0,3.0,2.0,,3.0,1.0
1700.0,,86.0,2.0,1.0,,,4.0
2100.0,180.0,47.0,1.0,1.0,,2.0,6.0
2250.0,150.0,68.0,2.0,2.0,,1.0,7.0
1900.0,,75.0,2.0,1.0,,20.0,7.0
3750.0,320.0,65.0,2.0,2.0,1.0,3.0,8.0
1400.0,140.0,51.0,2.0,1.0,1.0,2.0,4.0
2960.0,,50.0,1.0,1.0,1.0,2.0,6.0
850.0,,30.0,1.0,1.0,,1.0,7.0
2900.0,220.0,72.0,3.0,2.0,,13.0,6.0
2300.0,,84.0,3.0,3.0,,15.0,6.0
3380.0,450.0,108.0,3.0,3.0,1.0,15.0,7.0
1400.0,,52.0,2.0,1.0,,14.0,7.0
1900.0,120.0,74.0,2.0,2.0,,19.0,7.0
1900.0,,48.0,1.0,1.0,1.0,8.0,6.0
9500.0,1100.0,296.0,3.0,2.0,,12.0,7.0
8395.0,1350.0,274.0,4.0,3.0,2.0,24.0,7.0
2100.0,180.0,87.0,3.0,2.0,,0.0,2.0
2000.0,,68.0,2.0,2.0,1.0,12.0,6.0
2500.0,320.0,56.0,1.0,1.0,1.0,10.0,8.0
1500.0,100.0,40.0,1.0,1.0,,1.0,6.0
4402.0,365.0,105.0,3.0,2.0,,10.0,7.0
10472.0,1050.0,200.0,3.0,3.0,3.0,10.0,7.0
7260.0,,234.0,3.0,5.0,2.0,10.0,7.0
1600.0,,75.0,2.0,1.0,,2.0,7.0
2576.0,309.0,42.0,,1.0,,30.0,7.0
1000.0,,50.0,,1.0,,13.0,8.0
960.0,,25.0,1.0,1.0,,7.0,6.0
2600.0,380.0,60.0,2.0,2.0,1.0,7.0,8.0
1500.0,,55.0,1.0,1.0,,5.0,6.0
1200.0,,75.0,2.0,1.0,,20.0,10.0
2000.0,,53.0,2.0,2.0,1.0,0.0,6.0
5500.0,750.0,120.0,2.0,2.0,2.0,10.0,8.0
3927.0,240.0,118.0,2.0,3.0,2.0,14.0,6.0
8694.0,720.0,265.0,3.0,3.0,3.0,6.0,7.0
2375.0,280.0,55.0,1.0,1.0,1.0,14.0,8.0
1800.0,,65.0,2.0,2.0,,0.0,2.0
1500.0,,50.0,1.0,1.0,,10.0,7.0
1500.0,,75.0,1.0,1.0,,10.0,9.0
2050.0,200.0,87.0,2.0,2.0,1.0,9.0,6.0
2600.0,220.0,76.0,2.0,1.0,,10.0,8.0
3000.0,,100.0,2.0,2.0,1.0,4.0,8.0
1300.0,100.0,100.0,3.0,2.0,1.0,1.0,
2200.0,180.0,66.0,2.0,2.0,,,6.0
1400.0,,50.0,2.0,1.0,,15.0,8.0
1500.0,200.0,80.0,2.0,2.0,,1.0,8.0
2100.0,,61.0,2.0,2.0,,1.0,6.0
5610.0,,118.0,4.0,3.0,1.0,11.0,7.0
2500.0,,120.0,3.0,2.0,,10.0,7.0
9350.0,1700.0,253.0,3.0,2.0,2.0,15.0,7.0
2960.0,350.0,80.0,2.0,2.0,1.0,13.0,7.0
1000.0,,60.0,2.0,1.0,,13.0,2.0
