nombre,distrito,direccion,nivel__modalidad,gestion__dependencia,latitud,longitud
mis primeros pasos del milagro,comas,avenida 03 de octubre 708,inicial - jardin,privada - particular,-11.9423,-77.04241
monserrat de comas ii,comas,calle 13 b lotes 24-25 141-185 mz j,inicial - jardin,privada - particular,-11.9687,-77.06018
montfort del norte,comas,avenida san luis 161,secundaria,privada - particular,-11.90774,-77.03773
mundo de colores,comas,jiron bolivia 238 mz f lote 15,inicial - jardin,privada - particular,-11.95864,-77.05438
mundo infantil,comas,calle colmena 140,inicial - jardin,privada - particular,-11.96097,-77.04797
nicolas bourbaki,comas,avenida san felipe 305,secundaria,privada - particular,-11.9061,-77.03597
nikola tesla,comas,avenida universitaria 5884 mz e lote 29,inicial - jardin,privada - particular,-11.95394,-77.05958
nino jesus del carmen,comas,avenida mariano ignacio prado 353,inicial - jardin,privada - particular,-11.93674,-77.04388
nino manuelito del pinar,comas,mz s 2 lote 22,inicial - jardin,privada - particular,-11.91481862,-77.02922141
ninos de fatima,comas,jiron union 879,inicial - jardin,privada - particular,-11.95412,-77.04854
ninos de la esperanza,comas,jiron felipe pinglo alva 1161 zona iv,primaria,privada - particular,-11.91237,-77.01535
norbert wiener,comas,calle 17 223 mz t lote 35,inicial - jardin,privada - particular,-11.97034,-77.05866
nova kids school,comas,calle los bosques de huallay mz b lote 11,inicial - jardin,privada - particular,-11.94691788,-77.05149794
nuestra patrona de las mercedes,comas,avenida tupac amaru 1846,primaria,privada - particular,-11.94953,-77.04908
nuestra senora de monserrat de comas,comas,calle 21 308,primaria,privada - particular,-11.96929,-77.06027
nuevo milenium,comas,avenida bolivar 825,inicial - jardin,privada - particular,-11.95879,-77.04895
nuevo montessori ii,comas,avenida micaela bastidas 503-509 etapa iv,secundaria,privada - particular,-11.9111359,-77.0223363
pablo neruda,comas,jiron san roberto 199,inicial - jardin,privada - particular,-11.90342,-77.04456
pablo vi,comas,jiron tacna 687 mz ll lote 3 zona d,inicial - jardin,privada - particular,-11.9174415,-77.0423462
paeba comas,comas,avenida miguel grau s/n mz u lote 1b,basica alternativa - avanzado,publica - sector educacion,-11.92535,-77.03873
palmeritas del norte,comas,mz z1 lote 05 etapa i,inicial - jardin,privada - particular,-11.94586,-77.06295
paul groussac de comas,comas,calle los proceres 179,secundaria,privada - particular,-11.94744569,-77.05029814
paul groussac de huaquillay,comas,avenida peru 1265,primaria,privada - particular,-11.94696198,-77.05097222
pedro zulen,comas,avenida universitaria norte 6504,basica alternativa - avanzado,privada - particular,-11.94564,-77.06011
peru-holanda,comas,jiron tupac amaru 200,secundaria,publica - sector educacion,-11.91663,-77.03561
peter pan day care,comas,avenida el retablo 919,inicial - jardin,privada - particular,-11.9302,-77.05702
pinceladas,comas,avenida universitaria 8709 mz o1 lote 38,inicial - jardin,privada - particular,-11.92114,-77.0515
pitagoras de comas,comas,calle las musas s/n mz x lote 32,secundaria,privada - particular,-11.9012,-77.04114
presentacion de maria 41,comas,avenida canada 095,secundaria,publica - en convenio,-11.95058,-77.05162
ramon castilla,comas,avenida universitaria cdra 18 s/n,secundaria,publica - sector educacion,-11.93282,-77.05559
rayito de sol las vegas,comas,jiron enrique castilla s/n mz i lote 11,inicial - jardin,privada - particular,-11.95381,-77.06083
rene cruchet,comas,calle los nogales 135,primaria,privada - particular,-11.94511,-77.04947
republica de holanda,comas,jiron san luis 111,primaria,privada - particular,-11.91314,-77.03312
rosabeth moss kanter,comas,pasaje santa cruz cuadra 2 mz g lote 17,primaria,privada - particular,-11.93207,-77.05556
sagrado corazon de fatima,comas,jiron union 853,primaria,privada - particular,-11.95436,-77.04864
sagrado corazon de jesus,comas,avenida felipe pinglo alva 421 zona iii,inicial - jardin,privada - particular,-11.91202,-77.02439
san benito del cono norte,comas,jiron libertad 541,inicial - jardin,privada - particular,-11.95637,-77.05199
san carlos,comas,jiron san ramon s/n,secundaria,publica - sector educacion,-11.90316,-77.04262
san clemente,comas,avenida julio c tello 814,primaria,privada - particular,-11.94231,-77.03973
san eulogio,comas,jiron los topacios 163,primaria,privada - particular,-11.96305,-77.06156
san eulogio ii,comas,mz h lote 59,secundaria,privada - particular,-11.96225,-77.06036
san felipe,comas,jiron pacifico s/n,basica alternativa - avanzado,publica - sector educacion,-11.89896,-77.04063
san francisco solano,comas,avenida universitaria 389,secundaria,privada - particular,-11.9344,-77.05566
san francisco solano de la libertad,comas,jiron union 371 mz d-b lote 18,inicial - jardin,privada - particular,-11.95877,-77.05038
san francisco solano kids,comas,avenida universitaria 7546,inicial - jardin,privada - particular,-11.93423,-77.05559
san ignacio de comas ii,comas,avenida tupac amaru y psje los jazmines 4849,inicial - jardin,privada - particular,-11.92061,-77.0422
san ignacio de recalde,comas,avenida manco inca 136 mz c lote 12,primaria,privada - particular,-11.93066,-77.05026
san ignacio del alamo,comas,calle 01 s/n mz a lote 11-12,primaria,privada - particular,-11.93747,-77.06754
san ignacio del parral ii,comas,avenida carabayllo 833,inicial - jardin,privada - particular,-11.9603,-77.05895
san ignacio del pinar,comas,avenida heroes del alto cenepa s/n mz a lote 16,inicial - jardin,privada - particular,-11.91212,-77.05735
san jose de comas,comas,avenida belaunde este 1708 - 1712 esquina jr danubio,inicial - jardin,privada - particular,-11.94362,-77.03344
san juan bautista,comas,avenida los incas 118 mz f lote 9,inicial - jardin,privada - particular,-11.91693,-77.04171
san juan bosco de comas,comas,jiron republica del peru 559 mz k lote 9 etapa i,primaria,privada - particular,-11.95708,-77.0552
san luis maria de montfort,comas,mz a lote 17,inicial - jardin,privada - particular,-11.9663,-77.0585
san marcos de comas,comas,jiron jose olaya 401,primaria,privada - particular,-11.94052,-77.05125
san martin de porres,comas,jiron dos de mayo 770,primaria,privada - particular,-11.95628,-77.04302
san martin el milagroso,comas,jiron enrique pallardelli 210 y 212,inicial - jardin,privada - particular,-11.93682,-77.05176
san miguel arcangel de sangallaya,comas,avenida huayna capac 579,secundaria,privada - particular,-11.94024,-77.04187
san roque,comas,jiron las americas 683,primaria,privada - particular,-11.95713,-77.04405
san viator,comas,jiron jose santos chocano 540,primaria,privada - particular,-11.9137,-77.02334
san vicente,comas,avenida el retablo 520,primaria,privada - particular,-11.93511,-77.05883
sangarara,comas,jiron arequipa 358,inicial - cuna jardin,publica - sector educacion,-11.91554264,-77.05563337
santa luzmila,comas,avenida universitaria s/n,inicial - cuna jardin,publica - sector educacion,-11.94574146,-77.05905292
santa maria de jesus,comas,avenida san felipe 495,inicial - jardin,privada - particular,-11.90473,-77.03713
santa maria eufrasia,comas,calle los topacios 271,inicial - jardin,privada - particular,-11.96141,-77.06122
santa maria la reina,comas,jiron elias aguirre 141,secundaria,privada - particular,-11.9145054,-77.0351881
santa marta school,comas,jiron los pinos 298,inicial - jardin,privada - particular,-11.95945,-77.051
santa rosa,comas,jiron santa rosa 951,inicial - jardin,privada - particular,-11.95302,-77.04939
santa ursula de las vegas,comas,jiron los angeles 195,inicial - jardin,privada - particular,-11.95422,-77.06377
santisima virgen del rosario,comas,guillermo de la fuente y jr g medina,primaria,privada - particular,-11.94534,-77.05692
santisima virgencita del carmen,comas,jiron cerro de pasco 1113,inicial - jardin,privada - particular,-11.95633,-77.03659
santo tomas,comas,avenida tupac amaru 4519,secundaria,privada - particular,-11.92611,-77.04322
savia estudiantil,comas,avenida tarapaca 111 mz d lote 18,inicial - jardin,privada - particular,-11.92451,-77.04296
senor de los milagros i,comas,jiron julio c tello mz n lote 6,inicial - jardin,publica - sector educacion,-11.94135,-77.04543
senor de los milagros ii,comas,pasaje san jose mz a sector carmen alto,inicial - jardin,publica - sector educacion,-11.944,-77.04077
shalem,comas,avenida belaunde este 679,primaria,privada - particular,-11.94098,-77.04276
shalom school,comas,mz g2 lote 19 20,primaria,privada - particular,-11.91398,-77.04923
sigmund freud,comas,jiron bartolome herrera 309 etapa ii,inicial - jardin,privada - particular,-11.94084,-77.05219
sigmund shalom freud,comas,jiron pedro de la gasca 506,inicial - jardin,privada - particular,-11.93986,-77.04223
simon bolivar palacios,comas,avenida micaela bastidas 316 mz d lote 20,secundaria,privada - particular,-11.93174,-77.04998
sol de alegria,comas,mz r lote 16,inicial - jardin,privada - particular,-11.91911,-77.0581
sonia amador jaime,comas,jiron libertad 815,primaria,privada - particular,-11.95381,-77.05101
sonia amador jaime ii,comas,jiron puno 247,secundaria,privada - particular,-11.95313,-77.05053
sunrise,comas,jiron rio de janeiro 131,inicial - jardin,privada - particular,-11.96086,-77.05779
talentos,comas,avenida crespo y castillo 285,inicial - jardin,privada - particular,-11.9333,-77.04899
technology schools del retablo i,comas,mz c lote 9,secundaria,privada - particular,-11.93572,-77.05902
trento pro,comas,avenida alfredo mendiola mz a lote 11 zona pro,primaria,privada - particular,-11.9276,-77.07216
trilce de comas,comas,avenida universitaria 5526 mz e lote 36,secundaria,privada - particular,-11.95351,-77.05374
trilce las vegas,comas,avenida universitaria 6102,primaria,privada - particular,-11.95344,-77.05957
villa talent school ii,comas,jiron montero rosas 274 mz u-5 lote 15,primaria,privada - particular,-11.92067,-77.04008
virgen de la medalla milagrosa ii,comas,jiron santos chocano mz 95 lote 28 zona iii,secundaria,privada - particular,-11.91357,-77.02356
virgen de la puerta de comas,comas,jiron canete 498,inicial - jardin,privada - particular,-11.95882,-77.04651
virgen maria,comas,calle lloque yupanqui 217 etapa ii,inicial - jardin,privada - particular,-11.92852,-77.05057
william shakespeare,comas,jiron uruguay 383,secundaria,privada - particular,-11.94302,-77.0511
winners,comas,calle juan irribaren 329,primaria,privada - particular,-11.92878,-77.04042
jesus amado,comas,avenida collique 160 mz d-1 lote 26,inicial - jardin,privada - particular,-11.93261,-77.06794
scorza de villas de ancon,comas,calle 13 s/n mz v2 lote 12,inicial - jardin,privada - particular,-11.73504,-77.14769
368 angelitos de jesus,comas,parque 1 mz g lote 1,inicial - jardin,publica - sector educacion,-11.91963,-77.05964
san antonio del pinar,comas,mz d3 lote 4 parcela 1,inicial - jardin,privada - particular,-11.91654,-77.05065
866 nuestra senora de la nube,comas,jiron leon pinelo s/n mz b lote 9,inicial - jardin,publica - sector educacion,-11.93832,-77.05286
al gore,comas,avenida peru 1179,secundaria,privada - particular,-11.94818665,-77.05097233
prolog de comas,comas,"calle los cedros 165 mz t lote 6,7,8",primaria,privada - particular,-11.94369,-77.05001
jesus obrero,comas,avenida republica del peru 862,secundaria,publica - en convenio,-11.95287,-77.05254
carrousel,comas,jiron la habana mz g lote 16 zona l,primaria,privada - particular,-11.9566993,-77.0402699
cristiano jireh ii,comas,jiron san ramon 321-327,secundaria,privada - particular,-11.9566917,-77.0389494
nuestra senora de guadalupe segundo,comas,jiron libertad 332,secundaria,privada - particular,-11.95863,-77.0525
innovacion cientifica,comas,jiron ochoa 1ra cuadra s/n,primaria,privada - particular,-11.95505,-77.05886
villa encantada,comas,los bosques de huayllay mz b lote 11 etapa ii,inicial - jardin,privada - particular,-11.9461196,-77.0519587
carrusell,comas,calle las orquideas 198-a,inicial - jardin,privada - particular,-11.94069,-77.04831
cesar vallejo de reparticion,comas,calle las palmeras 199,primaria,privada - particular,-11.9433,-77.04957
honores del retablo,comas,avenida universitaria 1791,inicial - jardin,privada - particular,-11.93522,-77.0569
king of kings del retablo,comas,avenida jose de la torre ugarte 300,secundaria,privada - particular,-11.93864562,-77.05653809
saco oliveros el retablo,comas,"pasaje 44 s/n mz f lote 1,2,3",inicial - jardin,privada - particular,-11.93601,-77.0582
saco oliveros de san carlos,comas,calle los frutales s/n mz a1 lote 21,primaria,privada - particular,-11.90605,-77.04359
milagro de los angeles,comas,avenida carabayllo s/n mz h lote 32,inicial - jardin,privada - particular,-11.9638,-77.06035
nuestra senora de monserrat - san felipe,comas,avenida san felipe 655,inicial - jardin,privada - particular,-11.90233,-77.03871
mis primeras lecciones by kenzit,comas,jiron rio pachetea s/n mz d lote 50,inicial - jardin,privada - particular,-11.95585,-77.061431
2016 francisco bolognesi,comas,jiron ramon trelles mz 4 lote 1-18,primaria,publica - sector educacion,-11.94477,-77.05477
arquimedes del norte,comas,jiron pedro matias gonzales 271,primaria,privada - particular,-11.9429105,-77.0647133
mom's school kindergarden,comas,calle luis valderrama 130-134 mz d lote 27,inicial - jardin,privada - particular,-11.93688572,-77.04786424
nicolai lobachewsky,comas,jiron agustin gamarra 106 mz i-iv lote 12,primaria,privada - particular,-11.9445055,-77.0592175
juventud cientifica,el agustino,"jiron las lilas 430-436 mz s lote 1,2,3 etapa ii",inicial - jardin,privada - particular,-12.043875,-76.999552
mabel condemarin,el agustino,calle carinto mz h lote 3,inicial - jardin,privada - particular,-12.02869788,-76.99002646
0009 jose maria arguedas,el agustino,mz l lote 22,inicial - jardin,publica - sector educacion,-12.02797,-76.98932
0049 antonia moreno de caceres,el agustino,jiron alonso palomino 228,primaria,publica - sector educacion,-12.0521,-77.0019
0085 jose de la torre ugarte,el agustino,calle los algarrobos mz q,secundaria,publica - sector educacion,-12.0379,-76.99063
0093 fernando belaunde terry,el agustino,avenida los algarrobos s/n,primaria,publica - sector educacion,-12.03924,-76.99658
0098 peru japon,el agustino,independencia mz d lote 19,secundaria,publica - sector educacion,-12.02852,-76.99701
010 martir olaya,el agustino,calle zapote s/n,inicial - jardin,publica - sector educacion,-12.05687,-77.00489
013 santa rosita,el agustino,avenida jose carlos mariategui s/n,inicial - jardin,publica - sector educacion,-12.03934,-76.99667
017 cuna jardin,el agustino,jiron mariano baldarrago s/n,inicial - cuna jardin,publica - sector educacion,-12.0514,-76.99939
046 los libertadores de ayacucho,el agustino,pasaje los angeles s/n,inicial - jardin,publica - sector educacion,-12.05624,-76.99453
047 senor de los milagros,el agustino,avenida garcilazo de la vega 320,primaria,publica - sector educacion,-12.06062,-77.00425
048 san juan bosco,el agustino,avenida 15 de abril 344,primaria,publica - sector educacion,-12.06002721,-77.00272445
067 santisima cruz de motupe,el agustino,pasaje alberto gamarra mallma s/n,inicial - jardin,publica - sector educacion,-12.0297,-77.0031
068,el agustino,jiron los artesanos 140,inicial - cuna jardin,publica - sector educacion,-12.02776,-76.99299
069 nocheto luis enrique vi,el agustino,pasaje amauta s/n mz d2 lote 1,inicial - cuna jardin,publica - sector educacion,-12.04508,-76.98547
076 micaela bastidas,el agustino,jiron teresa gonzales de fanning s/n,inicial - jardin,publica - sector educacion,-12.05093,-76.99544
