precio_pen,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,num_colegios_prox,num_hospitales_prox,total_ambientes,tiene_estac,tamano_cod,antiguedad_cod,nivel_socioeconomico_cod,total_servicios_prox
6750.0,720.0,239.0,2.0,2.0,2.0,17.0,53.0,5,0,4.0,1,3.0,2.0,1.0,5
3026.0,390.0,45.0,1.0,1.0,,0.0,,6,2,2.0,0,1.0,1.0,1.0,9
1100.0,,54.0,2.0,1.0,,0.0,159.0,18,0,3.0,0,2.0,1.0,3.0,20
8140.0,900.0,225.0,3.0,2.0,2.0,5.0,121.0,1,0,5.0,1,3.0,1.0,1.0,1
9250.0,850.0,230.0,3.0,2.0,2.0,5.0,99.0,1,0,5.0,1,3.0,1.0,1.0,1
1950.0,200.0,44.0,1.0,1.0,1.0,2.0,50.0,10,1,2.0,1,1.0,1.0,3.0,14
2800.0,325.0,58.0,2.0,2.0,1.0,5.0,66.0,10,0,4.0,1,2.0,1.0,1.0,10
6105.0,500.0,270.0,3.0,3.0,1.0,7.0,44.0,4,0,6.0,1,3.0,2.0,1.0,4
2700.0,240.0,61.0,2.0,2.0,1.0,2.0,31.0,14,4,4.0,1,2.0,1.0,2.0,18
3470.0,300.0,90.0,2.0,3.0,1.0,3.0,19.0,3,0,5.0,1,2.0,1.0,1.0,4
4440.0,380.0,118.0,3.0,2.0,1.0,8.0,39.0,6,2,5.0,1,3.0,2.0,1.0,8
2250.0,245.0,65.0,1.0,1.0,1.0,11.0,89.0,3,0,2.0,1,2.0,2.0,1.0,5
4050.0,,98.0,3.0,3.0,1.0,0.0,23.0,4,1,6.0,1,2.0,1.0,1.0,5
2700.0,300.0,66.0,2.0,2.0,1.0,0.0,24.0,6,1,4.0,1,2.0,1.0,1.0,8
1700.0,200.0,65.0,2.0,2.0,,0.0,28.0,2,0,4.0,0,2.0,1.0,3.0,2
1800.0,,150.0,2.0,1.0,,25.0,22.0,9,0,3.0,0,3.0,3.0,3.0,9
2100.0,,46.0,2.0,1.0,,0.0,257.0,6,0,3.0,0,1.0,1.0,3.0,6
1600.0,,132.0,3.0,2.0,,0.0,121.0,8,0,5.0,0,3.0,1.0,3.0,8
2500.0,150.0,50.0,2.0,1.0,1.0,1.0,289.0,8,0,3.0,1,1.0,1.0,2.0,8
3800.0,,98.0,4.0,2.0,1.0,0.0,199.0,4,1,6.0,1,2.0,1.0,1.0,5
2100.0,130.0,110.0,2.0,2.0,,0.0,168.0,8,1,4.0,0,3.0,1.0,2.0,9
1800.0,200.0,53.0,2.0,2.0,,0.0,78.0,19,0,4.0,0,2.0,1.0,3.0,19
8030.0,1199.0,383.0,4.0,3.0,3.0,22.0,73.0,4,1,7.0,1,3.0,3.0,1.0,5
1900.0,180.0,56.0,1.0,1.0,,6.0,49.0,8,1,2.0,0,2.0,2.0,2.0,9
2200.0,200.0,57.0,2.0,2.0,,0.0,130.0,3,4,4.0,0,2.0,1.0,2.0,7
2300.0,,95.0,3.0,2.0,,0.0,62.0,3,0,5.0,0,2.0,1.0,3.0,3
2300.0,250.0,55.0,1.0,1.0,1.0,22.0,149.0,5,0,2.0,1,2.0,3.0,1.0,5
2800.0,350.0,95.0,2.0,2.0,1.0,3.0,185.0,10,4,4.0,1,2.0,1.0,2.0,14
5550.0,350.0,111.0,2.0,2.0,1.0,0.0,78.0,2,0,4.0,1,3.0,1.0,1.0,2
3700.0,360.0,60.0,1.0,1.0,1.0,18.0,24.0,4,0,2.0,1,2.0,2.0,1.0,4
2000.0,,90.0,2.0,1.0,1.0,3.0,314.0,6,4,3.0,1,2.0,1.0,3.0,10
1700.0,,40.0,1.0,1.0,,0.0,331.0,23,4,2.0,0,1.0,1.0,2.0,27
2100.0,230.0,45.0,1.0,1.0,,5.0,219.0,0,0,2.0,0,1.0,1.0,1.0,1
2150.0,,50.0,1.0,1.0,1.0,0.0,426.0,8,4,2.0,1,1.0,1.0,1.0,14
2500.0,230.0,76.0,3.0,2.0,1.0,4.0,209.0,12,1,5.0,1,2.0,1.0,2.0,13
1600.0,60.0,46.0,2.0,1.0,,60.0,407.0,16,2,3.0,0,1.0,3.0,2.0,19
3660.0,380.0,120.0,3.0,2.0,2.0,20.0,24.0,1,0,5.0,1,3.0,2.0,1.0,1
1800.0,180.0,60.0,2.0,2.0,,4.0,22.0,3,1,4.0,0,2.0,1.0,3.0,4
3500.0,390.0,106.0,3.0,2.0,1.0,3.0,31.0,12,4,5.0,1,3.0,1.0,3.0,19
2000.0,100.0,68.0,2.0,2.0,,1.0,50.0,11,0,4.0,0,2.0,1.0,2.0,11
2000.0,150.0,71.0,2.0,2.0,,13.0,,12,4,4.0,0,2.0,2.0,3.0,18
1600.0,60.0,60.0,1.0,1.0,,3.0,115.0,15,0,2.0,0,2.0,1.0,3.0,15
6650.0,945.0,178.0,2.0,2.0,2.0,13.0,,9,3,4.0,1,3.0,2.0,1.0,12
800.0,,55.0,3.0,1.0,,0.0,76.0,2,0,4.0,0,2.0,1.0,4.0,2
2500.0,400.0,120.0,2.0,2.0,2.0,0.0,210.0,14,4,4.0,1,3.0,1.0,2.0,18
2800.0,280.0,84.0,3.0,2.0,,8.0,,10,0,5.0,0,2.0,2.0,2.0,11
2200.0,,40.0,1.0,1.0,,20.0,61.0,8,1,2.0,0,1.0,2.0,1.0,9
1450.0,,28.0,1.0,1.0,,20.0,269.0,8,1,2.0,0,1.0,2.0,1.0,9
2700.0,250.0,60.0,2.0,2.0,1.0,0.0,,8,0,4.0,1,2.0,1.0,1.0,8
4344.0,400.0,137.0,3.0,2.0,1.0,56.0,,5,2,5.0,1,3.0,3.0,1.0,7
5430.0,700.0,168.0,3.0,2.0,2.0,12.0,20.0,5,2,5.0,1,3.0,2.0,1.0,7
2800.0,280.0,60.0,1.0,1.0,1.0,5.0,24.0,8,0,2.0,1,2.0,1.0,1.0,8
1650.0,1.0,60.0,1.0,1.0,,10.0,168.0,0,1,2.0,0,2.0,2.0,1.0,1
2200.0,300.0,52.0,1.0,1.0,,5.0,,13,0,2.0,0,2.0,1.0,1.0,14
3000.0,300.0,93.0,3.0,3.0,2.0,10.0,30.0,13,2,6.0,1,2.0,2.0,1.0,18
3750.0,400.0,120.0,2.0,3.0,2.0,16.0,,5,2,5.0,1,3.0,2.0,1.0,7
1700.0,180.0,65.0,3.0,2.0,,,,6,3,5.0,0,2.0,,2.0,9
1150.0,,28.0,1.0,1.0,,30.0,750.0,5,1,2.0,0,1.0,3.0,2.0,7
1450.0,140.0,75.0,3.0,,,8.0,28.0,14,1,,0,2.0,2.0,3.0,15
2199.0,150.0,48.0,1.0,1.0,,2.0,45.0,6,0,2.0,0,1.0,1.0,3.0,6
10860.0,1312.0,245.0,3.0,2.0,3.0,6.0,,0,0,5.0,1,3.0,2.0,1.0,0
2000.0,,44.0,1.0,1.0,1.0,7.0,64.0,0,0,2.0,1,1.0,2.0,1.0,0
3982.0,500.0,95.0,3.0,3.0,1.0,10.0,,12,0,6.0,1,2.0,2.0,1.0,13
2300.0,280.0,64.0,3.0,1.0,1.0,3.0,40.0,6,0,4.0,1,2.0,1.0,3.0,6
1900.0,150.0,40.0,1.0,1.0,,0.0,149.0,19,4,2.0,0,1.0,1.0,2.0,23
1600.0,,85.0,2.0,1.0,,10.0,15.0,4,1,3.0,0,2.0,2.0,1.0,5
1700.0,,85.0,2.0,1.0,,10.0,18.0,10,0,3.0,0,2.0,2.0,3.0,11
1300.0,,20.0,1.0,1.0,,,,6,0,2.0,0,1.0,,1.0,7
2000.0,190.0,60.0,2.0,2.0,,7.0,,13,6,4.0,0,2.0,2.0,2.0,19
2400.0,270.0,52.0,1.0,1.0,1.0,1.0,63.0,13,0,2.0,1,2.0,1.0,1.0,14
1800.0,,63.0,2.0,1.0,,7.0,33.0,13,0,3.0,0,2.0,2.0,1.0,14
2200.0,,57.0,2.0,2.0,,2.0,119.0,11,1,4.0,0,2.0,1.0,2.0,14
2800.0,200.0,68.0,3.0,2.0,,0.0,17.0,18,3,5.0,0,2.0,1.0,2.0,21
2600.0,150.0,68.0,2.0,2.0,,0.0,42.0,18,3,4.0,0,2.0,1.0,2.0,21
2221.0,,40.0,1.0,1.0,,0.0,,3,0,2.0,0,1.0,1.0,2.0,3
2300.0,,88.0,2.0,1.0,1.0,0.0,18.0,0,0,3.0,1,2.0,1.0,1.0,0
4300.0,290.0,84.0,3.0,2.0,2.0,,,10,1,5.0,1,2.0,,1.0,11
5068.0,,125.0,3.0,2.0,1.0,15.0,16.0,11,4,5.0,1,3.0,2.0,2.0,15
3700.0,400.0,95.0,2.0,2.0,1.0,15.0,56.0,12,3,4.0,1,2.0,2.0,1.0,15
3500.0,456.0,110.0,2.0,2.0,1.0,5.0,82.0,5,2,4.0,1,3.0,1.0,1.0,7
2600.0,195.0,54.0,2.0,2.0,1.0,0.0,102.0,6,2,4.0,1,2.0,1.0,3.0,8
2600.0,250.0,65.0,2.0,1.0,,10.0,,12,2,3.0,0,2.0,2.0,1.0,16
2800.0,300.0,119.0,3.0,3.0,1.0,39.0,180.0,3,0,6.0,1,3.0,3.0,1.0,4
3420.0,720.0,119.0,2.0,2.0,1.0,4.0,44.0,7,1,4.0,1,3.0,1.0,1.0,8
2300.0,180.0,80.0,3.0,3.0,1.0,7.0,,12,0,6.0,1,2.0,2.0,2.0,12
2353.0,220.0,42.0,1.0,1.0,,2.0,,12,0,2.0,0,1.0,1.0,1.0,13
2700.0,400.0,90.0,2.0,2.0,1.0,10.0,,19,4,4.0,1,2.0,2.0,2.0,23
1850.0,250.0,30.0,1.0,1.0,1.0,0.0,187.0,9,0,2.0,1,1.0,1.0,1.0,9
3620.0,400.0,135.0,3.0,1.0,1.0,,,4,0,4.0,1,3.0,,1.0,5
2060.0,230.0,49.0,1.0,1.0,,5.0,,6,1,2.0,0,1.0,1.0,1.0,7
2600.0,,47.0,2.0,2.0,,0.0,,12,2,4.0,0,1.0,1.0,3.0,16
1800.0,1.0,94.0,3.0,2.0,,1.0,146.0,8,1,5.0,0,2.0,1.0,3.0,9
6700.0,530.0,130.0,2.0,2.0,1.0,25.0,77.0,2,0,4.0,1,3.0,3.0,1.0,2
1000.0,,75.0,1.0,1.0,1.0,,,19,1,2.0,1,2.0,,3.0,20
3175.0,336.0,96.0,3.0,3.0,1.0,150.0,41.0,6,1,6.0,1,2.0,3.0,1.0,7
2600.0,300.0,85.0,3.0,2.0,,,,1,1,5.0,0,2.0,,1.0,2
4165.0,538.0,105.0,3.0,3.0,2.0,6.0,,7,0,6.0,1,3.0,2.0,1.0,9
3300.0,500.0,96.0,2.0,2.0,1.0,8.0,,0,0,4.0,1,2.0,2.0,2.0,0
2700.0,200.0,61.0,2.0,2.0,1.0,0.0,46.0,6,2,4.0,1,2.0,1.0,3.0,8
3650.0,450.0,85.0,2.0,2.0,1.0,9.0,,7,0,4.0,1,2.0,2.0,1.0,11
4706.0,480.0,99.0,2.0,2.0,2.0,5.0,17.0,5,5,4.0,1,2.0,1.0,1.0,10
1450.0,,39.0,1.0,1.0,,,,13,3,2.0,0,1.0,,2.0,16
3267.0,300.0,72.0,3.0,2.0,1.0,0.0,,16,1,5.0,1,2.0,1.0,2.0,17
3000.0,,60.0,1.0,1.0,1.0,30.0,,5,0,2.0,1,2.0,3.0,1.0,5
4706.0,450.0,147.0,1.0,1.0,2.0,12.0,21.0,3,0,2.0,1,3.0,2.0,1.0,6
2400.0,,60.0,1.0,1.0,,4.0,,0,0,2.0,0,2.0,1.0,2.0,0
2400.0,300.0,54.0,2.0,1.0,1.0,,,14,0,3.0,1,2.0,,1.0,15
4344.0,450.0,163.0,3.0,2.0,1.0,29.0,,5,2,5.0,1,3.0,3.0,1.0,7
2550.0,200.0,65.0,2.0,1.0,1.0,15.0,33.0,10,0,3.0,1,2.0,2.0,1.0,10
1750.0,,23.0,1.0,1.0,,1.0,23.0,1,0,2.0,0,1.0,1.0,1.0,1
1900.0,115.0,46.0,1.0,1.0,1.0,,,1,0,2.0,1,1.0,,1.0,1
4428.0,600.0,102.0,2.0,2.0,2.0,12.0,19.0,5,2,4.0,1,3.0,2.0,1.0,7
4440.0,600.0,115.0,2.0,2.0,1.0,8.0,65.0,9,0,4.0,1,3.0,2.0,1.0,9
5856.0,900.0,215.0,3.0,3.0,2.0,4.0,73.0,8,1,6.0,1,3.0,1.0,1.0,9
2290.0,50.0,97.0,3.0,2.0,1.0,18.0,103.0,16,1,5.0,1,2.0,2.0,2.0,17
3470.0,320.0,75.0,1.0,1.0,,10.0,30.0,1,0,2.0,0,2.0,2.0,1.0,1
3562.0,250.0,41.0,1.0,1.0,,4.0,,11,0,2.0,0,1.0,1.0,1.0,12
1500.0,,24.0,1.0,1.0,,3.0,305.0,10,2,2.0,0,1.0,1.0,1.0,16
6000.0,600.0,210.0,,2.0,2.0,15.0,,6,3,,1,3.0,2.0,1.0,9
3700.0,420.0,115.0,3.0,2.0,1.0,12.0,83.0,3,0,5.0,1,3.0,2.0,1.0,4
9360.0,1500.0,214.0,3.0,2.0,2.0,,,1,0,5.0,1,3.0,,1.0,1
5475.0,600.0,170.0,3.0,4.0,2.0,12.0,372.0,3,0,7.0,1,3.0,2.0,1.0,3
2250.0,,45.0,1.0,1.0,,0.0,15.0,16,3,2.0,0,1.0,1.0,2.0,19
3270.0,350.0,93.0,2.0,3.0,1.0,6.0,,9,2,5.0,1,2.0,2.0,1.0,11
5180.0,,104.0,3.0,3.0,1.0,2.0,,0,0,6.0,1,3.0,1.0,1.0,1
2500.0,1.0,78.0,3.0,2.0,,0.0,271.0,3,4,5.0,0,2.0,1.0,2.0,7
3750.0,500.0,115.0,2.0,2.0,2.0,8.0,70.0,0,0,4.0,1,3.0,2.0,1.0,0
4745.0,430.0,150.0,3.0,2.0,2.0,10.0,83.0,3,4,5.0,1,3.0,2.0,1.0,7
9340.0,800.0,235.0,3.0,3.0,1.0,10.0,,5,2,6.0,1,3.0,2.0,1.0,7
2660.0,220.0,58.0,1.0,1.0,1.0,18.0,22.0,1,0,2.0,1,2.0,2.0,1.0,1
2100.0,,70.0,3.0,1.0,,10.0,68.0,8,1,4.0,0,2.0,2.0,2.0,9
4360.0,351.0,125.0,3.0,2.0,1.0,47.0,22.0,1,0,5.0,1,3.0,3.0,1.0,1
3515.0,370.0,100.0,1.0,1.0,1.0,5.0,27.0,1,1,2.0,1,2.0,1.0,1.0,2
5475.0,,170.0,3.0,2.0,2.0,5.0,38.0,5,0,5.0,1,3.0,1.0,1.0,5
3700.0,500.0,120.0,3.0,2.0,1.0,10.0,166.0,6,0,5.0,1,3.0,2.0,1.0,6
2500.0,260.0,84.0,1.0,1.0,,14.0,21.0,10,3,2.0,0,2.0,2.0,1.0,13
3500.0,300.0,66.0,2.0,2.0,,1.0,,5,2,4.0,0,2.0,1.0,1.0,7
2350.0,200.0,43.0,1.0,1.0,,1.0,79.0,8,2,2.0,0,1.0,1.0,1.0,11
3000.0,,74.0,2.0,2.0,,1.0,,7,0,4.0,0,2.0,1.0,3.0,9
2300.0,280.0,78.0,3.0,2.0,,0.0,95.0,12,4,5.0,0,2.0,1.0,2.0,16
2960.0,,105.0,3.0,2.0,,,,10,1,5.0,0,3.0,,3.0,12
2700.0,200.0,70.0,3.0,1.0,1.0,,,18,3,4.0,1,2.0,,2.0,21
3000.0,380.0,93.0,2.0,2.0,1.0,,,12,2,4.0,1,2.0,,2.0,14
2100.0,,90.0,3.0,2.0,1.0,10.0,186.0,11,1,5.0,1,2.0,2.0,2.0,12
4380.0,400.0,100.0,3.0,4.0,1.0,40.0,,1,1,7.0,1,2.0,3.0,1.0,2
2900.0,200.0,70.0,2.0,1.0,1.0,11.0,,16,1,3.0,1,2.0,2.0,2.0,17
2960.0,465.0,96.0,1.0,1.0,1.0,10.0,94.0,2,0,2.0,1,2.0,2.0,1.0,3
2300.0,250.0,89.0,2.0,2.0,1.0,5.0,167.0,12,0,4.0,1,2.0,1.0,1.0,13
2600.0,630.0,94.0,1.0,1.0,2.0,,,5,0,2.0,1,2.0,,1.0,5
2500.0,320.0,78.0,2.0,,1.0,1.0,,5,0,,1,2.0,1.0,2.0,5
4000.0,,232.0,3.0,2.0,1.0,20.0,56.0,6,0,5.0,1,3.0,2.0,1.0,6
2500.0,180.0,112.0,3.0,2.0,,15.0,178.0,11,1,5.0,0,3.0,2.0,1.0,12
5535.0,1500.0,387.0,3.0,2.0,2.0,13.0,74.0,5,0,5.0,1,3.0,2.0,1.0,5
2353.0,,55.0,1.0,1.0,,5.0,,23,0,2.0,0,2.0,1.0,2.0,23
2500.0,230.0,55.0,2.0,2.0,,0.0,18.0,6,0,4.0,0,2.0,1.0,3.0,6
2000.0,250.0,41.0,1.0,1.0,,1.0,69.0,12,0,2.0,0,1.0,1.0,1.0,13
2000.0,175.0,45.0,1.0,1.0,,0.0,37.0,12,2,2.0,0,1.0,1.0,3.0,16
2550.0,200.0,55.0,2.0,2.0,,0.0,21.0,6,2,4.0,0,2.0,1.0,1.0,8
2500.0,180.0,42.0,1.0,1.0,,,,4,1,2.0,0,1.0,,1.0,6
2200.0,250.0,47.0,1.0,1.0,,,,17,4,2.0,0,1.0,,2.0,21
2300.0,,75.0,2.0,1.0,,2.0,45.0,11,0,3.0,0,2.0,1.0,1.0,11
2250.0,300.0,56.0,2.0,2.0,,0.0,39.0,7,3,4.0,0,2.0,1.0,3.0,12
2117.0,,45.0,1.0,1.0,,18.0,44.0,0,0,2.0,0,1.0,2.0,1.0,0
2555.0,250.0,39.0,1.0,1.0,,0.0,19.0,9,1,2.0,0,1.0,1.0,2.0,10
2150.0,180.0,65.0,2.0,2.0,,7.0,28.0,17,1,4.0,0,2.0,2.0,3.0,19
2500.0,230.0,50.0,1.0,1.0,1.0,16.0,19.0,4,1,2.0,1,1.0,2.0,1.0,6
3750.0,450.0,98.0,3.0,2.0,1.0,0.0,44.0,11,1,5.0,1,2.0,1.0,1.0,12
2480.0,325.0,45.0,1.0,1.0,1.0,5.0,,12,0,2.0,1,1.0,1.0,1.0,13
7964.0,420.0,150.0,3.0,3.0,2.0,3.0,,5,2,6.0,1,3.0,1.0,1.0,7
4719.0,550.0,156.0,3.0,2.0,2.0,25.0,,9,0,5.0,1,3.0,3.0,1.0,9
1800.0,120.0,62.0,2.0,2.0,,14.0,85.0,0,0,4.0,0,2.0,2.0,2.0,0
2300.0,300.0,54.0,2.0,1.0,,0.0,,7,1,3.0,0,2.0,1.0,3.0,9
6500.0,160.0,180.0,3.0,2.0,2.0,0.0,,2,1,5.0,1,3.0,1.0,1.0,3
1950.0,240.0,72.0,2.0,2.0,,,,17,0,4.0,0,2.0,,2.0,18
1500.0,,52.0,3.0,1.0,,2.0,17.0,0,0,4.0,0,2.0,1.0,3.0,0
3500.0,280.0,60.0,2.0,2.0,1.0,0.0,,5,1,4.0,1,2.0,1.0,1.0,6
3649.0,500.0,120.0,2.0,2.0,1.0,22.0,41.0,4,0,4.0,1,3.0,3.0,1.0,4
3500.0,260.0,58.0,2.0,2.0,1.0,0.0,,8,0,4.0,1,2.0,1.0,1.0,8
3458.0,300.0,129.0,3.0,2.0,1.0,9.0,52.0,9,1,5.0,1,3.0,2.0,1.0,10
2516.0,200.0,45.0,1.0,1.0,1.0,2.0,24.0,10,2,2.0,1,1.0,1.0,1.0,12
2400.0,280.0,73.0,3.0,3.0,1.0,2.0,106.0,13,2,6.0,1,2.0,1.0,2.0,15
1800.0,280.0,50.0,1.0,1.0,1.0,8.0,96.0,20,0,2.0,1,1.0,2.0,2.0,21
2660.0,200.0,68.0,2.0,1.0,,20.0,26.0,3,1,3.0,0,2.0,2.0,1.0,6
3100.0,300.0,48.0,1.0,1.0,,0.0,,0,0,2.0,0,1.0,1.0,1.0,0
2400.0,,107.0,3.0,2.0,,20.0,247.0,8,3,5.0,0,3.0,2.0,1.0,13
1000.0,,39.0,1.0,1.0,,,,13,5,2.0,0,1.0,,2.0,18
3075.0,,71.0,1.0,1.0,1.0,7.0,33.0,7,0,2.0,1,2.0,2.0,1.0,9
2590.0,250.0,86.0,2.0,2.0,,18.0,29.0,1,0,4.0,0,2.0,2.0,1.0,1
4070.0,380.0,105.0,3.0,2.0,1.0,18.0,,3,1,5.0,1,3.0,2.0,1.0,4
2000.0,150.0,65.0,3.0,2.0,,0.0,,8,0,5.0,0,2.0,1.0,2.0,8
6000.0,600.0,125.0,2.0,2.0,2.0,13.0,63.0,4,1,4.0,1,3.0,2.0,1.0,5
2375.0,300.0,40.0,1.0,1.0,1.0,8.0,,8,0,2.0,1,1.0,2.0,1.0,8
2300.0,170.0,52.0,,1.0,,0.0,,6,3,,0,2.0,1.0,3.0,11
3500.0,300.0,72.0,2.0,2.0,2.0,0.0,34.0,5,1,4.0,1,2.0,1.0,2.0,6
4037.0,550.0,133.0,3.0,2.0,1.0,4.0,115.0,8,0,5.0,1,3.0,1.0,1.0,8
2250.0,150.0,44.0,1.0,1.0,,0.0,45.0,16,3,2.0,0,1.0,1.0,2.0,19
3200.0,360.0,90.0,2.0,2.0,1.0,10.0,,7,0,4.0,1,2.0,2.0,1.0,9
3350.0,250.0,75.0,3.0,2.0,1.0,0.0,17.0,14,3,5.0,1,2.0,1.0,2.0,17
3000.0,250.0,42.0,1.0,1.0,1.0,1.0,63.0,8,0,2.0,1,1.0,1.0,2.0,8
5082.0,600.0,160.0,3.0,2.0,2.0,15.0,39.0,9,4,5.0,1,3.0,2.0,1.0,13
1980.0,135.0,37.0,1.0,1.0,,10.0,61.0,10,0,2.0,0,1.0,2.0,3.0,11
2800.0,260.0,82.0,3.0,2.0,1.0,10.0,,8,0,5.0,1,2.0,2.0,2.0,8
2540.0,385.0,80.0,1.0,2.0,1.0,,,10,0,3.0,1,2.0,,1.0,11
9125.0,1100.0,300.0,3.0,4.0,2.0,12.0,51.0,2,0,7.0,1,3.0,2.0,1.0,2
2250.0,300.0,48.0,1.0,1.0,1.0,6.0,25.0,12,0,2.0,1,1.0,2.0,1.0,13
1800.0,180.0,50.0,1.0,1.0,,0.0,57.0,7,3,2.0,0,1.0,1.0,3.0,10
1850.0,180.0,51.0,1.0,1.0,,0.0,103.0,8,5,2.0,0,2.0,1.0,2.0,13
3085.0,450.0,80.0,2.0,2.0,2.0,5.0,61.0,9,0,4.0,1,2.0,1.0,1.0,13
4344.0,400.0,114.0,2.0,2.0,2.0,7.0,,8,3,4.0,1,3.0,2.0,1.0,13
2400.0,180.0,54.0,2.0,1.0,1.0,0.0,22.0,19,4,3.0,1,2.0,1.0,2.0,23
2800.0,,77.0,2.0,1.0,1.0,,,12,4,3.0,1,2.0,,3.0,18
2750.0,360.0,100.0,2.0,1.0,1.0,20.0,156.0,6,3,3.0,1,2.0,2.0,1.0,9
3000.0,340.0,99.0,2.0,2.0,1.0,7.0,47.0,16,3,4.0,1,2.0,2.0,2.0,19
3400.0,350.0,90.0,2.0,2.0,1.0,,,6,1,4.0,1,2.0,,1.0,7
3700.0,300.0,175.0,3.0,3.0,2.0,13.0,,7,0,6.0,1,3.0,2.0,1.0,7
3060.0,,141.0,3.0,2.0,1.0,33.0,51.0,10,2,5.0,1,3.0,3.0,1.0,12
3900.0,400.0,150.0,3.0,3.0,2.0,10.0,48.0,4,4,6.0,1,3.0,2.0,1.0,8
1500.0,140.0,40.0,1.0,1.0,,0.0,102.0,10,0,2.0,0,1.0,1.0,3.0,11
2715.0,11.0,48.0,1.0,1.0,,4.0,,7,1,2.0,0,1.0,1.0,2.0,8
2880.0,320.0,68.0,2.0,2.0,1.0,0.0,18.0,0,0,4.0,1,2.0,1.0,1.0,0
4800.0,450.0,94.0,3.0,2.0,1.0,0.0,20.0,5,1,5.0,1,2.0,1.0,1.0,6
2750.0,280.0,41.0,1.0,1.0,,0.0,35.0,8,0,2.0,0,1.0,1.0,1.0,8
3150.0,253.0,115.0,2.0,2.0,1.0,3.0,20.0,2,1,4.0,1,3.0,1.0,1.0,3
2000.0,185.0,87.0,3.0,3.0,,8.0,170.0,0,0,6.0,0,2.0,2.0,2.0,0
5068.0,590.0,100.0,1.0,2.0,1.0,8.0,,1,0,3.0,1,2.0,2.0,1.0,1
2350.0,164.0,41.0,1.0,1.0,,1.0,54.0,15,0,2.0,0,1.0,1.0,2.0,15
2090.0,270.0,42.0,1.0,1.0,,0.0,27.0,11,0,2.0,0,1.0,1.0,1.0,13
2700.0,360.0,40.0,1.0,1.0,1.0,1.0,95.0,6,2,2.0,1,1.0,1.0,1.0,9
2000.0,180.0,44.0,1.0,1.0,,0.0,76.0,6,4,2.0,0,1.0,1.0,2.0,10
2800.0,210.0,80.0,3.0,2.0,1.0,0.0,291.0,10,2,5.0,1,2.0,1.0,2.0,12
7487.0,1000.0,251.0,3.0,,3.0,9.0,98.0,11,1,,1,3.0,2.0,1.0,13
3700.0,250.0,90.0,2.0,1.0,1.0,0.0,51.0,4,1,3.0,1,2.0,1.0,1.0,5
4255.0,500.0,128.0,2.0,2.0,2.0,5.0,49.0,1,0,4.0,1,3.0,1.0,1.0,1
2968.0,320.0,73.0,1.0,1.0,1.0,4.0,41.0,12,0,2.0,1,2.0,1.0,1.0,13
3375.0,320.0,56.0,1.0,1.0,,3.0,40.0,1,2,2.0,0,2.0,1.0,1.0,4
3440.0,300.0,80.0,2.0,2.0,1.0,10.0,143.0,8,1,4.0,1,2.0,2.0,1.0,9
5689.0,,135.0,,,,9.0,21.0,0,0,,0,3.0,2.0,1.0,0
2300.0,200.0,47.0,1.0,1.0,,0.0,128.0,8,2,2.0,0,1.0,1.0,1.0,11
2750.0,320.0,75.0,1.0,1.0,1.0,5.0,107.0,3,0,2.0,1,2.0,1.0,1.0,4
2800.0,300.0,60.0,2.0,2.0,1.0,1.0,156.0,11,1,4.0,1,2.0,1.0,2.0,12
3650.0,490.0,100.0,2.0,3.0,2.0,12.0,275.0,5,1,5.0,1,2.0,2.0,1.0,6
5888.0,520.0,124.0,2.0,2.0,2.0,2.0,33.0,4,1,4.0,1,3.0,1.0,1.0,5
2200.0,240.0,73.0,3.0,,,3.0,257.0,15,1,,0,2.0,1.0,2.0,17
3637.0,300.0,63.0,2.0,2.0,,0.0,41.0,0,0,4.0,0,2.0,1.0,1.0,0
4070.0,449.0,128.0,2.0,2.0,,,,5,2,4.0,0,3.0,,1.0,7
3000.0,250.0,46.0,1.0,1.0,,3.0,113.0,1,2,2.0,0,1.0,1.0,1.0,4
4000.0,450.0,100.0,3.0,2.0,1.0,8.0,50.0,1,2,5.0,1,2.0,2.0,2.0,3
4163.0,300.0,127.0,2.0,4.0,2.0,6.0,31.0,13,0,6.0,1,3.0,2.0,2.0,13
3200.0,350.0,70.0,1.0,2.0,1.0,12.0,172.0,6,2,3.0,1,2.0,2.0,1.0,8
2718.0,268.0,58.0,1.0,1.0,1.0,14.0,71.0,9,1,2.0,1,2.0,2.0,1.0,10
2964.0,200.0,43.0,1.0,1.0,,5.0,85.0,1,2,2.0,0,1.0,1.0,1.0,4
3937.0,420.0,63.0,2.0,1.0,,1.0,68.0,9,0,3.0,0,2.0,1.0,1.0,9
2625.0,150.0,40.0,1.0,1.0,,20.0,157.0,2,1,2.0,0,1.0,2.0,1.0,3
3420.0,350.0,80.0,2.0,2.0,1.0,7.0,123.0,8,0,4.0,1,2.0,2.0,1.0,8
2625.0,180.0,41.0,1.0,1.0,,4.0,62.0,11,0,2.0,0,1.0,1.0,1.0,12
2000.0,350.0,111.0,3.0,2.0,1.0,18.0,199.0,6,0,5.0,1,3.0,2.0,1.0,6
6897.0,1100.0,200.0,3.0,2.0,2.0,21.0,24.0,6,0,5.0,1,3.0,3.0,1.0,6
2800.0,140.0,140.0,4.0,3.0,,9.0,76.0,8,1,7.0,0,3.0,2.0,3.0,9
