precio_pen,mantenimiento_soles,area_m2,num_dorm,num_banios,num_estac,antiguedad,num_visualizaciones,num_colegios_prox,num_hospitales_prox,total_ambientes,tiene_estac,tamano_cod,antiguedad_cod,nivel_socioeconomico_cod,total_servicios_prox
4380.0,340.0,120.0,3.0,3.0,1.0,12.0,69.0,11,1,6.0,1,3.0,2.0,1.0,12
1300.0,60.0,80.0,2.0,2.0,,1.0,,16,0,4.0,0,2.0,1.0,3.0,17
1400.0,,45.0,1.0,1.0,,10.0,38.0,17,1,2.0,0,1.0,2.0,2.0,18
3720.0,400.0,145.0,3.0,2.0,1.0,35.0,121.0,4,0,5.0,1,3.0,3.0,1.0,4
2835.0,300.0,69.0,2.0,2.0,1.0,2.0,55.0,0,0,4.0,1,2.0,1.0,1.0,0
3303.0,250.0,56.0,2.0,2.0,1.0,0.0,26.0,0,0,4.0,1,2.0,1.0,1.0,0
3450.0,700.0,118.0,2.0,2.0,1.0,5.0,41.0,8,1,4.0,1,3.0,1.0,1.0,9
4060.0,350.0,100.0,1.0,2.0,1.0,,,8,0,3.0,1,2.0,,1.0,8
3050.0,360.0,70.0,2.0,2.0,1.0,3.0,108.0,0,2,4.0,1,2.0,1.0,2.0,2
2200.0,150.0,44.0,1.0,1.0,,0.0,68.0,13,2,2.0,0,1.0,1.0,2.0,15
4320.0,350.0,100.0,3.0,2.0,1.0,1.0,44.0,3,0,5.0,1,2.0,1.0,1.0,4
2250.0,200.0,41.0,1.0,1.0,,3.0,46.0,12,0,2.0,0,1.0,1.0,1.0,13
8190.0,795.0,250.0,,2.0,2.0,25.0,21.0,0,0,,1,3.0,3.0,1.0,0
3300.0,500.0,105.0,3.0,3.0,1.0,8.0,237.0,6,2,6.0,1,3.0,2.0,1.0,8
2750.0,250.0,70.0,2.0,1.0,1.0,15.0,38.0,5,1,3.0,1,2.0,2.0,1.0,7
2500.0,200.0,42.0,1.0,1.0,,0.0,95.0,4,1,2.0,0,1.0,1.0,1.0,6
3500.0,490.0,95.0,3.0,3.0,,15.0,116.0,4,1,6.0,0,2.0,2.0,1.0,6
5300.0,100.0,203.0,3.0,2.0,1.0,25.0,15.0,2,4,5.0,1,3.0,3.0,1.0,6
2737.0,439.0,100.0,2.0,3.0,1.0,10.0,176.0,3,0,5.0,1,2.0,2.0,1.0,5
4810.0,400.0,150.0,3.0,2.0,2.0,3.0,187.0,3,4,5.0,1,3.0,1.0,1.0,7
2300.0,160.0,39.0,1.0,1.0,,,,4,1,2.0,0,1.0,,1.0,6
3062.0,340.0,74.0,2.0,2.0,1.0,0.0,101.0,8,1,4.0,1,2.0,1.0,1.0,9
4750.0,475.0,112.0,3.0,2.0,1.0,14.0,58.0,3,0,5.0,1,3.0,2.0,1.0,4
2150.0,180.0,35.0,1.0,1.0,,1.0,30.0,15,0,2.0,0,1.0,1.0,1.0,16
2200.0,200.0,60.0,1.0,1.0,,30.0,,12,0,2.0,0,2.0,3.0,1.0,13
3650.0,735.0,107.0,2.0,2.0,1.0,10.0,68.0,6,1,4.0,1,3.0,2.0,1.0,7
2730.0,180.0,70.0,2.0,2.0,1.0,0.0,43.0,10,0,4.0,1,2.0,1.0,3.0,11
2250.0,150.0,60.0,1.0,1.0,,25.0,82.0,1,1,2.0,0,2.0,3.0,1.0,2
3276.0,400.0,90.0,2.0,3.0,2.0,8.0,57.0,7,3,5.0,1,2.0,2.0,1.0,11
1900.0,170.0,67.0,3.0,2.0,1.0,7.0,41.0,13,0,5.0,1,2.0,2.0,2.0,13
1800.0,120.0,100.0,2.0,2.0,,10.0,167.0,12,0,4.0,0,2.0,2.0,1.0,12
1450.0,100.0,37.0,1.0,1.0,,5.0,271.0,6,0,2.0,0,1.0,1.0,1.0,6
1800.0,180.0,40.0,1.0,2.0,,1.0,,14,1,3.0,0,1.0,1.0,3.0,16
1800.0,200.0,67.0,3.0,2.0,,17.0,77.0,7,2,5.0,0,2.0,2.0,2.0,9
1700.0,,75.0,2.0,1.0,1.0,6.0,49.0,3,0,3.0,1,2.0,2.0,1.0,3
1000.0,,55.0,2.0,1.0,,56.0,26.0,17,0,3.0,0,2.0,3.0,3.0,17
1650.0,,73.0,2.0,1.0,,30.0,,12,0,3.0,0,2.0,3.0,1.0,13
900.0,,70.0,2.0,1.0,,20.0,28.0,16,1,3.0,0,2.0,2.0,3.0,17
1990.0,250.0,42.0,1.0,,1.0,2.0,90.0,7,0,,1,1.0,1.0,3.0,9
1300.0,80.0,60.0,1.0,1.0,,10.0,62.0,19,0,2.0,0,2.0,2.0,2.0,19
9275.0,,220.0,3.0,3.0,2.0,16.0,41.0,2,0,6.0,1,3.0,2.0,1.0,2
2300.0,230.0,70.0,2.0,2.0,1.0,2.0,51.0,18,4,4.0,1,2.0,1.0,2.0,22
2600.0,350.0,96.0,2.0,2.0,,1.0,,18,2,4.0,0,2.0,1.0,2.0,20
3300.0,,82.0,2.0,2.0,1.0,2.0,16.0,12,0,4.0,1,2.0,1.0,1.0,13
2600.0,220.0,99.0,2.0,,,0.0,57.0,4,2,,0,2.0,1.0,1.0,6
1350.0,,70.0,3.0,1.0,1.0,20.0,47.0,0,0,4.0,1,2.0,2.0,3.0,0
3680.0,180.0,145.0,3.0,3.0,2.0,,,7,3,6.0,1,3.0,,1.0,13
1650.0,190.0,31.0,1.0,,,4.0,29.0,16,0,,0,1.0,1.0,2.0,17
6388.0,350.0,240.0,3.0,3.0,,30.0,,0,0,6.0,0,3.0,3.0,1.0,0
9175.0,980.0,213.0,3.0,4.0,2.0,,,6,0,7.0,1,3.0,,1.0,6
3100.0,510.0,90.0,2.0,2.0,2.0,10.0,128.0,3,1,4.0,1,2.0,2.0,1.0,5
3300.0,300.0,120.0,3.0,3.0,1.0,8.0,,11,1,6.0,1,3.0,2.0,1.0,12
6290.0,860.0,120.0,2.0,2.0,1.0,25.0,59.0,2,0,4.0,1,3.0,3.0,1.0,2
5250.0,450.0,145.0,3.0,2.0,1.0,12.0,16.0,8,2,5.0,1,3.0,2.0,1.0,11
1900.0,200.0,60.0,,1.0,,10.0,,9,0,,0,2.0,2.0,1.0,10
2000.0,150.0,100.0,2.0,2.0,,15.0,168.0,5,0,4.0,0,2.0,2.0,1.0,6
2000.0,150.0,77.0,2.0,2.0,,8.0,78.0,14,0,4.0,0,2.0,2.0,2.0,15
3250.0,250.0,98.0,3.0,2.0,1.0,14.0,88.0,4,1,5.0,1,2.0,2.0,1.0,5
1100.0,,120.0,3.0,1.0,,20.0,35.0,11,0,4.0,0,3.0,2.0,3.0,11
4100.0,,150.0,3.0,2.0,1.0,28.0,70.0,0,0,5.0,1,3.0,3.0,1.0,0
1300.0,,35.0,1.0,1.0,,10.0,,13,1,2.0,0,1.0,2.0,3.0,15
2992.0,300.0,120.0,3.0,3.0,1.0,20.0,,6,0,6.0,1,3.0,2.0,1.0,6
1700.0,180.0,35.0,1.0,1.0,,,,7,0,2.0,0,1.0,,2.0,7
1090.0,150.0,60.0,3.0,2.0,1.0,10.0,106.0,14,0,5.0,1,2.0,2.0,3.0,14
1500.0,,182.0,3.0,2.0,,20.0,25.0,25,0,5.0,0,3.0,2.0,3.0,25
1300.0,,89.0,2.0,1.0,,0.0,19.0,26,0,3.0,0,2.0,1.0,4.0,26
3100.0,300.0,104.0,3.0,2.0,,28.0,88.0,4,2,5.0,0,3.0,3.0,1.0,6
1100.0,,80.0,3.0,3.0,,,,16,0,6.0,0,2.0,,3.0,16
2000.0,160.0,65.0,2.0,1.0,,15.0,22.0,17,0,3.0,0,2.0,2.0,2.0,18
7300.0,650.0,203.0,3.0,3.0,1.0,8.0,,18,0,6.0,1,3.0,2.0,1.0,19
1490.0,100.0,53.0,1.0,1.0,,30.0,187.0,11,0,2.0,0,2.0,3.0,1.0,11
3100.0,150.0,66.0,3.0,2.0,1.0,0.0,,12,0,5.0,1,2.0,1.0,3.0,12
1700.0,,30.0,1.0,1.0,,3.0,233.0,13,1,2.0,0,1.0,1.0,1.0,14
1900.0,,40.0,1.0,1.0,,3.0,81.0,13,1,2.0,0,1.0,1.0,1.0,14
2850.0,300.0,70.0,2.0,1.0,1.0,18.0,31.0,11,0,3.0,1,2.0,2.0,1.0,11
1400.0,,40.0,,1.0,1.0,3.0,239.0,15,3,,1,1.0,1.0,3.0,18
2600.0,380.0,70.0,3.0,2.0,1.0,,,8,1,5.0,1,2.0,,3.0,9
1800.0,,65.0,1.0,1.0,,20.0,171.0,4,0,2.0,0,2.0,2.0,1.0,4
2400.0,250.0,55.0,2.0,2.0,,0.0,29.0,12,0,4.0,0,2.0,1.0,1.0,13
2350.0,220.0,72.0,3.0,2.0,1.0,10.0,96.0,17,1,5.0,1,2.0,2.0,2.0,19
3024.0,350.0,100.0,3.0,3.0,2.0,5.0,,2,0,6.0,1,2.0,1.0,2.0,2
1600.0,150.0,32.0,1.0,,,3.0,172.0,16,1,,0,1.0,1.0,3.0,19
1900.0,300.0,66.0,2.0,2.0,,5.0,612.0,8,1,4.0,0,2.0,1.0,3.0,9
1250.0,80.0,100.0,2.0,1.0,1.0,,,10,0,3.0,1,2.0,,4.0,10
2500.0,320.0,77.0,2.0,2.0,,10.0,150.0,0,0,4.0,0,2.0,2.0,1.0,0
2500.0,100.0,73.0,3.0,1.0,,28.0,18.0,6,2,4.0,0,2.0,3.0,1.0,8
2380.0,270.0,52.0,1.0,1.0,1.0,,,5,2,2.0,1,2.0,,1.0,7
1100.0,120.0,60.0,3.0,2.0,,4.0,41.0,2,0,5.0,0,2.0,1.0,4.0,2
4366.0,,180.0,3.0,2.0,1.0,29.0,89.0,0,0,5.0,1,3.0,3.0,1.0,0
5890.0,560.0,174.0,3.0,3.0,2.0,5.0,64.0,4,0,6.0,1,3.0,1.0,1.0,4
1000.0,,70.0,2.0,1.0,,3.0,119.0,11,0,3.0,0,2.0,1.0,3.0,11
4719.0,550.0,165.0,3.0,2.0,2.0,7.0,85.0,8,3,5.0,1,3.0,2.0,1.0,13
1250.0,50.0,45.0,1.0,1.0,,4.0,549.0,4,0,2.0,0,1.0,1.0,1.0,5
4404.0,500.0,124.0,3.0,3.0,2.0,9.0,,0,0,6.0,1,3.0,2.0,2.0,0
2000.0,300.0,90.0,1.0,2.0,,10.0,52.0,4,0,3.0,0,2.0,2.0,1.0,4
4367.0,400.0,124.0,4.0,3.0,2.0,6.0,36.0,0,0,7.0,1,3.0,2.0,2.0,0
6992.0,800.0,260.0,3.0,2.0,1.0,26.0,40.0,0,0,5.0,1,3.0,3.0,1.0,0
9490.0,1150.0,213.0,3.0,3.0,2.0,,,4,0,6.0,1,3.0,,1.0,4
2300.0,,130.0,3.0,3.0,1.0,10.0,121.0,8,0,6.0,1,3.0,2.0,1.0,9
2500.0,,68.0,2.0,1.0,1.0,30.0,100.0,5,2,3.0,1,2.0,3.0,1.0,8
2500.0,230.0,97.0,3.0,3.0,,10.0,107.0,5,1,6.0,0,2.0,2.0,2.0,7
1850.0,120.0,40.0,1.0,1.0,,2.0,93.0,4,3,2.0,0,1.0,1.0,3.0,7
2500.0,,78.0,1.0,1.0,,0.0,60.0,8,1,2.0,0,2.0,1.0,2.0,10
1850.0,80.0,75.0,2.0,1.0,,16.0,272.0,13,0,3.0,0,2.0,2.0,1.0,14
1900.0,200.0,64.0,,2.0,,7.0,22.0,16,0,,0,2.0,2.0,3.0,17
1200.0,,40.0,1.0,1.0,,8.0,,13,0,2.0,0,1.0,2.0,1.0,14
2910.0,220.0,98.0,2.0,3.0,1.0,18.0,102.0,8,1,5.0,1,2.0,2.0,1.0,9
2100.0,250.0,120.0,3.0,3.0,,10.0,61.0,16,0,6.0,0,3.0,2.0,2.0,17
7340.0,1100.0,186.0,3.0,4.0,3.0,6.0,45.0,1,0,7.0,1,3.0,2.0,1.0,1
6016.0,1.0,240.0,3.0,2.0,,30.0,15.0,4,4,5.0,0,3.0,3.0,1.0,8
5475.0,750.0,208.0,3.0,2.0,2.0,,,4,1,5.0,1,3.0,,1.0,5
1300.0,,40.0,1.0,1.0,,1.0,345.0,5,0,2.0,0,1.0,1.0,1.0,5
4745.0,450.0,300.0,5.0,5.0,3.0,9.0,16.0,0,0,10.0,1,3.0,2.0,2.0,0
2000.0,50.0,79.0,3.0,2.0,1.0,19.0,156.0,10,0,5.0,1,2.0,2.0,1.0,11
2772.0,400.0,80.0,3.0,2.0,1.0,14.0,204.0,7,2,5.0,1,2.0,2.0,1.0,9
1800.0,100.0,40.0,1.0,2.0,,0.0,142.0,12,2,3.0,0,1.0,1.0,2.0,14
4500.0,470.0,100.0,2.0,2.0,1.0,16.0,70.0,1,0,4.0,1,2.0,2.0,1.0,1
1650.0,,47.0,1.0,1.0,,13.0,141.0,14,0,2.0,0,1.0,2.0,2.0,14
2200.0,,75.0,1.0,1.0,,,,6,0,2.0,0,2.0,,1.0,6
3145.0,300.0,108.0,2.0,2.0,1.0,9.0,,3,0,4.0,1,3.0,2.0,1.0,4
1699.0,10.0,104.0,3.0,2.0,,0.0,72.0,23,1,5.0,0,3.0,1.0,3.0,24
1100.0,,80.0,2.0,2.0,,9.0,21.0,12,0,4.0,0,2.0,2.0,3.0,13
1050.0,20.0,75.0,2.0,1.0,,5.0,214.0,19,1,3.0,0,2.0,1.0,2.0,20
1050.0,20.0,70.0,2.0,1.0,1.0,3.0,195.0,19,1,3.0,1,2.0,1.0,2.0,20
2900.0,275.0,110.0,3.0,2.0,1.0,8.0,,3,7,5.0,1,3.0,2.0,1.0,10
5000.0,400.0,156.0,3.0,2.0,2.0,29.0,113.0,4,0,5.0,1,3.0,3.0,1.0,5
5550.0,135.0,111.0,2.0,2.0,1.0,0.0,28.0,5,2,4.0,1,3.0,1.0,1.0,7
5500.0,512.0,160.0,3.0,3.0,1.0,10.0,55.0,11,2,6.0,1,3.0,2.0,1.0,13
1650.0,,140.0,3.0,2.0,,28.0,,28,1,5.0,0,3.0,3.0,4.0,29
9100.0,700.0,200.0,3.0,3.0,2.0,14.0,61.0,3,0,6.0,1,3.0,2.0,1.0,3
5440.0,580.0,127.0,3.0,3.0,2.0,7.0,47.0,7,2,6.0,1,3.0,2.0,1.0,10
1950.0,,108.0,3.0,1.0,,25.0,93.0,19,0,4.0,0,3.0,3.0,1.0,20
3375.0,450.0,90.0,2.0,2.0,1.0,6.0,,18,0,4.0,1,2.0,2.0,2.0,18
3374.0,320.0,85.0,2.0,2.0,1.0,,,4,0,4.0,1,2.0,,1.0,4
4900.0,550.0,,,2.0,2.0,,,8,3,,1,,,1.0,13
1950.0,200.0,40.0,1.0,1.0,1.0,3.0,31.0,3,2,2.0,1,1.0,1.0,2.0,5
6290.0,800.0,174.0,3.0,2.0,2.0,4.0,96.0,2,0,5.0,1,3.0,1.0,1.0,2
1850.0,100.0,118.0,3.0,2.0,,6.0,75.0,14,0,5.0,0,3.0,2.0,2.0,15
1500.0,,65.0,2.0,1.0,1.0,10.0,565.0,8,1,3.0,1,2.0,2.0,2.0,9
1500.0,,100.0,3.0,2.0,,30.0,23.0,14,0,5.0,0,2.0,3.0,3.0,15
4000.0,450.0,142.0,3.0,3.0,1.0,16.0,59.0,4,1,6.0,1,3.0,2.0,1.0,5
4180.0,320.0,154.0,3.0,3.0,1.0,9.0,38.0,10,1,6.0,1,3.0,2.0,1.0,11
8228.0,600.0,200.0,3.0,3.0,2.0,23.0,46.0,6,0,6.0,1,3.0,3.0,1.0,6
2800.0,180.0,61.0,2.0,2.0,1.0,0.0,49.0,16,0,4.0,1,2.0,1.0,3.0,16
7875.0,1.0,194.0,3.0,2.0,2.0,18.0,79.0,3,0,5.0,1,3.0,2.0,1.0,3
9000.0,300.0,114.0,3.0,3.0,1.0,10.0,23.0,0,0,6.0,1,3.0,2.0,2.0,0
2896.0,350.0,120.0,2.0,2.0,2.0,13.0,167.0,7,0,4.0,1,3.0,2.0,1.0,7
3420.0,227.0,64.0,1.0,1.0,1.0,15.0,,8,1,2.0,1,2.0,2.0,1.0,9
2569.0,200.0,102.0,3.0,1.0,,45.0,172.0,3,4,4.0,0,3.0,3.0,1.0,8
3400.0,390.0,174.0,3.0,4.0,2.0,9.0,92.0,15,0,7.0,1,3.0,2.0,1.0,17
1400.0,200.0,77.0,3.0,2.0,,12.0,42.0,10,1,5.0,0,2.0,2.0,3.0,11
2450.0,200.0,82.0,3.0,2.0,,12.0,41.0,14,1,5.0,0,2.0,2.0,2.0,15
1000.0,,75.0,2.0,1.0,,20.0,125.0,10,0,3.0,0,2.0,2.0,4.0,10
3000.0,270.0,50.0,1.0,1.0,,0.0,19.0,3,2,2.0,0,1.0,1.0,1.0,6
950.0,50.0,80.0,2.0,1.0,1.0,0.0,65.0,17,0,3.0,1,2.0,1.0,3.0,20
2000.0,300.0,50.0,1.0,1.0,,22.0,115.0,4,1,2.0,0,1.0,3.0,1.0,6
930.0,67.0,67.0,2.0,1.0,,2.0,97.0,28,0,3.0,0,2.0,1.0,3.0,28
2800.0,60.0,207.0,3.0,2.0,1.0,25.0,,4,0,5.0,1,3.0,3.0,1.0,5
2600.0,350.0,55.0,,1.0,1.0,0.0,21.0,4,1,,1,2.0,1.0,1.0,5
6660.0,420.0,288.0,3.0,2.0,,21.0,57.0,5,0,5.0,0,3.0,3.0,1.0,6
6660.0,450.0,280.0,3.0,2.0,2.0,34.0,64.0,2,0,5.0,1,3.0,3.0,1.0,2
7030.0,500.0,240.0,3.0,2.0,2.0,15.0,55.0,4,0,5.0,1,3.0,2.0,1.0,5
9000.0,700.0,165.0,2.0,4.0,2.0,8.0,22.0,3,0,6.0,1,3.0,2.0,1.0,3
800.0,50.0,85.0,3.0,2.0,1.0,10.0,26.0,5,0,5.0,1,2.0,2.0,4.0,5
9000.0,680.0,240.0,3.0,3.0,2.0,10.0,,8,0,6.0,1,3.0,2.0,1.0,8
3982.0,,136.0,3.0,2.0,1.0,25.0,51.0,2,0,5.0,1,3.0,3.0,1.0,2
4199.0,,125.0,3.0,3.0,2.0,4.0,,6,0,6.0,1,3.0,1.0,1.0,6
7560.0,1100.0,257.0,5.0,5.0,3.0,10.0,,4,1,10.0,1,3.0,2.0,1.0,5
3500.0,300.0,110.0,3.0,2.0,1.0,5.0,34.0,5,1,5.0,1,3.0,1.0,1.0,8
2300.0,300.0,100.0,3.0,2.0,,3.0,201.0,10,0,5.0,0,2.0,1.0,2.0,10
1850.0,110.0,160.0,2.0,,,,,4,0,,0,3.0,,1.0,7
2960.0,250.0,83.0,2.0,2.0,,26.0,205.0,6,0,4.0,0,2.0,3.0,1.0,6
800.0,50.0,24.0,2.0,1.0,,0.0,71.0,13,2,3.0,0,1.0,1.0,1.0,15
2730.0,300.0,78.0,3.0,3.0,2.0,15.0,98.0,3,0,6.0,1,2.0,2.0,1.0,3
4600.0,500.0,110.0,2.0,2.0,2.0,9.0,116.0,6,1,4.0,1,3.0,2.0,1.0,7
1400.0,,66.0,2.0,1.0,,,,0,0,3.0,0,2.0,,2.0,0
2300.0,,90.0,2.0,2.0,,6.0,109.0,9,0,4.0,0,2.0,2.0,1.0,9
4500.0,500.0,250.0,3.0,3.0,2.0,5.0,60.0,4,4,6.0,1,3.0,1.0,1.0,12
2030.0,,75.0,2.0,1.0,1.0,10.0,66.0,5,0,3.0,1,2.0,2.0,1.0,5
2734.0,230.0,140.0,3.0,3.0,2.0,15.0,51.0,4,0,6.0,1,3.0,2.0,1.0,4
850.0,100.0,70.0,2.0,1.0,4.0,12.0,,11,0,3.0,1,2.0,2.0,3.0,11
2000.0,200.0,61.0,2.0,2.0,,0.0,,14,0,4.0,0,2.0,1.0,2.0,14
1550.0,,70.0,2.0,1.0,,40.0,15.0,11,0,3.0,0,2.0,3.0,1.0,11
3650.0,650.0,145.0,1.0,2.0,2.0,14.0,34.0,10,0,3.0,1,3.0,2.0,1.0,10
7400.0,,251.0,3.0,3.0,2.0,10.0,,0,0,6.0,1,3.0,2.0,1.0,0
2400.0,200.0,110.0,3.0,3.0,1.0,15.0,39.0,7,0,6.0,1,3.0,2.0,1.0,7
2400.0,250.0,45.0,1.0,1.0,1.0,,,6,0,2.0,1,1.0,,1.0,6
4150.0,672.0,140.0,3.0,2.0,2.0,,,5,0,5.0,1,3.0,,1.0,5
3990.0,600.0,150.0,3.0,1.0,1.0,18.0,26.0,2,3,4.0,1,3.0,2.0,1.0,5
3800.0,,90.0,2.0,2.0,2.0,8.0,33.0,5,0,4.0,1,2.0,2.0,1.0,6
1800.0,,92.0,3.0,1.0,,40.0,20.0,10,1,4.0,0,2.0,3.0,3.0,13
5450.0,350.0,290.0,3.0,2.0,2.0,10.0,27.0,6,1,5.0,1,3.0,2.0,1.0,7
3938.0,,144.0,3.0,2.0,1.0,15.0,,5,2,5.0,1,3.0,2.0,1.0,7
1200.0,30.0,20.0,1.0,1.0,,15.0,115.0,6,0,2.0,0,1.0,2.0,1.0,6
2000.0,130.0,57.0,2.0,1.0,,35.0,20.0,8,1,3.0,0,2.0,3.0,2.0,10
2300.0,250.0,55.0,1.0,1.0,,,,5,2,2.0,0,2.0,,1.0,8
2100.0,220.0,80.0,3.0,2.0,,0.0,278.0,4,1,5.0,0,2.0,1.0,1.0,5
1000.0,80.0,62.0,3.0,2.0,,11.0,96.0,20,2,5.0,0,2.0,2.0,3.0,23
5550.0,400.0,155.0,3.0,2.0,2.0,10.0,,5,0,5.0,1,3.0,2.0,1.0,5
7580.0,650.0,265.0,3.0,3.0,2.0,12.0,,4,1,6.0,1,3.0,2.0,1.0,5
3085.0,480.0,99.0,2.0,2.0,2.0,18.0,179.0,8,2,4.0,1,2.0,2.0,1.0,10
2500.0,150.0,59.0,2.0,,,30.0,62.0,6,0,,0,2.0,3.0,1.0,6
8030.0,650.0,265.0,3.0,2.0,2.0,6.0,27.0,6,0,5.0,1,3.0,2.0,1.0,6
4200.0,430.0,106.0,3.0,3.0,1.0,6.0,49.0,6,0,6.0,1,3.0,2.0,1.0,6
3500.0,300.0,105.0,3.0,2.0,1.0,30.0,43.0,5,0,5.0,1,3.0,3.0,1.0,5
3942.0,630.0,119.0,3.0,2.0,2.0,,,11,1,5.0,1,3.0,,1.0,12
7400.0,,156.0,3.0,2.0,1.0,2.0,15.0,4,1,5.0,1,3.0,1.0,1.0,5
2650.0,300.0,88.0,3.0,2.0,1.0,17.0,288.0,0,0,5.0,1,2.0,2.0,1.0,0
4320.0,500.0,100.0,2.0,3.0,1.0,0.0,37.0,6,0,5.0,1,2.0,1.0,1.0,6
2500.0,,120.0,3.0,1.0,,15.0,30.0,17,0,4.0,0,3.0,2.0,2.0,17
11073.0,1469.0,481.0,4.0,5.0,2.0,11.0,58.0,6,5,9.0,1,3.0,2.0,1.0,12
2928.0,,100.0,3.0,2.0,,10.0,125.0,3,0,5.0,0,2.0,2.0,1.0,3
2620.0,130.0,110.0,3.0,3.0,1.0,21.0,162.0,1,0,6.0,1,3.0,3.0,1.0,1
10498.0,1800.0,374.0,4.0,6.0,3.0,15.0,,4,0,10.0,1,3.0,2.0,1.0,4
9160.0,1100.0,240.0,3.0,3.0,2.0,14.0,,5,1,6.0,1,3.0,2.0,1.0,6
1500.0,,68.0,2.0,1.0,,0.0,113.0,12,0,3.0,0,2.0,1.0,1.0,12
2200.0,,200.0,3.0,1.0,,15.0,27.0,12,0,4.0,0,3.0,2.0,4.0,12
6120.0,1000.0,185.0,3.0,4.0,2.0,20.0,74.0,2,0,7.0,1,3.0,2.0,1.0,2
10374.0,1300.0,393.0,4.0,4.0,2.0,14.0,,0,0,8.0,1,3.0,2.0,1.0,0
10890.0,1650.0,490.0,4.0,4.0,3.0,,,4,0,8.0,1,3.0,,1.0,5
2200.0,1.0,100.0,3.0,1.0,,4.0,143.0,6,0,4.0,0,2.0,1.0,1.0,6
5800.0,350.0,225.0,3.0,3.0,2.0,13.0,42.0,6,0,6.0,1,3.0,2.0,1.0,6
1800.0,200.0,39.0,1.0,1.0,,18.0,385.0,8,2,2.0,0,1.0,2.0,1.0,12
4887.0,650.0,154.0,3.0,3.0,2.0,15.0,66.0,0,0,6.0,1,3.0,2.0,1.0,0
1500.0,,89.0,2.0,1.0,,5.0,188.0,13,0,3.0,0,2.0,1.0,1.0,13
4687.0,700.0,140.0,3.0,2.0,2.0,8.0,85.0,9,0,5.0,1,3.0,2.0,1.0,10
5550.0,800.0,197.0,3.0,3.0,2.0,7.0,118.0,6,0,6.0,1,3.0,2.0,1.0,7
9375.0,300.0,128.0,3.0,3.0,2.0,8.0,16.0,0,0,6.0,1,3.0,2.0,2.0,0
1200.0,,65.0,2.0,1.0,,10.0,88.0,8,0,3.0,0,2.0,2.0,4.0,8
1500.0,250.0,87.0,2.0,2.0,,50.0,60.0,0,0,4.0,0,2.0,3.0,2.0,0
7850.0,970.0,288.0,3.0,3.0,2.0,17.0,75.0,9,1,6.0,1,3.0,2.0,1.0,10
6570.0,,214.0,4.0,3.0,2.0,10.0,22.0,9,0,7.0,1,3.0,2.0,1.0,9
1800.0,,30.0,1.0,,,0.0,195.0,9,0,,0,1.0,1.0,1.0,10
9750.0,1500.0,400.0,4.0,4.0,3.0,8.0,37.0,0,0,8.0,1,3.0,2.0,1.0,0
1050.0,,90.0,3.0,1.0,,29.0,27.0,10,0,4.0,0,2.0,3.0,3.0,11
2600.0,500.0,140.0,3.0,2.0,1.0,5.0,20.0,0,0,5.0,1,3.0,1.0,2.0,0
2190.0,400.0,125.0,3.0,3.0,2.0,7.0,40.0,1,0,6.0,1,3.0,2.0,2.0,1
3100.0,500.0,125.0,4.0,3.0,2.0,3.0,45.0,0,0,7.0,1,3.0,1.0,2.0,0
2100.0,400.0,125.0,3.0,3.0,2.0,6.0,83.0,0,0,6.0,1,3.0,2.0,2.0,0
3500.0,300.0,90.0,3.0,2.0,1.0,3.0,49.0,20,2,5.0,1,2.0,1.0,2.0,22
6171.0,,200.0,3.0,2.0,2.0,10.0,,0,0,5.0,1,3.0,2.0,1.0,0
2590.0,300.0,120.0,3.0,2.0,2.0,3.0,42.0,1,0,5.0,1,3.0,1.0,2.0,1
2550.0,250.0,65.0,2.0,2.0,1.0,2.0,17.0,0,0,4.0,1,2.0,1.0,2.0,0
2800.0,150.0,76.0,2.0,2.0,,29.0,95.0,0,0,4.0,0,2.0,3.0,1.0,0
2880.0,,90.0,2.0,2.0,,0.0,179.0,4,0,4.0,0,2.0,1.0,1.0,4
2900.0,200.0,80.0,1.0,1.0,2.0,25.0,57.0,6,0,2.0,1,2.0,3.0,1.0,6
5790.0,,130.0,3.0,3.0,2.0,,,0,0,6.0,1,3.0,,2.0,0
2450.0,,140.0,4.0,2.0,1.0,,,5,0,6.0,1,3.0,,2.0,6
5840.0,400.0,210.0,3.0,3.0,1.0,5.0,113.0,8,0,6.0,1,3.0,1.0,1.0,8
1500.0,,50.0,1.0,1.0,,0.0,243.0,9,0,2.0,0,1.0,1.0,1.0,9
800.0,,30.0,1.0,1.0,,1.0,750.0,14,0,2.0,0,1.0,1.0,1.0,14
3515.0,,100.0,2.0,,,20.0,43.0,9,1,,0,2.0,2.0,1.0,11
2000.0,,62.0,1.0,2.0,1.0,25.0,158.0,3,0,3.0,1,2.0,3.0,1.0,3
6900.0,800.0,250.0,3.0,3.0,3.0,11.0,39.0,4,1,6.0,1,3.0,2.0,1.0,5
1370.0,98.0,50.0,1.0,1.0,,7.0,239.0,2,0,2.0,0,1.0,2.0,3.0,2
900.0,,45.0,2.0,1.0,,3.0,114.0,21,0,3.0,0,1.0,1.0,3.0,21
800.0,,45.0,,1.0,,7.0,69.0,14,0,,0,1.0,2.0,2.0,14
850.0,,60.0,2.0,1.0,,6.0,193.0,6,0,3.0,0,2.0,2.0,3.0,6
5973.0,270.0,124.0,3.0,2.0,2.0,5.0,,0,0,5.0,1,3.0,1.0,2.0,0
